Compound Id	KappaShapeIndices [Kier2]
6191	1.75
6153	1.0
16425	0.667
6190	1.75
11919	3.92
67991	2.320
291	0.0
6084	0.0
6094	2.0
7555	3.0
6120	1.333
7712	4.0
6308	2.25
9646	1.0
10781	2.52
15802	6.125
17976	3.240
7767	5.0
7604	3.2
7010	3.2
6163	1.633
6340	2.222
8560	6.0
11094	4.167
11023	4.167
11055	2.344
10786	3.061
7619	3.061
10755	2.344
11551	4.167
349	7.0
11035	5.143
11104	3.938
10795	3.111
10445	2.52
7849	8.0
17558	6.125
13439	2.320
13402	3.92
14840	9.0
13448	2.939
13619	10.0
7890	11.0
11882	12.0
11883	13.0
10540	15.0
7929	19.0
11897	20.0
11899	21.0
12017	22.0
12072	23.0
11900	24.0
11901	25.0
11146	26.0
11902	27.0
10542	31.0
11906	35.0
8878	1.240
11585	4.133
13837650	3.0
13853215	1.75
9392	1.75
7674	2.344
6156	1.0
18410	4.760
7024	1.633
15438	3.111
8896	1.44
14751	3.111
221117	2.52
7787	2.222
8908	3.061
8909	3.938
8910	5.76
6188	1.75
10265264	2.52
10179173	2.52
21800	2.52
10325078	1.75
6111	0.222
10265270	2.939
15765	2.52
10179239	2.939
69569	3.63
5730	1.0
13837281	2.222
9724	1.778
7662	2.722
13862559	2.722
7518	2.52
21106571	2.939
13864445	2.722
21106163	2.939
21106540	2.939
6339	2.222
38364	2.722
27488	2.722
11776	2.722
25677	5.104
158870	3.63
157093	3.63
83374	3.63
457144	3.63
135925	3.63
457145	3.63
84188	3.63
136000	3.63
135983	3.63
136001	3.63
136002	3.63
136003	3.63
84235	3.63
82755	3.868
82712	3.868
157094	3.868
103011	3.868
102798	3.868
82762	3.868
11974	2.939
56793	5.104
454495	5.104
40191	5.104
56791	5.104
35581	5.104
56774	5.325
82765	5.325
27793	3.868
82754	3.868
457138	3.868
102897	3.868
457139	3.868
102947	3.868
97173	3.868
102720	3.868
102801	3.868
102833	3.868
102721	3.868
102856	3.868
102933	3.868
103066	3.868
97172	3.868
106355	3.868
102741	4.108
97055	4.108
97198	4.108
34874	5.104
36972	5.104
56788	5.104
533188	5.104
35579	5.104
16182	5.104
46262	5.104
35580	5.104
82818	5.104
56790	5.104
56795	5.104
33458	5.104
82777	5.104
35584	5.104
56785	5.104
56792	5.104
34189	5.104
34859	5.551
84346	5.551
56760	5.551
56755	5.551
33666	5.551
36973	5.325
37744	5.325
46894	5.325
45444	5.325
56769	5.325
56780	5.325
34847	5.325
39406	5.325
35081	5.325
56781	5.325
56771	5.325
102834	4.108
102722	4.108
154865	4.108
96948	4.108
102743	4.108
102857	4.108
154866	4.108
106356	4.108
102787	4.108
97240	4.108
102742	4.108
97257	4.349
97224	4.349
102923	4.349
96868	4.349
96864	4.349
97234	4.349
97233	4.349
154062	4.349
97142	4.349
56782	5.78
36977	5.78
83414	5.78
84348	5.78
82823	5.78
36975	5.325
56778	5.325
43354	5.325
37779	5.325
45445	5.325
36974	5.325
35585	5.325
34848	5.325
84344	5.325
34850	5.325
82819	5.325
56772	5.325
82820	5.325
16415	5.325
56779	5.325
56768	5.325
56777	5.325
84345	5.325
34668	5.325
96965	4.592
33198	4.592
82783	5.551
34852	5.551
37000	5.551
37019	5.551
56765	5.551
39198	5.551
82740	5.551
56761	5.551
56756	5.551
56766	5.551
83413	5.551
34851	5.551
36976	5.551
56767	5.551
56763	5.551
56787	5.104
35583	5.104
82807	5.104
56794	5.104
33386	5.104
33457	5.104
47912	5.104
82817	5.104
46893	5.104
33280	5.104
35582	5.104
33304	5.104
46263	5.104
15827	4.836
33407	6.012
36985	6.012
35205	6.012
15637	6.012
82821	6.012
34853	5.551
37745	5.551
36978	5.551
34190	5.551
34191	5.551
36771	5.551
36710	5.551
56757	5.551
549017	5.551
84347	5.551
56764	5.551
56758	5.551
47914	5.551
56762	5.551
33984	5.551
33983	5.551
34860	5.78
82738	5.78
36982	5.78
36979	5.78
47915	5.78
56783	5.78
36981	5.78
37004	5.78
36980	5.78
82751	6.246
36989	6.246
33282	5.325
46285	5.325
46284	5.325
82806	5.325
56776	5.325
47913	5.325
32952	5.325
45446	5.325
43353	5.325
56773	5.325
33281	5.104
56786	5.104
