Compound Id	ChiPathCluster [SPC-4]
6191	4.5
6153	0.0
16425	0.0
6190	4.5
11919	2.121
67991	1.061
291	0.0
6084	0.0
6094	0.0
7555	0.0
6120	0.0
7712	0.0
6308	0.408
9646	0.0
10781	2.295
15802	0.408
17976	1.039
7767	0.0
7604	0.289
7010	0.577
6163	1.061
6340	1.333
8560	0.0
11094	0.289
11023	0.493
11055	0.75
10786	1.276
7619	0.471
10755	1.707
11551	0.612
349	0.0
11035	0.493
11104	0.577
10795	1.821
10445	0.816
7849	0.0
17558	0.289
13439	1.061
13402	2.121
14840	0.0
13448	1.5
13619	0.0
7890	0.0
11882	0.0
11883	0.0
10540	0.0
7929	0.0
11897	0.0
11899	0.0
12017	0.0
12072	0.0
11900	0.0
11901	0.0
11146	0.0
11902	0.0
10542	0.0
11906	0.0
8878	0.813
11585	1.498
13837650	0.0
13853215	4.5
9392	4.5
7674	0.408
6156	0.0
18410	0.433
7024	0.408
15438	0.433
8896	0.0
14751	0.493
221117	1.138
7787	0.0
8908	0.0
8909	0.0
8910	0.0
6188	4.5
10265264	0.816
10179173	0.816
21800	1.138
10325078	4.5
6111	0.0
10265270	0.943
15765	1.138
10179239	0.943
69569	1.914
5730	0.0
13837281	1.333
9724	3.260
7662	1.0
13862559	1.478
7518	0.816
21106571	2.006
13864445	1.734
21106163	2.154
21106540	2.341
6339	1.333
38364	1.734
27488	1.734
11776	1.0
25677	2.771
158870	2.231
157093	2.070
83374	2.074
457144	2.123
135925	2.355
457145	2.299
84188	2.511
136000	2.573
135983	2.416
136001	2.420
136002	2.478
136003	2.478
84235	2.326
82755	2.516
82712	2.640
157094	2.759
103011	2.405
102798	2.771
82762	2.987
11974	2.154
56793	2.991
454495	2.982
40191	2.627
56791	2.695
35581	2.708
56774	3.407
82765	3.043
27793	3.287
82754	3.131
457138	2.971
102897	2.975
457139	3.033
102947	2.921
97173	2.865
102720	2.865
102801	2.930
102833	3.2
102721	2.858
102856	2.991
102933	3.105
103066	2.759
97172	3.010
106355	3.114
102741	3.206
97055	3.553
97198	3.215
34874	3.2
36972	3.180
56788	2.913
533188	2.858
35579	2.926
16182	2.626
46262	2.974
35580	2.639
82818	2.827
56790	3.024
56795	2.887
33458	3.053
82777	2.464
35584	2.928
56785	2.466
56792	2.523
34189	2.652
34859	4.043
84346	3.953
56760	3.679
56755	3.981
33666	3.315
36973	3.618
37744	3.537
46894	3.589
45444	3.331
56769	3.566
56780	3.267
34847	3.344
39406	3.254
35081	2.967
56781	3.383
56771	2.980
102834	3.705
102722	3.640
154865	3.759
96948	3.417
102743	3.550
102857	3.660
154866	3.314
106356	3.669
102787	3.557
97240	3.345
102742	3.566
97257	4.341
97224	3.990
102923	4.130
96868	4.329
96864	4.317
97234	4.116
97233	4.124
154062	4.224
97142	3.920
56782	4.589
36977	4.617
83414	4.225
84348	4.737
82823	4.254
36975	3.807
56778	3.485
