Compound Id	BPol
6191	7.218
6153	4.812
16425	14.058
6190	6.435
11919	36.344
67991	43.154
291	4.373
6084	6.559
6094	8.746
7555	10.932
6120	10.932
7712	13.118
6308	13.118
9646	13.118
10781	19.678
15802	21.864
17976	21.864
7767	15.305
7604	15.305
7010	15.305
6163	15.305
6340	15.305
8560	17.491
11094	17.491
11023	17.491
11055	17.491
10786	17.491
7619	17.491
10755	17.491
11551	17.491
349	19.678
11035	19.678
11104	19.678
10795	19.678
10445	19.678
7849	21.864
17558	21.864
13439	21.864
13402	21.864
14840	24.051
13448	24.051
13619	26.237
7890	28.423
11882	30.610
11883	32.796
10540	37.169
7929	45.915
11897	48.101
11899	50.288
12017	52.474
12072	54.660
11900	56.847
11901	59.033
11146	61.220
11902	63.406
10542	72.152
11906	80.897
8878	13.118
11585	12.053
13837650	5.213
13853215	5.652
9392	5.652
7674	15.305
6156	27.598
18410	21.864
7024	13.118
15438	17.491
8896	10.932
14751	17.491
221117	17.491
7787	13.118
8908	15.305
8909	17.491
8910	21.864
6188	4.869
10265264	17.491
10179173	17.491
21800	17.491
10325078	6.522
6111	6.559
10265270	19.678
15765	17.491
10179239	19.678
69569	66.110
5730	1.680
13837281	1.680
9724	19.678
7662	4.540
13862559	4.540
7518	6.083
21106571	3.866
13864445	4.540
21106163	3.866
21106540	3.866
6339	7.346
38364	5.410
27488	5.410
11776	7.150
25677	8.239
158870	6.726
157093	6.726
83374	6.726
457144	6.726
135925	6.726
457145	6.726
84188	6.726
136000	6.726
135983	6.726
136001	6.726
136002	6.726
136003	6.726
84235	6.726
82755	6.053
82712	6.053
157094	6.053
103011	6.053
102798	6.053
82762	6.053
11974	7.346
56793	8.239
454495	8.239
40191	8.239
56791	8.239
35581	8.239
56774	7.566
82765	7.566
27793	6.053
82754	6.053
457138	6.053
102897	6.053
457139	6.053
102947	6.053
97173	6.053
102720	6.053
102801	6.053
102833	6.053
102721	6.053
102856	6.053
102933	6.053
103066	6.053
97172	6.053
106355	6.053
102741	5.380
97055	5.380
97198	5.380
34874	8.239
36972	8.239
56788	8.239
533188	8.239
35579	8.239
16182	8.239
46262	8.239
35580	8.239
82818	8.239
56790	8.239
56795	8.239
33458	8.239
82777	8.239
35584	8.239
56785	8.239
56792	8.239
34189	8.239
34859	6.893
84346	6.893
56760	6.893
56755	6.893
33666	6.893
36973	7.566
37744	7.566
46894	7.566
45444	7.566
56769	7.566
56780	7.566
34847	7.566
39406	7.566
35081	7.566
56781	7.566
56771	7.566
102834	5.380
102722	5.380
154865	5.380
96948	5.380
102743	5.380
102857	5.380
154866	5.380
106356	5.380
102787	5.380
97240	5.380
102742	5.380
97257	4.706
97224	4.706
102923	4.706
96868	4.706
96864	4.706
97234	4.706
97233	4.706
154062	4.706
97142	4.706
56782	6.220
36977	6.220
83414	6.220
84348	6.220
82823	6.220
36975	7.566
56778	7.566
43354	7.566
37779	7.566
45445	7.566
36974	7.566
35585	7.566
34848	7.566
84344	7.566
34850	7.566
82819	7.566
56772	7.566
82820	7.566
16415	7.566
56779	7.566
56768	7.566
56777	7.566
84345	7.566
34668	7.566
96965	4.033
33198	4.033
82783	6.893
34852	6.893
37000	6.893
37019	6.893
56765	6.893
39198	6.893
82740	6.893
56761	6.893
56756	6.893
56766	6.893
83413	6.893
34851	6.893
36976	6.893
56767	6.893
56763	6.893
56787	8.239
35583	8.239
82807	8.239
56794	8.239
33386	8.239
33457	8.239
47912	8.239
82817	8.239
46893	8.239
33280	8.239
35582	8.239
33304	8.239
46263	8.239
15827	3.360
33407	5.546
36985	5.546
35205	5.546
15637	5.546
82821	5.546
34853	6.893
37745	6.893
36978	6.893
34190	6.893
34191	6.893
36771	6.893
36710	6.893
56757	6.893
549017	6.893
84347	6.893
56764	6.893
56758	6.893
47914	6.893
56762	6.893
33984	6.893
33983	6.893
34860	6.220
82738	6.220
36982	6.220
36979	6.220
47915	6.220
56783	6.220
36981	6.220
37004	6.220
36980	6.220
82751	4.873
36989	4.873
33282	7.566
46285	7.566
46284	7.566
82806	7.566
56776	7.566
47913	7.566
32952	7.566
45446	7.566
43353	7.566
56773	7.566
33281	8.239
56786	8.239
56789	8.239
33456	8.239
46264	8.239
36990	5.546
35912	5.546
45448	5.546
36987	5.546
36988	5.546
33986	6.220
36983	6.220
36986	6.220
45447	6.220
35566	6.220
47916	6.220
46137	6.220
550258	6.220
33985	6.220
15484	4.2
34854	6.893
46136	6.893
82736	6.893
56759	6.893
36984	6.893
56775	7.566
56770	7.566
35206	4.873
34192	5.546
82822	5.546
35108	6.220
33316	6.893
21106570	3.193
23208	0.0
4514529	0.0
6132	3.919
9016	5.542
4514586	0.0
4514549	0.0
11083	5.213
6988	5.213
11366	4.540
1253	9.704
3102535	7.219
6186	4.086
13836549	7.218
13868660	8.383
457140	6.726
107412	8.512
12197	4.373
61346	8.621
6187	4.086
13866746	7.108
13857694	5.213
13866817	5.213
9253	4.759
83734	4.759
5977	2.353
29040	7.195
6108	2.28
10054	10.259
16841	6.325
13837280	2.353
9254	5.542
21106179	4.702
692	3.144
12201	13.118
6151	3.246
62827	9.295
8883	17.491
13837988	5.213
13875356	6.953
13875212	6.953
11038	9.253
2282428	6.412
9251	6.412
71312	7.282
11153	3.809
454215	7.195
15077490	5.629
2018165	6.106
6119	3.223
2293678	7.282
109705	14.107
10765	10.932
56442	8.746
4449912	8.746
22814	8.890
99596	7.619
13835316	3.026
6098	3.7
14694	5.432
13836674	5.886
13875160	8.072
23055	7.509
14829	5.323
6105	4.592
553742	3.026
6104	3.026
558928	3.026
6086	2.186
2056044	11.810
3441	6.412
6130	3.136
12577	6.998
34863	8.912
34866	8.912
34665	8.912
34664	8.912
37904	8.912
34864	8.912
34188	8.912
34865	8.912
34868	8.912
37905	8.912
34869	8.912
37918	8.912
37915	8.912
34867	8.912
25605	8.912
26011	8.912
34870	8.912
34666	8.912
21924	8.912
34667	8.912
34871	8.912
34873	8.912
56784	8.912
34872	8.912
8351654	4.854
22408	10.930
73583	7.729
2340753	6.302
10325184	6.302
21111806	6.779
21108550	6.779
9325	6.779
9228	5.996
4444456	5.213
11708	11.553
6093	3.896
6148	6.106
13838404	4.963
6179	3.193
748	1.753
9256	7.108
10614293	18.585
11109	13.118
24142	32.796
13622	30.610
16180	28.423
7891	26.237
29025	19.678
12635	24.051
11121	15.305
7713	10.932
12809	21.864
7833	17.491
7556	8.746
7954	6.559
555074	15.305
4516601	17.491
4483639	10.932
4516599	17.491
4512361	17.491
4483638	10.932
4512642	17.491
6085	4.373
8544	8.746
7788	10.932
6149	2.463
10053	11.129
11117	8.746
6827	24.051
7676	5.886
13875281	8.072
13875230	8.072
6128	6.779
391	4.466
71390	4.006
2916	4.766
558875	4.766
12446	13.118
7957	8.746
10113	10.932
6087	3.7
18971812	10.588
13299573	9.491
3631	10.537
15755	7.399
67470	7.399
15756	7.399
15524	7.399
14441700	8.292
2062437	9.272
11911	3.866
11154	6.196
30713	5.432
21106172	4.540
127983	0.298
11148	4.483
10512	12.445
10526	14.632
24590970	8.489
11865	16.818
6042	4.540
13875320	8.942
7673	6.756
13875258	8.942
13875392	8.942
21108548	9.166
14995	7.399
14994	7.399
15475	7.399
15478	7.399
518	6.206
967	3.193
12499	7.108
71433	27.598
9484	6.889
11099	8.746
11110	10.932
11086	13.118
14692	19.678
24263	17.491
11857	13.118
391428	17.491
6309	8.746
7557	6.559
558883	8.746
56020	8.746
553642	15.305
16791	15.305
454209	11.152
9633	19.788
9377	15.415
9243	6.669
923	0.298
7850	19.005
7714	10.259
10437	8.072
6097	5.886
6083	4.570
10487	12.445
9614	6.669
13861343	2.516
11756	7.318
15476	7.399
274	1.916
56144	7.948
11864	15.305
11845	13.118
6125	5.213
12456	19.678
17880	17.491
7558	6.559
29036	4.093
1087	4.196
7001	4.540
10606755	9.404
55075	7.346
13868640	6.953
11351244	8.746
7090	9.075
7553	6.756
61213	8.292
23886	9.586
33421	9.586
15477	7.399
26010	9.586
30600	9.586
33455	9.586
33934	9.586
33932	9.586
15473	9.586
17099	9.586
17098	9.586
33933	9.586
15474	9.586
63863	46.181
454638	26.237
6121	8.072
6315	10.259
7330	6.559
6307	11.129
12219	22.061
7848	19.875
11863	17.688
7810	15.502
7766	13.315
7711	11.129
7552	8.942
6092	6.756
6088	6.870
26516	13.429
11087	9.056
8543	7.399
12209	10.932
9286	6.998
11806	8.746
6342	3.866
120464	14.632
7733	8.475
7738	6.289
21111820	8.839
8329688	9.162
6735	8.942
92731	8.708
6326	4.540
19766	3.866
6665	9.238
512621	51.711
9642	4.373
10124	10.932
6118	8.942
12010	17.802
11830	15.615
10497	13.429
31029	11.242
10340	8.475
1108	8.746
236	6.559
13875283	8.855
13840690	8.072
6737	8.072
6789	8.072
15620	15.305
2927	10.426
3973	9.535
12442	6.866
6095	4.373
10675065	11.481
11961	4.973
21111772	4.973
12228	23.226
1406720	26.237
6364	17.491
7180	17.491
7182	17.491
10669	17.491
55090	12.445
61487	13.315
6100	9.056
10410	15.305
13492	21.864
15747	24.051
13487	19.678
7385	13.118
10404	17.491
7419	15.305
7219	10.932
7739	6.653
9903	10.932
8868	8.475
16159	6.726
13300034	10.426
2018460	9.469
61149	11.810
11954	4.973
13029	4.540
13875432	5.886
7151	7.116
63054	6.998
7098	9.075
9095782	11.371
6635	2.520
8356	15.305
7128	13.118
15461	17.491
7521	10.932
7641	10.932
7672	13.315
6967	10.932
21168808	8.839
7220	8.746
8876	8.746
2928	11.939
13030	4.540
13875441	6.756
10975	6.885
10870	6.885
218253	10.259
15488	10.259
6122	11.242
11727	5.558
6316	7.399
12674	17.491
8097	13.118
21106032	9.586
551	10.662
15621	15.305
6106	9.366
38403	11.320
7551	6.953
21111822	11.026
7681	8.839
8140	5.213
9360	6.669
61191	9.075
66675	41.398
20939	17.491
6999	15.305
7088	15.305
8531	15.305
7448	15.305
11660	13.118
8335	15.305
11409	13.118
7248	10.932
11661	10.932
221082	10.932
67653	18.331
10831	13.118
26260	15.305
2283071	17.491
21112738	3.7
66567	11.591
65	5.213
11769	9.056
15489	10.259
6828	10.932
7183	15.305
7659	13.118
10253	15.305
6977	13.118
10236	13.118
7129	10.932
