Compound Id	CarbonTypes [C3SP3]
6191	0
6153	0
16425	0
6190	0
11919	0
67991	0
291	0
6084	0
6094	0
7555	0
6120	1
7712	0
6308	1
9646	0
10781	1
15802	1
17976	1
7767	0
7604	1
7010	1
6163	0
6340	2
8560	0
11094	1
11023	1
11055	0
10786	2
7619	2
10755	0
11551	1
349	0
11035	1
11104	2
10795	3
10445	1
7849	0
17558	1
13439	0
13402	0
14840	0
13448	0
13619	0
7890	0
11882	0
11883	0
10540	0
7929	0
11897	0
11899	0
12017	0
12072	0
11900	0
11901	0
11146	0
11902	0
10542	0
11906	0
8878	2
11585	1
13837650	0
13853215	0
9392	0
7674	1
6156	0
18410	1
7024	1
15438	1
8896	0
14751	1
221117	2
7787	0
8908	0
8909	0
8910	0
6188	0
10265264	2
10179173	2
21800	2
10325078	0
6111	0
10265270	2
15765	2
10179239	2
69569	0
5730	0
13837281	0
9724	3
7662	0
13862559	0
7518	0
21106571	0
13864445	0
21106163	0
21106540	0
6339	0
38364	0
27488	0
11776	0
25677	2
158870	2
157093	2
83374	2
457144	2
135925	2
457145	2
84188	2
136000	2
135983	2
136001	2
136002	2
136003	2
84235	2
82755	2
82712	2
157094	2
103011	2
102798	2
82762	2
11974	0
56793	2
454495	2
40191	2
56791	2
35581	2
56774	2
82765	2
27793	2
82754	2
457138	2
102897	2
457139	2
102947	2
97173	2
102720	2
102801	2
102833	2
102721	2
102856	2
102933	2
103066	2
97172	2
106355	2
102741	2
97055	2
97198	2
34874	2
36972	2
56788	2
533188	2
35579	2
16182	2
46262	2
35580	2
82818	2
56790	2
56795	2
33458	2
82777	2
35584	2
56785	2
56792	2
34189	2
34859	2
84346	2
56760	2
56755	2
33666	2
36973	2
37744	2
46894	2
45444	2
56769	2
56780	2
34847	2
39406	2
35081	2
56781	2
56771	2
102834	2
102722	2
154865	2
96948	2
102743	2
102857	2
154866	2
106356	2
102787	2
97240	2
102742	2
97257	2
97224	2
102923	2
96868	2
96864	2
97234	2
97233	2
154062	2
97142	2
56782	2
36977	2
83414	2
84348	2
82823	2
36975	2
56778	2
43354	2
37779	2
45445	2
36974	2
35585	2
34848	2
84344	2
34850	2
82819	2
56772	2
82820	2
16415	2
56779	2
56768	2
56777	2
84345	2
34668	2
96965	2
33198	2
82783	2
34852	2
37000	2
37019	2
56765	2
39198	2
82740	2
56761	2
56756	2
56766	2
83413	2
34851	2
36976	2
56767	2
56763	2
56787	2
35583	2
82807	2
56794	2
33386	2
33457	2
47912	2
82817	2
46893	2
33280	2
35582	2
33304	2
46263	2
15827	2
33407	2
36985	2
35205	2
15637	2
82821	2
34853	2
37745	2
36978	2
34190	2
34191	2
36771	2
