Compound Id	MannholdLogP
6191	1.02
6153	1.130
16425	0.69
6190	1.02
11919	2.23
67991	1.350
291	1.57
6084	1.68
6094	1.79
7555	1.9
6120	1.9
7712	2.01
6308	2.01
9646	2.01
10781	2.34
15802	2.45
17976	2.45
7767	2.12
7604	2.12
7010	2.12
6163	2.12
6340	2.12
8560	2.23
11094	2.23
11023	2.23
11055	2.23
10786	2.23
7619	2.23
10755	2.23
11551	2.23
349	2.34
11035	2.34
11104	2.34
10795	2.34
10445	2.34
7849	2.45
17558	2.45
13439	2.45
13402	2.45
14840	2.56
13448	2.56
13619	2.67
7890	2.780
11882	2.890
11883	3.0
10540	3.220
7929	3.66
11897	3.77
11899	3.88
12017	3.990
12072	4.1
11900	4.21
11901	4.32
11146	4.43
11902	4.54
10542	4.98
11906	5.42
8878	2.23
11585	2.01
13837650	1.46
13853215	1.02
9392	1.02
7674	2.23
6156	1.790
18410	2.56
7024	2.12
15438	2.34
8896	2.01
14751	2.34
221117	2.34
7787	2.12
8908	2.23
8909	2.34
8910	2.56
6188	1.02
10265264	2.34
10179173	2.34
21800	2.34
10325078	1.02
6111	1.79
10265270	2.56
15765	2.34
10179239	2.56
69569	1.35
5730	1.130
13837281	1.24
9724	2.56
7662	1.79
13862559	1.79
7518	1.9
21106571	1.680
13864445	1.79
21106163	1.680
21106540	1.680
6339	1.24
38364	1.79
27488	1.79
11776	1.79
25677	2.340
158870	2.23
157093	2.23
83374	2.23
457144	2.23
135925	2.23
457145	2.23
84188	2.23
136000	2.23
135983	2.23
136001	2.23
136002	2.23
136003	2.23
84235	2.23
82755	2.12
82712	2.12
157094	2.12
103011	2.12
102798	2.12
82762	2.12
11974	1.680
56793	2.340
454495	2.340
40191	2.340
56791	2.340
35581	2.340
56774	2.230
82765	2.230
27793	2.12
82754	2.12
457138	2.12
102897	2.12
457139	2.12
102947	2.12
97173	2.12
102720	2.12
102801	2.12
102833	2.12
102721	2.12
102856	2.12
102933	2.12
103066	2.12
97172	2.12
106355	2.12
102741	2.01
97055	2.01
97198	2.01
34874	2.340
36972	2.340
56788	2.340
533188	2.340
35579	2.340
16182	2.340
46262	2.340
35580	2.340
82818	2.340
56790	2.340
56795	2.340
33458	2.340
82777	2.340
35584	2.340
56785	2.340
56792	2.340
34189	2.340
34859	2.12
84346	2.12
56760	2.12
56755	2.12
33666	2.12
36973	2.230
37744	2.230
46894	2.230
45444	2.230
56769	2.230
56780	2.230
34847	2.230
39406	2.230
35081	2.230
56781	2.230
56771	2.230
102834	2.01
102722	2.01
154865	2.01
96948	2.01
102743	2.01
102857	2.01
154866	2.01
106356	2.01
102787	2.01
97240	2.01
102742	2.01
97257	1.9
97224	1.9
102923	1.9
96868	1.9
96864	1.9
97234	1.9
97233	1.9
154062	1.9
97142	1.9
56782	2.010
36977	2.010
83414	2.010
84348	2.010
82823	2.010
36975	2.230
56778	2.230
43354	2.230
37779	2.230
45445	2.230
36974	2.230
35585	2.230
34848	2.230
84344	2.230
34850	2.230
82819	2.230
56772	2.230
82820	2.230
16415	2.230
56779	2.230
56768	2.230
56777	2.230
84345	2.230
34668	2.230
96965	1.79
33198	1.79
82783	2.12
34852	2.12
37000	2.12
37019	2.12
56765	2.12
39198	2.12
82740	2.12
56761	2.12
56756	2.12
56766	2.12
83413	2.12
34851	2.12
36976	2.12
56767	2.12
56763	2.12
56787	2.340
35583	2.340
82807	2.340
56794	2.340
33386	2.340
33457	2.340
47912	2.340
82817	2.340
46893	2.340
33280	2.340
35582	2.340
33304	2.340
46263	2.340
15827	1.680
33407	1.9
36985	1.9
35205	1.9
15637	1.9
82821	1.9
34853	2.12
37745	2.12
36978	2.12
34190	2.12
34191	2.12
36771	2.12
36710	2.12
56757	2.12
549017	2.12
84347	2.12
56764	2.12
56758	2.12
47914	2.12
56762	2.12
33984	2.12
33983	2.12
34860	2.010
82738	2.010
36982	2.010
36979	2.010
47915	2.010
56783	2.010
36981	2.010
37004	2.010
36980	2.010
82751	1.790
36989	1.790
33282	2.230
46285	2.230
46284	2.230
82806	2.230
56776	2.230
47913	2.230
32952	2.230
45446	2.230
43353	2.230
56773	2.230
33281	2.340
56786	2.340
56789	2.340
33456	2.340
46264	2.340
36990	1.9
35912	1.9
45448	1.9
36987	1.9
36988	1.9
33986	2.010
36983	2.010
36986	2.010
45447	2.010
35566	2.010
47916	2.010
46137	2.010
550258	2.010
33985	2.010
15484	1.680
34854	2.12
46136	2.12
82736	2.12
56759	2.12
36984	2.12
56775	2.230
56770	2.230
35206	1.790
34192	1.9
82822	1.9
35108	2.010
33316	2.12
21106570	1.57
23208	1.13
4514529	1.350
6132	1.24
9016	1.13
4514586	1.350
4514549	1.350
11083	1.79
6988	1.79
11366	1.680
1253	2.01
3102535	1.790
6186	1.02
13836549	1.46
13868660	1.9
457140	2.23
107412	1.24
12197	1.9
61346	1.13
6187	1.02
13866746	1.57
13857694	1.9
13866817	1.9
9253	1.13
83734	1.13
5977	1.24
29040	1.13
6108	1.35
10054	1.790
16841	1.13
13837280	1.350
9254	1.13
21106179	1.24
692	1.46
12201	2.12
6151	1.130
62827	1.24
8883	2.56
13837988	1.9
13875356	1.9
13875212	1.9
11038	1.9
2282428	1.13
9251	1.13
71312	1.13
11153	1.35
454215	1.13
15077490	1.13
2018165	1.350
6119	1.24
2293678	1.13
109705	1.460
10765	2.01
56442	1.9
4449912	1.9
22814	1.350
99596	1.35
13835316	1.46
6098	1.570
14694	1.24
13836674	1.68
13875160	2.12
23055	1.46
14829	1.350
6105	1.35
553742	1.46
6104	1.35
558928	1.46
6086	1.68
2056044	1.02
3441	1.13
6130	1.24
12577	1.24
34863	2.45
34866	2.45
34665	2.45
34664	2.45
37904	2.45
34864	2.45
34188	2.45
34865	2.45
34868	2.45
37905	2.45
34869	2.45
37918	2.45
37915	2.45
34867	2.45
25605	2.45
26011	2.45
34870	2.45
34666	2.45
21924	2.45
34667	2.45
34871	2.45
34873	2.45
56784	2.45
34872	2.45
8351654	0.910
22408	1.350
73583	1.24
2340753	1.24
10325184	1.24
21111806	1.9
21108550	1.9
9325	1.9
9228	1.9
4444456	1.57
11708	1.9
6093	1.35
6148	1.350
13838404	1.24
6179	1.13
748	1.46
9256	1.13
10614293	2.34
11109	2.12
24142	3.11
13622	3.0
16180	2.890
7891	2.780
29025	2.45
12635	2.67
11121	2.23
7713	2.01
12809	2.56
7833	2.34
7556	1.9
7954	1.79
555074	2.23
4516601	2.34
4483639	2.01
4516599	2.34
4512361	2.34
4483638	2.01
4512642	2.34
6085	1.68
8544	2.01
7788	2.12
6149	1.130
10053	1.790
11117	2.12
6827	2.780
7676	2.010
13875281	2.12
13875230	2.12
6128	1.46
391	1.350
71390	1.24
2916	1.35
558875	1.46
12446	2.12
7957	1.9
10113	2.01
6087	1.46
18971812	1.46
13299573	1.13
3631	1.02
15755	2.34
67470	2.34
15756	2.34
15524	2.34
14441700	1.46
2062437	1.35
11911	1.24
11154	1.35
30713	1.24
21106172	1.680
127983	1.24
11148	1.46
10512	1.9
10526	2.010
24590970	1.35
11865	2.12
6042	1.350
13875320	2.12
7673	2.010
13875258	2.12
13875392	2.12
21108548	1.9
14995	2.34
14994	2.34
15475	2.34
15478	2.34
518	1.350
967	1.46
12499	1.46
71433	1.9
9484	1.350
11099	2.01
11110	2.12
11086	2.23
14692	2.56
24263	2.56
11857	2.23
391428	2.56
6309	2.01
7557	1.9
558883	2.01
56020	2.01
553642	2.34
16791	2.34
454209	1.68
9633	2.23
9377	2.010
9243	1.570
923	1.13
7850	2.23
7714	1.790
10437	1.68
6097	1.570
6083	1.46
10487	2.010
9614	2.010
13861343	0.91
11756	1.24
15476	2.34
274	1.35
56144	1.02
11864	2.34
11845	2.23
6125	1.46
12456	2.56
17880	2.45
7558	1.9
29036	1.24
1087	1.13
7001	1.680
10606755	1.02
55075	1.46
13868640	1.9
11351244	2.23
7090	1.9
7553	1.68
61213	1.46
23886	2.56
33421	2.56
15477	2.34
26010	2.56
30600	2.56
33455	2.56
33934	2.56
33932	2.56
15473	2.56
17099	2.56
17098	2.56
33933	2.56
15474	2.56
63863	1.350
454638	3.11
6121	1.68
6315	1.790
7330	2.01
6307	1.790
12219	2.340
7848	2.23
11863	2.12
7810	2.010
7766	1.9
7711	1.790
7552	1.68
6092	1.570
6088	1.46
26516	2.23
11087	2.010
8543	1.57
12209	2.12
9286	1.24
11806	2.01
6342	1.24
120464	2.010
7733	1.790
7738	1.790
21111820	1.9
8329688	1.46
6735	2.45
92731	1.13
6326	1.350
19766	1.57
6665	1.46
512621	1.79
9642	1.79
10124	2.12
6118	1.68
12010	2.010
11830	1.9
10497	1.790
31029	1.68
10340	1.9
1108	2.23
236	2.12
13875283	2.12
13840690	2.12
6737	2.45
6789	2.45
15620	2.890
2927	2.56
3973	1.24
12442	1.46
6095	1.79
10675065	1.350
11961	1.680
21111772	1.680
12228	2.010
1406720	3.11
6364	2.56
7180	2.56
7182	2.56
10669	2.56
55090	1.9
61487	1.9
6100	1.570
10410	2.56
13492	2.890
15747	3.0
13487	2.780
7385	2.45
10404	2.67
7419	2.56
7219	2.34
7739	1.790
9903	2.45
8868	2.23
16159	1.570
13300034	2.340
2018460	1.24
61149	1.02
11954	1.680
13029	1.680
13875432	1.9
7151	1.46
63054	1.57
7098	1.79
9095782	1.46
6635	1.240
8356	2.56
7128	2.45
15461	2.67
7521	2.34
7641	2.34
7672	2.010
6967	2.34
21168808	1.9
7220	2.34
8876	2.56
2928	2.45
13030	1.680
13875441	1.9
10975	1.35
10870	1.35
218253	2.670
15488	2.670
6122	1.68
11727	1.46
6316	1.57
12674	2.780
8097	2.56
21106032	1.68
551	2.670
15621	2.890
6106	1.35
38403	1.02
7551	1.46
21111822	2.12
7681	2.010
8140	1.79
9360	1.9
61191	1.79
66675	1.9
20939	2.56
6999	2.56
7088	2.56
8531	2.56
7448	2.56
11660	2.45
8335	2.56
11409	2.45
7248	2.45
11661	2.45
221082	2.45
67653	2.120
10831	2.780
26260	2.890
2283071	3.0
21112738	1.68
66567	1.13
65	1.79
11769	1.9
15489	2.670
6828	2.780
7183	2.56
7659	2.45
10253	2.56
6977	2.45
10236	2.45
7129	2.45
10829	2.780
68437	2.890
906	2.56
8067	1.46
14198	2.56
10979	2.56
7181	2.56
13836713	1.68
6103	1.570
7170	2.780
10534	2.23
21171407	1.68
71437	2.45
13063	2.780
13851576	2.12
7302	2.670
2915	2.670
62826	1.24
11369	1.680
10857	1.79
13875219	1.9
13842573	1.9
10432	1.9
541032	1.57
17619	1.570
4611	2.34
9990	1.9
28993	2.56
7815	2.010
7560	1.68
7721	1.790
12259	2.67
11667	2.01
10851	2.780
10813	2.780
8807	2.780
16641	1.13
11731	1.46
8950	2.45
13677	2.780
6736	2.67
10849	2.780
15619	2.890
4932499	3.0
6057	2.56
13860817	1.79
11778	1.79
12640	1.68
6480	2.340
776	2.23
13047	1.57
18707	1.79
21106018	2.01
6402	2.56
68179	2.01
10850	2.780
9350	1.9
10664	1.680
8577	2.45
14349	2.340
7852	2.23
14680	2.12
7776	1.9
7420	2.340
66565	1.680
6592	2.890
21106020	1.680
13853953	1.680
10364	2.34
13860720	1.79
6633	1.79
69371	1.79
6478	2.780
6788	2.67
73412	1.68
10909	2.780
10918	2.780
21168831	2.23
10841	2.780
15861	2.890
21106146	1.9
21106013	1.680
21106036	1.57
9187483	3.33
7736	1.790
21106169	1.24
12821	2.01
10400	2.78
1095	1.790
70682	2.120
11862	1.9
12044	2.890
12045	2.890
12047	2.890
12699	3.11
10864	1.680
7568	1.46
9326	1.9
10980	1.9
955	1.680
10772050	1.13
6079	1.9
9461	1.46
7817	2.010
7732	1.790
1039	1.570
11871	1.9
7786	1.68
9581	2.01
7710	1.57
7809	1.790
7765	1.68
13872122	2.340
2923	1.9
9574	1.9
10972	1.9
11294	2.34
6588	2.23
6642	2.780
13875196	2.01
10908	2.780
12682	2.890
21106144	1.9
13863774	1.9
7138	1.79
66655	1.9
24326358	1.790
7238	2.12
12069	1.79
191367	1.680
11799	1.570
21106014	2.01
12478	2.01
7315	2.560
23150	1.79
11729	1.68
14866	2.780
21105959	2.23
13865438	2.23
21106135	2.23
7383	2.23
62534	2.120
62408	2.120
7389	2.01
13869451	1.9
6974	1.9
7961	1.24
13835772	2.12
971	2.010
11588	1.9
8800	3.220
66656	1.680
21106019	2.01
7615	1.46
13647	1.79
7013	1.46
6135	1.24
13854248	1.9
13869339	1.9
13837686	1.9
13839082	2.12
553649	3.0
10536	2.23
7239	2.12
7391	2.23
21111817	2.01
6102	1.570
4444102	2.450
69982	1.46
9233	1.790
387	1.46
7299	2.890
7224	2.12
5739	3.44
8804	3.66
6338	1.350
13863618	2.01
278	1.35
29153	3.220
5979	1.02
7827	2.010
18607	1.790
18219	1.350
11783	1.790
10586285	2.01
21105871	2.12
6739	2.45
434	1.9
10205670	1.350
24043	1.570
68676	1.9
6852	2.56
7546	1.790
15495	2.34
10328	1.9
7145	1.680
13846959	1.680
937	1.350
9363	1.790
62632	3.11
78998	3.0
11884	2.78
16177	2.670
15853	2.56
67360	2.45
11866	2.12
15846	2.340
29026	2.23
11846	2.010
7770	1.9
7717	1.790
19475	1.46
7685	1.790
87265	2.01
21106148	1.79
8817	3.44
7566	1.68
13853943	1.680
15486	2.45
18920	2.23
9391	1.35
28982	2.23
13839110	2.23
9824	2.78
11434292	1.68
65763	1.68
68328	2.01
331	1.9
21169510	1.350
7689	1.790
63906	2.01
2246	3.66
13837787	1.680
13839151	2.23
13865680	2.23
11604	2.23
12060	2.340
14678	2.45
11489	2.120
2991	2.78
21106365	2.56
23101	1.790
55123	2.01
12012	1.9
11125	1.790
7782	1.68
7734	1.57
7577	1.46
13630	1.790
7278	2.23
6781	1.79
13839128	2.23
7202	1.79
235	2.12
11584	2.01
13571291	1.68
6807	2.56
13839174	2.23
13839105	2.23
13846663	2.45
8657	2.01
11589	2.23
9579	1.9
11755	1.68
7761	1.9
10492	1.790
11784	1.790
11785	1.790
6311	1.790
21106524	2.23
89076	2.78
14227	2.120
19476	1.570
2185	2.56
62484	2.01
6838	2.890
10257	1.46
8799	3.66
10498	1.57
9349	1.9
13839123	2.23
11576	2.23
8071	1.9
21105795	2.01
8374	2.450
11761	2.010
7956	1.570
6794	2.45
924	2.23
12637	1.9
6775	2.120
5889	2.010
21106091	2.56
3951	1.68
763	1.24
5882	1.68
7140	2.120
238	2.01
9994	1.68
61001	2.010
2003	2.12
21168826	2.23
20124	2.23
8816	3.44
8788	3.66
11672	2.120
29008	1.790
6550	2.01
6688	1.02
