Compound Id	PetitjeanNumber
6191	0.333
6153	0.5
16425	0.5
6190	0.333
11919	0.5
67991	0.5
291	0.0
6084	0.0
6094	0.5
7555	0.333
6120	0.5
7712	0.5
6308	0.333
9646	0.5
10781	0.5
15802	0.429
17976	0.4
7767	0.4
7604	0.5
7010	0.5
6163	0.333
6340	0.333
8560	0.5
11094	0.4
11023	0.4
11055	0.5
10786	0.5
7619	0.5
10755	0.5
11551	0.5
349	0.429
11035	0.5
11104	0.4
10795	0.5
10445	0.5
7849	0.5
17558	0.429
13439	0.5
13402	0.5
14840	0.444
13448	0.4
13619	0.5
7890	0.455
11882	0.5
11883	0.462
10540	0.467
7929	0.474
11897	0.5
11899	0.476
12017	0.5
12072	0.478
11900	0.5
11901	0.48
11146	0.5
11902	0.481
10542	0.484
11906	0.486
8878	0.333
11585	0.429
13837650	0.333
13853215	0.333
9392	0.333
7674	0.25
6156	0.5
18410	0.429
7024	0.333
15438	0.4
8896	0.0
14751	0.4
221117	0.25
7787	0.0
8908	0.0
8909	0.0
8910	0.0
6188	0.333
10265264	0.4
10179173	0.4
21800	0.25
10325078	0.333
6111	0.0
10265270	0.4
15765	0.25
10179239	0.4
69569	0.5
5730	0.5
13837281	0.333
9724	0.25
7662	0.25
13862559	0.4
7518	0.4
21106571	0.4
13864445	0.25
21106163	0.4
21106540	0.4
6339	0.333
38364	0.25
27488	0.25
11776	0.25
25677	0.429
158870	0.5
157093	0.5
83374	0.429
457144	0.5
135925	0.4
457145	0.5
84188	0.5
136000	0.5
135983	0.429
136001	0.5
136002	0.5
136003	0.333
84235	0.429
82755	0.429
82712	0.5
157094	0.429
103011	0.5
102798	0.4
82762	0.333
11974	0.4
56793	0.429
454495	0.429
40191	0.5
56791	0.5
35581	0.429
56774	0.429
82765	0.5
27793	0.333
82754	0.333
457138	0.429
102897	0.429
457139	0.333
102947	0.5
97173	0.429
102720	0.5
102801	0.5
102833	0.429
102721	0.5
102856	0.5
102933	0.429
103066	0.429
97172	0.429
106355	0.5
102741	0.5
97055	0.429
97198	0.429
34874	0.429
36972	0.5
56788	0.5
533188	0.429
35579	0.429
16182	0.444
46262	0.5
35580	0.5
82818	0.429
56790	0.5
56795	0.5
33458	0.429
82777	0.5
35584	0.5
56785	0.429
56792	0.444
34189	0.429
34859	0.429
84346	0.5
56760	0.5
56755	0.429
33666	0.444
36973	0.429
37744	0.5
46894	0.5
45444	0.5
56769	0.429
56780	0.429
34847	0.429
39406	0.5
35081	0.444
56781	0.5
56771	0.5
102834	0.333
102722	0.429
154865	0.429
96948	0.429
102743	0.333
102857	0.429
154866	0.429
106356	0.429
102787	0.429
97240	0.5
102742	0.5
97257	0.429
97224	0.429
102923	0.333
96868	0.429
96864	0.429
97234	0.429
97233	0.429
154062	0.429
97142	0.429
56782	0.5
36977	0.429
83414	0.444
84348	0.5
82823	0.5
36975	0.5
56778	0.429
43354	0.444
37779	0.5
45445	0.5
36974	0.429
35585	0.5
34848	0.444
84344	0.5
34850	0.5
82819	0.429
56772	0.429
82820	0.444
16415	0.5
56779	0.5
56768	0.444
56777	0.5
84345	0.5
34668	0.5
96965	0.429
33198	0.429
82783	0.5
34852	0.5
37000	0.429
37019	0.429
56765	0.444
39198	0.444
82740	0.5
56761	0.5
56756	0.5
56766	0.5
83413	0.5
34851	0.5
36976	0.429
56767	0.444
56763	0.444
56787	0.5
35583	0.5
82807	0.429
56794	0.429
33386	0.444
33457	0.5
47912	0.5
82817	0.5
46893	0.5
33280	0.5
35582	0.429
33304	0.444
46263	0.5
15827	0.429
33407	0.444
36985	0.5
35205	0.5
15637	0.429
82821	0.444
34853	0.444
37745	0.5
36978	0.5
34190	0.429
34191	0.444
36771	0.5
36710	0.5
56757	0.444
549017	0.5
84347	0.5
56764	0.5
56758	0.5
47914	0.429
56762	0.444
33984	0.444
33983	0.444
34860	0.5
82738	0.5
36982	0.5
36979	0.429
47915	0.444
56783	0.444
36981	0.444
37004	0.5
36980	0.5
82751	0.444
36989	0.5
33282	0.444
46285	0.5
46284	0.5
82806	0.5
56776	0.429
47913	0.444
32952	0.444
45446	0.5
43353	0.444
56773	0.5
33281	0.444
56786	0.5
56789	0.5
33456	0.429
46264	0.444
36990	0.444
35912	0.444
45448	0.5
36987	0.5
36988	0.444
33986	0.444
36983	0.444
36986	0.5
45447	0.5
35566	0.444
47916	0.444
46137	0.5
550258	0.5
33985	0.444
15484	0.444
34854	0.444
46136	0.444
82736	0.5
56759	0.5
36984	0.444
56775	0.444
56770	0.5
35206	0.444
34192	0.444
82822	0.444
35108	0.444
33316	0.444
21106570	0.4
23208	0.5
4514529	0.0
6132	0.5
9016	0.333
4514586	0.0
4514549	0.0
11083	0.25
6988	0.4
11366	0.4
1253	0.5
3102535	0.25
6186	0.333
13836549	0.2
13868660	0.4
457140	0.333
107412	0.5
12197	0.333
61346	0.5
6187	0.333
13866746	0.4
13857694	0.25
13866817	0.4
9253	0.333
83734	0.333
5977	0.5
29040	0.333
6108	0.5
10054	0.5
16841	0.333
13837280	0.333
9254	0.333
21106179	0.5
692	0.0
12201	0.5
6151	0.5
62827	0.5
8883	0.25
13837988	0.25
13875356	0.25
13875212	0.25
11038	0.4
2282428	0.333
9251	0.333
71312	0.333
11153	0.5
454215	0.333
15077490	0.333
2018165	0.333
6119	0.5
2293678	0.333
109705	0.333
10765	0.333
56442	0.333
4449912	0.333
22814	0.0
99596	0.333
13835316	0.5
6098	0.5
14694	0.333
13836674	0.333
13875160	0.4
23055	0.333
14829	0.5
6105	0.5
553742	0.333
6104	0.5
558928	0.333
6086	0.0
2056044	0.4
3441	0.333
6130	0.5
12577	0.333
34863	0.429
34866	0.429
34665	0.5
34664	0.429
37904	0.429
34864	0.429
34188	0.5
34865	0.5
34868	0.429
37905	0.5
34869	0.5
37918	0.429
37915	0.5
34867	0.429
25605	0.5
26011	0.5
34870	0.5
34666	0.429
21924	0.444
34667	0.5
34871	0.429
34873	0.444
56784	0.5
34872	0.5
8351654	0.4
22408	0.0
73583	0.333
2340753	0.333
10325184	0.333
21111806	0.25
21108550	0.4
9325	0.25
9228	0.4
4444456	0.5
11708	0.4
6093	0.5
6148	0.5
13838404	0.5
6179	0.333
748	0.0
9256	0.333
10614293	0.5
11109	0.4
24142	0.5
13622	0.462
16180	0.5
7891	0.455
29025	0.5
12635	0.5
11121	0.5
7713	0.5
12809	0.444
7833	0.429
7556	0.333
7954	0.5
555074	0.5
4516601	0.429
4483639	0.5
4516599	0.429
4512361	0.429
4483638	0.5
4512642	0.429
6085	0.0
8544	0.0
7788	0.0
6149	0.5
10053	0.5
11117	0.0
6827	0.429
7676	0.25
13875281	0.25
13875230	0.25
6128	0.5
391	0.0
71390	0.5
2916	0.5
558875	0.333
12446	0.5
7957	0.5
10113	0.333
6087	0.0
18971812	0.333
13299573	0.5
3631	0.4
15755	0.5
67470	0.5
15756	0.5
15524	0.429
14441700	0.333
2062437	0.333
11911	0.333
11154	0.5
30713	0.333
21106172	0.4
127983	0.0
11148	0.0
10512	0.4
10526	0.5
24590970	0.333
11865	0.429
6042	0.5
13875320	0.25
7673	0.25
13875258	0.4
13875392	0.25
21108548	0.4
14995	0.4
14994	0.4
15475	0.5
15478	0.333
518	0.0
967	0.2
12499	0.2
71433	0.333
9484	0.5
11099	0.5
11110	0.4
11086	0.25
14692	0.444
24263	0.4
11857	0.0
391428	0.4
6309	0.333
7557	0.333
558883	0.5
56020	0.5
553642	0.0
16791	0.429
454209	0.333
9633	0.5
9377	0.5
9243	0.5
923	0.5
7850	0.5
7714	0.5
10437	0.333
6097	0.5
6083	0.0
10487	0.25
9614	0.25
13861343	0.333
11756	0.5
15476	0.5
274	0.5
56144	0.5
11864	0.429
11845	0.5
6125	0.5
12456	0.444
17880	0.5
7558	0.333
29036	0.5
1087	0.5
7001	0.4
10606755	0.5
55075	0.2
13868640	0.4
11351244	0.333
7090	0.4
7553	0.333
61213	0.333
23886	0.429
33421	0.429
15477	0.4
26010	0.429
30600	0.429
33455	0.5
33934	0.5
33932	0.429
15473	0.429
17099	0.5
17098	0.5
33933	0.429
15474	0.444
63863	0.5
454638	0.5
6121	0.5
6315	0.333
7330	0.0
6307	0.333
12219	0.444
7848	0.5
11863	0.429
7810	0.5
7766	0.4
7711	0.5
7552	0.333
6092	0.5
6088	0.0
26516	0.5
11087	0.25
8543	0.5
12209	0.4
9286	0.333
11806	0.5
6342	0.333
120464	0.5
7733	0.5
7738	0.0
21111820	0.333
8329688	0.333
6735	0.4
92731	0.5
6326	0.333
19766	0.4
6665	0.5
512621	0.5
9642	0.5
10124	0.333
6118	0.5
12010	0.5
11830	0.4
10497	0.5
31029	0.333
10340	0.333
1108	0.25
236	0.0
13875283	0.4
13840690	0.4
6737	0.4
6789	0.5
15620	0.4
2927	0.5
3973	0.5
12442	0.333
6095	0.5
10675065	0.4
11961	0.4
21111772	0.4
12228	0.25
1406720	0.4
6364	0.25
7180	0.5
7182	0.5
10669	0.5
55090	0.333
61487	0.333
6100	0.5
10410	0.5
13492	0.5
15747	0.455
13487	0.444
7385	0.5
10404	0.5
7419	0.429
7219	0.4
7739	0.0
9903	0.25
8868	0.25
16159	0.5
13300034	0.444
2018460	0.5
61149	0.4
11954	0.4
13029	0.4
13875432	0.25
7151	0.333
63054	0.4
7098	0.4
9095782	0.333
6635	0.4
8356	0.5
7128	0.4
15461	0.5
7521	0.4
7641	0.25
7672	0.25
6967	0.25
21168808	0.333
7220	0.4
8876	0.4
2928	0.5
13030	0.4
13875441	0.25
10975	0.333
10870	0.5
218253	0.429
15488	0.429
6122	0.5
11727	0.333
6316	0.333
12674	0.429
8097	0.4
21106032	0.4
551	0.333
15621	0.5
6106	0.5
38403	0.4
7551	0.333
21111822	0.4
7681	0.25
8140	0.4
9360	0.25
61191	0.5
66675	0.333
20939	0.5
6999	0.4
7088	0.4
8531	0.5
7448	0.429
11660	0.5
8335	0.4
11409	0.4
7248	0.4
11661	0.5
221082	0.5
67653	0.444
10831	0.4
26260	0.5
2283071	0.333
21112738	0.333
66567	0.5
65	0.4
11769	0.25
15489	0.5
6828	0.429
7183	0.5
7659	0.25
10253	0.4
6977	0.4
10236	0.25
7129	0.4
10829	0.4
68437	0.5
906	0.4
8067	0.2
14198	0.25
10979	0.5
7181	0.5
13836713	0.333
6103	0.5
7170	0.5
10534	0.0
21171407	0.333
71437	0.25
13063	0.429
13851576	0.4
7302	0.5
2915	0.333
62826	0.5
11369	0.4
10857	0.25
13875219	0.4
13842573	0.4
10432	0.4
541032	0.4
17619	0.5
4611	0.5
9990	0.333
28993	0.429
7815	0.5
7560	0.333
7721	0.5
12259	0.4
11667	0.5
10851	0.5
10813	0.4
8807	0.4
16641	0.5
11731	0.333
8950	0.5
13677	0.5
6736	0.4
10849	0.5
15619	0.429
4932499	0.429
6057	0.5
13860817	0.4
11778	0.25
12640	0.333
6480	0.4
776	0.25
13047	0.4
18707	0.4
21106018	0.4
6402	0.25
68179	0.5
10850	0.5
9350	0.4
10664	0.4
8577	0.5
14349	0.444
7852	0.5
14680	0.429
7776	0.4
7420	0.429
66565	0.25
6592	0.333
21106020	0.5
13853953	0.4
10364	0.4
13860720	0.4
6633	0.25
69371	0.5
6478	0.4
6788	0.5
73412	0.4
10909	0.429
10918	0.5
21168831	0.5
10841	0.5
15861	0.333
21106146	0.4
21106013	0.4
21106036	0.5
9187483	0.5
7736	0.0
21106169	0.333
12821	0.4
10400	0.444
1095	0.0
70682	0.444
11862	0.429
12044	0.429
12045	0.429
12047	0.5
12699	0.429
10864	0.4
7568	0.333
9326	0.25
10980	0.5
955	0.5
10772050	0.333
6079	0.5
9461	0.4
7817	0.5
7732	0.5
1039	0.5
11871	0.429
7786	0.4
9581	0.4
7710	0.5
7809	0.5
7765	0.4
13872122	0.429
2923	0.4
9574	0.4
10972	0.4
11294	0.4
6588	0.5
6642	0.2
13875196	0.5
10908	0.333
12682	0.429
21106144	0.4
13863774	0.5
7138	0.4
66655	0.4
24326358	0.5
7238	0.4
12069	0.429
191367	0.5
11799	0.4
21106014	0.4
12478	0.5
7315	0.5
23150	0.5
11729	0.333
14866	0.429
21105959	0.4
13865438	0.5
21106135	0.4
7383	0.5
62534	0.429
62408	0.5
7389	0.5
13869451	0.25
6974	0.25
7961	0.333
13835772	0.25
971	0.25
11588	0.5
8800	0.333
66656	0.5
21106019	0.5
7615	0.5
13647	0.4
7013	0.5
6135	0.5
13854248	0.25
13869339	0.4
13837686	0.25
13839082	0.4
553649	0.444
10536	0.5
7239	0.4
7391	0.5
21111817	0.4
6102	0.5
4444102	0.5
69982	0.4
9233	0.5
387	0.333
7299	0.5
7224	0.4
5739	0.444
8804	0.375
6338	0.333
13863618	0.4
278	0.5
29153	0.429
5979	0.333
7827	0.5
18607	0.5
18219	0.5
11783	0.25
10586285	0.429
21105871	0.25
6739	0.4
434	0.4
10205670	0.333
24043	0.5
68676	0.429
6852	0.429
7546	0.333
15495	0.444
10328	0.25
7145	0.4
13846959	0.5
937	0.0
9363	0.25
62632	0.5
78998	0.467
11884	0.462
16177	0.5
15853	0.455
67360	0.5
11866	0.429
15846	0.444
29026	0.5
11846	0.5
7770	0.4
7717	0.5
19475	0.5
7685	0.25
87265	0.5
21106148	0.429
8817	0.444
7566	0.333
13853943	0.4
15486	0.444
18920	0.429
9391	0.333
28982	0.5
13839110	0.25
9824	0.333
11434292	0.5
65763	0.5
68328	0.5
331	0.4
21169510	0.4
7689	0.25
63906	0.5
2246	0.444
13837787	0.4
13839151	0.25
13865680	0.4
11604	0.4
12060	0.429
14678	0.5
11489	0.4
2991	0.5
21106365	0.429
23101	0.5
55123	0.5
12012	0.429
11125	0.5
7782	0.4
7734	0.5
7577	0.333
13630	0.25
7278	0.429
6781	0.4
13839128	0.4
7202	0.429
235	0.4
11584	0.429
13571291	0.333
6807	0.5
13839174	0.25
13839105	0.4
13846663	0.5
8657	0.4
11589	0.429
9579	0.5
11755	0.5
7761	0.5
10492	0.4
11784	0.25
11785	0.25
6311	0.333
21106524	0.4
89076	0.455
14227	0.4
19476	0.4
2185	0.444
62484	0.429
6838	0.5
10257	0.4
8799	0.375
10498	0.5
9349	0.4
13839123	0.4
11576	0.5
8071	0.4
21105795	0.4
8374	0.444
11761	0.5
7956	0.5
6794	0.5
924	0.4
12637	0.455
6775	0.4
5889	0.25
21106091	0.429
3951	0.333
763	0.0
5882	0.429
7140	0.4
238	0.4
9994	0.0
61001	0.5
2003	0.333
21168826	0.4
20124	0.5
8816	0.286
8788	0.286
11672	0.429
29008	0.0
6550	0.4
6688	0.333
61538	0.4
10246	0.4
79969	0.444
15093	0.429
7176	0.429
6840	0.429
7616	0.5
61111	0.25
4446445	0.5
4444608	0.5
394562	0.5
30595	0.5
8899	0.0
13876539	0.5
62310	0.5
7234	0.4
16804	0.2
21105998	0.5
12244	0.4
61411	0.4
6333	0.333
6706	0.4
8060	0.5
8341	0.5
10441	0.333
11833	0.4
6406	0.5
13835126	0.5
65701	0.5
6023	0.5
5678	0.455
10248	0.4
69177	0.4
10244	0.4
9911	0.4
1005	0.333
8552	0.5
7803	0.429
171	0.5
122090	0.5
8070	0.4
13846749	0.5
13859497	0.5
10652594	0.167
11841	0.5
11749	0.5
8569	0.5
12220	0.5
7823	0.5
11849	0.5
3168	0.5
455420	0.5
10709	0.5
13837797	0.5
71876	0.5
18688	0.4
62249	0.5
55084	0.444
7694	0.5
7482	0.429
11716	0.5
7515	0.5
7076	0.429
7757	0.5
7511	0.5
7509	0.444
29005	0.5
10420	0.429
7475	0.5
7463	0.4
11910	0.333
7872	0.5
7875	0.5
7913	0.5
8568	0.5
14846	0.5
7800	0.444
11843	0.429
29012	0.5
7538	0.5
7536	0.429
7706	0.4
11680	0.4
11706	0.5
10653	0.5
7012	0.5
11065	0.5
28981	0.5
8525	0.5
7081	0.5
6313	0.333
6335	0.333
441	0.5
7838	0.429
5949	0.5
29029	0.444
7772	0.4
256	0.5
512	0.333
172	0.5
15443	0.4
66021	0.25
8674	0.5
13863629	0.5
13835351	0.5
6773	0.5
16736486	0.333
6621	0.4
13860641	0.4
21106525	0.5
13854136	0.25
13835151	0.4
10991	0.4
13860692	0.25
1019	0.0
62517	0.5
10903	0.429
6177	0.333
7064	0.4
6341	0.333
259	0.5
13249	0.467
7701	0.4
7888	0.455
12013	0.462
2863	0.5
7866	0.444
10033	0.471
370	0.5
12071	0.474
10035	0.5
4963	0.4
6907	0.444
553171	0.429
2041618	0.5
9411	0.4
7559	0.333
15965	0.5
6897	0.429
6883	0.5
7211	0.429
21105897	0.429
5439	0.5
7190	0.5
7469	0.4
10001	0.5
11625	0.5
6586	0.5
6675	0.4
472932	0.4
7073	0.5
8554	0.0
55130	0.5
10433	0.5
11992	0.4
7671	0.5
10446	0.5
7657	0.5
22453	0.5
7065	0.4
11045	0.429
7472	0.4
11207996	0.4
29016	0.5
7747	0.4
7627	0.5
10571	0.5
11647	0.5
66809	0.4
13865424	0.5
7175	0.429
7157	0.5
21112023	0.5
11582	0.5
7172	0.5
16119	0.4
864	0.0
79280	0.5
28947	0.429
7042	0.5
13837760	0.25
76894	0.5
205483	0.429
7737	0.0
6322	0.333
7132	0.4
8763	0.286
13848808	0.5
10837	0.5
13869434	0.4
21159695	0.429
6835	0.5
21108576	0.5
7533	0.4
56559	0.471
9053802	0.462
29000	0.5
7434	0.5
6312	0.333
8398	0.5
11898	0.5
72522	0.474
7928	0.5
14348	0.471
2581	0.5
11891	0.467
7917	0.5
7915	0.462
7901	0.5
7892	0.455
7882	0.5
8574	0.444
932	0.5
7812	0.5
7837	0.429
6040	0.4
258	0.5
1004	0.333
682	0.5
13872989	0.333
8665	0.5
6950	0.25
552744	0.5
70806	0.429
11671339	0.333
10251740	0.5
69914	0.333
13862665	0.4
21168813	0.4
175	0.5
6630	0.25
13840647	0.25
13860491	0.4
13839012	0.429
20545	0.471
8012	0.5
9564	0.4
7044	0.5
11003	0.5
10452	0.25
6314	0.333
4510484	0.5
66896	0.467
10437074	0.25
21105878	0.429
13839308	0.5
6753	0.429
374462	0.333
13869462	0.4
21106519	0.5
13860775	0.4
21106015	0.333
11809	0.5
12823	0.5
