Compound Id	APol
13837650	10.5472
29015	13.9783
258	14.5099
7714	15.2211
7882	33.0714
7837	23.7907
7812	20.6971
932	26.8843
6040	17.6035
1004	11.4163
10445	26.0823
6320	14.5099
6312	14.5099
6146	14.5099
21011	17.6035
3644	11.4163
29000	17.6035
175	10.0828
6102	6.6204
236	14.5608
7224	16.7540
7673	16.9440
6321	13.1763
29012	20.1655
5730	10.48
7676	16.0740
5977	8.9668
7787	18.5615
7679	18.0299
14840	32.2694
8569	26.8843
121365	30.4111
6104	7.4536
3168	14.5099
12181	21.1303
7890	38.4566
682	8.3228
8525	13.9783
7219	20.7479
9614	14.4510
8560	22.9887
7767	19.8951
864	5.2292
6335	10.8848
14672	17.6035
7674	21.6551
7641	20.7479
11752	14.9431
11815	11.8496
13014	19.7967
6334	11.8496
28994	8.7560
12814	16.7031
7849	29.1759
349	26.0823
6967	20.7479
7712	16.8015
7636	13.4468
7521	20.7479
29080	16.8783
7737	13.1763
1108	17.6543
13619	35.3630
