Compound Id	ChiPath [SP-0]
13837650	3.414
29015	4.243
258	4.121
7714	4.121
7882	8.364
7837	6.243
7812	5.536
932	6.950
6040	4.828
1004	3.414
10445	6.784
6320	4.284
6312	4.284
6146	4.5
21011	4.992
3644	3.577
29000	4.992
175	3.577
6102	2.707
236	4.243
7224	5.820
7673	5.113
6321	4.284
29012	6.406
5730	4.5
7676	5.113
5977	3.577
7787	4.243
7679	5.113
14840	7.657
8569	6.950
121365	8.527
6104	2.707
3168	4.121
12181	6.569
7890	9.071
682	2.707
8525	4.992
7219	5.820
9614	5.113
8560	5.536
7767	4.828
864	2.0
6335	4.284
14672	5.207
7674	5.113
7641	5.983
11752	4.992
11815	4.121
13014	5.983
6334	4.284
28994	3.414
12814	5.276
7849	6.950
349	6.243
6967	5.983
7712	4.121
7636	5.276
7521	5.983
29080	5.328
7737	3.536
1108	5.113
13619	8.364
