Compound Id	D0000354
CHEMBL101311	0.0013560739
CHEMBL1081312	0.003702242
CHEMBL1084546	0.0018351904
CHEMBL1164180	0.0013549296
CHEMBL117697	0.0077989422
CHEMBL1178727	0.012458323
CHEMBL1233887	0.0043449152
CHEMBL1421720	0.0044265134
CHEMBL1825138	0.0020787538
CHEMBL1870106	0.0035872321
CHEMBL189963	0.0014039258
CHEMBL191003	0.0025917475
CHEMBL1949855	0.0156119338
CHEMBL1964382	0.0015225032
CHEMBL1964441	0.000994724
CHEMBL1964718	0.0163776218
CHEMBL1965660	0.0030617377
CHEMBL1966799	0.0200691639
CHEMBL1967252	0.0080350477
CHEMBL1967612	0.0110160728
CHEMBL1967878	0.0018878639
CHEMBL1967992	0.0035906982
CHEMBL1967998	0.001725602
CHEMBL1968130	0.0200600267
CHEMBL1969151	0.0025671796
CHEMBL1970317	0.0009737239
CHEMBL1970352	0.0017629947
CHEMBL1970873	0.0088740244
CHEMBL1971289	0.0048259281
CHEMBL1971519	0.008030731
CHEMBL1971534	0.0142003352
CHEMBL1972220	0.0006083976
CHEMBL1972346	0.0042586537
CHEMBL1972355	0.0036347172
CHEMBL1972934	0.024748655
CHEMBL1973013	0.0045148138
CHEMBL1973516	0.0017513418
CHEMBL1973720	0.0031449217
CHEMBL1973793	0.0024669283
CHEMBL1973868	0.0065097966
CHEMBL1974328	0.002924662
CHEMBL1974617	0.0065823878
CHEMBL1974875	0.0119628628
CHEMBL1975212	0.0093028091
CHEMBL1975921	0.0103401919
CHEMBL1975927	0.002470156
CHEMBL1976040	0.0015478516
CHEMBL1976420	0.0040742283
CHEMBL1976872	0.0118848415
CHEMBL1977138	0.0029861863
CHEMBL1977749	0.0051500677
CHEMBL1977931	0.0099747026
CHEMBL1978166	0.0006723554
CHEMBL1978167	0.002832021
CHEMBL1978195	0.0032293372
CHEMBL1979690	0.0019215101
CHEMBL1980329	0.0031714323
CHEMBL1980391	0.0040765174
CHEMBL1980407	0.0028873215
CHEMBL1980763	0.0019519965
CHEMBL1980995	0.0026808797
CHEMBL1981047	0.0012350357
CHEMBL1981133	0.0027902733
CHEMBL1981492	0.0124552004
CHEMBL1982711	0.0051893826
CHEMBL1983268	0.0010622837
CHEMBL1983348	0.0018381666
CHEMBL1983575	0.0018707643
CHEMBL1983630	0.0073841675
CHEMBL1983715	0.0013509151
CHEMBL1983923	0.0019456719
CHEMBL1983980	0.001120754
CHEMBL1984296	0.0030213421
CHEMBL1984402	0.0080259791
CHEMBL1984500	0.0129936814
CHEMBL1984760	0.0017187466
CHEMBL1985042	0.0066600254
CHEMBL1985206	0.003713906
CHEMBL1986590	0.0065377077
CHEMBL1986943	0.0031458594
CHEMBL1987535	0.0030417866
CHEMBL1988076	0.0011492437
CHEMBL1988437	0.00186146
CHEMBL1988581	0.0072491063
CHEMBL1988622	0.0053993355
CHEMBL1988692	0.0041839907
CHEMBL1988805	0.0072112444
CHEMBL1989267	0.0005764719
CHEMBL1989423	0.0187237415
CHEMBL1989471	0.0059231483
CHEMBL1991078	0.0021946127
CHEMBL1991410	0.0026303474
CHEMBL1991674	0.0027764599
CHEMBL1991734	0.0055101003
CHEMBL1991867	0.0171202516
CHEMBL1992073	0.0028249844
CHEMBL1992125	0.0029079841
CHEMBL1992581	0.0018416768
CHEMBL1992607	0.0178288076
CHEMBL1992673	0.0088621283
CHEMBL1992937	0.0038890263
CHEMBL1993335	0.0025500828
CHEMBL1993661	0.0020639746
CHEMBL1993877	0.0080273609
CHEMBL1993904	0.0015355303
CHEMBL1994318	0.0015342196
CHEMBL1994526	0.0045161148
CHEMBL1994555	0.0046016733
CHEMBL1994808	0.0108401548
CHEMBL1995211	0.0066409802
CHEMBL1995811	0.0017917645
CHEMBL1995916	0.0074659857
CHEMBL1996048	0.0033160245
CHEMBL1996176	0.009228473
CHEMBL1996510	0.0027369095
CHEMBL1996646	0.0021294398
CHEMBL1996649	0.0008265044
CHEMBL1996702	0.0012025912
CHEMBL1997007	0.0024978808
CHEMBL1997041	0.0075987128
CHEMBL1997119	0.0108572708
CHEMBL1997611	0.0025067725
CHEMBL1997846	0.0031518455
CHEMBL1997924	0.0025589771
CHEMBL1998470	0.0034896662
CHEMBL1998953	0.0064884772
CHEMBL1999120	0.0135901012
CHEMBL1999414	0.0008470396
CHEMBL1999484	0.0020741336
CHEMBL2000029	0.0028381653
CHEMBL2000568	0.00580987
CHEMBL2000879	0.0094305721
CHEMBL2001613	0.0111441287
CHEMBL2001641	0.0054032648
CHEMBL2001704	0.0146191821
CHEMBL2002099	0.0037045207
CHEMBL2002105	0.0112969029
CHEMBL2002182	0.0093046897
CHEMBL2002992	0.0034382579
CHEMBL2004033	0.0138996988
CHEMBL2004290	0.0006488115
CHEMBL2004515	0.0067656919
CHEMBL2005449	0.0027113604
CHEMBL2005478	0.002316101
CHEMBL2006564	0.002258506
CHEMBL2006765	0.0015523495
CHEMBL2007421	0.0033341931
CHEMBL2007559	0.0014936463
CHEMBL2007574	0.0061532511
CHEMBL21156	0.0042117574
CHEMBL235157	0.0034748179
CHEMBL242865	0.002527168
CHEMBL24828	0.0010411115
CHEMBL289959	0.0090319398
CHEMBL379975	0.0032781685
CHEMBL38380	0.0085624182
CHEMBL422897	0.0033872685
CHEMBL451401	0.018943035
CHEMBL458997	0.0017700807
CHEMBL475251	0.0019804555
CHEMBL482538	0.0110657154
CHEMBL483158	0.0016478591
CHEMBL49120	0.0009906422
CHEMBL521851	0.0011617815
CHEMBL522892	0.0016387497
CHEMBL550418	0.0026164059
CHEMBL565612	0.0030522092
CHEMBL572878	0.001382393
CHEMBL574738	0.0006582565
CHEMBL592030	0.0017101757
CHEMBL1727312	0.0096434171
