Compound Id	TF_C3-1-C3-1-C3-2
CHEMBL101311	13
CHEMBL1081312	12
CHEMBL1084546	10
CHEMBL1164180	16
CHEMBL117697	14
CHEMBL1178727	9
CHEMBL1233887	14
CHEMBL1421720	8
CHEMBL1825138	14
CHEMBL1870106	6
CHEMBL189963	10
CHEMBL191003	14
CHEMBL1949855	8
CHEMBL1964382	12
CHEMBL1964441	22
CHEMBL1964718	3
CHEMBL1965660	16
CHEMBL1966799	3
CHEMBL1967252	15
CHEMBL1967612	8
CHEMBL1967878	7
CHEMBL1967992	19
CHEMBL1967998	15
CHEMBL1968130	0
CHEMBL1969151	10
CHEMBL1970317	27
CHEMBL1970352	25
CHEMBL1970873	14
CHEMBL1971289	10
CHEMBL1971519	18
CHEMBL1971534	7
CHEMBL1972220	27
CHEMBL1972346	18
CHEMBL1972355	18
CHEMBL1972934	4
CHEMBL1973013	1
CHEMBL1973516	15
CHEMBL1973720	10
CHEMBL1973793	27
CHEMBL1973868	17
CHEMBL1974328	7
CHEMBL1974617	12
CHEMBL1974875	5
CHEMBL1975212	14
CHEMBL1975921	3
CHEMBL1975927	16
CHEMBL1976040	12
CHEMBL1976420	11
CHEMBL1976872	5
CHEMBL1977138	12
CHEMBL1977749	19
CHEMBL1977931	15
CHEMBL1978166	22
CHEMBL1978167	14
CHEMBL1978195	17
CHEMBL1979690	15
CHEMBL1980329	25
CHEMBL1980391	18
CHEMBL1980407	28
CHEMBL1980763	10
CHEMBL1980995	28
CHEMBL1981047	15
CHEMBL1981133	27
CHEMBL1981492	4
CHEMBL1982711	18
CHEMBL1983268	22
CHEMBL1983348	17
CHEMBL1983575	14
CHEMBL1983630	13
CHEMBL1983715	9
CHEMBL1983923	12
CHEMBL1983980	24
CHEMBL1984296	22
CHEMBL1984402	13
CHEMBL1984500	8
CHEMBL1984760	12
CHEMBL1985042	11
CHEMBL1985206	14
CHEMBL1986590	23
CHEMBL1986943	10
CHEMBL1987535	11
CHEMBL1988076	26
CHEMBL1988437	23
CHEMBL1988581	4
CHEMBL1988622	13
CHEMBL1988692	14
CHEMBL1988805	6
CHEMBL1989267	30
CHEMBL1989423	10
CHEMBL1989471	14
CHEMBL1991078	25
CHEMBL1991410	21
CHEMBL1991674	9
CHEMBL1991734	18
CHEMBL1991867	1
CHEMBL1992073	3
CHEMBL1992125	12
CHEMBL1992581	19
CHEMBL1992607	3
CHEMBL1992673	8
CHEMBL1992937	9
CHEMBL1993335	14
CHEMBL1993661	13
CHEMBL1993877	4
CHEMBL1993904	23
CHEMBL1994318	23
CHEMBL1994526	3
CHEMBL1994555	13
CHEMBL1994808	9
CHEMBL1995211	14
CHEMBL1995811	25
CHEMBL1995916	11
CHEMBL1996048	20
CHEMBL1996176	15
CHEMBL1996510	26
CHEMBL1996646	14
CHEMBL1996649	24
CHEMBL1996702	26
CHEMBL1997007	12
CHEMBL1997041	13
CHEMBL1997119	13
CHEMBL1997611	7
CHEMBL1997846	9
CHEMBL1997924	10
CHEMBL1998470	13
CHEMBL1998953	14
CHEMBL1999120	5
CHEMBL1999414	24
CHEMBL1999484	9
CHEMBL2000029	26
CHEMBL2000568	18
CHEMBL2000879	7
CHEMBL2001613	8
CHEMBL2001641	8
CHEMBL2001704	6
CHEMBL2002099	8
CHEMBL2002105	5
CHEMBL2002182	13
CHEMBL2002992	6
CHEMBL2004033	5
CHEMBL2004290	27
CHEMBL2004515	13
CHEMBL2005449	8
CHEMBL2005478	14
CHEMBL2006564	7
CHEMBL2006765	12
CHEMBL2007421	5
CHEMBL2007559	11
CHEMBL2007574	10
CHEMBL21156	19
CHEMBL235157	22
CHEMBL242865	15
CHEMBL24828	14
CHEMBL289959	14
CHEMBL379975	30
CHEMBL38380	11
CHEMBL422897	19
CHEMBL451401	10
CHEMBL458997	15
CHEMBL475251	10
CHEMBL482538	16
CHEMBL483158	29
CHEMBL49120	21
CHEMBL521851	13
CHEMBL522892	18
CHEMBL550418	24
CHEMBL565612	26
CHEMBL572878	8
CHEMBL574738	13
CHEMBL592030	27
CHEMBL1727312	14
CHEMBL1879463	30
CHEMBL1964948	23
CHEMBL1965838	0
CHEMBL1966175	3
CHEMBL1970340	18
CHEMBL1973359	9
CHEMBL1975903	16
CHEMBL1978713	13
CHEMBL1980297	27
CHEMBL1980376	18
CHEMBL1982753	11
CHEMBL1983111	7
CHEMBL1985681	9
CHEMBL1989708	27
CHEMBL1992371	14
CHEMBL1994159	13
CHEMBL1995765	4
CHEMBL1997051	26
CHEMBL1997335	25
CHEMBL2001149	28
CHEMBL2002586	9
CHEMBL2003785	7
CHEMBL2004118	10
CHEMBL225519	10
CHEMBL234085	4
CHEMBL262623	9
CHEMBL461876	18
