Compound Id	TF_C3-2-C3-3-C3-5
CHEMBL101311	17
CHEMBL1081312	14
CHEMBL1084546	11
CHEMBL1164180	17
CHEMBL117697	19
CHEMBL1178727	5
CHEMBL1233887	18
CHEMBL1421720	3
CHEMBL1825138	9
CHEMBL1870106	4
CHEMBL189963	8
CHEMBL191003	12
CHEMBL1949855	4
CHEMBL1964382	14
CHEMBL1964441	31
CHEMBL1964718	2
CHEMBL1965660	28
CHEMBL1966799	0
CHEMBL1967252	20
CHEMBL1967612	0
CHEMBL1967878	8
CHEMBL1967992	18
CHEMBL1967998	19
CHEMBL1968130	0
CHEMBL1969151	13
CHEMBL1970317	47
CHEMBL1970352	50
CHEMBL1970873	19
CHEMBL1971289	11
CHEMBL1971519	24
CHEMBL1971534	2
CHEMBL1972220	47
CHEMBL1972346	22
CHEMBL1972355	23
CHEMBL1972934	0
CHEMBL1973013	2
CHEMBL1973516	19
CHEMBL1973720	13
CHEMBL1973793	20
CHEMBL1973868	27
CHEMBL1974328	11
CHEMBL1974617	9
CHEMBL1974875	0
CHEMBL1975212	17
CHEMBL1975921	0
CHEMBL1975927	22
CHEMBL1976040	17
CHEMBL1976420	14
CHEMBL1976872	3
CHEMBL1977138	14
CHEMBL1977749	37
CHEMBL1977931	25
CHEMBL1978166	31
CHEMBL1978167	18
CHEMBL1978195	28
CHEMBL1979690	19
CHEMBL1980329	45
CHEMBL1980391	38
CHEMBL1980407	43
CHEMBL1980763	8
CHEMBL1980995	46
CHEMBL1981047	12
CHEMBL1981133	30
CHEMBL1981492	2
CHEMBL1982711	25
CHEMBL1983268	28
CHEMBL1983348	17
CHEMBL1983575	6
CHEMBL1983630	18
CHEMBL1983715	13
CHEMBL1983923	16
CHEMBL1983980	24
CHEMBL1984296	42
CHEMBL1984402	15
CHEMBL1984500	0
CHEMBL1984760	8
CHEMBL1985042	12
CHEMBL1985206	14
CHEMBL1986590	30
CHEMBL1986943	13
CHEMBL1987535	6
CHEMBL1988076	58
CHEMBL1988437	35
CHEMBL1988581	5
CHEMBL1988622	16
CHEMBL1988692	14
CHEMBL1988805	7
CHEMBL1989267	46
CHEMBL1989423	3
CHEMBL1989471	21
CHEMBL1991078	20
CHEMBL1991410	27
CHEMBL1991674	13
CHEMBL1991734	48
CHEMBL1991867	0
CHEMBL1992073	1
CHEMBL1992125	14
CHEMBL1992581	26
CHEMBL1992607	0
CHEMBL1992673	8
CHEMBL1992937	6
CHEMBL1993335	18
CHEMBL1993661	17
CHEMBL1993877	0
CHEMBL1993904	37
CHEMBL1994318	29
CHEMBL1994526	0
CHEMBL1994555	18
CHEMBL1994808	7
CHEMBL1995211	17
CHEMBL1995811	20
CHEMBL1995916	11
CHEMBL1996048	21
CHEMBL1996176	19
CHEMBL1996510	50
CHEMBL1996646	9
CHEMBL1996649	33
CHEMBL1996702	47
CHEMBL1997007	8
CHEMBL1997041	19
CHEMBL1997119	21
CHEMBL1997611	16
CHEMBL1997846	13
CHEMBL1997924	11
CHEMBL1998470	19
CHEMBL1998953	17
CHEMBL1999120	0
CHEMBL1999414	33
CHEMBL1999484	13
CHEMBL2000029	29
CHEMBL2000568	26
CHEMBL2000879	2
CHEMBL2001613	0
CHEMBL2001641	7
CHEMBL2001704	3
CHEMBL2002099	4
CHEMBL2002105	0
CHEMBL2002182	20
CHEMBL2002992	2
CHEMBL2004033	0
CHEMBL2004290	47
CHEMBL2004515	19
CHEMBL2005449	7
CHEMBL2005478	18
CHEMBL2006564	11
CHEMBL2006765	8
CHEMBL2007421	7
CHEMBL2007559	9
CHEMBL2007574	13
CHEMBL21156	32
CHEMBL235157	46
CHEMBL242865	18
CHEMBL24828	19
CHEMBL289959	19
CHEMBL379975	56
CHEMBL38380	4
CHEMBL422897	28
CHEMBL451401	0
CHEMBL458997	18
CHEMBL475251	16
CHEMBL482538	22
CHEMBL483158	50
CHEMBL49120	31
CHEMBL521851	17
CHEMBL522892	22
CHEMBL550418	45
CHEMBL565612	50
CHEMBL572878	14
CHEMBL574738	19
CHEMBL592030	50
CHEMBL1727312	19
CHEMBL1879463	69
CHEMBL1964948	29
CHEMBL1965838	0
CHEMBL1966175	1
CHEMBL1970340	24
CHEMBL1973359	10
CHEMBL1975903	20
CHEMBL1978713	6
CHEMBL1980297	47
CHEMBL1980376	24
CHEMBL1982753	13
CHEMBL1983111	10
CHEMBL1985681	13
CHEMBL1989708	47
CHEMBL1992371	20
CHEMBL1994159	15
CHEMBL1995765	6
CHEMBL1997051	58
CHEMBL1997335	41
CHEMBL2001149	42
CHEMBL2002586	9
CHEMBL2003785	4
CHEMBL2004118	8
CHEMBL225519	12
CHEMBL234085	0
CHEMBL262623	11
CHEMBL461876	25
