Compound Id	TF_C3-2-C3-2-C3-4
CHEMBL101311	8
CHEMBL1081312	14
CHEMBL1084546	6
CHEMBL1164180	8
CHEMBL117697	10
CHEMBL1178727	7
CHEMBL1233887	15
CHEMBL1421720	7
CHEMBL1825138	4
CHEMBL1870106	6
CHEMBL189963	12
CHEMBL191003	7
CHEMBL1949855	5
CHEMBL1964382	4
CHEMBL1964441	19
CHEMBL1964718	0
CHEMBL1965660	15
CHEMBL1966799	2
CHEMBL1967252	13
CHEMBL1967612	2
CHEMBL1967878	4
CHEMBL1967992	10
CHEMBL1967998	10
CHEMBL1968130	0
CHEMBL1969151	11
CHEMBL1970317	25
CHEMBL1970352	26
CHEMBL1970873	9
CHEMBL1971289	7
CHEMBL1971519	16
CHEMBL1971534	2
CHEMBL1972220	25
CHEMBL1972346	12
CHEMBL1972355	16
CHEMBL1972934	3
CHEMBL1973013	4
CHEMBL1973516	10
CHEMBL1973720	11
CHEMBL1973793	17
CHEMBL1973868	18
CHEMBL1974328	5
CHEMBL1974617	9
CHEMBL1974875	1
CHEMBL1975212	13
CHEMBL1975921	2
CHEMBL1975927	13
CHEMBL1976040	10
CHEMBL1976420	11
CHEMBL1976872	3
CHEMBL1977138	6
CHEMBL1977749	18
CHEMBL1977931	17
CHEMBL1978166	19
CHEMBL1978167	15
CHEMBL1978195	15
CHEMBL1979690	10
CHEMBL1980329	24
CHEMBL1980391	18
CHEMBL1980407	23
CHEMBL1980763	7
CHEMBL1980995	29
CHEMBL1981047	7
CHEMBL1981133	22
CHEMBL1981492	3
CHEMBL1982711	17
CHEMBL1983268	12
CHEMBL1983348	10
CHEMBL1983575	4
CHEMBL1983630	12
CHEMBL1983715	7
CHEMBL1983923	11
CHEMBL1983980	16
CHEMBL1984296	19
CHEMBL1984402	9
CHEMBL1984500	2
CHEMBL1984760	9
CHEMBL1985042	5
CHEMBL1985206	10
CHEMBL1986590	20
CHEMBL1986943	11
CHEMBL1987535	7
CHEMBL1988076	25
CHEMBL1988437	18
CHEMBL1988581	5
CHEMBL1988622	11
CHEMBL1988692	9
CHEMBL1988805	8
CHEMBL1989267	29
CHEMBL1989423	5
CHEMBL1989471	14
CHEMBL1991078	13
CHEMBL1991410	19
CHEMBL1991674	9
CHEMBL1991734	16
CHEMBL1991867	0
CHEMBL1992073	5
CHEMBL1992125	8
CHEMBL1992581	15
CHEMBL1992607	2
CHEMBL1992673	7
CHEMBL1992937	6
CHEMBL1993335	15
CHEMBL1993661	8
CHEMBL1993877	3
CHEMBL1993904	21
CHEMBL1994318	20
CHEMBL1994526	2
CHEMBL1994555	13
CHEMBL1994808	5
CHEMBL1995211	13
CHEMBL1995811	13
CHEMBL1995916	7
CHEMBL1996048	17
CHEMBL1996176	12
CHEMBL1996510	29
CHEMBL1996646	5
CHEMBL1996649	23
CHEMBL1996702	23
CHEMBL1997007	9
CHEMBL1997041	14
CHEMBL1997119	14
CHEMBL1997611	9
CHEMBL1997846	9
CHEMBL1997924	4
CHEMBL1998470	15
CHEMBL1998953	13
CHEMBL1999120	2
CHEMBL1999414	23
CHEMBL1999484	7
CHEMBL2000029	15
CHEMBL2000568	18
CHEMBL2000879	0
CHEMBL2001613	2
CHEMBL2001641	4
CHEMBL2001704	4
CHEMBL2002099	10
CHEMBL2002105	2
CHEMBL2002182	13
CHEMBL2002992	7
CHEMBL2004033	2
CHEMBL2004290	25
CHEMBL2004515	14
CHEMBL2005449	3
CHEMBL2005478	15
CHEMBL2006564	7
CHEMBL2006765	9
CHEMBL2007421	3
CHEMBL2007559	7
CHEMBL2007574	11
CHEMBL21156	24
CHEMBL235157	28
CHEMBL242865	11
CHEMBL24828	10
CHEMBL289959	10
CHEMBL379975	34
CHEMBL38380	7
CHEMBL422897	16
CHEMBL451401	5
CHEMBL458997	11
CHEMBL475251	10
CHEMBL482538	17
CHEMBL483158	27
CHEMBL49120	20
CHEMBL521851	9
CHEMBL522892	16
CHEMBL550418	21
CHEMBL565612	29
CHEMBL572878	9
CHEMBL574738	9
CHEMBL592030	29
CHEMBL1727312	9
CHEMBL1879463	35
CHEMBL1964948	20
CHEMBL1965838	1
CHEMBL1966175	5
CHEMBL1970340	16
CHEMBL1973359	10
CHEMBL1975903	12
CHEMBL1978713	5
CHEMBL1980297	25
CHEMBL1980376	16
CHEMBL1982753	7
CHEMBL1983111	4
CHEMBL1985681	8
CHEMBL1989708	25
CHEMBL1992371	15
CHEMBL1994159	12
CHEMBL1995765	2
CHEMBL1997051	25
CHEMBL1997335	25
CHEMBL2001149	20
CHEMBL2002586	5
CHEMBL2003785	1
CHEMBL2004118	7
CHEMBL225519	7
CHEMBL234085	3
CHEMBL262623	4
CHEMBL461876	17
