Compound Id	TF_C3-1-C3-3-C3-4
CHEMBL101311	9
CHEMBL1081312	19
CHEMBL1084546	7
CHEMBL1164180	16
CHEMBL117697	13
CHEMBL1178727	8
CHEMBL1233887	23
CHEMBL1421720	3
CHEMBL1825138	10
CHEMBL1870106	10
CHEMBL189963	8
CHEMBL191003	8
CHEMBL1949855	5
CHEMBL1964382	12
CHEMBL1964441	28
CHEMBL1964718	2
CHEMBL1965660	27
CHEMBL1966799	2
CHEMBL1967252	22
CHEMBL1967612	3
CHEMBL1967878	3
CHEMBL1967992	23
CHEMBL1967998	12
CHEMBL1968130	0
CHEMBL1969151	16
CHEMBL1970317	37
CHEMBL1970352	49
CHEMBL1970873	18
CHEMBL1971289	12
CHEMBL1971519	29
CHEMBL1971534	6
CHEMBL1972220	37
CHEMBL1972346	22
CHEMBL1972355	26
CHEMBL1972934	1
CHEMBL1973013	1
CHEMBL1973516	12
CHEMBL1973720	16
CHEMBL1973793	34
CHEMBL1973868	32
CHEMBL1974328	9
CHEMBL1974617	16
CHEMBL1974875	2
CHEMBL1975212	20
CHEMBL1975921	1
CHEMBL1975927	16
CHEMBL1976040	10
CHEMBL1976420	16
CHEMBL1976872	7
CHEMBL1977138	11
CHEMBL1977749	35
CHEMBL1977931	25
CHEMBL1978166	28
CHEMBL1978167	23
CHEMBL1978195	29
CHEMBL1979690	12
CHEMBL1980329	43
CHEMBL1980391	36
CHEMBL1980407	40
CHEMBL1980763	3
CHEMBL1980995	53
CHEMBL1981047	11
CHEMBL1981133	35
CHEMBL1981492	9
CHEMBL1982711	28
CHEMBL1983268	24
CHEMBL1983348	18
CHEMBL1983575	6
CHEMBL1983630	18
CHEMBL1983715	6
CHEMBL1983923	20
CHEMBL1983980	22
CHEMBL1984296	36
CHEMBL1984402	17
CHEMBL1984500	3
CHEMBL1984760	6
CHEMBL1985042	11
CHEMBL1985206	18
CHEMBL1986590	36
CHEMBL1986943	16
CHEMBL1987535	11
CHEMBL1988076	38
CHEMBL1988437	37
CHEMBL1988581	9
CHEMBL1988622	22
CHEMBL1988692	17
CHEMBL1988805	4
CHEMBL1989267	52
CHEMBL1989423	10
CHEMBL1989471	19
CHEMBL1991078	24
CHEMBL1991410	30
CHEMBL1991674	13
CHEMBL1991734	40
CHEMBL1991867	0
CHEMBL1992073	8
CHEMBL1992125	4
CHEMBL1992581	21
CHEMBL1992607	1
CHEMBL1992673	7
CHEMBL1992937	3
CHEMBL1993335	23
CHEMBL1993661	9
CHEMBL1993877	1
CHEMBL1993904	33
CHEMBL1994318	31
CHEMBL1994526	2
CHEMBL1994555	19
CHEMBL1994808	8
CHEMBL1995211	20
CHEMBL1995811	24
CHEMBL1995916	13
CHEMBL1996048	29
CHEMBL1996176	21
CHEMBL1996510	49
CHEMBL1996646	8
CHEMBL1996649	33
CHEMBL1996702	43
CHEMBL1997007	6
CHEMBL1997041	20
CHEMBL1997119	25
CHEMBL1997611	17
CHEMBL1997846	13
CHEMBL1997924	7
CHEMBL1998470	23
CHEMBL1998953	20
CHEMBL1999120	2
CHEMBL1999414	33
CHEMBL1999484	6
CHEMBL2000029	31
CHEMBL2000568	28
CHEMBL2000879	4
CHEMBL2001613	3
CHEMBL2001641	9
CHEMBL2001704	4
CHEMBL2002099	13
CHEMBL2002105	2
CHEMBL2002182	20
CHEMBL2002992	7
CHEMBL2004033	6
CHEMBL2004290	37
CHEMBL2004515	20
CHEMBL2005449	4
CHEMBL2005478	23
CHEMBL2006564	4
CHEMBL2006765	6
CHEMBL2007421	5
CHEMBL2007559	6
CHEMBL2007574	16
CHEMBL21156	36
CHEMBL235157	46
CHEMBL242865	13
CHEMBL24828	13
CHEMBL289959	13
CHEMBL379975	62
CHEMBL38380	10
CHEMBL422897	29
CHEMBL451401	8
CHEMBL458997	13
CHEMBL475251	7
CHEMBL482538	29
CHEMBL483158	44
CHEMBL49120	24
CHEMBL521851	16
CHEMBL522892	25
CHEMBL550418	40
CHEMBL565612	49
CHEMBL572878	8
CHEMBL574738	11
CHEMBL592030	51
CHEMBL1727312	18
CHEMBL1879463	60
CHEMBL1964948	31
CHEMBL1965838	1
CHEMBL1966175	8
CHEMBL1970340	29
CHEMBL1973359	15
CHEMBL1975903	15
CHEMBL1978713	9
CHEMBL1980297	37
CHEMBL1980376	29
CHEMBL1982753	10
CHEMBL1983111	4
CHEMBL1985681	10
CHEMBL1989708	37
CHEMBL1992371	19
CHEMBL1994159	23
CHEMBL1995765	4
CHEMBL1997051	38
CHEMBL1997335	44
CHEMBL2001149	38
CHEMBL2002586	3
CHEMBL2003785	3
CHEMBL2004118	3
CHEMBL225519	12
CHEMBL234085	1
CHEMBL262623	9
CHEMBL461876	17
