Compound Id	TF_C3-2-C3-5-C3-7
CHEMBL101311	18
CHEMBL1081312	7
CHEMBL1084546	15
CHEMBL1164180	20
CHEMBL117697	21
CHEMBL1178727	0
CHEMBL1233887	14
CHEMBL1421720	4
CHEMBL1825138	16
CHEMBL1870106	0
CHEMBL189963	11
CHEMBL191003	11
CHEMBL1949855	0
CHEMBL1964382	12
CHEMBL1964441	27
CHEMBL1964718	0
CHEMBL1965660	14
CHEMBL1966799	0
CHEMBL1967252	7
CHEMBL1967612	0
CHEMBL1967878	10
CHEMBL1967992	20
CHEMBL1967998	22
CHEMBL1968130	0
CHEMBL1969151	6
CHEMBL1970317	39
CHEMBL1970352	33
CHEMBL1970873	8
CHEMBL1971289	3
CHEMBL1971519	4
CHEMBL1971534	0
CHEMBL1972220	39
CHEMBL1972346	20
CHEMBL1972355	18
CHEMBL1972934	0
CHEMBL1973013	0
CHEMBL1973516	22
CHEMBL1973720	6
CHEMBL1973793	21
CHEMBL1973868	10
CHEMBL1974328	10
CHEMBL1974617	0
CHEMBL1974875	0
CHEMBL1975212	6
CHEMBL1975921	0
CHEMBL1975927	24
CHEMBL1976040	23
CHEMBL1976420	8
CHEMBL1976872	0
CHEMBL1977138	17
CHEMBL1977749	26
CHEMBL1977931	3
CHEMBL1978166	27
CHEMBL1978167	14
CHEMBL1978195	11
CHEMBL1979690	22
CHEMBL1980329	32
CHEMBL1980391	16
CHEMBL1980407	31
CHEMBL1980763	14
CHEMBL1980995	25
CHEMBL1981047	10
CHEMBL1981133	15
CHEMBL1981492	0
CHEMBL1982711	15
CHEMBL1983268	38
CHEMBL1983348	20
CHEMBL1983575	8
CHEMBL1983630	8
CHEMBL1983715	16
CHEMBL1983923	14
CHEMBL1983980	29
CHEMBL1984296	42
CHEMBL1984402	3
CHEMBL1984500	0
CHEMBL1984760	14
CHEMBL1985042	11
CHEMBL1985206	10
CHEMBL1986590	28
CHEMBL1986943	6
CHEMBL1987535	2
CHEMBL1988076	63
CHEMBL1988437	38
CHEMBL1988581	0
CHEMBL1988622	14
CHEMBL1988692	8
CHEMBL1988805	6
CHEMBL1989267	42
CHEMBL1989423	0
CHEMBL1989471	7
CHEMBL1991078	35
CHEMBL1991410	30
CHEMBL1991674	7
CHEMBL1991734	32
CHEMBL1991867	0
CHEMBL1992073	0
CHEMBL1992125	16
CHEMBL1992581	22
CHEMBL1992607	0
CHEMBL1992673	0
CHEMBL1992937	10
CHEMBL1993335	14
CHEMBL1993661	18
CHEMBL1993877	0
CHEMBL1993904	29
CHEMBL1994318	21
CHEMBL1994526	0
CHEMBL1994555	14
CHEMBL1994808	3
CHEMBL1995211	6
CHEMBL1995811	35
CHEMBL1995916	3
CHEMBL1996048	17
CHEMBL1996176	11
CHEMBL1996510	36
CHEMBL1996646	20
CHEMBL1996649	31
CHEMBL1996702	34
CHEMBL1997007	14
CHEMBL1997041	3
CHEMBL1997119	5
CHEMBL1997611	6
CHEMBL1997846	7
CHEMBL1997924	14
CHEMBL1998470	10
CHEMBL1998953	6
CHEMBL1999120	0
CHEMBL1999414	31
CHEMBL1999484	14
CHEMBL2000029	52
CHEMBL2000568	16
CHEMBL2000879	4
CHEMBL2001613	0
CHEMBL2001641	0
CHEMBL2001704	0
CHEMBL2002099	0
CHEMBL2002105	0
CHEMBL2002182	7
CHEMBL2002992	0
CHEMBL2004033	0
CHEMBL2004290	39
CHEMBL2004515	3
CHEMBL2005449	12
CHEMBL2005478	14
CHEMBL2006564	12
CHEMBL2006765	14
CHEMBL2007421	9
CHEMBL2007559	12
CHEMBL2007574	6
CHEMBL21156	4
CHEMBL235157	12
CHEMBL242865	18
CHEMBL24828	21
CHEMBL289959	21
CHEMBL379975	31
CHEMBL38380	0
CHEMBL422897	21
CHEMBL451401	0
CHEMBL458997	18
CHEMBL475251	16
CHEMBL482538	3
CHEMBL483158	43
CHEMBL49120	29
CHEMBL521851	10
CHEMBL522892	18
CHEMBL550418	30
CHEMBL565612	36
CHEMBL572878	13
CHEMBL574738	22
CHEMBL592030	43
CHEMBL1727312	8
CHEMBL1879463	65
CHEMBL1964948	21
CHEMBL1965838	0
CHEMBL1966175	0
CHEMBL1970340	4
CHEMBL1973359	8
CHEMBL1975903	18
CHEMBL1978713	11
CHEMBL1980297	39
CHEMBL1980376	4
CHEMBL1982753	13
CHEMBL1983111	9
CHEMBL1985681	10
CHEMBL1989708	39
CHEMBL1992371	14
CHEMBL1994159	10
CHEMBL1995765	0
CHEMBL1997051	63
CHEMBL1997335	29
CHEMBL2001149	44
CHEMBL2002586	12
CHEMBL2003785	12
CHEMBL2004118	14
CHEMBL225519	0
CHEMBL234085	3
CHEMBL262623	10
CHEMBL461876	33
