Compound Id	TF_C3-1-C3-4-C3-5
CHEMBL101311	20
CHEMBL1081312	11
CHEMBL1084546	14
CHEMBL1164180	21
CHEMBL117697	20
CHEMBL1178727	2
CHEMBL1233887	15
CHEMBL1421720	3
CHEMBL1825138	15
CHEMBL1870106	8
CHEMBL189963	8
CHEMBL191003	8
CHEMBL1949855	2
CHEMBL1964382	20
CHEMBL1964441	28
CHEMBL1964718	2
CHEMBL1965660	25
CHEMBL1966799	0
CHEMBL1967252	18
CHEMBL1967612	0
CHEMBL1967878	11
CHEMBL1967992	26
CHEMBL1967998	21
CHEMBL1968130	0
CHEMBL1969151	10
CHEMBL1970317	40
CHEMBL1970352	55
CHEMBL1970873	23
CHEMBL1971289	9
CHEMBL1971519	24
CHEMBL1971534	2
CHEMBL1972220	40
CHEMBL1972346	22
CHEMBL1972355	25
CHEMBL1972934	0
CHEMBL1973013	2
CHEMBL1973516	21
CHEMBL1973720	10
CHEMBL1973793	28
CHEMBL1973868	27
CHEMBL1974328	13
CHEMBL1974617	9
CHEMBL1974875	0
CHEMBL1975212	15
CHEMBL1975921	0
CHEMBL1975927	26
CHEMBL1976040	23
CHEMBL1976420	11
CHEMBL1976872	1
CHEMBL1977138	16
CHEMBL1977749	37
CHEMBL1977931	22
CHEMBL1978166	28
CHEMBL1978167	15
CHEMBL1978195	26
CHEMBL1979690	21
CHEMBL1980329	40
CHEMBL1980391	41
CHEMBL1980407	39
CHEMBL1980763	8
CHEMBL1980995	44
CHEMBL1981047	10
CHEMBL1981133	25
CHEMBL1981492	3
CHEMBL1982711	22
CHEMBL1983268	33
CHEMBL1983348	16
CHEMBL1983575	4
CHEMBL1983630	15
CHEMBL1983715	10
CHEMBL1983923	18
CHEMBL1983980	18
CHEMBL1984296	42
CHEMBL1984402	15
CHEMBL1984500	0
CHEMBL1984760	8
CHEMBL1985042	13
CHEMBL1985206	14
CHEMBL1986590	30
CHEMBL1986943	10
CHEMBL1987535	6
CHEMBL1988076	50
CHEMBL1988437	43
CHEMBL1988581	7
CHEMBL1988622	18
CHEMBL1988692	14
CHEMBL1988805	6
CHEMBL1989267	44
CHEMBL1989423	4
CHEMBL1989471	20
CHEMBL1991078	24
CHEMBL1991410	26
CHEMBL1991674	12
CHEMBL1991734	64
CHEMBL1991867	0
CHEMBL1992073	2
CHEMBL1992125	12
CHEMBL1992581	22
CHEMBL1992607	0
CHEMBL1992673	4
CHEMBL1992937	6
CHEMBL1993335	15
CHEMBL1993661	20
CHEMBL1993877	0
CHEMBL1993904	34
CHEMBL1994318	26
CHEMBL1994526	0
CHEMBL1994555	13
CHEMBL1994808	5
CHEMBL1995211	15
CHEMBL1995811	24
CHEMBL1995916	11
CHEMBL1996048	23
CHEMBL1996176	17
CHEMBL1996510	46
CHEMBL1996646	10
CHEMBL1996649	30
CHEMBL1996702	47
CHEMBL1997007	8
CHEMBL1997041	17
CHEMBL1997119	21
CHEMBL1997611	18
CHEMBL1997846	12
CHEMBL1997924	8
CHEMBL1998470	17
CHEMBL1998953	15
CHEMBL1999120	0
CHEMBL1999414	30
CHEMBL1999484	10
CHEMBL2000029	37
CHEMBL2000568	24
CHEMBL2000879	10
CHEMBL2001613	0
CHEMBL2001641	7
CHEMBL2001704	2
CHEMBL2002099	4
CHEMBL2002105	0
CHEMBL2002182	16
CHEMBL2002992	1
CHEMBL2004033	0
CHEMBL2004290	40
CHEMBL2004515	17
CHEMBL2005449	11
CHEMBL2005478	15
CHEMBL2006564	10
CHEMBL2006765	8
CHEMBL2007421	6
CHEMBL2007559	9
CHEMBL2007574	10
CHEMBL21156	24
CHEMBL235157	44
CHEMBL242865	22
CHEMBL24828	20
CHEMBL289959	20
CHEMBL379975	55
CHEMBL38380	3
CHEMBL422897	30
CHEMBL451401	0
CHEMBL458997	22
CHEMBL475251	18
CHEMBL482538	22
CHEMBL483158	49
CHEMBL49120	28
CHEMBL521851	18
CHEMBL522892	25
CHEMBL550418	46
CHEMBL565612	46
CHEMBL572878	15
CHEMBL574738	20
CHEMBL592030	49
CHEMBL1727312	23
CHEMBL1879463	70
CHEMBL1964948	26
CHEMBL1965838	0
CHEMBL1966175	2
CHEMBL1970340	24
CHEMBL1973359	10
CHEMBL1975903	18
CHEMBL1978713	10
CHEMBL1980297	40
CHEMBL1980376	24
CHEMBL1982753	18
CHEMBL1983111	10
CHEMBL1985681	16
CHEMBL1989708	40
CHEMBL1992371	16
CHEMBL1994159	17
CHEMBL1995765	6
CHEMBL1997051	50
CHEMBL1997335	41
CHEMBL2001149	52
CHEMBL2002586	9
CHEMBL2003785	7
CHEMBL2004118	8
CHEMBL225519	10
CHEMBL234085	0
CHEMBL262623	10
CHEMBL461876	29
