Compound Id	TF_C3-2-C3-4-C3-6
CHEMBL101311	20
CHEMBL1081312	18
CHEMBL1084546	17
CHEMBL1164180	17
CHEMBL117697	21
CHEMBL1178727	4
CHEMBL1233887	19
CHEMBL1421720	12
CHEMBL1825138	11
CHEMBL1870106	4
CHEMBL189963	17
CHEMBL191003	10
CHEMBL1949855	0
CHEMBL1964382	16
CHEMBL1964441	27
CHEMBL1964718	0
CHEMBL1965660	21
CHEMBL1966799	0
CHEMBL1967252	11
CHEMBL1967612	0
CHEMBL1967878	12
CHEMBL1967992	19
CHEMBL1967998	21
CHEMBL1968130	0
CHEMBL1969151	7
CHEMBL1970317	35
CHEMBL1970352	45
CHEMBL1970873	13
CHEMBL1971289	7
CHEMBL1971519	15
CHEMBL1971534	0
CHEMBL1972220	35
CHEMBL1972346	22
CHEMBL1972355	26
CHEMBL1972934	0
CHEMBL1973013	8
CHEMBL1973516	21
CHEMBL1973720	7
CHEMBL1973793	21
CHEMBL1973868	18
CHEMBL1974328	12
CHEMBL1974617	5
CHEMBL1974875	0
CHEMBL1975212	12
CHEMBL1975921	0
CHEMBL1975927	27
CHEMBL1976040	27
CHEMBL1976420	14
CHEMBL1976872	3
CHEMBL1977138	15
CHEMBL1977749	32
CHEMBL1977931	15
CHEMBL1978166	27
CHEMBL1978167	19
CHEMBL1978195	20
CHEMBL1979690	21
CHEMBL1980329	40
CHEMBL1980391	30
CHEMBL1980407	36
CHEMBL1980763	13
CHEMBL1980995	37
CHEMBL1981047	11
CHEMBL1981133	21
CHEMBL1981492	0
CHEMBL1982711	22
CHEMBL1983268	36
CHEMBL1983348	17
CHEMBL1983575	3
CHEMBL1983630	13
CHEMBL1983715	10
CHEMBL1983923	18
CHEMBL1983980	27
CHEMBL1984296	40
CHEMBL1984402	10
CHEMBL1984500	0
CHEMBL1984760	16
CHEMBL1985042	12
CHEMBL1985206	15
CHEMBL1986590	30
CHEMBL1986943	7
CHEMBL1987535	7
CHEMBL1988076	58
CHEMBL1988437	40
CHEMBL1988581	0
CHEMBL1988622	15
CHEMBL1988692	10
CHEMBL1988805	8
CHEMBL1989267	45
CHEMBL1989423	0
CHEMBL1989471	14
CHEMBL1991078	28
CHEMBL1991410	29
CHEMBL1991674	6
CHEMBL1991734	48
CHEMBL1991867	0
CHEMBL1992073	0
CHEMBL1992125	18
CHEMBL1992581	20
CHEMBL1992607	0
CHEMBL1992673	3
CHEMBL1992937	12
CHEMBL1993335	19
CHEMBL1993661	20
CHEMBL1993877	0
CHEMBL1993904	35
CHEMBL1994318	23
CHEMBL1994526	0
CHEMBL1994555	17
CHEMBL1994808	4
CHEMBL1995211	12
CHEMBL1995811	28
CHEMBL1995916	7
CHEMBL1996048	24
CHEMBL1996176	15
CHEMBL1996510	44
CHEMBL1996646	12
CHEMBL1996649	31
CHEMBL1996702	41
CHEMBL1997007	16
CHEMBL1997041	13
CHEMBL1997119	15
CHEMBL1997611	10
CHEMBL1997846	6
CHEMBL1997924	12
CHEMBL1998470	14
CHEMBL1998953	12
CHEMBL1999120	0
CHEMBL1999414	31
CHEMBL1999484	10
CHEMBL2000029	40
CHEMBL2000568	19
CHEMBL2000879	6
CHEMBL2001613	0
CHEMBL2001641	3
CHEMBL2001704	0
CHEMBL2002099	0
CHEMBL2002105	0
CHEMBL2002182	13
CHEMBL2002992	0
CHEMBL2004033	0
CHEMBL2004290	35
CHEMBL2004515	13
CHEMBL2005449	12
CHEMBL2005478	19
CHEMBL2006564	10
CHEMBL2006765	16
CHEMBL2007421	7
CHEMBL2007559	13
CHEMBL2007574	7
CHEMBL21156	14
CHEMBL235157	28
CHEMBL242865	24
CHEMBL24828	21
CHEMBL289959	21
CHEMBL379975	48
CHEMBL38380	0
CHEMBL422897	25
CHEMBL451401	0
CHEMBL458997	24
CHEMBL475251	21
CHEMBL482538	13
CHEMBL483158	51
CHEMBL49120	30
CHEMBL521851	16
CHEMBL522892	24
CHEMBL550418	37
CHEMBL565612	44
CHEMBL572878	14
CHEMBL574738	18
CHEMBL592030	47
CHEMBL1727312	13
CHEMBL1879463	65
CHEMBL1964948	23
CHEMBL1965838	0
CHEMBL1966175	3
CHEMBL1970340	15
CHEMBL1973359	11
CHEMBL1975903	18
CHEMBL1978713	8
CHEMBL1980297	35
CHEMBL1980376	15
CHEMBL1982753	16
CHEMBL1983111	8
CHEMBL1985681	12
CHEMBL1989708	35
CHEMBL1992371	11
CHEMBL1994159	13
CHEMBL1995765	2
CHEMBL1997051	58
CHEMBL1997335	35
CHEMBL2001149	58
CHEMBL2002586	10
CHEMBL2003785	9
CHEMBL2004118	13
CHEMBL225519	4
CHEMBL234085	0
CHEMBL262623	9
CHEMBL461876	39
