Compound Id	ALOGP [ALogP]
11029	-1.560
11794	-1.272
11732	1.363
10511	-1.560
21011	-0.984
11678	-1.272
7533	-0.356
3644	-0.408
6320	-0.696
10947	-0.984
6164	1.108
11729	1.046
9254	2.197
9251	2.4
6307	1.473
62589	-0.840
7686	-1.272
13837280	1.743
9253	2.494
13255	-0.728
10512	-0.057
13837797	1.284
16641	0.883
6098	1.002
10536	-0.436
7827	0.140
9233	1.296
18607	0.468
5730	3.585
3441	2.509
83734	2.393
217	0.0
56559	-3.364
9053802	-2.212
10787	-0.563
29000	-0.164
11793	0.092
10526	-0.345
120464	0.426
7434	-1.261
7459	-0.296
11024	-0.840
6312	0.124
8398	-0.552
24590970	2.185
7733	0.219
56144	2.688
23055	1.255
6130	1.420
7850	-0.921
11865	-0.633
7714	0.231
10437	0.519
6097	1.097
12219	-1.064
7848	-0.776
61487	1.246
11863	-0.488
7810	-0.2
7766	0.088
7711	0.376
7552	0.664
6092	1.242
7791	-1.261
12010	0.331
11830	0.619
10497	0.907
31029	1.195
6100	1.773
12228	0.0
6042	2.029
553742	1.057
13836713	1.230
13803	1.477
11898	-5.581
72522	-5.293
7928	-5.005
14348	-4.717
2581	-4.429
11891	-4.141
7917	-3.853
7915	-3.565
7901	-3.277
7892	-2.989
7882	-2.701
8574	-2.413
932	-2.125
7812	-1.549
7837	-1.837
6040	-1.261
258	-0.973
1004	-0.685
682	-0.108
7815	-0.578
7560	0.286
6103	0.864
6635	3.634
14829	1.833
6087	0.847
11525	-0.040
7721	-0.002
6083	0.991
1039	0.795
6088	1.522
864	-0.358
13837281	2.429
937	0.0
56232	-1.852
71390	1.624
5979	3.376
13837190	-0.098
7074	1.647
15077490	2.706
13872989	0.259
13638	-1.837
7170	1.146
10534	1.466
6128	0.945
9391	0.639
6086	0.939
10410	0.894
68503	1.662
10675065	1.349
14694	2.051
7090	1.098
7028	-0.718
63156	-0.062
12626	0.226
62597	-0.029
15803	0.656
10487	-0.746
13492	-1.326
15747	-1.614
8356	-0.103
13849981	2.469
12933	0.564
6105	0.477
18971812	1.384
14688	-3.004
6125	1.541
13835977	-0.031
5977	1.617
71876	-0.314
7128	0.573
7183	1.215
7088	1.556
15461	1.221
13299573	2.309
107412	1.851
7073	1.228
455353	-1.392
16778	-0.816
7705	-0.539
2340753	2.195
7728	-0.489
8554	-0.995
10340	0.285
21112738	1.521
4481813	-0.141
13487	-1.038
7385	-0.174
8531	0.614
7448	0.614
4514586	0.0
764	-0.921
10325184	2.255
6406	1.165
12066	-0.279
7738	-0.154
7098	0.638
10404	-0.750
7419	-0.462
7219	0.307
11660	0.949
6999	2.568
5026296	0.943
18688	1.818
7737	-0.707
13871721	0.459
1108	0.642
236	0.0
7521	1.284
7641	1.284
7659	1.926
11871	0.731
55130	-0.241
10433	0.580
11992	0.047
13836399	-1.104
7703	-0.797
10253	1.215
60886	3.838
83962	1.322
12161	1.312
7671	0.748
10446	0.952
62249	1.567
11526	0.664
13571291	0.636
71312	2.612
7026	-1.663
7678	-1.951
9970	-2.239
7672	-0.602
7786	1.887
8335	0.614
6301	2.469
10606755	1.497
7657	0.869
22453	0.320
7065	0.996
11193	0.981
13836591	-0.238
13875283	1.122
7553	1.608
11409	0.949
13249	-3.610
3631	2.534
13835836	0.871
55084	-1.094
7694	-0.806
7482	-0.518
11716	-0.806
11045	-0.518
7515	-0.230
13836549	2.878
7546	-0.430
7677	-2.240
13836674	1.463
2293678	2.721
6967	1.284
6977	1.926
21168808	1.030
960	-3.898
6177	1.316
61213	1.299
20545	-2.832
7472	-0.317
11207996	-0.986
29016	0.215
7747	0.503
7627	-0.029
10571	0.746
7076	0.550
6649	-0.858
8012	-0.182
7003	1.782
13854944	-0.219
6104	1.073
4937830	0.477
61191	0.638
9614	0.480
7739	0.591
8883	-0.850
7757	-1.668
7511	-1.092
7509	-0.804
29005	-0.516
10420	-0.228
7478	1.165
7475	0.060
7463	0.348
6333	0.361
21111806	0.959
10364	0.765
21111820	1.233
21171407	2.139
3210	3.572
10756	1.122
11910	1.364
7469	-0.308
7064	0.074
60329	-0.528
13842001	0.282
13850082	2.848
21106169	0.649
7872	-1.746
7875	-2.322
7913	-2.898
7670	0.952
8568	-1.170
14846	-1.631
7800	-1.343
11843	-0.882
29012	-0.594
10797	1.205
7538	-1.055
7536	-0.767
11755	-0.108
7706	-0.306
7761	0.137
10492	0.425
11680	-0.191
11706	-0.479
10653	0.097
68179	-1.948
10001	0.368
6341	0.494
11727	-0.869
7727	-0.778
3951	0.914
21108550	0.959
13836021	-0.755
9724	1.281
11731	1.386
8950	1.029
14866	2.264
6720	0.844
13850142	1.122
558917	2.340
11153	0.775
7559	0.408
558928	1.057
415	-1.765
390927	1.122
10236	1.926
7012	-0.134
11065	0.415
28981	-0.843
99681	1.501
8525	0.271
6176	1.302
7081	-0.810
6313	0.542
13837702	-2.053
9903	-0.163
13849989	2.340
55123	-1.249
12012	-0.961
7534	-0.246
10791	0.557
11125	-0.673
7782	-0.385
8552	-1.018
7701	-0.730
6316	1.501
9325	0.959
13866593	-2.341
11911	2.444
55091	1.053
552744	0.561
7888	-2.458
12013	-3.034
123860	-0.735
28986	-0.668
2863	-2.170
6335	0.021
7803	-1.306
259	-0.442
7616	0.105
171	-0.230
24641	-0.897
7129	1.154
7866	-1.882
3756	-2.746
10033	-4.186
30713	1.803
10788	-0.196
7621	0.354
8329688	1.443
10777	0.480
441	-1.546
7838	-1.258
5949	-0.970
370	-1.594
29029	-1.834
7772	-0.682
256	-0.394
512	-0.106
1005	-0.154
2018460	2.837
21169510	1.950
48024	-0.259
7013	2.206
7676	0.744
13875281	1.386
7220	0.708
7248	1.350
11661	1.350
12674	-0.659
8097	-0.451
12071	-4.762
10035	-5.050
12972	-1.820
9976	-1.244
7514	-0.668
215929	-0.956
11025	-0.380
7734	0.193
7016	-0.092
1087	-0.047
60524	-0.202
72551	-1.261
763	-0.921
1095	0.038
6179	2.888
2038738	0.035
11154	1.686
12259	3.21
3973	2.143
13836589	-0.080
172	-0.183
13836520	0.384
22191	-0.685
75951	-0.973
72793	-0.609
13835336	-1.187
13875230	1.386
18219	1.976
4514549	0.0
10801109	0.678
15016	-5.295
29004	0.958
7871	-2.184
21153	-2.472
7802	-1.320
12218	-1.896
12632	-1.608
7760	-1.032
11095	-0.744
21106173	0.958
7607	-0.456
13866746	2.399
7577	-0.058
7506	2.043
13835861	-0.605
6326	1.956
9228	1.224
29036	2.025
13838404	2.229
7239	0.693
11647	-1.572
7530	0.277
21106535	1.001
6119	1.821
10251740	-0.394
9326	0.019
2916	1.496
558875	1.225
6106	2.3
3544	0.949
1266019	2.719
109838	0.170
6321	-0.168
175	-0.244
13874867	-0.208
6314	0.962
4510484	0.406
68832	-0.397
62530	0.019
13842613	0.879
7391	0.199
7984	-2.165
11809	0.019
7242	-0.237
58234	0.943
26325086	0.139
13862665	0.638
15443	-0.690
124968	0.103
9581	0.428
66809	-0.052
221082	0.907
13875320	1.531
6642	3.852
62826	1.996
13835376	0.420
127750	-0.408
12442	1.392
13857694	1.489
7673	0.889
7443	-0.484
7662	2.233
1609	-1.067
363458	-0.539
7684	0.008
61111	0.480
13875196	0.428
11042	1.082
24972	1.318
28992	0.879
13875160	1.386
13875258	1.531
73479	0.158
8935	-0.828
15093	0.539
9994	-0.419
29015	-0.262
278	-0.309
4446445	-0.388
4444608	0.188
394562	0.608
13839199	0.440
18724	1.556
7238	-0.052
21105959	0.590
13866817	1.489
13875392	1.531
13839575	-0.211
6322	0.347
558020	0.236
733	-1.408
6342	2.399
21132380	1.082
7551	1.801
12244	1.466
1266393	0.991
13677	0.307
124	-0.665
132	-0.7
21106015	0.307
65750	-0.750
63903	-0.174
10940	1.082
13865438	0.590
7223	-0.738
13868640	1.778
29001	-0.473
59674	1.039
21106135	0.590
10248	1.466
13837988	1.489
8528	-1.5
8900	0.0
10400	-0.034
8067	4.466
13839109	0.141
13837537	-0.528
21105905	0.307
11077	1.284
13839123	0.824
9911	1.466
13839174	0.824
906	0.0
7630	-0.195
13865426	0.043
13884973	-0.070
10710415	0.931
8543	1.224
13835604	-1.295
6093	1.284
59447	-0.805
21106560	0.307
20843	0.879
15965	-0.316
70682	0.073
13658	1.758
11862	0.649
7710	1.513
7809	0.937
7765	1.225
69177	2.108
21111822	1.153
6794	0.719
7681	0.511
26516	1.687
17131	1.363
10772140	0.303
7190	0.402
63054	1.459
18801	-2.339
68156	-2.051
21106520	0.642
16119	1.466
10244	2.108
924	0.218
13862559	2.233
6788	0.642
7131	-0.459
7466	0.371
13861343	3.759
73412	1.080
8904	0.0
13874733	0.642
24535	1.075
25552	-0.473
10437215	-0.379
12225	0.051
13839151	0.824
13848808	-0.449
8140	1.028
11087	1.420
10909	1.284
10918	1.284
15489	0.744
2441	0.969
12499	1.938
7480	-1.452
10939	-0.255
7018	-0.203
11784	0.744
13839128	0.824
8868	-0.154
7518	1.633
21106019	0.552
7528	-0.816
24533	-0.237
1020	0.0
2039535	0.199
13839110	0.824
21105998	0.755
13865680	-0.153
11604	-0.153
8374	-0.604
21106586	0.303
11756	1.045
8733	-1.475
13835459	-0.794
71089	0.051
7688	0.440
8902	0.0
10937	1.284
6897	0.262
773	-0.420
17443	-0.052
6883	0.011
11785	0.744
15495	-1.064
1141	-0.751
7240	0.708
503239	0.218
13860641	-0.443
6974	0.429
21106571	2.977
10908	1.284
3463	4.033
16388	1.625
6828	0.0
7161	1.595
592	-0.806
8141	-0.770
7679	-1.058
4444456	1.518
83866	-2.173
66996	0.3
21105897	-0.199
15427	-0.964
5830	-0.193
13840690	0.756
13839105	0.824
11667	0.692
13835772	0.182
61538	1.466
238	-0.240
13864445	2.233
21108548	1.9
13047	2.517
21106163	2.977
967	3.261
13876103	0.517
2018165	1.360
14256731	-0.480
6311	0.769
11699	0.044
12643	-0.363
83850	-2.173
30595	0.653
13839082	0.182
13865424	0.450
13853758	-0.177
13860335	-0.449
4366810	0.565
10422	0.853
11695	0.621
13229	1.055
24099	-1.763
11576	1.044
7175	0.653
7157	0.653
12060	-0.635
14678	-0.923
11021	0.193
21105871	0.182
466305	0.640
13837686	0.284
61411	2.108
917	-0.499
21106519	-1.212
65	1.028
13029	1.773
13875356	1.778
19766	2.517
12044	0.642
12682	1.926
10181341	-0.205
748	0.568
71628	0.8
7568	0.577
13839553	-1.185
9363	0.236
6296	1.949
9574	0.240
971	-0.460
13846663	1.096
21106091	0.761
10246	1.466
70715	0.503
13871718	-0.674
2654	0.496
9547	0.240
92731	2.507
62632	-3.623
78998	-3.335
11884	-2.759
16177	-2.471
15853	-2.183
67360	-1.895
11866	-1.031
15846	-1.607
7566	0.121
29026	-1.319
11846	-0.743
7770	-0.455
7717	-0.167
6102	0.045
21109330	0.268
10948	-1.196
13835293	0.017
13835224	-0.908
13839441	-1.761
13835235	-0.897
62808	0.480
7236	-1.016
11589	0.067
79969	-0.702
21106366	-0.219
62310	-0.776
7420	0.530
28982	-0.153
19709	-0.562
21168831	1.011
55443	-1.250
453675	-1.538
60121	-0.262
69340	-0.962
10992	0.193
6633	1.028
16804	2.750
21159695	-0.924
455090	0.218
57726	-1.289
7234	-0.318
6630	0.534
71437	0.060
13063	0.307
558878	2.489
2005981	0.271
25886	1.324
71430	-0.569
7736	-0.420
447	-0.512
21106525	-0.443
18707	1.173
559096	-2.306
13868660	2.164
707	4.163
7140	0.402
8070	0.402
387	0.6
10018	-0.567
61001	0.844
13854136	-0.108
1664	-0.750
20570	0.218
13854248	-0.006
7001	1.773
11366	1.773
21106540	2.977
21106570	3.722
15855	1.595
7790	-0.446
13835209	-1.473
8903	0.0
62489	-0.052
8899	0.591
13634	0.708
13630	0.889
13869434	0.534
553578	2.489
66565	0.472
10437135	0.199
66021	0.534
7221	0.708
10857	1.028
7383	1.156
13030	1.773
6339	3.245
6736	0.642
10851	1.284
10850	1.284
23977588	2.166
434	0.505
24043	0.425
12069	-0.653
191367	-0.365
11799	-0.077
7615	0.211
6338	0.789
11265	-0.009
6135	0.426
72056	-3.777
34095	-3.201
18685	-2.913
62628	-2.625
67653	-0.216
11875	-2.337
21106032	0.936
7021	-0.423
1348	0.115
66896	-2.770
62534	0.007
62408	0.007
7389	-0.635
13848467	-0.591
72556	-0.879
13835151	-0.108
10991	-0.443
13860692	-0.108
13869462	0.534
38364	2.377
12045	0.642
2003	3.061
17784	1.272
12637	-2.847
13839416	-2.049
11694	0.078
29008	-0.973
2606	0.9
21106524	0.450
12823	0.296
5889	-0.750
81815	0.660
13840647	0.534
13875212	1.778
9579	0.240
21105859	-0.501
19475	0.175
9874	0.055
13647	-0.942
9350	0.019
21168826	0.450
10801842	1.330
65785	-0.907
13860491	0.534
6780	0.0
10841	1.284
5593	-0.420
25889	0.291
25890	-1.428
10227261	-0.827
220998	-1.716
12954	-1.140
9454	0.275
9360	0.019
13851576	0.9
21105848	-0.705
12047	0.642
16736498	2.166
913	-0.240
6478	0.125
6745	-0.621
8912	-0.524
12229	-0.392
6898	-0.483
10849	1.284
11038	2.309
89076	1.632
21105870	0.019
199342	1.980
19477	-0.274
6287	0.959
13811	0.783
14169248	-0.926
1019	0.0
10437074	0.744
21105878	-0.104
21168813	0.388
235	-0.192
8186	0.388
11596	-0.041
13860775	-0.802
6674	0.649
11083	1.028
2206	-0.631
13872122	0.675
8098	0.0
10328	0.960
6737	0.744
6789	0.744
15861	1.926
7600	0.333
4445317	2.252
11632	-0.564
7961	1.240
13885245	0.296
8674	-0.104
7132	-0.254
13856352	-0.483
8071	0.505
11783	0.889
10980	0.649
21106172	1.773
27488	2.377
10813	1.284
7202	1.416
30516	-0.852
26325090	-1.446
21112023	0.226
13876539	-0.158
21106018	0.926
68676	1.5
551	-0.154
11776	2.666
66895	-1.618
66887	-1.330
9893	-0.466
63518	-1.042
59482	-0.754
6881	-0.178
13839308	0.069
10586285	0.463
218253	0.744
8341	-0.460
20198	0.880
7689	0.534
63310	-0.707
7299	0.456
10829	1.284
191	-0.986
12957	-0.237
84036	0.014
68152	1.022
24041	-0.813
19953955	-1.773
13835630	-1.298
14556	0.262
21106140	0.925
13863618	-0.653
13837787	-0.507
1361549	-0.671
10831	1.284
23886	1.489
33421	1.489
992	-0.480
70714	0.889
13875432	0.284
12640	0.440
6480	0.642
15755	1.489
14995	1.489
14994	1.489
67470	1.489
15476	1.489
15756	1.489
1906	-1.085
6592	0.456
21943	-0.525
10106	-0.774
19956441	-2.061
11930	-0.219
10384035	0.199
65936	0.035
14227	0.490
11584	0.9
13867714	0.0
6706	0.189
6916	-1.064
19957731	-2.926
10205670	0.038
120489	-0.052
13875219	0.284
7302	-0.154
70660	0.508
16387	0.227
502245	-0.614
5708	0.592
16159	2.526
13648	-0.254
9349	-0.270
63889	0.352
13835126	0.490
10437210	-1.233
768	-1.476
34863	2.233
23730	0.341
23621376	-1.196
11332993	0.017
21106146	1.302
12231	-0.225
13837760	-0.921
10008	-0.750
10972	0.649
2079	-0.047
13869451	-0.006
4759	-0.788
33617	0.494
11961	1.483
15619	1.926
6739	-0.460
953	-0.990
331	-0.7
15789876	-1.021
7224	0.035
11600	0.093
21106144	1.302
13863774	1.302
10243171	0.017
7138	0.660
4878	-0.921
6604	1.489
25677	2.977
6840	0.302
4590	-0.426
12816	-0.192
21111781	-0.244
123207	0.497
776	-0.420
15475	1.489
15477	1.489
15478	1.489
15524	1.489
2297441	-2.142
158870	2.233
157093	2.233
83374	2.233
457144	2.233
135925	2.233
457145	2.233
8807	0.468
8182	-0.480
19476	0.708
13871489	-0.712
28969	-0.081
13863629	-0.347
7278	0.046
13644	-0.254
21106014	0.552
13869480	-0.802
42330	-1.112
13869339	-0.006
13875441	0.429
30881	-0.776
14620	-0.488
6852	-0.052
6735	0.889
30572	-1.640
392447	0.121
67465	0.659
4962	-0.909
21106013	1.404
577	-1.378
26260	1.926
4932499	2.568
4575338	-0.717
12586	-2.476
7964	-0.022
6193	-0.310
86394	-0.296
13860817	0.739
21111772	1.483
15620	1.926
11708	2.840
6079	0.505
13859497	-0.495
9943	-0.192
28973	-1.127
62517	-0.262
456015	0.693
63906	0.696
1446	-1.160
12133	-0.187
15621	1.926
11632871	-0.942
13856009	-0.254
79280	-1.127
27296	-0.839
11651	-0.262
8657	-0.512
8665	-0.512
4575	-0.785
13842573	0.429
8876	0.0
63908	-0.444
10181339	-0.143
86435	-0.194
21106020	1.404
15488	0.744
84188	2.233
136000	2.233
135983	2.233
136001	2.233
136002	2.233
136003	2.233
84235	2.233
10438331	0.405
82755	2.977
82712	2.977
157094	2.977
103011	2.977
102798	2.977
82762	2.977
13849665	-0.906
24326358	2.991
5894	0.091
15702	0.675
221226	-0.193
5976	-0.840
68437	1.926
26010	1.489
30600	1.489
33455	1.489
33934	1.489
33932	1.489
5807	-2.294
34866	2.233
34665	2.233
34664	2.233
37904	2.233
34864	2.233
34188	2.233
34865	2.233
11974	3.555
10771217	0.965
33416	-0.654
15409	0.359
21106036	1.620
120548	-0.174
11591	-0.432
11778	0.739
44152	0.091
11954	1.483
8855	0.0
11769	0.960
18941	0.207
29282	0.779
6586	-0.240
2915	0.591
13328	3.038
8960	-1.191
10772050	1.448
7225	0.035
70652	-0.482
7685	0.745
7208	-0.480
21111817	0.696
20124	0.889
7406	-0.257
10498	0.825
70988	-0.006
9564	-0.279
2923	1.523
21106470	0.0
10432	0.960
56793	2.977
454495	2.977
40191	2.977
56791	2.977
35581	2.977
56774	3.722
82765	3.722
7042	-0.040
2185	0.0
4760	-0.043
12874	1.238
13853953	1.404
6988	1.028
13869414	-0.802
13860720	0.739
11294	0.284
457140	2.233
27793	2.977
82754	2.977
457138	2.977
102897	2.977
457139	2.977
102947	2.977
97173	2.977
102720	2.977
102801	2.977
102833	2.977
102721	2.977
102856	2.977
102933	2.977
103066	2.977
97172	2.977
64016	-0.197
4450907	-0.717
120621	-0.573
12445	0.409
20119	-0.850
7030	0.483
13835932	-1.919
13257	0.250
2937774	-0.130
62484	1.431
1015	-0.420
87265	1.228
12699	0.642
21429023	4.243
10892	-0.292
376	-1.274
13837303	0.523
78	0.035
13837329	0.022
11595	-0.022
4745	-0.099
4768	-0.437
20848	0.845
65701	1.166
8273	-0.484
12705	0.257
8183	0.420
11563	1.180
59577	0.157
61707	0.1
11610	-0.549
7397	-0.6
6675	1.180
11588	1.180
2283071	2.568
8319	-0.750
11003	-0.420
13104	-3.095
6334	-0.523
206561	-0.381
64699	0.656
21106008	-0.296
5091	-4.474
55205	-1.138
13816	-0.446
11244	-0.423
247721	-0.180
71	-1.160
2169	-0.136
13303	0.558
13302	0.007
4489	-0.019
13835706	-0.271
26765	-0.734
192642	0.202
122446	1.024
21181	-1.022
11752	-0.272
2275	-0.045
10464	-0.837
6330	-0.549
11795	-1.125
173	-0.625
3918	0.542
6790	-0.750
106355	2.977
102741	3.722
97055	3.722
97198	3.722
5993	-0.499
693	-0.704
28682	-0.254
191058	-0.494
5596	-1.210
18	-1.160
6807	0.284
13856959	-0.080
553649	0.468
13848341	0.092
10864	1.549
5027	0.164
2271976	-1.551
10169	0.066
8860	0.0
10986	-0.494
5915	-0.628
7146	-1.160
6838	-0.154
34874	2.977
36972	2.977
56788	2.977
533188	2.977
35579	2.977
16182	2.977
46262	2.977
35580	2.977
82818	2.977
56790	2.977
56795	2.977
33458	2.977
82777	2.977
35584	2.977
56785	2.977
56792	2.977
34189	2.977
34859	4.466
84346	4.466
56760	4.466
56755	4.466
33666	4.466
8030	-0.385
8060	-0.540
13867413	0.081
7310	0.269
6781	0.608
21106365	0.170
13865630	0.593
26325085	-2.685
26325087	-2.374
26325088	-2.374
7241	0.035
12061	0.132
61765	-0.926
15473	1.489
17099	1.489
17098	1.489
33933	1.489
15474	1.489
34868	2.233
37905	2.233
34869	2.233
37918	2.233
37915	2.233
34867	2.233
25605	2.233
26011	2.233
34870	2.233
34666	2.233
21924	2.233
36973	3.722
37744	3.722
46894	3.722
45444	3.722
56769	3.722
56780	3.722
34847	3.722
39406	3.722
35081	3.722
56781	3.722
56771	3.722
3584	0.292
6842	1.181
4624	-2.008
10101	0.208
10025	-1.562
5004	-2.138
28994	-0.601
9218	-0.145
13835351	-0.628
6773	-0.628
102834	3.722
102722	3.722
154865	3.722
96948	3.722
102743	3.722
102857	3.722
154866	3.722
106356	3.722
102787	3.722
97240	3.722
102742	3.722
136966	1.290
13054	0.0
7636	0.472
71787	-0.665
21105795	-0.653
11629	-0.705
13853943	-0.090
21105699	0.0
5439	0.269
29107	-0.420
7029	-0.333
19231	-0.811
67460	-0.156
299166	-0.646
9873	0.327
17868	0.0
13860434	-0.705
123	-0.653
2157	-0.321
13850879	0.109
6524	0.987
8243	-1.784
6528	-2.360
13837319	-1.208
8241	-0.632
11422	-0.430
6855	-0.254
13839012	-0.460
2927	2.741
69982	2.508
6774	-0.564
9965	-0.603
8262	-0.484
10903	-0.460
206493	-0.419
97257	4.466
97224	4.466
102923	4.466
96868	4.466
96864	4.466
97234	4.466
97233	4.466
154062	4.466
97142	4.466
4777	-1.010
2075	0.338
18177	-0.865
6665	1.298
21106148	0.608
6023	0.423
65763	1.212
56782	5.210
36977	5.210
83414	5.210
84348	5.210
82823	5.210
13846749	-0.199
11107	-1.141
11586	0.671
21106518	-1.004
9120	0.860
3277	0.535
1278	0.0
6907	-0.776
844	-0.445
62472	0.671
6950	0.0
744	-1.805
4444102	-2.345
26563	-0.785
6035	-0.638
3548	1.166
392	-1.210
21108576	-1.004
1151	-1.341
10628694	-0.447
36975	3.722
56778	3.722
43354	3.722
37779	3.722
45445	3.722
36974	3.722
35585	3.722
34848	3.722
84344	3.722
34850	3.722
82819	3.722
56772	3.722
82820	3.722
16415	3.722
56779	3.722
56768	3.722
56777	3.722
84345	3.722
34668	3.722
16736486	4.243
8470	0.321
8111	0.0
10616	0.420
21106900	-0.766
1577	-0.750
642951	1.416
12730	-0.412
6835	-0.750
13300034	3.003
96965	5.210
33198	5.210
82783	4.466
34852	4.466
37000	4.466
37019	4.466
56765	4.466
39198	4.466
82740	4.466
56761	4.466
56756	4.466
56766	4.466
83413	4.466
34851	4.466
36976	4.466
56767	4.466
56763	4.466
1143	-0.628
11460	-0.533
11465	-0.282
1448	0.860
5775	1.555
10254	0.007
10411	0.119
2241	-0.635
62466	0.007
62485	0.007
7189	-0.714
21106145	0.406
6658	-0.294
11422351	0.348
25472	0.963
7150	-1.370
32555	-3.796
13854242	-0.488
10181338	-0.292
1078	-0.410
56787	2.977
35583	2.977
82807	2.977
56794	2.977
33386	2.977
33457	2.977
47912	2.977
82817	2.977
46893	2.977
33280	2.977
35582	2.977
