Compound Id	BCUT [BCUTw-1h]
8674	15.998
7132	15.995
13856352	14.009
8071	34.969
11783	78.918
10980	78.918
21106172	34.971
27488	78.919
10813	12.110
7202	34.969
30516	15.995
26325090	16.017
21112023	18.998
13876539	15.995
21106018	34.969
68676	34.970
551	15.995
11776	78.920
66895	15.995
66887	15.995
9893	15.995
63518	15.995
59482	15.995
6881	15.995
13839308	14.050
10586285	19.0
218253	34.969
8341	15.998
20198	15.998
7689	34.969
63310	15.996
7299	12.150
10829	12.110
191	15.999
12957	15.995
84036	15.995
68152	15.995
24041	15.995
19953955	16.017
13835630	15.999
14556	15.996
21106140	15.996
13863618	15.998
13837787	15.999
1361549	15.995
10831	12.110
23886	34.970
33421	34.970
992	15.999
70714	78.919
13875432	34.969
12640	14.004
6480	14.003
15755	34.970
14995	34.970
14994	34.970
67470	34.970
15476	34.970
15756	34.970
1906	15.996
6592	12.150
21943	15.995
10106	30.974
19956441	16.017
11930	15.995
10384035	15.995
65936	14.005
14227	34.969
11584	78.919
13867714	14.014
6706	78.918
6916	15.997
19957731	16.017
10205670	18.998
120489	15.998
13875219	34.969
7302	15.995
70660	15.999
16387	27.977
502245	15.997
5708	15.995
16159	34.971
13648	15.995
9349	18.998
63889	34.969
13835126	34.969
10437210	15.998
768	16.006
34863	34.971
23730	15.995
23621376	16.017
11332993	15.995
21106146	15.996
12231	15.995
13837760	15.998
10008	14.009
10972	78.918
2079	15.997
13869451	34.969
4759	15.998
33617	15.998
11961	34.971
15619	12.110
6739	15.995
953	15.996
331	15.999
15789876	16.006
7224	14.050
11600	15.996
21106144	16.001
13863774	15.996
10243171	15.995
7138	16.001
4878	15.998
6604	34.970
25677	34.972
6840	15.995
4590	15.996
12816	15.995
21111781	16.006
123207	78.918
776	14.014
15475	34.970
15477	34.970
15478	34.970
15524	34.970
2297441	31.972
158870	34.971
157093	34.971
83374	34.971
457144	34.971
135925	34.971
457145	34.971
8807	12.1
8182	15.998
19476	15.995
13871489	16.0
28969	15.996
13863629	16.006
7278	15.996
13644	15.995
21106014	34.969
13869480	15.995
42330	15.997
13869339	34.969
13875441	78.918
30881	15.998
14620	15.998
6852	15.998
6735	78.918
30572	15.998
392447	15.996
67465	15.995
4962	15.998
21106013	34.969
577	15.995
26260	12.110
4932499	12.110
4575338	15.997
12586	30.974
7964	31.973
6193	31.973
86394	15.997
13860817	34.970
21111772	34.971
15620	12.110
11708	126.905
6079	34.969
13859497	15.997
9943	15.995
28973	15.996
62517	15.996
456015	31.973
63906	78.918
1446	15.999
12133	15.998
15621	12.110
11632871	16.0
13856009	15.995
79280	15.996
27296	15.996
11651	15.998
8657	15.996
8665	15.998
4575	15.997
13842573	78.918
8876	12.150
63908	15.996
10181339	15.996
86435	15.999
21106020	34.969
15488	34.969
84188	34.971
136000	34.971
135983	34.971
136001	34.971
136002	34.971
136003	34.971
84235	34.971
10438331	78.918
82755	34.972
82712	34.972
157094	34.972
103011	34.972
102798	34.972
82762	34.972
13849665	16.0
24326358	78.918
5894	15.995
15702	19.0
221226	15.996
5976	15.997
68437	12.110
26010	34.970
30600	34.970
33455	34.970
33934	34.970
33932	34.970
5807	16.001
34866	34.971
34665	34.971
34664	34.971
37904	34.971
34864	34.971
34188	34.971
34865	34.971
11974	78.921
10771217	34.970
33416	16.0
15409	15.996
21106036	19.001
120548	15.995
11591	15.997
11778	34.970
44152	15.997
11954	34.971
8855	14.014
11769	126.904
18941	31.972
29282	31.973
6586	15.998
2915	31.973
13328	34.975
8960	14.113
10772050	34.971
7225	14.004
70652	15.997
7685	78.918
7208	15.999
21111817	78.919
20124	78.918
7406	15.997
10498	34.969
70988	15.997
9564	15.996
2923	34.970
21106470	14.004
10432	126.905
56793	34.972
454495	34.972
40191	34.972
56791	34.972
35581	34.972
56774	34.973
82765	34.973
7042	16.017
2185	14.004
4760	31.973
12874	31.973
13853953	34.969
6988	34.970
13869414	15.995
13860720	34.970
11294	34.969
457140	34.971
27793	34.972
82754	34.972
457138	34.972
102897	34.972
457139	34.972
102947	34.972
97173	34.972
102720	34.972
102801	34.972
102833	34.972
102721	34.972
102856	34.972
102933	34.972
103066	34.972
97172	34.972
64016	15.997
4450907	15.997
120621	15.995
12445	15.995
20119	15.995
7030	15.998
13835932	15.999
13257	15.995
2937774	15.997
62484	126.904
1015	14.015
87265	126.904
12699	12.150
21429023	34.976
10892	15.999
376	15.999
13837303	15.998
78	14.050
13837329	15.999
11595	15.996
4745	15.996
4768	34.969
20848	34.969
65701	126.904
8273	15.998
12705	31.973
8183	15.998
11563	126.904
59577	15.995
61707	15.995
11610	15.995
7397	15.995
6675	126.905
11588	126.904
2283071	12.110
8319	14.003
11003	14.003
13104	15.995
6334	15.995
206561	15.997
64699	34.971
21106008	16.006
5091	15.996
55205	15.995
13816	15.995
11244	15.995
247721	15.996
71	15.998
2169	34.969
13303	31.973
13302	31.973
4489	16.006
13835706	16.007
26765	15.995
192642	15.995
122446	15.995
21181	15.995
11752	15.995
2275	15.996
10464	15.995
6330	15.995
11795	15.995
173	15.995
3918	15.996
6790	14.003
106355	34.972
102741	34.973
97055	34.973
97198	34.973
5993	16.006
693	15.995
28682	15.995
191058	15.997
5596	15.998
18	15.999
6807	34.969
13856959	15.996
553649	12.150
13848341	15.999
10864	78.919
5027	34.969
2271976	15.999
10169	12.150
8860	14.014
10986	15.997
5915	15.995
7146	15.998
6838	15.995
34874	34.972
36972	34.972
56788	34.972
533188	34.972
35579	34.972
16182	34.972
46262	34.972
35580	34.972
82818	34.972
56790	34.972
56795	34.972
33458	34.972
82777	34.972
35584	34.972
56785	34.972
56792	34.972
34189	34.972
34859	34.974
84346	34.974
56760	34.974
56755	34.974
33666	34.974
8030	15.996
8060	15.999
13867413	15.998
7310	15.996
6781	15.999
21106365	31.973
13865630	15.998
26325085	78.919
26325087	78.919
26325088	78.919
7241	14.004
12061	14.003
61765	15.998
15473	34.970
17099	34.970
17098	34.970
33933	34.970
15474	34.970
34868	34.971
37905	34.971
34869	34.971
37918	34.971
37915	34.971
34867	34.971
25605	34.971
26011	34.971
34870	34.971
34666	34.971
21924	34.971
36973	34.973
37744	34.973
46894	34.973
45444	34.973
56769	34.973
56780	34.973
34847	34.973
39406	34.973
35081	34.973
56781	34.973
56771	34.973
3584	34.969
6842	31.973
4624	15.999
10101	30.974
10025	15.999
5004	15.999
28994	15.995
9218	18.998
13835351	16.006
6773	15.996
102834	34.973
102722	34.973
154865	34.973
96948	34.973
102743	34.973
102857	34.973
154866	34.973
106356	34.973
102787	34.973
97240	34.973
102742	34.973
136966	34.970
13054	15.995
7636	15.998
71787	15.996
21105795	15.996
11629	15.997
13853943	15.996
21105699	14.004
5439	15.996
29107	15.995
7029	15.996
19231	15.996
67460	14.003
299166	15.996
9873	31.972
17868	14.004
13860434	16.006
123	15.996
2157	15.998
13850879	16.001
6524	15.998
8243	15.998
6528	15.998
13837319	15.998
8241	15.998
11422	15.995
6855	15.995
13839012	15.995
2927	34.972
69982	16.002
6774	15.999
9965	15.997
8262	15.996
10903	15.995
206493	18.998
97257	34.974
97224	34.974
102923	34.974
96868	34.974
96864	34.974
97234	34.974
97233	34.974
154062	34.974
97142	34.974
4777	15.998
2075	14.003
18177	15.997
6665	19.001
21106148	16.017
6023	78.919
65763	34.969
56782	34.975
36977	34.975
83414	34.975
84348	34.975
82823	34.975
13846749	15.997
11107	15.995
11586	15.998
21106518	15.995
9120	16.017
3277	18.998
1278	14.004
6907	15.997
844	15.999
62472	15.998
6950	14.103
744	15.995
4444102	16.001
26563	16.001
6035	15.996
3548	15.995
392	15.998
21108576	15.995
1151	15.998
10628694	15.995
36975	34.973
56778	34.973
43354	34.973
37779	34.973
45445	34.973
36974	34.973
35585	34.973
34848	34.973
84344	34.973
34850	34.973
82819	34.973
56772	34.973
82820	34.973
16415	34.973
56779	34.973
56768	34.973
56777	34.973
84345	34.973
34668	34.973
16736486	34.976
8470	34.969
8111	12.150
10616	16.002
21106900	16.006
1577	14.010
642951	34.969
12730	31.973
6835	14.003
13300034	34.972
96965	34.975
33198	34.975
82783	34.974
34852	34.974
37000	34.974
37019	34.974
56765	34.974
39198	34.974
82740	34.974
56761	34.974
56756	34.974
56766	34.974
83413	34.974
34851	34.974
36976	34.974
56767	34.974
56763	34.974
1143	15.995
11460	15.995
11465	15.995
1448	16.0
5775	15.995
10254	15.995
10411	34.969
2241	15.995
62466	15.995
62485	15.995
7189	15.996
21106145	16.006
6658	31.973
11422351	31.975
25472	34.969
7150	15.999
32555	15.999
13854242	15.996
10181338	16.006
1078	16.006
56787	34.972
35583	34.972
82807	34.972
56794	34.972
33386	34.972
33457	34.972
47912	34.972
82817	34.972
46893	34.972
33280	34.972
35582	34.972
33304	34.972
46263	34.972
553171	15.999
10488	15.996
11488212	15.996
34667	34.971
34871	34.971
34873	34.971
56784	34.971
34872	34.971
970	12.150
556589	15.998
29153	12.150
11917	12.150
62467	34.969
3008	34.970
204209	14.004
10996	34.969
880	15.995
21106581	16.001
15827	34.976
70806	15.995
11369	126.906
4437893	15.996
5882	15.998
9824	15.995
12821	15.995
71193	31.972
67270	31.973
6033	31.973
7092	31.972
63968	15.995
2908	34.969
33407	34.976
36985	34.976
35205	34.976
15637	34.976
82821	34.976
8329	15.996
15753	15.995
17339596	34.971
6371	15.998
10664	15.997
2625	34.969
4333	19.0
6593	14.014
86007	16.0
13835344	16.006
76154	31.972
3534	15.997
7044	34.969
73390	15.996
7279	15.995
10343	15.999
185	14.010
7155	16.001
16359	34.969
84971	16.0
388391	16.0
11773	14.004
11582	15.996
7172	16.002
96749	16.001
2068	15.996
5236	15.996
21782117	34.974
2991	15.995
34853	34.974
37745	34.974
36978	34.974
34190	34.974
34191	34.974
36771	34.974
36710	34.974
56757	34.974
549017	34.974
84347	34.974
56764	34.974
56758	34.974
47914	34.974
56762	34.974
33984	34.974
33983	34.974
34860	34.975
82738	34.975
36982	34.975
36979	34.975
47915	34.975
56783	34.975
36981	34.975
37004	34.975
36980	34.975
222538	15.996
13848793	15.998
6492	15.998
7176	15.999
