Compound Id	WeightedPath [WTPT-2]
502855	1.946
6191	1.758
26325183	2.102
5709	1.948
6153	1.7
16425	1.707
8521	1.847
23150	1.783
76894	1.845
2041618	1.843
8520	1.836
66656	1.785
26824	1.837
18019	1.851
11434292	1.822
26325084	1.876
6190	1.758
11919	1.825
10696	1.895
26325083	1.874
10451	1.895
23101	1.817
122090	1.830
26325082	1.871
26325081	1.868
512621	1.789
10449	1.895
26325080	1.864
66655	1.803
10652594	1.932
14021447	1.859
67991	1.783
109705	1.904
17619	1.787
9256	1.756
692	1.5
291	1.0
6084	1.5
6094	1.638
7555	1.718
6120	1.683
7712	1.770
6308	1.739
9646	1.7
10781	1.784
15802	1.851
17976	1.808
7767	1.807
7604	1.780
7010	1.779
6163	1.744
6340	1.754
8560	1.833
11094	1.810
11023	1.809
11055	1.778
10786	1.786
7619	1.787
10755	1.778
11551	1.810
349	1.854
11035	1.833
11104	1.813
10795	1.792
10445	1.785
7849	1.870
17558	1.852
13439	1.783
13402	1.825
14840	1.883
13448	1.804
13619	1.894
7890	1.902
11882	1.910
11883	1.916
10540	1.927
7929	1.941
11897	1.944
11899	1.947
12017	1.949
12072	1.951
11900	1.953
11901	1.955
11146	1.957
11902	1.958
10542	1.963
11906	1.967
8878	2.056
11585	1.944
11557190	1.851
10452	1.892
10784857	1.930
108106	1.934
127983	1.5
78828	1.840
68328	1.820
67414	1.932
13837650	1.718
13853215	1.758
9392	1.758
10765	1.739
7674	1.954
14998	1.778
10614293	1.785
61149	1.807
6156	1.7
12201	1.780
11109	1.807
24142	1.922
13622	1.916
16180	1.910
7891	1.902
12446	1.780
29025	1.870
12635	1.894
11121	1.833
7713	1.770
12809	1.883
7833	1.854
7556	1.718
7954	1.638
555074	1.833
7957	1.683
4516601	1.854
56442	1.718
4483639	1.770
4516599	1.854
4512361	1.854
4483638	1.770
4449912	1.718
4512642	1.854
18410	1.959
22408	1.0
66675	1.758
10113	1.739
9484	1.7
23208	1.638
6085	1.5
7024	1.929
15438	1.949
8896	1.938
14751	1.962
221117	1.942
7787	1.969
8908	1.984
8909	1.992
8910	1.998
71433	1.744
22814	1.0
9095782	1.758
6151	1.7
14299946	1.895
6188	1.758
11099	1.770
73583	1.758
7340	1.898
8158	1.810
11110	1.807
9642	1.638
12577	1.744
11996	1.778
10756390	1.918
62827	1.784
7626	1.787
10265264	1.942
13835550	1.718
56117	1.825
11230	1.739
63631	1.754
11086	1.954
21106179	1.683
11841	1.833
6402	1.992
1406720	2.041
2056044	1.808
1114	1.683
14692	1.883
10179173	1.942
21800	1.942
8544	1.938
7788	1.969
4927801	1.935
9088156	1.852
29040	1.756
10325078	1.758
55188	1.778
7624	1.787
68224	1.917
24263	1.977
6364	1.994
11749	1.780
14672	1.744
11228	1.739
11864	1.854
12209	1.807
11857	1.984
391428	1.977
10733068	1.918
454638	2.042
12456	1.883
17880	1.870
11845	1.833
11806	1.770
9990	1.718
6309	1.739
7557	1.718
558883	1.770
56020	1.770
10124	1.754
6111	1.75
10265270	2.066
14198	1.992
7794	1.833
7180	1.939
9286	1.754
9411	1.807
14441700	1.744
6148	1.7
6149	1.7
15765	1.942
553642	1.992
15413	1.856
7182	1.939
10669	1.939
66567	1.786
6132	1.683
8569	1.870
12220	1.894
7823	1.833
11849	1.833
10441	1.718
3168	1.770
11833	1.807
455420	1.870
10709	1.770
7558	1.718
6095	1.638
10179239	2.066
12197	1.718
11761	1.787
6108	1.638
69914	1.914
59573	1.778
70850	1.739
38403	1.810
11671339	1.915
7956	1.638
55090	1.744
11180	1.756
274	1.638
6145	1.7
10053	1.7
28993	1.849
59483	1.892
11811	1.770
7777	1.807
15482	1.894
454215	1.756
7856	1.870
8562	1.833
10054	1.7
7730	1.770
11739	1.805
11056	1.778
6146	1.7
9461	1.805
654	1.638
11194	1.784
6165	1.744
11216	1.804
62230	1.825
16791	1.854
18717	1.784
11210	1.804
518	1.0
11117	1.969
205483	1.944
10979	1.939
61346	1.783
6186	1.758
391	1.0
69371	1.783
69569	1.817
6310	1.739
7606	1.780
7181	1.939
99596	1.756
23255	1.739
6123	1.683
4514529	1.0
11351244	2.056
499714	1.845
78467	1.945
16841	1.756
2062437	1.756
61266	1.956
15954	1.812
11819	1.813
7622	1.787
99440	1.785
11239	1.754
11543	1.812
10790	1.786
6187	1.758
2656	1.999
6827	2.050
20939	1.939
9016	1.756
7817	1.833
11788	1.954
13835316	1.683
6270	1.880
454209	1.744
9633	1.870
9377	1.833
9243	1.638
11148	1.5
923	1.638
6121	1.683
8576	1.894
7851	1.870
15387	1.883
6315	1.739
7811	1.833
7835	1.854
7769	1.807
7716	1.770
7564	1.718
6101	1.638
6089	1.5
6118	1.683
8577	1.894
14349	1.883
7852	1.870
14680	1.854
7776	1.807
7330	1.938
6122	1.683
63863	1.783
2282428	1.756
15486	1.877
7732	1.770
18920	1.852
11861	1.866
123993	1.832
11036	1.833
11029	1.832
11794	1.810
11732	1.778
10511	1.833
21011	1.780
11678	1.809
7533	1.833
3644	1.683
6320	1.739
10947	1.779
6164	1.744
11729	1.718
9254	1.756
9251	1.756
6307	1.739
62589	1.954
7686	1.954
13837280	1.739
9253	1.756
13255	1.922
10512	1.807
13837797	1.833
16641	1.638
6098	1.638
10536	1.870
7827	1.833
9233	1.770
18607	1.770
5730	1.7
3441	1.756
83734	1.756
217	1.0
56559	1.930
9053802	1.911
10787	1.786
29000	1.780
11793	1.810
10526	1.833
120464	1.778
7434	1.852
7459	1.809
11024	1.809
6312	1.739
8398	1.779
24590970	1.756
7733	1.770
56144	1.787
23055	1.744
6130	1.683
7850	1.870
11865	1.854
7714	1.770
10437	1.718
6097	1.638
12219	1.883
7848	1.870
61487	1.744
11863	1.854
7810	1.833
7766	1.807
7711	1.770
7552	1.718
6092	1.638
7791	1.969
12010	1.833
11830	1.807
10497	1.770
31029	1.718
6100	1.638
12228	1.954
6042	1.7
553742	1.718
13836713	1.718
13803	1.804
11898	1.944
72522	1.941
7928	1.938
14348	1.935
2581	1.931
11891	1.927
7917	1.922
7915	1.916
7901	1.910
7892	1.902
7882	1.894
8574	1.883
932	1.870
7812	1.833
7837	1.854
6040	1.807
258	1.770
1004	1.718
682	1.638
7815	1.833
7560	1.718
6103	1.638
6635	1.815
14829	1.7
6087	1.5
11525	1.779
7721	1.770
6083	1.5
1039	1.638
6088	1.5
864	1.5
13837281	1.754
937	1.0
56232	1.869
71390	1.683
5979	1.758
13837190	1.770
7074	1.832
15077490	1.756
13872989	1.718
13638	1.992
7170	1.937
10534	1.984
6128	1.683
9391	1.756
6086	1.5
10410	1.954
68503	1.825
10675065	1.814
14694	1.744
7090	1.930
7028	1.929
63156	1.833
12626	1.807
62597	1.770
15803	1.930
10487	1.954
13492	1.978
15747	1.979
8356	1.953
13849981	1.841
12933	1.889
6105	1.638
18971812	1.758
14688	1.902
6125	1.683
13835977	1.718
5977	1.683
71876	1.884
7128	1.948
7183	1.939
7088	1.930
15461	1.936
13299573	1.783
107412	1.784
7073	1.832
455353	1.870
16778	1.833
7705	1.810
2340753	1.744
7728	1.770
8554	1.969
10340	1.929
21112738	1.718
4481813	1.718
13487	1.976
7385	1.967
8531	1.957
7448	1.957
4514586	1.0
764	1.942
10325184	1.744
6406	1.786
12066	1.938
7738	1.938
7098	1.923
10404	1.973
7419	1.970
7219	1.962
11660	1.950
6999	1.922
5026296	1.979
18688	1.807
7737	1.938
13871721	1.770
1108	1.954
236	1.969
7521	1.942
7641	1.942
7659	1.931
11871	1.854
55130	1.832
10433	1.832
11992	1.812
13836399	1.854
7703	1.810
10253	1.938
60886	1.966
83962	1.974
12161	1.825
7671	1.832
10446	1.785
62249	1.784
11526	1.779
13571291	1.718
71312	1.756
7026	1.929
7678	1.954
9970	1.967
7672	1.954
7786	1.807
8335	1.957
6301	1.841
10606755	1.787
7657	1.832
22453	1.832
7065	1.812
11193	1.784
13836591	1.807
13875283	1.942
7553	1.718
11409	1.950
13249	1.921
3631	1.810
13835836	1.832
55084	1.877
7694	1.865
7482	1.851
11716	1.866
11045	1.851
7515	1.833
13836549	1.908
7546	1.830
7677	1.954
13836674	1.718
2293678	1.756
6967	1.942
6977	1.931
21168808	1.929
960	1.926
6177	1.756
61213	1.744
20545	1.925
7472	1.812
11207996	1.812
29016	1.833
7747	1.813
7627	1.787
10571	1.786
7076	1.849
6649	1.813
8012	1.786
7003	1.832
13854944	1.780
6104	1.638
4937830	1.718
61191	1.923
9614	1.954
7739	1.938
8883	2.142
7757	1.904
7511	1.888
7509	1.877
29005	1.865
10420	1.851
7478	1.832
7475	1.832
7463	1.809
6333	1.739
21111806	1.942
10364	1.962
21111820	1.929
21171407	1.718
3210	1.894
10756	1.923
11910	1.744
7469	1.812
7064	1.812
60329	1.807
13842001	1.833
13850082	1.863
21106169	1.744
7872	1.888
7875	1.904
7913	1.916
7670	1.832
8568	1.866
14846	1.888
7800	1.878
11843	1.852
29012	1.833
10797	1.792
7538	1.866
7536	1.851
11755	1.780
7706	1.810
7761	1.833
10492	1.810
11680	1.809
11706	1.833
10653	1.779
68179	1.870
10001	1.787
6341	1.754
11727	1.718
7727	1.770
3951	1.754
21108550	1.942
13836021	1.770
9724	1.992
11731	1.718
8950	1.967
14866	1.931
6720	1.930
13850142	1.923
558917	1.862
11153	1.638
7559	1.718
558928	1.718
415	1.770
390927	1.923
10236	1.931
7012	1.779
11065	1.780
28981	1.852
99681	1.927
8525	1.780
6176	1.756
7081	1.810
6313	1.739
13837702	1.807
9903	2.062
13849989	1.862
55123	1.870
12012	1.854
7534	1.832
10791	1.786
11125	1.833
7782	1.807
8552	1.833
7701	1.810
6316	1.739
9325	1.942
13866593	1.833
11911	1.744
55091	1.756
552744	1.780
7888	1.897
12013	1.911
123860	1.883
28986	1.832
2863	1.888
6335	1.739
7803	1.852
259	1.780
7616	1.780
171	1.683
24641	1.862
7129	1.948
7866	1.878
3756	1.904
10033	1.930
30713	1.754
10788	1.786
7621	1.787
8329688	1.744
10777	1.754
441	1.870
7838	1.854
5949	1.833
370	1.866
29029	1.883
7772	1.807
256	1.770
512	1.718
1005	1.739
2018460	1.784
21169510	1.807
48024	1.954
7013	1.779
7676	1.954
13875281	1.942
7220	1.962
7248	1.950
11661	1.950
12674	2.050
8097	2.066
12071	1.936
10035	1.939
12972	1.888
9976	1.865
7514	1.833
215929	1.851
11025	1.809
7734	1.770
7016	1.779
1087	1.638
60524	1.739
72551	1.862
763	1.5
1095	1.938
6179	1.756
2038738	1.962
11154	1.638
12259	1.915
3973	1.784
13836589	1.807
172	1.638
13836520	1.891
22191	1.832
75951	1.849
72793	1.848
13835336	1.718
13875230	1.942
18219	1.770
4514549	1.0
10801109	1.885
15016	1.938
29004	1.931
7871	1.888
21153	1.897
7802	1.852
12218	1.878
12632	1.866
7760	1.833
11095	1.810
21106173	1.931
7607	1.780
13866746	1.915
7577	1.718
7506	1.862
13835861	1.744
6326	1.739
9228	1.942
29036	1.683
13838404	1.683
7239	1.962
11647	1.954
7530	1.942
21106535	1.779
6119	1.683
10251740	1.928
9326	1.942
2916	1.638
558875	1.718
6106	1.638
3544	1.939
1266019	1.880
109838	1.833
6321	1.739
175	1.683
13874867	1.812
6314	1.739
4510484	1.852
68832	1.812
62530	1.967
13842613	1.942
7391	1.967
7984	1.825
11809	1.770
7242	1.962
58234	1.979
26325086	1.923
13862665	1.810
15443	1.962
124968	1.954
9581	1.950
66809	1.962
221082	1.967
13875320	1.942
6642	1.908
62826	1.784
13835376	1.854
127750	1.854
12442	1.718
13857694	1.942
7673	1.954
7443	1.950
7662	1.931
1609	1.807
363458	1.954
7684	1.954
61111	1.954
13875196	1.950
11042	1.942
24972	1.931
28992	1.942
13875160	1.942
13875258	1.942
73479	1.940
8935	1.946
15093	1.945
9994	1.875
29015	1.969
278	1.638
4446445	1.870
4444608	1.833
394562	1.770
13839199	1.954
18724	1.930
7238	1.962
21105959	1.950
13866817	1.942
13875392	1.942
13839575	1.870
6322	1.739
558020	1.954
733	1.779
6342	1.754
21132380	1.942
7551	1.718
12244	1.922
1266393	1.810
13677	2.045
124	1.945
132	1.939
21106015	1.718
65750	1.973
63903	1.967
10940	1.942
13865438	1.950
7223	1.962
13868640	1.942
29001	1.787
59674	1.807
21106135	1.950
10248	1.922
13837988	1.942
8528	1.942
8900	1.938
10400	2.042
8067	1.908
13839109	1.852
13837537	1.969
21105905	1.962
11077	1.942
13839123	1.931
9911	1.922
13839174	1.931
906	2.066
7630	1.787
13865426	1.832
13884973	1.785
10710415	1.832
8543	1.770
13835604	1.833
6093	1.638
59447	1.954
21106560	1.962
20843	1.942
15965	1.961
70682	1.883
13658	1.922
11862	1.854
7710	1.770
7809	1.833
7765	1.807
69177	1.915
21111822	1.942
6794	1.958
7681	1.954
26516	1.967
17131	1.947
10772140	1.739
7190	1.939
63054	1.915
18801	1.854
68156	1.833
21106520	1.954
16119	1.923
10244	1.915
924	1.948
13862559	1.931
6788	2.046
7131	1.948
7466	1.809
13861343	1.756
73412	1.807
8904	1.969
13874733	1.954
24535	1.945
25552	1.957
10437215	1.970
12225	1.929
13839151	1.931
13848808	1.944
8140	1.931
11087	1.954
10909	2.030
10918	2.030
15489	2.035
2441	1.979
12499	1.908
7480	1.967
10939	1.942
7018	1.779
11784	1.954
13839128	1.931
8868	2.062
7518	1.942
21106019	1.950
7528	1.942
24533	1.962
1020	1.969
2039535	1.967
13839110	1.931
21105998	1.930
13865680	1.950
11604	1.950
8374	1.964
21106586	1.832
11756	1.780
8733	1.770
13835459	1.969
71089	1.954
7688	1.954
8902	1.969
10937	1.942
6897	1.957
773	1.938
17443	1.962
6883	1.953
11785	1.954
15495	1.956
1141	1.942
7240	1.962
503239	1.948
13860641	1.950
6974	1.942
21106571	1.922
10908	2.030
3463	2.001
16388	1.880
6828	2.050
7161	1.930
592	1.754
8141	1.929
7679	1.954
4444456	1.770
83866	1.942
66996	1.954
21105897	1.949
15427	1.970
5830	1.967
13840690	1.962
13839105	1.931
11667	1.950
13835772	1.942
61538	1.923
238	1.948
13864445	1.931
21108548	1.942
13047	1.915
21106163	1.922
967	1.908
13876103	1.952
2018165	1.739
14256731	1.879
6311	1.739
11699	1.851
12643	1.954
83850	1.942
30595	1.944
13839082	1.942
13865424	1.950
13853758	1.939
13860335	1.962
4366810	1.862
10422	1.849
11695	1.832
13229	1.848
24099	1.807
11576	1.930
7175	1.944
7157	1.944
12060	1.956
14678	1.960
11021	1.950
21105871	1.942
466305	1.930
13837686	1.942
61411	1.915
917	2.030
21106519	1.960
65	1.931
13029	1.923
13875356	1.942
19766	1.915
12044	2.035
12682	2.016
10181341	1.954
748	1.5
71628	1.852
7568	1.718
13839553	1.770
9363	1.954
6296	1.916
9574	1.939
971	1.954
13846663	1.923
21106091	1.929
10246	1.922
70715	1.954
13871718	1.970
2654	1.960
9547	1.938
92731	1.789
62632	1.931
78998	1.927
11884	1.916
16177	1.910
15853	1.902
67360	1.894
11866	1.854
15846	1.883
7566	1.718
29026	1.870
11846	1.833
7770	1.807
7717	1.770
6102	1.638
21109330	1.758
10948	1.779
13835293	1.778
13835224	1.739
13839441	1.833
13835235	1.718
62808	1.954
7236	1.962
11589	1.946
79969	1.955
21106366	1.954
62310	1.952
7420	1.970
28982	1.950
19709	1.945
21168831	1.967
55443	1.976
453675	1.978
60121	1.956
69340	1.973
10992	1.950
6633	1.931
16804	1.908
21159695	1.956
455090	1.948
57726	2.109
7234	1.962
6630	1.931
71437	2.109
13063	2.045
558878	1.862
2005981	1.683
25886	1.852
71430	1.942
7736	1.938
447	1.950
21106525	1.950
18707	1.931
559096	2.139
13868660	1.942
707	1.908
7140	1.939
8070	1.938
387	1.754
10018	1.969
61001	1.924
13854136	1.942
1664	1.954
20570	1.948
13854248	1.942
7001	1.922
11366	1.922
21106540	1.923
21106570	1.915
15855	1.930
7790	1.969
13835209	1.807
8903	1.969
62489	1.962
8899	1.938
13634	1.962
13630	1.954
13869434	1.931
553578	1.862
66565	1.942
10437135	1.967
66021	1.954
7221	1.962
10857	1.931
7383	1.967
13030	1.922
6339	1.754
6736	2.046
10851	2.030
10850	2.029
23977588	2.008
434	1.939
24043	1.810
12069	1.852
191367	1.833
11799	1.810
7615	1.780
6338	1.739
11265	1.815
6135	1.683
72056	1.916
34095	1.902
18685	1.894
62628	1.883
67653	1.883
11875	1.870
21106032	1.807
7021	1.779
1348	1.929
66896	1.975
62534	1.956
62408	1.956
7389	1.967
13848467	1.970
72556	1.973
13835151	1.942
10991	1.950
13860692	1.942
13869462	1.931
38364	1.931
12045	2.035
2003	2.050
17784	1.808
12637	1.902
13839416	1.854
11694	1.832
29008	1.938
2606	1.756
21106524	1.950
12823	1.950
5889	1.954
81815	1.928
13840647	1.931
13875212	1.942
9579	1.939
21105859	1.957
19475	1.779
9874	1.942
13647	1.948
9350	1.942
21168826	1.950
10801842	1.849
65785	1.959
13860491	1.931
6780	2.066
10841	2.029
5593	2.062
25889	1.813
25890	1.889
10227261	1.884
220998	1.898
12954	1.879
9454	1.945
9360	1.942
13851576	1.962
21105848	1.947
12047	2.035
16736498	2.008
913	1.948
6478	2.122
6745	1.948
8912	2.0
12229	1.954
6898	1.947
10849	2.030
11038	1.942
89076	2.029
21105870	1.970
199342	1.935
19477	1.852
6287	1.856
13811	1.860
14169248	1.852
1019	1.938
10437074	1.954
21105878	1.957
