Compound Id	ChiPath [VP-5]
502855	0.554
6191	0.0
26325183	2.006
5709	0.256
6153	0.0
16425	0.0
8521	8.794
23150	0.0
76894	N/A
2041618	N/A
8520	6.084
66656	N/A
26824	10.125
18019	20.25
11434292	N/A
26325084	23.671
6190	0.0
11919	0.0
10696	10.837
26325083	20.961
10451	13.546
23101	3.375
122090	5.625
26325082	18.252
26325081	15.543
512621	N/A
10449	16.256
26325080	12.834
66655	1.125
10652594	N/A
14021447	10.124
67991	0.0
109705	0.798
17619	N/A
9256	0.0
692	0.0
291	0.0
6084	0.0
6094	0.0
7555	0.0
6120	0.0
7712	0.0
6308	0.0
9646	0.0
10781	0.0
15802	0.595
17976	0.866
7767	0.25
7604	0.0
7010	0.0
6163	0.0
6340	0.0
8560	0.354
11094	0.408
11023	0.204
11055	0.0
10786	0.0
7619	0.0
10755	0.0
11551	0.0
349	0.479
11035	0.493
11104	0.667
10795	0.0
10445	0.0
7849	0.604
17558	0.568
13439	0.0
13402	0.0
14840	0.729
13448	1.125
13619	0.854
7890	0.979
11882	1.104
11883	1.229
10540	1.479
7929	1.979
11897	2.104
11899	2.229
12017	2.354
12072	2.479
11900	2.604
11901	2.729
11146	2.854
11902	2.979
10542	3.479
11906	3.979
8878	1.167
11585	0.455
11557190	7.415
10452	8.128
10784857	N/A
108106	27.141
127983	0.0
78828	4.706
68328	1.933
67414	20.355
13837650	0.0
13853215	0.0
9392	0.0
10765	0.0
7674	0.901
14998	0.0
10614293	0.0
61149	0.048
6156	0.0
12201	0.0
11109	0.144
24142	1.256
13622	1.131
16180	1.006
7891	0.881
12446	0.0
29025	0.506
12635	0.756
11121	0.246
7713	0.0
12809	0.631
7833	0.381
7556	0.0
7954	0.0
555074	0.236
7957	0.0
4516601	0.346
56442	0.0
4483639	0.0
4516599	0.319
4512361	0.346
4483638	0.0
4449912	0.0
4512642	0.319
18410	0.961
22408	0.0
66675	0.0
10113	0.0
9484	0.0
23208	0.0
6085	0.0
7024	0.289
15438	0.697
8896	0.0
14751	1.105
221117	1.024
7787	0.75
8908	0.875
8909	1.0
8910	1.25
71433	0.0
22814	0.0
9095782	0.0
6151	0.0
14299946	10.215
6188	0.0
11099	0.0
73583	0.0
7340	1.145
8158	0.0
11110	0.083
9642	0.0
12577	0.0
11996	0.0
10756390	14.892
62827	0.0
7626	0.0
10265264	1.305
13835550	0.0
56117	0.25
11230	0.0
63631	0.0
11086	0.660
21106179	0.0
11841	0.272
6402	1.580
1406720	4.047
2056044	0.107
1114	0.0
14692	0.533
10179173	1.305
21800	1.024
8544	0.0
7788	0.5
4927801	33.926
9088156	7.336
29040	0.0
10325078	0.0
55188	0.0
7624	0.0
68224	14.892
24263	1.620
6364	1.618
11749	0.0
14672	0.0
11228	0.0
11864	0.337
12209	0.102
11857	0.621
391428	1.620
10733068	18.298
454638	4.046
12456	0.587
17880	0.462
11845	0.197
11806	0.0
9990	0.0
6309	0.0
7557	0.0
558883	0.0
56020	0.0
10124	0.0
6111	0.0
10265270	2.316
14198	1.685
7794	0.333
7180	0.814
9286	0.0
9411	0.082
14441700	0.0
6148	0.0
6149	0.0
15765	1.024
553642	0.746
15413	0.75
7182	0.818
10669	0.859
66567	0.0
6132	0.0
8569	0.348
12220	0.493
7823	0.204
11849	0.204
10441	0.0
3168	0.0
11833	0.144
455420	0.476
10709	0.0
7558	0.0
6095	0.0
10179239	2.316
12197	0.0
11761	0.0
6108	0.0
69914	11.169
59573	0.0
70850	0.0
38403	0.058
11671339	11.486
7956	0.0
