Compound Id	APol
13860491	22.515
6780	21.608
10841	29.122
5593	18.521
25889	19.804
25890	32.178
10227261	36.330
220998	35.271
12954	29.084
9454	20.909
9360	15.253
13851576	20.038
21105848	21.820
12047	30.882
16736498	38.227
913	16.598
6478	27.788
6745	27.206
8912	27.957
12229	14.036
6898	25.872
10849	29.122
11038	21.627
89076	35.210
21105870	23.310
199342	38.778
19477	22.897
6287	27.4
13811	32.178
14169248	22.897
1019	9.480
10437074	13.420
21105878	22.352
21168813	23.310
235	17.123
8186	23.310
11596	24.914
13860775	20.223
6674	20.308
11083	18.389
2206	26.688
13872122	26.225
8098	21.608
10328	20.046
6737	24.448
6789	24.448
15861	32.215
7600	32.540
4445317	37.018
11632	22.897
7961	12.862
13885245	27.206
8674	22.352
7132	20.216
13856352	22.515
8071	19.438
11783	15.617
10980	20.308
21106172	19.902
27488	19.970
10813	29.122
7202	21.205
30516	25.991
26325090	25.991
21112023	20.107
13876539	20.216
21106018	19.970
68676	24.045
551	27.256
11776	21.710
66895	38.778
66887	35.684
9893	26.404
63518	32.591
59482	29.497
6881	23.310
13839308	19.848
10586285	25.174
218253	29.301
8341	23.736
20198	31.477
7689	14.747
63310	19.698
7299	30.882
10829	29.122
191	20.436
12957	16.710
84036	19.804
68152	19.804
24041	22.897
19953955	16.710
13835630	24.068
14556	22.785
21106140	30.299
13863618	17.925
13837787	17.4
1361549	37.444
10831	29.122
23886	30.814
33421	30.814
992	21.289
70714	14.290
13875432	16.876
12640	12.574
6480	22.274
15755	25.961
14995	25.961
14994	25.961
67470	25.961
15476	25.961
15756	25.961
1906	22.785
6592	29.548
21943	19.804
10106	36.681
19956441	19.804
11930	19.804
10384035	18.896
65936	14.1
14227	21.730
11584	23.402
13867714	25.134
6706	21.110
6916	31.101
19957731	29.084
10205670	7.681
120489	15.803
13875219	16.876
7302	28.590
70660	25.296
16387	38.566
502245	28.441
5708	16.710
16159	16.914
13648	18.890
9349	16.218
63889	15.549
13835126	21.730
10437210	18.365
768	17.336
34863	32.328
23730	13.616
23621376	13.616
11332993	25.077
21106146	19.692
12231	17.130
13837760	16.165
10008	15.001
10972	20.308
2079	35.968
13869451	17.841
4759	36.571
33617	36.571
11961	20.867
15619	32.215
6739	23.736
953	19.692
331	18.727
15789876	45.079
7224	16.754
11600	16.165
21106144	19.692
13863774	19.692
10243171	25.077
7138	16.598
4878	16.165
6604	24.634
25677	33.841
6840	30.350
4590	28.972
12816	15.796
21111781	21.018
123207	16.419
776	19.848
15475	25.961
15477	25.961
15478	25.961
15524	25.961
2297441	30.255
158870	27.474
157093	27.474
83374	27.474
457144	27.474
135925	27.474
457145	27.474
8807	26.454
8182	21.289
19476	15.376
13871489	28.227
28969	21.018
13863629	13.071
7278	24.112
13644	18.890
21106014	18.636
13869480	20.223
42330	29.781
13869339	17.841
13875441	17.746
30881	36.571
14620	33.477
6852	26.830
6735	25.318
30572	19.109
392447	22.778
67465	28.170
4962	19.258
21106013	18.111
577	15.143
26260	32.215
4932499	35.309
4575338	46.095
12586	43.555
7964	31.997
6193	35.090
86394	23.594
13860817	19.354
21111772	20.867
15620	32.215
11708	23.927
6079	19.438
13859497	20.487
9943	15.796
28973	28.539
62517	22.352
456015	17.901
63906	19.506
1446	19.529
12133	30.384
15621	32.215
11632871	38.039
13856009	18.890
79280	28.539
27296	25.446
11651	22.352
8657	19.258
8665	19.258
4575	35.968
13842573	17.746
8876	22.934
63908	17.932
10181339	24.112
86435	28.008
21106020	18.111
15488	29.301
84188	27.474
136000	27.474
135983	27.474
136001	27.474
136002	27.474
136003	27.474
84235	27.474
10438331	27.355
82755	28.987
82712	28.987
157094	28.987
103011	28.987
102798	28.987
82762	28.987
13849665	48.549
24326358	28.473
5894	10.523
15702	29.608
221226	21.025
5976	14.313
68437	32.215
26010	30.814
30600	30.814
33455	30.814
33934	30.814
33932	30.814
5807	30.854
34866	32.328
34665	32.328
34664	32.328
37904	32.328
34864	32.328
34188	32.328
34865	32.328
11974	24.094
10771217	10.818
33416	34.946
15409	30.299
21106036	16.378
120548	21.990
11591	20.487
11778	19.354
44152	28.448
11954	20.867
8855	20.281
11769	20.046
18941	41.763
29282	41.763
6586	26.298
2915	29.354
13328	36.996
8960	4.867
10772050	12.331
7225	15.427
70652	31.101
7685	15.617
7208	21.289
21111817	19.506
20124	23.991
7406	24.914
10498	11.227
70988	28.008
9564	19.258
2923	19.780
21106470	20.281
10432	20.046
56793	33.841
454495	33.841
40191	33.841
56791	33.841
35581	33.841
56774	35.354
82765	35.354
7042	20.764
2185	29.988
4760	38.669
12874	38.669
13853953	18.111
6988	18.389
13869414	20.223
13860720	19.354
11294	25.250
457140	27.474
27793	28.987
82754	28.987
457138	28.987
102897	28.987
457139	28.987
102947	28.987
97173	28.987
102720	28.987
102801	28.987
102833	28.987
102721	28.987
102856	28.987
102933	28.987
103066	28.987
97172	28.987
64016	39.901
4450907	46.095
120621	18.037
12445	21.130
20119	18.037
7030	10.353
13835932	16.916
13257	17.130
2937774	23.587
62484	25.702
1015	15.867
87265	21.806
12699	34.402
21429023	39.041
10892	21.820
376	23.530
13837303	33.663
78	15.427
13837329	27.476
11595	25.879
4745	40.020
4768	34.189
20848	34.189
65701	24.9
8273	24.972
12705	35.575
8183	19.962
11563	22.608
59577	24.224
61707	14.943
11610	25.077
7397	21.983
6675	22.608
11588	22.608
2283071	35.309
8319	24.701
11003	29.555
13104	38.791
6334	11.850
206561	20.494
64699	17.191
21106008	24.914
5091	57.289
55205	21.130
13816	14.943
11244	13.616
247721	30.299
71	19.529
2169	31.095
13303	32.482
13302	32.482
4489	14.831
13835706	29.987
26765	18.037
192642	18.037
122446	21.130
21181	21.130
11752	14.943
2275	9.551
10464	14.943
6330	11.850
11795	18.037
173	8.756
3918	43.107
6790	24.701
106355	28.987
102741	30.5
97055	30.5
97198	30.5
5993	11.850
693	5.662
28682	17.563
191058	23.580
5596	17.130
18	19.529
6807	30.103
13856959	34.246
553649	32.642
13848341	20.436
10864	18.981
5027	28.002
2271976	48.231
10169	44.109
8860	29.981
10986	23.580
5915	20.656
7146	19.529
6838	35.637
34874	33.841
36972	33.841
56788	33.841
533188	33.841
35579	33.841
16182	33.841
46262	33.841
35580	33.841
82818	33.841
56790	33.841
56795	33.841
33458	33.841
82777	33.841
35584	33.841
56785	33.841
56792	33.841
34189	33.841
34859	36.867
84346	36.867
56760	36.867
56755	36.867
33666	36.867
8030	34.246
8060	35.048
13867413	13.078
7310	25.879
6781	20.494
21106365	31.121
13865630	26.623
26325085	42.444
26325087	42.444
26325088	42.444
7241	15.427
12061	22.941
61765	21.018
15473	30.814
17099	30.814
17098	30.814
33933	30.814
15474	30.814
34868	32.328
37905	32.328
34869	32.328
37918	32.328
37915	32.328
34867	32.328
25605	32.328
26011	32.328
34870	32.328
34666	32.328
21924	32.328
36973	35.354
37744	35.354
46894	35.354
45444	35.354
56769	35.354
56780	35.354
34847	35.354
39406	35.354
35081	35.354
56781	35.354
56771	35.354
3584	50.597
6842	32.254
4624	39.745
10101	18.119
10025	26.623
5004	32.810
28994	8.756
9218	21.873
13835351	23.645
6773	23.645
102834	30.5
102722	30.5
154865	30.5
96948	30.5
102743	30.5
102857	30.5
154866	30.5
106356	30.5
102787	30.5
97240	30.5
102742	30.5
136966	19.354
13054	23.750
7636	13.447
71787	16.178
21105795	17.925
11629	21.820
13853943	18.365
21105699	25.134
5439	12.652
29107	14.943
7029	12.645
19231	17.505
67460	26.035
299166	19.692
9873	31.916
17868	25.134
13860434	21.820
123	17.925
2157	24.382
13850879	40.070
6524	46.037
8243	52.225
6528	58.412
13837319	46.037
8241	39.850
11422	25.077
6855	28.590
13839012	28.590
2927	38.694
69982	23.970
6774	23.154
9965	24.914
8262	24.972
10903	28.590
206493	20.008
97257	32.014
97224	32.014
102923	32.014
96868	32.014
96864	32.014
97234	32.014
97233	32.014
154062	32.014
97142	32.014
4777	44.867
2075	51.636
18177	25.347
6665	20.164
21106148	20.494
6023	22.6
65763	20.673
56782	38.380
36977	38.380
83414	38.380
84348	38.380
82823	38.380
13846749	24.914
11107	19.804
11586	23.056
21106518	21.983
9120	19.437
3277	37.229
1278	28.654
6907	28.008
844	11.155
62472	23.056
6950	16.527
744	18.436
4444102	37.880
26563	41.935
6035	24.112
3548	42.311
392	17.130
21108576	21.983
1151	17.471
10628694	17.996
36975	35.354
56778	35.354
43354	35.354
37779	35.354
45445	35.354
36974	35.354
35585	35.354
34848	35.354
84344	35.354
34850	35.354
82819	35.354
56772	35.354
82820	35.354
16415	35.354
56779	35.354
56768	35.354
56777	35.354
84345	35.354
34668	35.354
16736486	39.041
8470	28.357
8111	31.308
10616	19.962
21106900	24.914
1577	9.920
642951	24.569
12730	42.565
6835	29.555
13300034	35.174
96965	33.527
33198	33.527
82783	36.867
34852	36.867
37000	36.867
37019	36.867
56765	36.867
39198	36.867
82740	36.867
56761	36.867
56756	36.867
56766	36.867
83413	36.867
34851	36.867
36976	36.867
56767	36.867
56763	36.867
1143	7.429
11460	21.983
11465	25.077
1448	19.437
5775	78.994
10254	21.983
10411	23.496
2241	18.890
62466	21.983
62485	21.983
7189	21.018
21106145	22.254
6658	23.925
11422351	27.019
25472	31.450
7150	23.424
32555	34.976
13854242	25.879
10181338	21.820
1078	14.249
56787	33.841
35583	33.841
82807	33.841
56794	33.841
33386	33.841
33457	33.841
47912	33.841
82817	33.841
46893	33.841
33280	33.841
35582	33.841
33304	33.841
46263	33.841
553171	19.102
10488	15.738
11488212	22.118
34667	32.328
34871	32.328
34873	32.328
56784	32.328
34872	32.328
970	31.308
556589	25.872
29153	34.828
11917	57.336
62467	20.403
3008	29.870
204209	39.269
10996	28.357
880	21.983
21106581	22.254
15827	35.040
70806	33.870
11369	29.412
4437893	39.099
5882	19.962
9824	29.016
12821	17.556
71193	23.925
67270	23.925
6033	23.925
7092	20.832
63968	27.263
2908	42.010
33407	39.894
36985	39.894
35205	39.894
15637	39.894
82821	39.894
8329	32.912
15753	28.170
17339596	32.767
6371	38.673
10664	17.4
2625	49.869
4333	34.356
6593	28.221
86007	36.601
13835344	24.112
76154	27.019
3534	48.762
7044	21.475
73390	21.458
7279	26.844
10343	22.531
185	17.634
7155	21.999
16359	21.475
84971	20.812
388391	20.812
11773	18.947
11582	18.791
7172	18.635
96749	23.374
2068	23.658
5236	23.658
21782117	40.336
2991	30.350
34853	36.867
37745	36.867
36978	36.867
34190	36.867
34191	36.867
36771	36.867
36710	36.867
56757	36.867
549017	36.867
84347	36.867
56764	36.867
56758	36.867
47914	36.867
56762	36.867
33984	36.867
33983	36.867
34860	38.380
82738	38.380
36982	38.380
36979	38.380
47915	38.380
56783	38.380
36981	38.380
37004	38.380
36980	38.380
222538	18.365
13848793	21.445
6492	24.538
7176	21.820
12478	17.556
7211	18.635
65523	18.365
11080	17.130
13090	31.490
230	20.706
