Compound Id	KappaShapeIndices [Kier3]
502855	3.96
6191	2.222
26325183	3.347
5709	2.0
6153	N/A
16425	N/A
8521	11.25
23150	8.0
76894	10.286
2041618	11.324
8520	9.679
66656	7.2
26824	9.679
18019	11.25
11434292	9.0
26325084	18.667
6190	2.222
11919	2.0
10696	4.424
26325083	16.889
10451	6.12
23101	8.333
122090	7.04
26325082	15.111
26325081	13.333
512621	2.88
10449	7.843
26325080	11.556
66655	5.531
10652594	5.04
14021447	9.778
67991	8.0
109705	4.267
17619	6.0
9256	2.667
692	0.0
291	0.0
6084	0.0
6094	0.0
7555	4.0
6120	N/A
7712	4.0
6308	4.0
9646	N/A
10781	2.813
15802	5.878
17976	8.0
7767	5.333
7604	5.333
7010	3.0
6163	5.333
6340	3.0
8560	6.0
11094	6.0
11023	3.84
11055	6.0
10786	2.667
7619	6.0
10755	2.667
11551	2.667
349	7.2
11035	5.0
11104	7.2
10795	2.813
10445	7.2
7849	8.0
17558	8.0
13439	8.0
13402	2.0
14840	9.143
13448	9.143
13619	10.0
7890	11.111
11882	12.0
11883	13.091
10540	15.077
7929	19.059
11897	20.0
11899	21.053
12017	22.0
12072	23.048
11900	24.0
11901	25.043
11146	26.0
11902	27.04
10542	31.034
11906	35.030
8878	0.490
11585	2.5
11557190	8.0
10452	2.778
10784857	6.667
108106	4.411
127983	0.0
78828	6.222
68328	4.444
67414	2.963
13837650	4.0
13853215	2.222
9392	2.222
10765	4.0
7674	1.5
14998	6.0
10614293	7.2
61149	2.041
6156	N/A
12201	5.333
11109	5.333
24142	14.0
13622	13.091
16180	12.0
7891	11.111
12446	5.333
29025	8.0
12635	10.0
11121	6.0
7713	4.0
12809	9.143
7833	7.2
7556	4.0
7954	0.0
555074	6.0
7957	N/A
4516601	7.2
56442	4.0
4483639	4.0
4516599	7.2
4512361	7.2
4483638	4.0
4449912	4.0
4512642	7.2
18410	3.111
22408	0.0
66675	2.222
10113	4.0
9484	N/A
23208	0.0
6085	0.0
7024	0.980
15438	1.8
8896	0.64
14751	1.8
221117	1.488
7787	1.333
8908	1.959
8909	2.813
8910	4.48
71433	5.333
22814	0.0
9095782	2.222
6151	N/A
14299946	4.424
6188	2.222
11099	4.0
73583	2.222
7340	8.333
8158	2.667
11110	5.333
9642	0.0
12577	5.333
11996	6.0
10756390	4.25
62827	2.222
7626	6.0
10265264	1.8
13835550	4.0
56117	4.5
11230	4.0
63631	3.0
11086	1.5
21106179	N/A
11841	8.0
6402	0.717
1406720	1.090
2056044	3.516
1114	N/A
14692	9.143
10179173	1.8
21800	1.488
8544	0.64
7788	1.333
4927801	5.88
9088156	8.817
29040	2.667
10325078	2.222
55188	2.667
7624	6.0
68224	4.25
24263	0.847
6364	0.717
11749	5.333
14672	5.333
11228	4.0
11864	7.2
12209	5.333
11857	1.959
391428	0.847
10733068	5.736
454638	1.041
12456	9.143
17880	8.0
11845	6.0
11806	4.0
9990	4.0
6309	4.0
7557	4.0
558883	4.0
56020	4.0
10124	3.0
6111	0.0
10265270	1.383
14198	0.717
7794	8.0
7180	2.286
9286	3.0
9411	3.556
14441700	5.333
6148	N/A
6149	N/A
15765	1.488
553642	2.813
15413	4.444
7182	2.286
10669	2.286
66567	1.975
6132	N/A
8569	8.0
12220	10.0
7823	6.0
11849	6.0
10441	4.0
3168	4.0
11833	5.333
455420	8.0
10709	4.0
7558	4.0
6095	0.0
10179239	1.383
12197	4.0
11761	6.0
6108	0.0
69914	2.765
59573	2.667
70850	4.0
38403	4.48
11671339	2.765
7956	0.0
55090	5.333
11180	2.667
274	0.0
6145	N/A
10053	N/A
28993	7.0
59483	2.778
11811	4.0
7777	5.333
15482	10.0
454215	2.667
7856	8.0
8562	6.0
10054	N/A
7730	4.0
11739	7.2
11056	6.0
6146	N/A
9461	7.2
654	0.0
11194	2.222
6165	5.333
11216	3.673
62230	2.88
16791	7.2
18717	2.813
11210	2.222
518	0.0
11117	1.333
205483	2.5
10979	2.286
61346	8.0
6186	2.222
391	0.0
69371	8.0
69569	8.333
6310	4.0
7606	5.333
7181	2.286
99596	2.667
23255	4.0
6123	N/A
4514529	0.0
11351244	0.490
499714	1.065
78467	3.265
16841	2.667
2062437	2.667
61266	2.811
15954	3.673
11819	7.2
7622	6.0
99440	7.2
11239	3.0
11543	3.673
10790	2.667
6187	2.222
2656	1.111
6827	2.25
20939	2.286
