Compound Id	KierHallSmarts [khs.sCl]
9976	0
7514	0
215929	0
11025	0
7734	0
7016	0
1087	0
60524	0
72551	0
763	0
1095	0
6179	5
2038738	0
11154	1
12259	0
3973	2
13836589	0
172	0
13836520	0
22191	0
75951	0
72793	0
13835336	0
13875230	1
18219	0
4514549	0
10801109	0
15016	0
29004	0
7871	0
21153	0
7802	0
12218	0
12632	0
7760	0
11095	0
21106173	0
7607	0
13866746	0
7577	0
7506	0
13835861	0
6326	3
9228	1
29036	1
13838404	0
7239	0
11647	0
7530	0
21106535	2
6119	2
10251740	0
9326	0
2916	0
558875	0
6106	0
3544	0
1266019	0
109838	0
6321	0
175	0
13874867	0
6314	0
4510484	0
68832	0
62530	0
13842613	0
7391	0
7984	0
11809	1
7242	0
58234	0
26325086	0
13862665	0
15443	0
124968	0
9581	0
66809	0
221082	0
13875320	0
6642	0
62826	0
13835376	0
127750	0
12442	0
13857694	2
7673	0
7443	0
7662	3
1609	0
363458	0
7684	0
61111	0
13875196	0
11042	0
24972	0
28992	0
13875160	1
13875258	0
73479	0
8935	0
15093	1
9994	0
29015	0
278	0
4446445	0
4444608	0
394562	0
13839199	0
18724	0
7238	0
21105959	0
13866817	2
13875392	0
13839575	0
6322	0
558020	0
733	0
6342	4
21132380	0
7551	0
12244	0
1266393	0
13677	0
124	0
132	0
21106015	1
65750	0
63903	0
10940	0
13865438	0
7223	0
13868640	0
29001	0
59674	0
21106135	0
10248	0
13837988	2
8528	0
8900	0
10400	0
8067	6
13839109	0
13837537	0
21105905	0
11077	0
13839123	0
9911	0
13839174	0
906	0
7630	0
13865426	0
13884973	0
10710415	0
8543	2
13835604	0
6093	1
59447	0
21106560	0
20843	0
15965	0
70682	0
13658	0
11862	0
7710	0
7809	0
7765	0
69177	0
21111822	0
6794	0
7681	0
26516	0
17131	0
10772140	1
7190	0
63054	0
18801	0
68156	0
21106520	0
16119	0
10244	0
924	0
13862559	3
6788	0
7131	0
7466	0
13861343	3
73412	1
8904	0
13874733	0
24535	0
25552	0
10437215	0
12225	0
13839151	0
13848808	0
8140	2
11087	0
10909	0
10918	0
15489	1
2441	0
12499	0
7480	0
10939	0
7018	1
11784	1
13839128	0
8868	0
7518	1
21106019	1
7528	0
24533	0
1020	0
2039535	0
13839110	0
21105998	0
13865680	0
11604	0
8374	0
21106586	0
11756	0
8733	0
13835459	0
71089	0
7688	0
8902	0
10937	0
6897	0
773	0
17443	0
6883	0
11785	1
15495	0
1141	0
7240	0
503239	0
13860641	0
6974	0
21106571	4
10908	0
3463	7
16388	0
6828	0
7161	0
592	0
8141	0
7679	0
4444456	2
83866	0
66996	1
21105897	0
15427	0
5830	0
13840690	1
13839105	0
11667	1
13835772	0
61538	0
238	0
13864445	3
21108548	0
13047	4
21106163	4
967	5
13876103	0
2018165	1
14256731	0
6311	0
11699	0
12643	0
83850	0
30595	0
13839082	0
13865424	0
13853758	0
13860335	0
4366810	0
10422	0
11695	0
13229	0
24099	0
11576	0
7175	0
7157	0
12060	0
14678	0
11021	0
21105871	0
466305	0
13837686	1
61411	0
917	0
21106519	0
65	2
13029	3
13875356	0
19766	4
12044	0
12682	0
10181341	0
748	0
71628	0
7568	1
13839553	0
9363	0
6296	0
9574	0
971	0
13846663	0
21106091	0
10246	0
70715	0
13871718	0
2654	0
9547	0
92731	1
62632	0
78998	0
11884	0
16177	0
15853	0
67360	0
11866	0
15846	0
7566	0
29026	0
11846	0
7770	0
7717	0
6102	0
21109330	0
10948	0
13835293	0
13835224	0
13839441	0
13835235	0
62808	0
7236	0
11589	0
79969	0
21106366	0
62310	0
7420	1
28982	0
19709	0
21168831	1
55443	0
453675	0
60121	0
69340	0
10992	0
6633	2
16804	0
21159695	0
455090	0
57726	0
7234	0
6630	0
71437	0
13063	0
558878	0
2005981	0
25886	0
71430	0
7736	0
447	0
21106525	0
18707	1
559096	0
13868660	1
707	6
7140	0
8070	0
387	0
10018	0
61001	0
13854136	0
1664	0
20570	0
13854248	1
7001	3
11366	3
21106540	4
21106570	5
15855	0
7790	0
13835209	0
8903	0
62489	0
8899	0
13634	0
13630	0
13869434	0
553578	0
66565	0
10437135	0
66021	1
7221	0
10857	2
7383	0
13030	3
6339	0
6736	0
10851	0
10850	0
23977588	6
434	1
24043	0
12069	0
191367	0
11799	0
7615	0
6338	0
11265	0
6135	0
72056	0
34095	0
18685	0
62628	0
67653	2
11875	0
21106032	2
7021	0
1348	0
66896	0
62534	0
62408	0
7389	0
13848467	0
72556	0
13835151	0
10991	0
13860692	0
13869462	0
38364	2
12045	0
2003	6
17784	0
12637	0
13839416	0
11694	0
29008	0
2606	3
21106524	0
12823	1
5889	0
81815	0
13840647	0
13875212	0
9579	0
21105859	0
19475	0
9874	0
13647	0
9350	0
21168826	0
10801842	0
65785	0
13860491	0
6780	0
10841	0
5593	0
25889	0
25890	0
10227261	0
220998	0
12954	0
9454	0
9360	0
13851576	0
21105848	0
12047	0
16736498	6
913	0
6478	0
6745	0
8912	0
12229	0
6898	0
10849	0
11038	0
89076	0
21105870	0
199342	0
19477	0
6287	0
13811	0
14169248	0
1019	0
10437074	1
21105878	0
21168813	0
235	0
8186	0
11596	0
13860775	0
6674	0
11083	2
2206	0
13872122	0
8098	0
10328	0
6737	1
6789	1
15861	0
7600	0
4445317	0
11632	0
7961	3
13885245	0
8674	0
7132	0
13856352	0
8071	1
11783	0
10980	0
21106172	3
27488	2
10813	0
7202	1
30516	0
26325090	0
21112023	0
13876539	0
21106018	1
68676	2
551	0
11776	0
66895	0
66887	0
9893	0
63518	0
59482	0
6881	0
13839308	0
10586285	0
218253	1
8341	0
20198	0
7689	1
63310	0
7299	0
10829	0
191	0
12957	0
84036	0
68152	0
24041	0
19953955	0
13835630	0
14556	0
21106140	0
13863618	0
13837787	0
1361549	0
10831	0
23886	2
33421	2
992	0
70714	0
13875432	1
12640	0
6480	0
15755	2
14995	2
14994	2
67470	2
15476	2
15756	2
1906	0
6592	0
21943	0
10106	0
19956441	0
11930	0
10384035	0
65936	0
14227	1
11584	0
13867714	0
6706	0
6916	0
19957731	0
10205670	0
120489	0
13875219	1
7302	0
70660	0
16387	0
502245	0
5708	0
16159	3
13648	0
9349	0
63889	1
13835126	1
10437210	0
768	0
34863	3
23730	0
23621376	0
11332993	0
21106146	0
12231	0
13837760	0
10008	0
10972	0
2079	0
13869451	1
4759	0
33617	0
11961	3
15619	0
6739	0
953	0
331	0
15789876	0
7224	0
11600	0
21106144	0
13863774	0
10243171	0
7138	0
4878	0
6604	2
25677	4
6840	0
4590	0
12816	0
21111781	0
123207	0
776	0
15475	2
15477	2
15478	2
15524	2
2297441	0
158870	3
157093	3
83374	3
457144	3
135925	3
457145	3
8807	0
8182	0
19476	0
13871489	0
28969	0
13863629	0
7278	0
13644	0
21106014	1
13869480	0
42330	0
13869339	1
13875441	0
30881	0
14620	0
6852	0
6735	0
30572	0
392447	0
67465	0
4962	0
21106013	1
577	0
26260	0
4932499	0
4575338	0
12586	0
7964	0
6193	0
86394	0
13860817	2
21111772	3
15620	0
11708	0
6079	1
13859497	0
9943	0
28973	0
62517	0
456015	0
63906	0
1446	0
12133	0
15621	0
11632871	0
13856009	0
79280	0
27296	0
11651	0
8657	0
8665	0
4575	0
13842573	0
8876	0
63908	0
10181339	0
86435	0
21106020	1
15488	1
84188	3
136000	3
135983	3
136001	3
136002	3
136003	3
84235	3
10438331	0
82755	4
82712	4
157094	4
103011	4
102798	4
82762	4
13849665	0
24326358	3
5894	0
15702	0
221226	0
5976	0
68437	0
26010	2
30600	2
33455	2
33934	2
33932	2
5807	0
34866	3
34665	3
34664	3
37904	3
34864	3
34188	3
34865	3
11974	0
10771217	2
33416	0
15409	0
21106036	0
120548	0
11591	0
11778	2
44152	0
11954	3
8855	0
11769	0
18941	0
29282	0
6586	0
2915	0
13328	7
8960	0
10772050	3
7225	0
70652	0
7685	0
7208	0
21111817	0
20124	0
7406	0
10498	1
70988	0
9564	0
2923	2
21106470	0
10432	0
56793	4
454495	4
40191	4
56791	4
35581	4
56774	5
82765	5
7042	0
2185	0
4760	0
12874	0
13853953	1
6988	2
13869414	0
13860720	2
11294	1
457140	3
27793	4
82754	4
457138	4
102897	4
457139	4
102947	4
97173	4
102720	4
102801	4
102833	4
102721	4
102856	4
102933	4
103066	4
97172	4
64016	0
4450907	0
120621	0
12445	0
20119	0
7030	0
13835932	0
13257	0
2937774	0
62484	0
1015	0
87265	0
12699	0
21429023	8
10892	0
376	0
13837303	0
78	0
13837329	0
11595	0
4745	0
4768	1
20848	1
65701	0
8273	0
12705	0
8183	0
11563	0
59577	0
61707	0
11610	0
7397	0
6675	0
11588	0
2283071	0
8319	0
11003	0
13104	0
6334	0
206561	0
64699	3
21106008	0
5091	0
55205	0
13816	0
11244	0
247721	0
71	0
2169	1
13303	0
13302	0
4489	0
13835706	0
26765	0
192642	0
122446	0
21181	0
11752	0
2275	0
10464	0
6330	0
11795	0
173	0
3918	0
6790	0
106355	4
102741	5
97055	5
97198	5
5993	0
693	0
28682	0
191058	0
5596	0
18	0
6807	1
13856959	0
553649	0
13848341	0
10864	0
5027	1
2271976	0
10169	0
8860	0
10986	0
5915	0
7146	0
6838	0
34874	4
36972	4
56788	4
533188	4
35579	4
16182	4
46262	4
35580	4
82818	4
56790	4
56795	4
33458	4
82777	4
35584	4
56785	4
56792	4
34189	4
34859	6
84346	6
56760	6
56755	6
33666	6
8030	0
8060	0
13867413	0
7310	0
6781	0
21106365	0
13865630	0
26325085	0
26325087	0
26325088	0
7241	0
12061	0
61765	0
15473	2
17099	2
17098	2
33933	2
15474	2
34868	3
37905	3
34869	3
37918	3
37915	3
34867	3
25605	3
26011	3
34870	3
34666	3
21924	3
36973	5
37744	5
46894	5
45444	5
56769	5
56780	5
34847	5
39406	5
35081	5
56781	5
56771	5
3584	1
6842	0
4624	0
10101	0
10025	0
5004	0
28994	0
9218	0
13835351	0
6773	0
102834	5
102722	5
154865	5
96948	5
102743	5
102857	5
154866	5
106356	5
102787	5
97240	5
102742	5
136966	2
13054	0
7636	0
71787	0
21105795	0
11629	0
13853943	0
21105699	0
5439	0
29107	0
7029	0
19231	0
67460	0
299166	0
9873	0
17868	0
13860434	0
123	0
2157	0
13850879	0
6524	0
8243	0
6528	0
13837319	0
8241	0
11422	0
6855	0
13839012	0
2927	4
69982	0
6774	0
9965	0
8262	0
10903	0
206493	0
97257	6
97224	6
102923	6
96868	6
96864	6
97234	6
97233	6
154062	6
97142	6
4777	0
2075	0
18177	0
6665	0
21106148	0
6023	0
65763	1
56782	7
36977	7
83414	7
84348	7
82823	7
13846749	0
11107	0
11586	0
21106518	0
9120	0
3277	0
1278	0
6907	0
844	0
62472	0
6950	0
744	0
4444102	0
26563	0
6035	0
3548	0
392	0
21108576	0
1151	0
10628694	0
36975	5
56778	5
43354	5
37779	5
45445	5
36974	5
35585	5
34848	5
84344	5
34850	5
82819	5
56772	5
82820	5
16415	5
56779	5
56768	5
56777	5
84345	5
34668	5
16736486	8
8470	1
8111	0
10616	0
21106900	0
1577	0
642951	1
12730	0
6835	0
13300034	4
96965	7
33198	7
82783	6
34852	6
37000	6
37019	6
56765	6
39198	6
82740	6
56761	6
56756	6
56766	6
83413	6
34851	6
36976	6
56767	6
56763	6
1143	0
11460	0
11465	0
1448	0
5775	0
10254	0
10411	1
2241	0
62466	0
62485	0
7189	0
21106145	0
6658	0
11422351	0
25472	1
7150	0
32555	0
13854242	0
10181338	0
1078	0
56787	4
35583	4
82807	4
56794	4
33386	4
33457	4
47912	4
82817	4
46893	4
33280	4
35582	4
33304	4
46263	4
553171	0
10488	0
11488212	0
34667	3
34871	3
34873	3
56784	3
34872	3
970	0
556589	0
29153	0
11917	0
62467	1
3008	2
204209	0
10996	1
880	0
21106581	0
15827	8
70806	0
11369	0
4437893	0
5882	0
9824	0
12821	0
71193	0
67270	0
6033	0
7092	0
63968	0
2908	1
33407	8
36985	8
35205	8
15637	8
82821	8
8329	0
15753	0
17339596	3
6371	0
10664	0
2625	1
4333	0
6593	0
86007	0
13835344	0
76154	0
3534	0
7044	1
73390	0
7279	0
10343	0
185	0
7155	0
16359	1
84971	0
388391	0
11773	0
11582	0
7172	0
96749	0
2068	0
5236	0
21782117	6
2991	0
34853	6
37745	6
36978	6
34190	6
34191	6
36771	6
36710	6
56757	6
549017	6
84347	6
56764	6
56758	6
47914	6
56762	6
33984	6
33983	6
34860	7
82738	7
36982	7
36979	7
47915	7
56783	7
36981	7
37004	7
36980	7
222538	0
13848793	0
6492	0
7176	0
12478	0
7211	0
65523	0
11080	0
13090	0
230	0
194092	0
11625	0
8282	0
76394	0
82751	9
36989	9
8800	0
62060	0
2975965	2
33282	5
46285	5
46284	5
82806	5
56776	5
47913	5
32952	5
45446	5
43353	5
56773	5
26325089	1
6588	0
2849146	0
10437335	0
8058	0
589165	0
361	0
33281	4
56786	4
56789	4
33456	4
46264	4
9187483	0
5978	0
10257	0
58563	0
2699	1
5739	0
13846658	0
6577	0
7145	0
6057	4
8816	0
659	0
955	0
6600	0
13835294	0
8817	0
526	0
7199	0
6514	0
62964	0
6610	0
5553	0
36990	8
35912	8
45448	8
36987	8
36988	8
2700	1
13860	0
33986	7
36983	7
36986	7
45447	7
35566	7
47916	7
46137	7
550258	7
33985	7
4963	0
7151	0
2928	5
8788	0
6646	0
5554	0
15484	10
20132	0
27749	1
7315	0
789	0
6453	1
6753	0
10197150	0
9797	0
192748	0
8799	0
7142	0
10437836	0
2121	0
4268	0
34854	6
46136	6
82736	6
56759	6
36984	6
6621	0
17347	0
4103087	0
2925	2
3693	0
15517	0
56775	5
56770	5
11283	0
21361761	0
36029	1
35206	9
64155	0
34192	8
82822	8
8763	0
14627	0
61739	0
8804	0
3322	1
13846959	0
5557	0
3438	1
75956	0
68568	0
4447447	0
6775	0
2246	0
5113	0
26325182	0
7745	0
11672	0
105291	0
35108	7
28947	0
28552	1
29117	0
60858	0
1262	0
137720	0
6066	0
33316	6
11286	0
10837	0
5678	0
156255	0
18336	0
6550	0
5660	0
10292746	6
4449	0
12549	0
374462	0
256210	0
13662	0
21106059	0
8093	0
65272	0
9219586	0
4744	0
10437239	0
3216	2
26286843	0
440	0
10975	0
8351654	0
1710	0
305	0
83191	0
541032	0
11489	0
5774	0
5026	0
10870	0
89258	0
5145918	1
58496	0
92468	0
14916	0
5198	1
3841535	0
11439687	0
4470736	0
4380	0
92494	0
4343	0
91432	0
8103122	0
3350	0
8124942	0
24722	0
133166	0
8101973	0
5162	0
3652	0
509179	0
40130	0
5376	0
106796	0
2457	0
49179	0
67594	0
5791	0
5768	0
15520	0
3102535	0
5139	0
4228778	0
6688	0
55075	0
10162	0
4444479	0
4444107	0
4444100	0
5551	0
3741	2
5233	0
21108577	0
5542	0
5552	0
19232037	0
3513	1
65234	0
472932	0
4444553	0
19232038	0
6013	0
31006	0
18547147	0
62265	0
21587143	0
21486195	0
4911	0
2760	0
4611	0
21105591	0
4471584	0
6002	0
4599	0
75995	0
5550	0
54833	0
9786472	0
197564	0
5633	0
5932	0
10481872	0
193441	0
5541	0
21105594	0
48085	0
21106077	1
4067	0
5142	0
196288	0
75662	0
2424	0
4444362	0
21106058	0
139025	0
29400	0
1043	0
6045	0
1253	0
