Compound Id	ChiPathCluster [SPC-4]
502855	1.731
6191	4.5
26325183	2.559
5709	1.040
6153	0.0
16425	0.0
8521	3.621
23150	1.061
76894	N/A
2041618	N/A
8520	2.768
66656	N/A
26824	2.606
18019	3.182
11434292	N/A
26325084	9.389
6190	4.5
11919	2.121
10696	3.414
26325083	8.536
10451	4.268
23101	1.914
122090	2.414
26325082	7.682
26325081	6.828
512621	N/A
10449	5.121
26325080	5.975
66655	1.811
10652594	N/A
14021447	5.121
67991	1.061
109705	5.473
17619	N/A
9256	2.598
692	0.0
291	0.0
6084	0.0
6094	0.0
7555	0.0
6120	0.0
7712	0.0
6308	0.408
9646	0.0
10781	2.295
15802	0.408
17976	1.039
7767	0.0
7604	0.289
7010	0.577
6163	1.061
6340	1.333
8560	0.0
11094	0.289
11023	0.493
11055	0.75
10786	1.276
7619	0.471
10755	1.707
11551	0.612
349	0.0
11035	0.493
11104	0.577
10795	1.821
10445	0.816
7849	0.0
17558	0.289
13439	1.061
13402	2.121
14840	0.0
13448	1.5
13619	0.0
7890	0.0
11882	0.0
11883	0.0
10540	0.0
7929	0.0
11897	0.0
11899	0.0
12017	0.0
12072	0.0
11900	0.0
11901	0.0
11146	0.0
11902	0.0
10542	0.0
11906	0.0
8878	0.813
11585	1.498
11557190	4.268
10452	2.561
10784857	N/A
108106	6.364
127983	0.0
78828	3.414
68328	2.561
67414	4.773
13837650	0.0
13853215	4.5
9392	4.5
10765	0.408
7674	0.408
14998	0.75
10614293	0.816
61149	6.529
6156	0.0
12201	0.289
11109	0.0
24142	0.0
13622	0.0
16180	0.0
7891	0.0
12446	0.289
29025	0.0
12635	0.0
11121	0.0
7713	0.0
12809	0.0
7833	0.0
7556	0.0
7954	0.0
555074	0.0
7957	0.0
4516601	0.0
56442	0.0
4483639	0.0
4516599	0.0
4512361	0.0
4483638	0.0
4449912	0.0
4512642	0.0
18410	0.433
22408	0.0
66675	4.5
10113	0.408
9484	0.0
23208	0.0
6085	0.0
7024	0.408
15438	0.433
8896	0.0
14751	0.493
221117	1.138
7787	0.0
8908	0.0
8909	0.0
8910	0.0
71433	1.061
22814	0.0
9095782	4.5
6151	0.0
14299946	3.414
6188	4.5
11099	0.0
73583	4.5
7340	0.433
8158	0.612
11110	0.0
9642	0.0
12577	1.061
11996	0.75
10756390	4.889
62827	2.937
7626	0.471
10265264	0.816
13835550	0.0
56117	1.207
11230	0.408
63631	1.333
11086	0.408
21106179	0.0
11841	0.577
6402	3.260
1406720	5.135
2056044	4.232
1114	0.0
14692	0.0
10179173	0.816
21800	1.138
8544	0.0
7788	0.0
4927801	7.955
9088156	2.216
29040	2.598
10325078	4.5
55188	1.707
7624	0.471
68224	5.414
24263	2.373
6364	3.548
11749	0.289
14672	1.061
11228	0.408
11864	0.0
12209	0.0
11857	0.0
391428	2.373
10733068	6.243
454638	5.284
12456	0.0
17880	0.0
11845	0.0
11806	0.0
9990	0.0
6309	0.408
7557	0.0
558883	0.0
56020	0.0
10124	1.333
6111	0.0
10265270	0.943
14198	3.260
7794	0.577
7180	1.449
9286	1.333
9411	2.235
14441700	1.061
6148	0.0
6149	0.0
15765	1.138
553642	0.0
15413	1.436
7182	1.449
10669	1.449
66567	6.75
6132	0.0
8569	0.0
12220	0.0
7823	0.0
11849	0.0
10441	0.0
3168	0.0
11833	0.0
455420	0.0
10709	0.0
7558	0.0
6095	0.0
10179239	0.943
12197	0.0
11761	0.471
6108	0.0
69914	4.061
59573	1.707
70850	0.408
38403	2.444
11671339	3.798
7956	0.0
55090	1.061
11180	2.598
274	0.0
6145	0.0
10053	0.0
28993	0.781
59483	2.561
11811	0.0
7777	0.0
15482	0.0
454215	2.598
7856	0.0
8562	0.0
10054	0.0
7730	0.0
11739	0.75
11056	0.75
6146	0.0
9461	0.75
654	0.0
11194	2.937
6165	1.061
11216	1.457
62230	1.832
16791	0.0
18717	2.295
11210	2.030
518	N/A
11117	0.0
205483	1.498
10979	1.449
61346	1.061
6186	4.5
391	0.0
69371	1.061
69569	1.914
6310	0.408
7606	0.289
7181	1.449
99596	2.598
23255	0.408
6123	0.0
4514529	0.0
11351244	0.813
499714	1.684
78467	1.050
16841	2.598
2062437	2.598
61266	6.704
15954	1.207
11819	0.577
7622	0.471
99440	0.816
11239	1.333
11543	1.207
10790	1.276
6187	4.5
2656	3.257
6827	0.943
20939	1.449
9016	2.598
7817	0.0
11788	0.408
13835316	0.0
6270	1.5
454209	1.061
9633	0.0
9377	0.0
9243	0.0
11148	0.0
923	0.0
6121	0.0
8576	0.0
7851	0.0
15387	0.0
6315	0.408
7811	0.0
7835	0.0
7769	0.0
7716	0.0
7564	0.0
6101	0.0
6089	0.0
6118	0.0
8577	0.0
14349	0.0
7852	0.0
14680	0.0
7776	0.0
7330	0.0
6122	0.0
63863	1.061
2282428	2.598
15486	0.408
7732	0.0
18920	0.289
11861	0.289
123993	1.187
11036	0.493
11029	0.408
11794	0.289
11732	0.75
10511	0.289
21011	0.289
11678	0.493
7533	0.762
3644	0.0
6320	0.408
10947	0.577
6164	1.061
11729	0.0
9254	2.598
9251	2.598
6307	0.408
62589	0.408
7686	0.408
13837280	0.408
9253	2.598
13255	0.742
10512	0.0
13837797	0.0
16641	0.0
6098	0.0
10536	0.0
7827	0.0
9233	0.0
18607	0.0
5730	0.0
3441	2.598
83734	2.598
217	0.0
56559	0.289
9053802	0.289
10787	1.276
29000	0.289
11793	0.289
10526	0.0
120464	1.707
7434	0.553
7459	0.493
11024	0.493
6312	0.408
8398	0.577
24590970	2.598
7733	0.0
56144	5.425
23055	1.061
6130	0.0
7850	0.0
11865	0.0
7714	0.0
10437	0.0
6097	0.0
12219	0.0
7848	0.0
61487	1.061
11863	0.0
7810	0.0
7766	0.0
7711	0.0
7552	0.0
6092	0.0
7791	0.0
12010	0.0
11830	0.0
10497	0.0
31029	0.0
6100	0.0
12228	N/A
6042	0.0
553742	0.0
13836713	0.0
13803	2.030
11898	0.0
72522	0.0
7928	0.0
14348	0.0
2581	0.0
11891	0.0
7917	0.0
7915	0.0
7901	0.0
7892	0.0
7882	0.0
8574	0.0
932	0.0
7812	0.0
7837	0.0
6040	0.0
258	0.0
1004	0.0
682	0.0
7815	0.0
7560	0.0
6103	0.0
6635	2.428
14829	0.0
6087	0.0
11525	0.577
7721	0.0
6083	0.0
1039	0.0
6088	0.0
864	0.0
13837281	1.333
937	0.0
56232	0.75
71390	0.0
5979	4.5
13837190	0.0
7074	1.496
15077490	2.598
13872989	0.0
13638	0.0
7170	2.038
10534	0.0
6128	0.0
9391	2.598
6086	0.0
10410	0.642
68503	2.121
10675065	1.412
14694	1.061
7090	1.862
7028	0.408
63156	0.0
12626	0.0
62597	0.0
15803	1.838
10487	0.408
13492	0.433
15747	0.433
8356	1.089
13849981	1.746
12933	1.5
6105	0.0
18971812	4.5
14688	0.75
6125	0.0
13835977	0.0
5977	0.0
71876	1.207
7128	1.040
7183	1.449
7088	1.862
15461	2.342
13299573	1.061
107412	2.937
7073	1.496
455353	0.0
16778	0.0
7705	0.289
2340753	1.061
7728	0.0
8554	0.0
10340	0.408
21112738	0.0
4481813	0.0
13487	0.433
7385	0.433
8531	0.933
7448	0.986
4514586	0.0
764	0.816
10325184	1.061
6406	1.276
12066	0.0
7738	0.0
7098	2.214
10404	0.433
7419	0.433
7219	0.493
11660	0.901
6999	2.154
5026296	5.363
18688	2.235
7737	0.0
13871721	0.0
1108	0.408
236	0.0
7521	0.816
7641	0.742
7659	1.0
11871	0.0
55130	0.606
10433	0.781
11992	0.691
13836399	0.0
7703	0.289
10253	1.498
60886	5.489
83962	5.384
12161	2.121
7671	0.805
10446	0.816
62249	2.295
11526	0.577
13571291	0.0
71312	2.598
7026	0.408
7678	0.408
9970	0.408
7672	0.408
7786	0.0
8335	1.040
6301	1.746
10606755	5.425
7657	0.606
22453	1.207
7065	1.207
11193	2.937
13836591	0.0
13875283	0.816
7553	0.0
11409	1.069
13249	0.289
3631	2.444
13835836	0.408
55084	0.408
7694	0.408
7482	0.408
11716	0.493
11045	0.493
7515	0.493
13836549	3.643
7546	0.204
7677	0.408
13836674	0.0
2293678	2.598
6967	1.138
6977	1.478
21168808	0.408
960	0.289
6177	2.598
61213	1.061
20545	0.577
7472	0.691
11207996	0.691
29016	0.577
7747	0.577
7627	0.471
10571	1.276
7076	1.207
6649	1.138
8012	1.276
7003	1.207
13854944	0.289
6104	0.0
4937830	0.0
61191	2.270
9614	0.408
7739	0.0
8883	1.414
7757	0.408
7511	0.408
7509	0.408
29005	0.408
10420	0.408
7478	0.408
7475	0.408
7463	0.493
6333	0.408
21111806	0.742
10364	0.493
21111820	0.408
21171407	0.0
3210	1.105
10756	3.057
11910	1.061
7469	0.691
7064	1.207
60329	0.0
13842001	0.553
13850082	2.039
21106169	1.061
7872	0.289
7875	0.289
7913	0.289
7670	0.805
8568	0.289
14846	0.493
7800	0.493
11843	0.289
29012	0.289
10797	1.821
7538	0.493
7536	0.493
11755	0.289
7706	0.289
7761	0.289
10492	0.289
11680	0.493
11706	0.493
10653	0.577
68179	0.0
10001	0.471
6341	1.333
11727	0.0
7727	0.0
3951	1.333
21108550	0.816
13836021	0.0
9724	3.260
11731	0.0
8950	0.433
14866	2.355
6720	1.838
13850142	2.270
558917	0.697
11153	0.0
7559	0.0
558928	0.0
415	0.0
390927	2.270
10236	1.734
7012	0.577
11065	0.289
28981	0.553
99681	2.633
8525	0.289
6176	2.598
7081	0.612
6313	0.408
13837702	0.0
9903	0.943
13849989	0.697
55123	0.0
12012	0.0
7534	0.911
10791	1.276
11125	0.0
7782	0.0
8552	0.289
7701	0.289
6316	0.408
9325	1.138
13866593	0.0
11911	1.061
55091	2.598
552744	0.289
7888	0.289
12013	0.289
123860	0.0
28986	0.408
2863	0.289
6335	0.408
7803	0.289
259	0.289
7616	0.289
171	0.0
24641	0.742
7129	1.040
7866	0.289
3756	0.289
10033	0.289
30713	1.333
10788	1.276
7621	0.471
8329688	1.061
10777	1.333
441	0.0
7838	0.0
5949	0.0
370	0.289
29029	0.0
7772	0.0
256	0.0
512	0.0
1005	0.408
2018460	2.295
21169510	2.235
48024	0.408
7013	0.577
7676	0.408
13875281	1.138
7220	0.493
7248	0.837
11661	0.901
12674	0.943
8097	0.943
12071	0.289
10035	0.289
12972	0.408
9976	0.408
7514	0.493
215929	0.493
11025	0.493
7734	0.0
7016	0.577
1087	0.0
60524	0.408
72551	0.606
763	0.0
1095	0.0
6179	2.598
2038738	0.493
11154	0.0
12259	2.887
3973	2.937
13836589	0.0
172	0.0
13836520	0.144
22191	0.606
75951	0.606
72793	0.826
13835336	0.0
13875230	0.742
18219	0.0
4514549	0.0
10801109	2.195
15016	0.0
29004	1.0
7871	0.289
21153	0.289
7802	0.289
12218	0.289
12632	0.289
7760	0.289
11095	0.289
21106173	1.0
7607	0.289
13866746	2.887
7577	0.0
7506	0.697
13835861	1.061
6326	0.408
9228	0.816
29036	0.0
13838404	0.0
7239	0.493
11647	0.642
7530	0.816
21106535	0.577
6119	0.0
10251740	1.040
9326	1.138
2916	0.0
558875	0.0
6106	0.0
3544	2.324
1266019	0.986
109838	0.0
6321	0.408
175	0.0
13874867	0.691
6314	0.408
4510484	0.553
68832	0.691
62530	0.433
13842613	0.742
7391	0.433
7984	2.121
11809	0.0
7242	0.493
58234	5.363
26325086	1.445
13862665	0.289
15443	0.493
124968	0.408
9581	0.837
66809	0.493
221082	0.433
13875320	1.138
6642	3.643
62826	2.937
13835376	0.0
127750	0.0
12442	0.0
13857694	0.742
7673	0.408
7443	0.901
7662	1.0
1609	0.0
363458	0.408
7684	0.408
61111	0.408
13875196	0.901
11042	0.816
24972	1.478
28992	0.816
13875160	0.816
13875258	0.816
73479	1.574
8935	1.707
15093	1.050
9994	0.0
29015	0.0
278	0.0
4446445	0.0
4444608	0.0
394562	0.0
13839199	0.408
18724	1.862
7238	0.493
21105959	1.069
13866817	0.816
13875392	0.742
13839575	0.0
6322	0.408
558020	0.408
733	0.577
6342	1.333
21132380	0.742
7551	0.0
12244	2.006
1266393	0.289
13677	1.429
124	1.050
132	1.449
21106015	0.0
65750	0.433
63903	0.433
10940	1.138
13865438	0.901
7223	0.493
13868640	0.816
29001	0.471
59674	0.0
21106135	0.837
10248	2.006
13837988	1.138
8528	0.742
8900	0.0
10400	0.866
8067	3.643
13839109	0.289
13837537	0.0
21105905	0.493
11077	0.742
13839123	1.478
9911	2.154
13839174	1.734
906	0.943
7630	0.471
13865426	0.606
13884973	0.816
10710415	0.911
8543	0.0
13835604	0.0
6093	0.0
59447	0.408
21106560	0.493
20843	1.138
15965	1.020
70682	0.0
13658	2.154
11862	0.0
7710	0.0
7809	0.0
7765	0.0
69177	2.887
21111822	0.816
6794	1.040
7681	0.408
26516	0.433
17131	2.519
10772140	0.408
7190	1.449
63054	2.887
18801	0.0
68156	0.0
21106520	0.408
16119	2.341
10244	2.887
924	1.040
13862559	1.478
6788	1.292
7131	1.040
7466	0.493
13861343	2.598
73412	0.0
8904	0.0
13874733	0.408
24535	1.234
25552	1.040
10437215	0.433
12225	0.408
13839151	1.734
13848808	1.569
8140	1.478
11087	0.408
10909	1.641
10918	1.641
15489	1.351
2441	5.363
12499	3.643
7480	0.408
10939	1.138
7018	0.577
11784	0.408
13839128	1.478
8868	0.943
7518	0.816
21106019	0.901
7528	0.816
24533	0.493
1020	0.0
2039535	0.433
13839110	1.0
21105998	1.838
13865680	1.069
11604	0.837
8374	1.020
21106586	1.778
11756	0.289
8733	0.0
13835459	0.0
71089	0.408
7688	0.408
8902	0.0
10937	1.138
6897	1.020
773	0.0
17443	0.493
6883	1.089
11785	0.408
15495	1.5
1141	0.742
7240	0.493
503239	1.040
13860641	1.069
6974	1.138
21106571	2.006
10908	1.976
3463	8.769
16388	3.173
6828	0.943
7161	2.126
592	1.333
8141	0.408
7679	0.408
4444456	0.0
83866	1.138
66996	0.408
21105897	1.5
15427	0.433
5830	0.433
13840690	0.493
13839105	1.478
11667	0.901
13835772	1.138
61538	2.341
238	1.040
13864445	1.734
21108548	0.816
13047	2.887
21106163	2.154
967	3.643
13876103	1.454
2018165	0.408
14256731	1.394
6311	0.408
11699	0.408
12643	0.408
83850	1.138
30595	1.569
13839082	0.816
13865424	0.901
13853758	1.449
13860335	0.493
4366810	0.697
10422	0.697
11695	0.408
13229	0.911
24099	0.0
11576	2.126
7175	1.498
7157	1.438
12060	0.841
14678	0.841
11021	0.901
21105871	0.742
466305	2.044
13837686	1.138
61411	2.887
917	1.440
21106519	0.841
65	1.478
13029	2.341
13875356	0.742
19766	2.887
12044	1.440
12682	2.326
10181341	0.642
748	0.0
71628	0.553
7568	0.0
13839553	0.0
9363	0.408
6296	1.608
9574	1.390
971	0.408
13846663	2.270
21106091	2.751
10246	2.006
70715	0.408
13871718	0.433
2654	1.513
9547	1.498
92731	3.976
62632	0.0
78998	0.0
11884	0.0
16177	0.0
15853	0.0
67360	0.0
11866	0.0
15846	0.0
7566	0.0
29026	0.0
11846	0.0
7770	0.0
7717	0.0
6102	0.0
21109330	4.5
10948	0.577
13835293	1.707
13835224	0.408
13839441	0.0
13835235	0.0
62808	0.408
7236	0.493
11589	1.533
79969	1.473
21106366	0.642
62310	1.5
7420	0.433
28982	0.901
19709	1.234
21168831	0.433
55443	0.433
453675	0.433
60121	1.020
69340	0.433
10992	0.837
6633	1.734
16804	3.643
21159695	0.841
455090	1.040
57726	2.186
7234	0.493
6630	1.734
71437	2.186
13063	1.387
558878	0.697
2005981	0.0
25886	0.493
71430	0.933
7736	0.0
447	1.069
21106525	0.901
18707	1.478
559096	2.632
13868660	0.816
707	3.643
7140	1.390
8070	1.498
387	1.333
10018	0.0
61001	2.862
13854136	1.138
1664	0.408
20570	1.040
13854248	1.138
7001	2.154
11366	2.006
21106540	2.341
21106570	2.887
15855	2.126
7790	0.0
13835209	0.0
8903	0.0
62489	0.493
8899	0.0
13634	0.493
13630	0.408
13869434	1.478
553578	0.697
66565	0.742
10437135	0.433
66021	0.408
7221	0.493
10857	1.734
7383	0.433
13030	2.006
6339	1.333
6736	1.440
10851	1.789
10850	1.721
23977588	8.813
434	1.390
24043	0.612
12069	0.289
191367	0.289
11799	0.289
7615	0.289
6338	0.408
11265	1.537
6135	0.0
72056	0.0
34095	0.0
18685	0.0
62628	0.0
67653	0.0
11875	0.0
21106032	0.0
7021	0.577
1348	0.408
66896	1.020
62534	0.841
62408	1.020
7389	0.433
13848467	0.433
72556	0.433
13835151	0.816
10991	0.837
13860692	0.742
13869462	1.478
38364	1.734
12045	1.292
2003	9.028
17784	1.946
12637	0.0
13839416	0.0
11694	0.408
29008	0.0
2606	2.598
21106524	1.069
12823	0.901
5889	0.408
81815	1.040
13840647	1.734
13875212	1.138
9579	1.449
21105859	0.986
19475	0.577
9874	1.681
13647	1.040
9350	0.816
21168826	0.837
10801842	1.118
65785	1.473
13860491	1.478
6780	0.943
10841	2.067
5593	0.943
25889	1.138
25890	0.493
10227261	1.394
220998	0.493
12954	0.493
9454	1.050
9360	0.742
13851576	0.493
21105848	1.639
12047	1.351
16736498	8.813
913	1.040
6478	1.756
6745	1.479
8912	0.0
12229	0.408
6898	1.225
10849	1.793
11038	0.816
89076	1.359
21105870	0.433
199342	2.724
19477	0.553
6287	1.436
13811	1.737
14169248	0.493
1019	0.0
10437074	0.408
21105878	0.986
21168813	1.390
235	0.493
8186	1.449
11596	1.473
13860775	1.069
6674	1.498
11083	1.0
2206	3.493
13872122	0.433
8098	0.943
10328	1.138
6737	1.440
6789	1.292
15861	2.478
7600	1.158
4445317	2.777
11632	0.493
7961	1.061
13885245	0.777
8674	0.933
7132	1.040
13856352	0.433
8071	1.498
11783	0.408
10980	1.449
21106172	2.006
27488	1.734
10813	1.842
7202	1.533
30516	0.493
26325090	0.0
21112023	1.449
13876539	0.433
21106018	1.478
68676	2.175
551	1.783
11776	1.0
66895	1.020
66887	1.020
9893	1.020
63518	1.020
59482	1.020
6881	1.089
13839308	0.433
10586285	3.468
218253	1.440
8341	1.292
20198	5.959
7689	0.408
63310	2.341
7299	0.813
10829	1.945
191	0.577
12957	0.493
84036	0.553
68152	2.295
24041	0.493
19953955	0.0
13835630	0.433
14556	1.020
21106140	1.425
13863618	1.069
13837787	1.498
1361549	0.873
10831	1.945
23886	1.945
33421	1.842
992	1.943
70714	0.408
13875432	0.742
12640	0.408
6480	1.440
15755	1.721
14995	1.945
14994	1.945
67470	1.789
15476	1.793
15756	1.641
1906	1.050
6592	1.783
21943	0.493
10106	1.436
19956441	0.0
11930	1.821
10384035	0.433
65936	0.493
14227	1.390
11584	1.498
13867714	0.943
6706	1.851
6916	1.428
19957731	0.0
10205670	0.408
120489	0.493
13875219	0.816
7302	0.813
70660	1.250
16387	2.110
502245	1.731
5708	0.612
16159	1.276
13648	1.040
9349	0.816
63889	0.816
13835126	1.449
10437210	1.574
768	1.440
34863	2.355
23730	0.577
23621376	0.0
11332993	0.987
21106146	1.390
12231	1.138
13837760	1.138
10008	0.408
10972	1.390
2079	3.662
13869451	0.742
4759	1.618
33617	1.770
11961	2.006
15619	2.074
6739	1.440
953	1.449
331	1.498
15789876	1.802
7224	0.493
11600	0.837
21106144	1.498
13863774	1.449
10243171	1.050
7138	1.040
4878	0.742
6604	1.789
25677	2.771
6840	1.799
4590	1.075
12816	0.493
21111781	1.040
123207	0.816
776	0.943
15475	2.067
15477	1.842
15478	1.976
15524	1.641
2297441	1.409
158870	2.231
157093	2.070
83374	2.074
457144	2.123
135925	2.355
457145	2.299
8807	1.756
8182	2.038
19476	0.493
13871489	2.341
28969	0.642
13863629	0.493
7278	0.862
13644	1.040
21106014	1.069
13869480	0.837
42330	3.374
13869339	0.816
13875441	0.742
30881	1.629
14620	1.409
6852	1.387
6735	1.440
30572	1.496
392447	0.722
67465	1.256
4962	1.069
21106013	1.390
577	0.742
26260	2.123
4932499	3.2
4575338	5.584
12586	1.436
7964	7.139
6193	6.633
86394	3.696
13860817	1.478
21111772	2.154
15620	2.355
11708	0.816
6079	1.449
13859497	1.387
9943	0.493
28973	0.841
62517	0.777
456015	0.493
63906	0.901
1446	1.838
12133	1.2
15621	2.299
11632871	0.0
13856009	1.040
79280	0.777
27296	0.841
11651	0.841
8657	0.837
8665	0.901
4575	3.907
13842573	0.816
8876	0.943
63908	0.901
10181339	0.722
86435	1.214
21106020	1.449
15488	1.292
84188	2.511
136000	2.573
135983	2.416
136001	2.420
