Compound Id	FragmentComplexity
502855	14.04
6191	7.06
26325183	156.05
5709	9.03
6153	4.04
16425	6.07
8521	20.09
23150	8.03
76894	14.07
2041618	15.07
8520	16.07
66656	7.03
26824	16.07
18019	20.09
11434292	11.05
26325084	42.19
6190	7.06
11919	8.01
10696	16.08
26325083	38.17
10451	20.1
23101	12.05
122090	13.05
26325082	34.15
26325081	30.13
512621	8.03
10449	24.12
26325080	26.11
66655	9.03
10652594	15.1
14021447	22.09
67991	8.05
109705	18.09
17619	6.03
9256	6.05
692	1.01
291	0.0
6084	1.0
6094	2.0
7555	3.0
6120	3.0
7712	4.0
6308	4.0
9646	4.0
10781	7.0
15802	8.0
17976	8.0
7767	5.0
7604	5.0
7010	5.0
6163	5.0
6340	5.0
8560	6.0
11094	6.0
11023	6.0
11055	6.0
10786	6.0
7619	6.0
10755	6.0
11551	6.0
349	7.0
11035	7.0
11104	7.0
10795	7.0
10445	7.0
7849	8.0
17558	8.0
13439	8.0
13402	8.0
14840	9.0
13448	9.0
13619	10.0
7890	11.0
11882	12.0
11883	13.0
10540	15.0
7929	19.0
11897	20.0
11899	21.0
12017	22.0
12072	23.0
11900	24.0
11901	25.0
11146	26.0
11902	27.0
10542	31.0
11906	35.0
8878	22.0
11585	11.03
11557190	18.07
10452	12.06
10784857	18.12
108106	24.08
127983	1.02
78828	14.05
68328	10.03
67414	18.06
13837650	3.02
13853215	7.06
9392	7.06
10765	4.0
7674	7.0
14998	6.02
10614293	7.0
61149	11.08
6156	4.01
12201	5.0
11109	5.0
24142	14.0
13622	13.0
16180	12.0
7891	11.0
12446	5.0
29025	8.0
12635	10.0
11121	6.0
7713	4.0
12809	9.0
7833	7.0
7556	3.0
7954	2.0
555074	6.0
7957	3.0
4516601	7.0
56442	3.0
4483639	4.0
4516599	7.0
4512361	7.0
4483638	4.0
4449912	3.0
4512642	7.0
18410	10.0
22408	0.01
66675	7.02
10113	4.0
9484	4.03
23208	2.03
6085	1.0
7024	6.0
15438	8.0
8896	5.0
14751	8.0
221117	44.0
7787	6.0
8908	7.0
8909	8.0
8910	10.0
71433	5.01
22814	0.01
9095782	7.04
6151	4.04
14299946	16.09
6188	7.06
11099	4.0
73583	7.05
7340	12.01
8158	6.01
11110	5.0
9642	2.0
12577	5.04
11996	6.01
10756390	20.08
62827	7.05
7626	6.01
10265264	44.0
13835550	3.02
56117	8.03
11230	4.01
63631	5.01
11086	7.0
21106179	3.03
11841	8.01
6402	31.0
1406720	79.0
2056044	11.08
1114	3.01
14692	9.0
10179173	44.0
21800	44.0
8544	5.0
7788	6.0
4927801	30.1
9088156	15.06
29040	6.05
10325078	7.06
55188	6.01
7624	6.01
68224	20.08
24263	31.0
6364	31.0
11749	5.01
14672	5.01
11228	4.01
11864	7.0
12209	5.0
11857	7.0
391428	79.0
10733068	25.1
454638	79.0
12456	9.0
17880	8.0
11845	6.0
11806	4.0
9990	3.0
6309	4.0
7557	3.0
558883	4.0
56020	4.0
10124	5.0
6111	3.0
10265270	79.0
14198	31.0
7794	8.01
7180	10.0
9286	5.04
9411	8.05
14441700	5.03
6148	4.03
6149	4.04
15765	44.0
553642	8.0
15413	10.04
7182	10.0
10669	10.0
66567	10.07
6132	3.03
8569	8.01
12220	10.01
7823	6.01
11849	6.01
10441	3.01
3168	4.01
11833	5.01
455420	8.01
10709	4.01
7558	3.0
6095	2.0
10179239	79.0
12197	3.0
11761	6.01
6108	2.02
69914	15.06
59573	6.03
70850	4.01
38403	9.07
11671339	15.06
7956	2.01
55090	5.01
11180	6.01
274	2.02
6145	4.01
10053	4.01
28993	9.0
59483	12.06
11811	4.01
7777	5.01
15482	10.01
454215	6.05
7856	8.01
8562	6.01
10054	4.01
7730	4.01
11739	7.01
11056	6.01
6146	4.01
9461	7.04
654	2.01
11194	7.01
6165	5.01
11216	7.01
62230	8.01
16791	7.0
18717	7.01
11210	7.01
518	0.01
11117	6.0
205483	11.03
10979	10.0
61346	8.06
6186	7.06
391	0.01
69371	8.03
69569	12.07
6310	4.01
7606	5.01
7181	10.0
99596	6.04
23255	4.01
6123	3.01
4514529	0.01
11351244	22.0
499714	8.02
78467	11.03
16841	6.05
2062437	6.04
61266	67.1
15954	7.01
11819	7.01
7622	6.01
99440	7.01
11239	5.01
11543	7.01
10790	6.01
6187	7.06
2656	34.01
6827	37.0
20939	10.0
9016	6.05
7817	6.01
11788	7.01
13835316	3.02
6270	12.05
454209	5.02
9633	8.01
9377	6.01
9243	2.01
11148	1.01
923	2.03
6121	3.01
8576	10.01
7851	8.01
15387	9.01
6315	4.01
7811	6.01
7835	7.01
7769	5.01
7716	4.01
7564	3.01
6101	2.01
6089	1.01
6118	3.01
8577	10.01
14349	9.01
7852	8.01
14680	7.01
7776	5.01
7330	5.0
6122	3.01
63863	8.05
2282428	6.05
15486	10.01
7732	4.01
18920	8.01
11861	9.01
123993	8.01
11036	7.01
11029	7.01
11794	6.01
11732	6.01
10511	7.01
21011	5.01
11678	6.01
7533	8.01
3644	3.01
6320	4.01
10947	5.01
6164	5.01
11729	3.01
9254	6.05
9251	6.05
6307	4.01
62589	7.01
7686	7.01
13837280	4.03
9253	6.05
13255	7.01
10512	5.01
13837797	6.01
16641	2.03
6098	2.01
10536	8.01
7827	6.01
9233	4.01
18607	4.01
5730	4.04
3441	6.05
83734	6.05
217	0.01
56559	18.01
9053802	14.01
10787	6.01
29000	5.01
11793	6.01
10526	6.01
120464	6.01
7434	8.01
7459	6.01
11024	6.01
6312	4.01
8398	5.01
24590970	6.04
7733	4.01
56144	9.07
23055	5.03
6130	3.03
7850	8.01
11865	7.01
7714	4.01
10437	3.01
6097	2.01
12219	9.01
7848	8.01
61487	5.01
11863	7.01
7810	6.01
7766	5.01
7711	4.01
7552	3.01
6092	2.01
7791	6.01
12010	6.01
11830	5.01
10497	4.01
31029	3.01
6100	2.01
12228	7.01
6042	4.03
553742	4.02
13836713	3.01
13803	7.04
11898	20.01
72522	19.01
7928	18.01
14348	17.01
2581	16.01
11891	15.01
7917	14.01
7915	13.01
7901	12.01
7892	11.01
7882	10.01
8574	9.01
932	8.01
7812	6.01
7837	7.01
6040	5.01
258	4.01
1004	3.01
682	2.01
7815	6.01
7560	3.01
6103	2.01
6635	9.06
14829	4.03
6087	1.01
11525	5.01
7721	4.01
6083	1.01
1039	2.01
6088	1.01
864	1.01
13837281	5.04
937	0.01
56232	11.02
71390	3.03
5979	7.06
13837190	4.02
7074	9.02
15077490	6.05
13872989	3.01
13638	8.01
7170	12.0
10534	7.0
6128	3.02
9391	6.04
6086	1.0
10410	10.0
68503	8.04
10675065	8.05
14694	5.04
7090	10.03
7028	6.01
63156	6.01
12626	5.01
62597	4.01
15803	86.01
10487	7.01
13492	13.0
15747	14.0
8356	10.0
13849981	10.01
12933	13.05
6105	2.02
18971812	7.04
14688	15.02
6125	3.02
13835977	3.01
5977	3.03
71876	12.02
7128	9.0
7183	10.0
7088	10.0
15461	11.0
13299573	8.06
107412	7.05
7073	9.02
455353	8.02
16778	6.02
7705	6.02
2340753	5.04
7728	4.02
8554	6.01
10340	6.01
21112738	3.01
4481813	3.02
13487	12.0
7385	9.0
8531	10.0
7448	10.0
4514586	0.01
764	8.02
10325184	5.04
6406	6.02
12066	5.02
7738	5.01
7098	11.04
10404	11.0
7419	10.0
7219	8.0
11660	9.0
6999	10.0
5026296	34.01
18688	8.02
7737	5.01
13871721	4.01
1108	7.0
236	6.0
7521	8.0
7641	8.0
7659	9.0
11871	7.02
55130	8.02
10433	8.02
11992	7.02
13836399	7.02
7703	6.02
10253	10.0
60886	55.08
83962	43.02
12161	8.05
7671	9.02
10446	7.02
62249	7.02
11526	5.03
13571291	3.01
71312	6.05
7026	6.01
7678	7.01
9970	8.01
7672	7.01
7786	5.02
8335	10.0
6301	10.01
10606755	9.07
7657	8.02
22453	8.02
7065	7.02
11193	7.02
13836591	5.02
13875283	8.01
7553	3.01
11409	9.0
13249	16.02
3631	9.07
13835836	7.02
55084	10.02
7694	9.02
7482	8.02
11716	9.02
11045	8.02
7515	7.02
13836549	12.06
7546	5.01
7677	7.01
13836674	3.01
2293678	6.05
6967	8.0
6977	9.0
21168808	6.01
960	17.02
6177	6.02
61213	5.03
20545	19.02
7472	7.02
11207996	7.02
29016	8.02
7747	7.02
7627	6.02
10571	6.02
7076	9.02
6649	7.02
8012	6.02
7003	8.02
13854944	5.02
6104	2.02
4937830	3.01
61191	11.04
9614	7.01
7739	5.01
8883	54.0
7757	13.02
7511	11.02
7509	10.02
29005	9.02
10420	8.02
7478	7.03
7475	7.02
7463	6.02
6333	4.02
21111806	8.02
10364	8.0
21111820	6.01
21171407	3.01
3210	15.01
10756	11.01
11910	5.01
7469	7.02
7064	7.02
60329	5.02
13842001	7.02
13850082	13.02
21106169	5.04
7872	11.02
7875	13.02
7913	15.02
7670	9.01
8568	9.02
14846	11.02
7800	10.02
11843	8.02
29012	7.02
10797	7.01
7538	9.02
7536	8.02
11755	5.02
7706	6.02
7761	7.02
10492	6.02
11680	6.02
11706	7.02
10653	5.02
68179	8.02
10001	6.02
6341	5.02
11727	3.02
7727	4.02
3951	5.02
21108550	8.02
13836021	4.02
9724	31.0
11731	3.02
8950	9.0
14866	12.0
6720	11.01
13850142	11.01
558917	10.01
11153	2.02
7559	3.01
558928	4.02
415	4.02
390927	34.01
10236	9.0
7012	5.01
11065	5.01
28981	8.01
99681	14.02
8525	5.02
6176	6.01
7081	6.01
6313	4.01
13837702	5.02
9903	28.0
13849989	10.01
55123	8.02
12012	7.02
7534	8.01
10791	6.01
11125	6.02
7782	5.02
8552	7.02
7701	6.02
6316	4.02
9325	8.02
13866593	6.02
11911	5.04
55091	6.05
552744	5.02
7888	12.02
12013	14.02
123860	9.02
28986	7.01
2863	11.02
6335	4.02
7803	8.02
259	5.02
7616	5.02
171	3.02
24641	10.02
7129	9.0
7866	10.02
3756	13.02
10033	18.02
30713	5.04
10788	6.01
7621	6.01
8329688	5.03
10777	5.01
441	8.01
7838	7.01
5949	6.01
370	9.02
29029	9.01
7772	5.01
256	4.01
512	3.01
1005	4.02
2018460	7.05
21169510	8.05
48024	7.02
7013	5.03
7676	7.01
13875281	8.01
7220	8.0
7248	9.0
11661	9.0
12674	37.0
8097	31.0
12071	20.02
10035	21.02
12972	11.01
9976	9.01
7514	7.01
215929	8.01
11025	6.01
7734	4.02
7016	5.01
1087	2.03
60524	4.02
72551	10.02
763	1.02
1095	5.01
6179	6.05
2038738	8.03
11154	2.02
12259	11.0
3973	7.05
13836589	5.02
172	2.01
13836520	8.02
22191	8.02
75951	9.02
72793	9.02
13835336	3.02
13875230	8.01
18219	4.03
4514549	0.01
10801109	14.05
15016	18.01
29004	9.03
7871	11.01
21153	12.01
7802	8.01
12218	10.01
12632	9.01
7760	7.01
11095	6.01
21106173	9.03
7607	5.01
13866746	11.05
7577	3.02
7506	10.01
