Compound Id	AutocorrelationMass [ATSm4]
502855	19.657
6191	22.518
26325183	39.333
5709	10.495
6153	0.0
16425	0.0
8521	60.780
23150	14.030
76894	35.843
2041618	39.735
8520	45.197
66656	11.692
26824	46.750
18019	65.439
11434292	23.166
26325084	145.360
6190	29.019
11919	12.0
10696	62.333
26325083	129.777
10451	77.916
23101	29.613
122090	33.278
26325082	114.194
26325081	98.611
512621	16.692
10449	93.499
26325080	83.027
66655	17.362
10652594	54.533
14021447	67.444
67991	23.158
109705	37.472
17619	9.353
9256	15.012
692	0.0
291	0.0
6084	0.0
6094	0.0
7555	1.0
6120	0.0
7712	2.0
6308	2.0
9646	0.0
10781	8.0
15802	7.0
17976	6.0
7767	3.0
7604	3.0
7010	4.0
6163	3.0
6340	4.0
8560	4.0
11094	4.0
11023	5.0
11055	4.0
10786	6.0
7619	4.0
10755	6.0
11551	6.0
349	5.0
11035	6.0
11104	5.0
10795	8.0
10445	5.0
7849	6.0
17558	6.0
13439	6.0
13402	12.0
14840	7.0
13448	7.0
13619	8.0
7890	9.0
11882	10.0
11883	11.0
10540	13.0
7929	17.0
11897	18.0
11899	19.0
12017	20.0
12072	21.0
11900	22.0
11901	23.0
11146	24.0
11902	25.0
10542	29.0
11906	33.0
8878	2.0
11585	14.993
11557190	51.861
10452	37.405
10784857	65.439
108106	91.646
127983	0.0
78828	36.278
68328	20.694
67414	59.390
13837650	8.713
13853215	37.397
9392	35.520
10765	2.0
7674	5.0
14998	5.338
10614293	5.0
61149	43.679
6156	0.0
12201	3.0
11109	3.0
24142	12.0
13622	11.0
16180	10.0
7891	9.0
12446	3.0
29025	6.0
12635	8.0
11121	4.0
7713	2.0
12809	7.0
7833	5.0
7556	1.0
7954	0.0
555074	4.0
7957	0.0
4516601	5.0
56442	1.0
4483639	2.0
4516599	5.0
4512361	5.0
4483638	2.0
4449912	1.0
4512642	5.0
18410	7.0
22408	0.0
66675	9.0
10113	2.0
9484	0.0
23208	0.0
6085	0.0
7024	2.0
15438	5.0
8896	0.0
14751	7.0
221117	8.0
7787	3.0
8908	7.0
8909	8.0
8910	10.0
71433	3.0
22814	0.0
9095782	17.335
6151	0.0
14299946	63.886
6188	45.775
11099	2.0
73583	32.759
7340	12.499
8158	6.0
11110	3.0
9642	0.0
12577	7.506
11996	4.0
10756390	76.990
62827	19.758
7626	4.0
10265264	7.0
13835550	1.360
56117	11.341
11230	2.0
63631	4.0
11086	5.0
21106179	0.0
11841	7.328
6402	13.0
1406720	31.0
2056044	31.169
1114	0.0
14692	7.0
10179173	7.0
21800	8.0
8544	0.0
7788	3.0
4927801	114.558
9088156	36.782
29040	39.075
10325078	53.082
55188	6.332
7624	4.0
68224	76.990
24263	11.0
6364	13.0
11749	3.664
14672	3.0
11228	2.0
11864	5.0
12209	3.0
11857	7.0
391428	11.0
10733068	96.237
454638	31.0
12456	7.0
17880	6.0
11845	4.0
11806	2.0
9990	1.0
6309	2.0
7557	1.0
558883	2.0
56020	2.0
10124	4.0
6111	0.0
10265270	12.0
14198	13.0
7794	6.665
7180	11.0
9286	10.008
9411	15.975
14441700	6.115
6148	0.0
6149	0.0
15765	8.0
553642	8.0
15413	18.008
7182	11.0
10669	11.0
66567	31.624
6132	0.0
8569	6.664
12220	8.664
7823	4.664
11849	4.332
10441	1.0
3168	2.0
11833	3.332
455420	6.332
10709	2.332
7558	1.0
6095	0.0
10179239	12.0
12197	1.0
11761	4.0
6108	0.0
69914	48.398
59573	6.664
70850	2.0
38403	19.573
11671339	48.398
7956	0.0
55090	4.952
11180	6.664
274	0.0
6145	0.0
10053	0.0
28993	8.0
59483	36.241
11811	2.166
7777	3.166
15482	8.332
454215	31.054
7856	6.332
8562	4.332
10054	0.0
7730	2.0
11739	5.332
11056	4.332
6146	0.0
9461	8.321
654	0.0
11194	9.996
6165	3.332
11216	7.664
62230	10.996
16791	5.0
18717	9.328
11210	9.996
518	0.0
11117	3.0
205483	14.661
10979	11.0
61346	10.861
6186	54.152
391	0.0
69371	14.030
69569	38.741
6310	2.332
7606	3.166
7181	11.0
99596	24.166
23255	2.166
6123	0.0
4514529	0.0
11351244	2.0
499714	6.997
78467	12.162
16841	21.513
2062437	36.315
61266	71.979
15954	7.664
11819	5.332
7622	4.332
99440	5.332
11239	4.664
11543	7.996
10790	6.996
6187	56.029
2656	16.664
6827	14.0
20939	11.0
9016	28.014
7817	4.332
11788	5.166
13835316	0.0
6270	25.339
454209	4.164
9633	6.582
9377	4.582
9243	0.0
11148	0.0
923	0.0
6121	0.0
8576	8.166
7851	6.166
15387	7.166
6315	3.952
7811	4.166
7835	5.166
7769	3.166
7716	2.166
7564	1.166
6101	0.0
6089	0.0
6118	0.0
8577	9.670
14349	8.670
7852	7.670
14680	6.670
7776	4.670
7330	0.0
6122	0.0
63863	15.583
2282428	50.356
15486	9.664
7732	2.0
18920	6.332
11861	7.332
123993	10.996
11036	6.664
11029	6.664
11794	4.332
11732	4.332
10511	5.332
21011	3.332
11678	5.664
7533	8.664
3644	0.0
6320	2.332
10947	4.664
6164	3.996
11729	1.0
9254	27.724
9251	44.502
6307	13.305
62589	5.166
7686	5.166
13837280	17.426
9253	36.102
13255	4.0
10512	4.952
13837797	4.664
16641	0.0
6098	0.0
10536	9.340
7827	7.340
9233	2.0
18607	3.670
5730	0.0
3441	45.576
83734	33.935
217	0.0
56559	16.332
9053802	12.332
10787	6.664
29000	3.332
11793	4.332
10526	5.952
120464	9.903
7434	8.664
7459	5.664
11024	5.332
6312	2.664
8398	4.664
24590970	46.798
7733	2.0
56144	44.337
23055	7.485
6130	0.0
7850	7.952
11865	6.952
7714	3.952
10437	2.952
6097	0.0
12219	12.653
7848	11.653
61487	8.653
11863	10.653
7810	9.653
7766	8.653
7711	7.653
7552	6.653
6092	0.0
7791	3.166
12010	13.566
11830	12.566
10497	11.566
31029	10.566
6100	0.0
12228	7.677
6042	0.0
553742	8.713
13836713	2.670
13803	10.993
11898	18.332
72522	17.332
7928	16.332
14348	15.332
2581	14.332
11891	13.332
7917	12.332
7915	11.332
7901	10.332
7892	9.332
7882	8.332
8574	7.332
932	6.332
7812	4.332
7837	5.332
6040	3.332
258	2.332
1004	1.332
682	0.0
7815	5.670
7560	2.670
6103	0.0
6635	62.274
14829	0.0
6087	0.0
11525	4.664
7721	3.670
6083	0.0
1039	0.0
6088	0.0
864	0.0
13837281	34.851
937	0.0
56232	9.498
71390	0.0
5979	78.415
13837190	2.664
7074	11.325
15077490	58.734
13872989	1.332
13638	8.332
7170	15.0
10534	7.0
6128	0.0
9391	11.067
6086	0.0
10410	9.0
68503	14.989
10675065	13.913
14694	18.051
7090	14.491
7028	2.0
63156	4.332
12626	3.332
62597	2.332
15803	14.996
10487	8.903
13492	12.0
15747	13.0
8356	11.0
