Compound Id	AutocorrelationPolarizability [ATSp3]
502855	838.967
6191	84.880
26325183	2207.171
5709	437.797
6153	19.526
16425	269.155
8521	1039.239
23150	347.769
76894	N/A
2041618	N/A
8520	807.070
66656	N/A
26824	816.289
18019	1069.486
11434292	N/A
26325084	2408.985
6190	167.046
11919	480.744
10696	823.448
26325083	2176.499
10451	1094.799
23101	575.779
122090	693.117
26325082	1944.012
26325081	1711.525
512621	N/A
10449	1354.081
26325080	1479.033
66655	442.948
10652594	N/A
14021447	1246.514
67991	415.757
109705	986.435
17619	N/A
9256	66.916
692	0.0
291	0.0
6084	0.0
6094	20.234
7555	55.401
6120	78.858
7712	100.306
6308	135.046
9646	198.772
10781	525.984
15802	398.794
17976	542.892
7767	151.069
7604	192.612
7010	202.753
6163	283.257
6340	242.199
8560	205.219
11094	250.663
11023	266.967
11055	356.998
10786	324.443
7619	300.599
10755	381.238
11551	282.570
349	261.280
11035	328.775
11104	358.999
10795	463.792
10445	484.279
7849	318.405
17558	367.231
13439	690.964
13402	620.054
14840	376.115
13448	739.054
13619	434.144
7890	492.345
11882	550.640
11883	608.983
10540	725.738
7929	959.323
11897	1017.722
11899	1076.122
12017	1134.522
12072	1192.922
11900	1251.322
11901	1309.723
11146	1368.123
11902	1426.523
10542	1660.124
11906	1893.724
8878	583.065
11585	670.881
11557190	1013.861
10452	542.269
10784857	N/A
108106	1824.730
127983	0.0
78828	780.572
68328	544.312
67414	1220.191
13837650	69.467
13853215	277.497
9392	276.973
10765	138.489
7674	386.356
14998	206.802
10614293	484.279
61149	281.330
6156	132.075
12201	197.446
11109	154.786
24142	672.374
13622	613.998
16180	555.643
7891	497.330
12446	199.708
29025	323.183
12635	439.094
11121	209.477
7713	103.172
12809	381.003
7833	265.866
7556	57.039
7954	21.140
555074	210.571
7957	83.060
4516601	267.190
56442	57.657
4483639	103.464
4516599	268.086
4512361	267.190
4483638	103.464
4449912	57.657
4512642	268.086
18410	600.460
22408	0.0
66675	382.811
10113	141.299
9484	46.179
23208	1.695
6085	0.0
7024	309.336
15438	470.132
8896	191.642
14751	478.652
221117	546.645
7787	257.710
8908	334.866
8909	403.039
8910	543.160
71433	205.516
22814	0.0
9095782	213.717
6151	113.678
14299946	747.599
