Compound Id	WienerNumbers [WPATH]
36979	626.0
47915	638.0
56783	642.0
36981	644.0
37004	628.0
36980	636.0
222538	121.0
13848793	144.0
6492	176.0
7176	160.0
12478	90.0
7211	206.0
65523	121.0
11080	61.0
13090	307.0
230	188.0
194092	156.0
11625	162.0
8282	179.0
76394	90.0
82751	810.0
36989	800.0
8800	364.0
62060	627.0
2975965	664.0
33282	502.0
46285	488.0
46284	496.0
82806	494.0
56776	488.0
47913	498.0
32952	504.0
45446	496.0
43353	502.0
56773	494.0
26325089	1954.0
6588	226.0
2849146	121.0
10437335	164.0
8058	459.0
589165	126.0
361	188.0
33281	440.0
56786	428.0
56789	433.0
33456	426.0
46264	437.0
9187483	774.0
5978	16.0
10257	188.0
58563	120.0
2699	995.0
5739	553.0
13846658	252.0
6577	364.0
7145	117.0
6057	603.0
8816	513.0
659	9.0
955	120.0
6600	292.0
13835294	378.0
8817	545.0
526	162.0
7199	162.0
6514	543.0
62964	542.0
6610	459.0
5553	826.0
36990	726.0
35912	729.0
45448	717.0
36987	720.0
36988	728.0
2700	959.0
13860	88.0
33986	650.0
36983	642.0
36986	642.0
45447	626.0
35566	648.0
47916	652.0
46137	638.0
550258	644.0
33985	652.0
4963	114.0
7151	188.0
2928	678.0
8788	654.0
6646	125.0
5554	724.0
15484	907.0
20132	570.0
27749	394.0
7315	495.0
789	96.0
6453	442.0
6753	326.0
10197150	74.0
9797	788.0
192748	427.0
8799	676.0
7142	117.0
10437836	277.0
2121	284.0
4268	470.0
34854	577.0
46136	578.0
82736	568.0
56759	571.0
36984	580.0
6621	106.0
17347	114.0
4103087	286.0
2925	706.0
3693	724.0
15517	172.0
56775	510.0
56770	502.0
11283	666.0
21361761	580.0
36029	802.0
35206	820.0
64155	262.0
34192	738.0
82822	737.0
8763	815.0
14627	140.0
61739	180.0
8804	698.0
3322	939.0
13846959	120.0
5557	1021.0
3438	2035.0
75956	744.0
68568	120.0
4447447	824.0
6775	117.0
2246	680.0
5113	1096.0
26325182	409.0
7745	74.0
11672	125.0
105291	87.0
35108	660.0
28947	258.0
28552	456.0
29117	352.0
60858	448.0
1262	530.0
137720	530.0
6066	369.0
33316	587.0
11286	268.0
10837	234.0
5678	971.0
156255	40.0
18336	256.0
6550	137.0
5660	724.0
10292746	520.0
4449	60.0
12549	730.0
374462	27.0
256210	144.0
13662	120.0
21106059	2890.0
8093	448.0
65272	2439.0
9219586	990.0
4744	618.0
10437239	121.0
3216	1300.0
26286843	825.0
440	206.0
10975	240.0
8351654	87.0
1710	617.0
305	246.0
83191	1220.0
541032	140.0
11489	108.0
5774	1392.0
5026	536.0
10870	234.0
89258	408.0
5145918	1137.0
58496	2643.0
92468	1812.0
14916	600.0
5198	814.0
3841535	754.0
11439687	358.0
4470736	3032.0
4380	1116.0
92494	1589.0
4343	1814.0
91432	732.0
8103122	1230.0
3350	148.0
8124942	1298.0
24722	1797.0
133166	1072.0
8101973	971.0
5162	1251.0
3652	1593.0
509179	1171.0
40130	297.0
5376	946.0
106796	1057.0
2457	521.0
49179	2440.0
67594	352.0
5791	802.0
5768	1110.0
15520	3961.0
3102535	42.0
5139	758.0
4228778	1411.0
6688	408.0
55075	174.0
10162	2119.0
4444479	2307.0
4444107	1116.0
4444100	788.0
5551	1425.0
3741	417.0
5233	643.0
21108577	210.0
5542	2039.0
5552	1425.0
19232037	2283.0
3513	460.0
65234	1038.0
472932	93.0
4444553	1115.0
19232038	2862.0
6013	1365.0
31006	1551.0
18547147	3199.0
62265	336.0
21587143	3973.0
21486195	4203.0
4911	1061.0
2760	2039.0
4611	233.0
21105591	3272.0
4471584	988.0
6002	1163.0
4599	458.0
75995	3420.0
5550	1305.0
54833	3122.0
9786472	2557.0
197564	1316.0
5633	1436.0
5932	1201.0
10481872	3893.0
193441	1425.0
5541	1670.0
21105594	4208.0
48085	2246.0
21106077	4873.0
4067	2996.0
5142	152.0
196288	3199.0
75662	4100.0
2424	258.0
4444362	6416.0
21106058	3454.0
139025	3973.0
29400	4392.0
1043	1698.0
6045	14382.0
1253	156.0
