Compound Id	s
282	2.887
283	2.839
284	2.768
285	2.668
286	2.806
287	2.889
288	2.342
289	2.868
290	2.684
291	2.72
292	2.933
293	3.342
294	1.895
295	1.908
296	3.066
297	3.002
298	2.776
299	2.968
300	2.128
301	2.299
302	2.854
303	1.648
304	1.715
305	1.692
306	1.887
307	1.916
308	1.111
309	1.57
310	1.775
311	1.886
312	2.141
313	2.106
314	2.737
315	2.437
316	2.266
317	2.453
318	2.589
319	2.593
320	2.675
321	2.341
322	2.613
323	2.385
324	2.542
325	2.551
326	2.477
327	2.609
328	2.549
329	2.661
330	2.608
331	2.657
332	2.708
333	2.697
334	2.732
335	2.761
336	2.787
337	2.809
338	2.829
339	2.139
340	2.416
341	2.313
342	2.84
343	1.56
344	1.774
345	2.771
346	2.971
347	2.909
348	2.906
349	2.911
350	2.904
351	2.651
352	2.816
353	2.773
354	2.738
355	2.762
356	2.664
357	2.01
358	1.693
359	1.651
360	1.938
361	2.276
362	2.1
363	2.181
364	2.166
365	2.095
366	1.958
367	2.194
368	3.591
369	2.824
370	2.313
371	2.172
372	2.172
373	1.913
374	2.107
375	2.254
376	2.551
377	2.519
378	2.958
379	3.139
380	2.528
381	2.152
382	1.786
383	2.136
384	2.333
385	2.847
386	2.458
387	2.692
388	2.546
389	2.978
390	2.138
391	2.479
392	2.796
393	2.818
394	2.837
395	2.87
396	2.653
397	2.653
398	2.992
399	2.896
400	2.341
401	2.639
402	2.837
403	2.717
404	2.654
405	2.68
406	2.809
407	2.705
408	1.341
409	2.254
410	2.457
411	1.8
412	2.207
413	1.176
414	1.354
415	1.564
416	1.433
417	1.649
418	2.034
419	1.86
420	1.766
421	1.979
422	1.954
423	2.023
424	2.029
425	2.057
426	2.122
427	2.601
428	2.316
429	2.426
430	2.512
431	2.373
432	2.064
433	2.389
434	2.489
435	1.832
436	2.128
437	1.811
438	1.794
439	1.856
440	2.726
441	2.343
442	1.694
443	2.213
444	2.334
445	2.816
446	1.821
447	1.923
448	2.183
449	1.489
450	1.924
451	1.644
452	2.221
453	1.754
454	2.425
455	2.092
456	1.964
457	1.121
458	1.691
459	2.032
460	1.88
461	1.288
462	1.69
463	1.816
464	1.76
465	1.656
466	1.709
467	1.65
468	1.831
469	1.889
470	2.167
471	1.9
472	1.385
473	1.529
474	1.986
475	1.598
476	2.034
477	2.299
478	2.345
479	1.758
480	2.59
481	2.456
482	2.506
483	2.363
484	1.789
485	2.279
486	1
487	1.633
488	2.339
489	2.447
490	1.633
491	1.975
492	2.54
493	3.168
494	2.754
495	2.754
496	2.993
497	2.832
498	3.021
499	3.135
500	3.078
501	3.032
502	2.966
503	3.135
504	3.032
505	3.172
506	3.205
507	2.191
508	2.54
509	2.339
510	2.913
511	2.803
512	3.172
513	2.734
514	2.219
515	2.803
516	2.965
517	3.137
518	0.41
519	0.956
520	1.464
521	1.32
522	1.195
523	2.564
524	3.297
525	2.075
526	2.238
527	0.695
528	1.135
529	1.341
530	2.028
531	2.038
532	2.337
533	1.903
534	2.47
535	2.786
536	2.122
537	1.786
538	2.406
539	2.329
540	2.709
541	1.555
542	2.977
543	2.927
544	2.888
545	2.056
546	1.59
547	1.802
548	2.73
549	2.23
550	1.607
551	2.155
552	2.25
553	1.815
554	2.346
555	2.653
556	1.64
557	1.899
558	2.094
559	1.78
560	2.245
561	2.219
562	2.312
563	2.754
564	3.222
565	2.671
566	2.51
567	2.554
568	2.69
569	2.411
570	2.495
571	2.676
572	2.564
573	2.839
574	2.998
575	2.703
576	2.478
577	2.393
578	1.702
579	2.02
580	2.465
581	2.656
582	2.606
583	2.098
584	2.283
585	2.545
586	2.313
587	2.731
588	3.23
589	2.734
590	2.698
591	2.362
592	2.892
593	2.764
594	2.544
595	2.796
596	2.222
597	2.364
598	2.977
599	2.499
600	2.166
601	2.419
602	2.437
603	2.322
604	1.988
605	2.255
606	1.887
607	3.047
608	2.583
609	1.928
610	1.633
611	2.405
612	2.333
613	1.507
614	1.999
615	2.14
616	4.731
617	3.928
618	2.959
619	2.889
620	2.972
621	3.586
622	3.13
623	3.16
624	3.124
625	3.033
626	2.909
627	2.708
628	2.44
629	3.165
630	2.576
631	2.442
632	2.587
633	2.302
634	2.671
635	2.776
636	2.718
637	2.224
638	2.459
639	3.219
640	2.589
641	2.822
642	2.854
643	2.883
644	2.907
645	2.523
646	2.629
647	3.177
648	2.643
649	2.45
650	1.954
651	2.856
652	1.593
653	2.388
654	1.809
655	2.47
656	2.429
657	2.635
658	2.638
659	2.662
660	1.687
661	2.079
662	1.556
663	1.667
664	3.021
665	2.54
666	2.191
667	1.747
668	1.731
669	1.716
670	1.704
671	3.166
672	1.937
673	2.246
674	2.699
675	2.54
676	2.365
677	2.675
678	1.78
679	1.132
680	2.341
681	2.191
682	2.886
683	1.908
684	2.546
685	1.986
686	2.887
687	2.833
688	1.854
689	2.79
690	1.467
691	1.914
692	3.028
693	3.028
694	3.065
695	2.492
696	2.348
697	2.585
698	2.634
699	2.629
700	2.55
701	2.584
702	2.755
703	2.473
704	1.547
705	2.427
706	2.387
707	2.193
708	2.894
709	2.533
710	2.442
711	2.483
712	1.442
713	2.756
714	2.782
715	2.377
716	2.436
717	2.492
718	2.832
719	3.006
720	2.932
721	2.781
722	2.809
723	2.409
724	2.107
725	3.138
726	3.115
727	1.507
728	2.045
729	2.311
730	2.163
731	1.336
732	1.45
733	1.752
734	1.56
735	1.643
736	1.955
737	2.689
738	2.205
739	3.555
740	2.75
741	2.83
742	2.717
743	2.774
744	1.999
745	2.15
746	2.816
747	2.773
748	2.738
749	1.931
750	1.57
751	3.044
752	2.872
753	2.771
754	2.911
755	2.92
756	2.839
757	2.771
758	2.771
759	2.814
760	2.814
761	1.875
762	2.469
763	2.557
764	2.036
765	2.344
766	2.777
767	2.955
768	1.177
769	2.006
770	2.224
771	2.624
772	2.277
773	2.636
774	2.572
775	2.26
776	2.199
777	2.401
778	1.666
779	2.706
780	2.226
781	3.828
782	2.658
783	2.665
784	2.05
785	3.128
786	2.91
787	2.675
788	2.988
789	2.079
790	2.011
791	1.744
792	2.023
793	2.184
794	2.153
795	1.67
796	2.888
797	1.769
798	2.023
799	1.924
800	2.053
801	1.836
802	1.82
803	2.444
804	1.783
805	2.724
806	1.958
807	2.021
808	2.152
809	1.762
810	2.231
811	2.64
812	2.67
813	4.151
814	2.568
815	2.097
816	2.987
817	2.533
818	2.438
819	2.739
820	2.223
821	2.927
822	2.521
823	2.357
824	1.987
825	2.364
826	2.176
827	1.942
828	3.505
829	2.63
830	1.351
831	2.004
832	1.769
833	1.98
834	1.979
835	2.592
836	2.34
837	2.492
838	3.768
839	2.32
840	2.805
841	2.162
842	1.709
843	1.845
844	2.036
845	1.599
846	1.584
847	1.891
848	2.255
849	1.569
850	1.838
851	2.249
852	1.961
853	2.031
854	2.131
855	1.576
856	2.506
857	1.994
858	1.895
859	1.886
860	1.921
861	1.674
862	1.839
863	2.442
864	1.785
865	2.414
