Compound Id	s
201	0.069
202	0.068
203	0.068
204	0.068
205	0.068
206	0.079
207	0.059
208	0.082
209	0.072
210	0.078
211	0.066
212	0.085
213	0.07
214	0.07
215	0.07
216	0.082
217	0.08
218	0.085
219	0.085
220	0.081
221	0.085
222	0.068
223	0.063
224	0.077
225	0.083
226	0.077
227	0.066
228	0.083
229	0.079
230	0.078
231	0.078
232	0.071
233	0.065
234	0.095
235	0.094
236	0.103
237	0.095
238	0.106
239	0.112
240	0.107
241	0.095
242	0.105
243	0.095
244	0.11
245	0.102
246	0.086
247	0.095
248	0.098
249	0.106
250	0.084
251	0.084
252	0.097
253	0.116
254	0.078
255	0.114
256	0.109
257	0.085
258	0.078
259	0.072
260	0.072
261	0.07
262	0
263	0
264	0.033
265	0.048
266	0.043
267	0.05
268	0.051
269	0.05
270	0
271	0.047
272	0.032
273	0.022
274	0.05
275	0.052
276	0.053
277	0.054
278	0.054
279	0
280	0.07
281	0.063
282	0.078
283	0.068
284	0.063
285	0.078
286	0.077
287	0.045
288	0
289	0.047
290	0.044
291	0.043
292	0.059
293	0.031
294	0.023
295	0.029
296	0.053
297	0.066
298	0.046
299	0
300	0.062
301	0.091
302	0.066
303	0.023
304	0.063
305	0.046
306	0.095
307	0
308	0
309	0
310	0
311	0
312	0
313	0.033
314	0
315	0
316	0.043
317	0.044
318	0.022
319	0.022
320	0.047
321	0
322	0
323	0.048
324	0.043
325	0.043
326	0.05
327	0.045
328	0.051
329	0.046
330	0.052
331	0.053
332	0.048
333	0.054
334	0.054
335	0.055
336	0.055
337	0.056
338	0.056
339	0.055
340	0.066
341	0.071
342	0.048
343	0.037
344	0
345	0.062
346	0.054
347	0.071
348	0.071
349	0.071
350	0.058
351	0.062
352	0.057
353	0.06
354	0.08
355	0.063
356	0.078
357	0.069
358	0.054
359	0
360	0.038
361	0.033
362	0.057
363	0
364	0
365	0
366	0
367	0.022
368	0.016
369	0.015
370	0
371	0.033
372	0.033
373	0.033
374	0.043
375	0.048
376	0.057
377	0.06
378	0
379	0
380	0.054
381	0.069
382	0
383	0
384	0
385	0
386	0.044
387	0
388	0.043
389	0.046
390	0.066
391	0.049
392	0.051
393	0.051
394	0.052
395	0.053
396	0
397	0
398	0.043
399	0.054
400	0
401	0.066
402	0.062
403	0.072
404	0.062
405	0.042
406	0.088
407	0.08
408	0
409	0.044
410	0.046
411	0.06
412	0.096
413	0
414	0
415	0.033
416	0
417	0
418	0.059
419	0.044
420	0
421	0
422	0.022
423	0.022
424	0.022
425	0.047
426	0.044
427	0.057
428	0.062
429	0.033
430	0
431	0.032
432	0.088
433	0.047
434	0.04
435	0.077
436	0.099
437	0.076
438	0.075
439	0.078
440	0.06
441	0.043
442	0.032
443	0.052
444	0.046
445	0.052
446	0.077
447	0.05
448	0
449	0
450	0.043
451	0
452	0.054
453	0.033
454	0.083
455	0.052
456	0.043
457	0
458	0.032
459	0.059
460	0.044
461	0.065
462	0.043
463	0.043
464	0.043
465	0.053
466	0.055
467	0.052
468	0.055
469	0.083
470	0.068
471	0.078
472	0.08
473	0.09
474	0.076
475	0.06
476	0.066
477	0
478	0.116
479	0.069
480	0.074
481	0.095
482	0.06
483	0.054
484	0.022
485	0.064
486	0
487	0
488	0.033
489	0.043
490	0
491	0
492	0
493	0
494	0
495	0
496	0
497	0.068
498	0.062
499	0.057
500	0.06
501	0.08
502	0.062
503	0.057
504	0.08
505	0.071
506	0
507	0
508	0
509	0.033
510	0.094
511	0
512	0.071
513	0.033
514	0
515	0
516	0
517	0
518	0
519	0
520	0
521	0
522	0
523	0
524	0.06
525	0
526	0
527	0
528	0
529	0
530	0.043
531	0
532	0
533	0
534	0.038
535	0.055
536	0.032
537	0.043
538	0.071
539	0
540	0.068
541	0.096
542	0.057
543	0.06
544	0.08
545	0.051
546	0
547	0.063
548	0.095
549	0.078
550	0.078
551	0
552	0.073
553	0.09
554	0.068
555	0.101
556	0
557	0
558	0
559	0
560	0.044
561	0
562	0
563	0
564	0
565	0.033
566	0.072
567	0.078
568	0.043
569	0
570	0.033
571	0
572	0.043
573	0
574	0.068
575	0.063
576	0.068
577	0.066
578	0
579	0
580	0.043
581	0.051
582	0.05
583	0
584	0
585	0.043
586	0
587	0.052
588	0
589	0.053
590	0.052
591	0.033
592	0.056
593	0.054
594	0.048
595	0.043
596	0
597	0.066
598	0.057
599	0.062
600	0
601	0
602	0
603	0.048
604	0
605	0.079
606	0
607	0
608	0
609	0.063
610	0
611	0.066
612	0
613	0.076
614	0.033
615	0.049
616	0
617	0.05
618	0.052
619	0.045
620	0.048
621	0.039
622	0.043
623	0.05
624	0.056
625	0.039
626	0.042
627	0.074
628	0.078
629	0.031
630	0.07
631	0.075
632	0.07
633	0.083
634	0.078
635	0.063
636	0.074
637	0.077
638	0
639	0
640	0.053
641	0.043
642	0.053
643	0.054
644	0.055
645	0.078
646	0.038
647	0.112
648	0.071
649	0.078
650	0.022
651	0.033
652	0.078
653	0.046
654	0.076
655	0.094
656	0.052
657	0.057
658	0.071
659	0.048
660	0
661	0.05
662	0.048
663	0
664	0.081
665	0
666	0
667	0.067
668	0.067
669	0.067
670	0.067
671	0.058
672	0
673	0.062
674	0
675	0.043
676	0
677	0
678	0
679	0
680	0.044
681	0.055
682	0.071
683	0.043
684	0.048
685	0.078
686	0.063
687	0.057
688	0
689	0.06
690	0.09
691	0.068
692	0.048
693	0.048
694	0.048
695	0.088
696	0.066
697	0.081
698	0.074
699	0.099
700	0.072
701	0.097
702	0.08
703	0.078
704	0.063
705	0.063
706	0.063
707	0.043
708	0.071
709	0.062
710	0.072
711	0.078
712	0.084
713	0.078
714	0.095
715	0.095
716	0.118
717	0.116
718	0.068
719	0.075
720	0.058
721	0.06
722	0.062
723	0.033
724	0
725	0.023
726	0.023
727	0
728	0
729	0
730	0.078
731	0
732	0.033
733	0.048
734	0.043
735	0.052
736	0.046
737	0.071
738	0
739	0.025
740	0.066
741	0.062
742	0.072
743	0.078
744	0.085
745	0
746	0.057
747	0.06
748	0.08
749	0.059
750	0
751	0.058
752	0.05
753	0.045
754	0.067
755	0.067
756	0.046
757	0.051
758	0.051
759	0.053
760	0.053
761	0
762	0
763	0.071
764	0.043
765	0.044
766	0.054
767	0.049
768	0
769	0
770	0
771	0.045
772	0.043
773	0.043
774	0.105
775	0.099
776	0.059
777	0.114
778	0.094
779	0.097
780	0.078
781	0.069
782	0
783	0
784	0.114
785	0.046
786	0.068
787	0.05
788	0.042
789	0.084
790	0.05
791	0
792	0.048
793	0.064
794	0.058
795	0.051
796	0.08
797	0.054
798	0.051
799	0.054
800	0.063
801	0.043
802	0.051
803	0
804	0
805	0.078
806	0.047
807	0.068
808	0.071
809	0.044
810	0.065
811	0.047
812	0.045
813	0.037
814	0.045
815	0.07
816	0.054
817	0.083
818	0.086
819	0.059
820	0.063
821	0.06
822	0.075
823	0.076
824	0
825	0.056
826	0
827	0.068
828	0.062
829	0
830	0
831	0.05
832	0
833	0
834	0
835	0.094
836	0
837	0.045
838	0.068
839	0
840	0.046
841	0.032
842	0.045
843	0.033
844	0
845	0
846	0
847	0
848	0.038
849	0.078
850	0.048
851	0.097
852	0.047
853	0.048
854	0.053
855	0.05
856	0.099
857	0
858	0.05
859	0
860	0
861	0.076
862	0.053
863	0.073
864	0.056
865	0.074
