Compound Id	s
209	0.214
210	0.214
211	0.214
212	0.187
213	0.223
214	0.223
215	0.223
216	0.214
217	0.214
218	0.214
219	0.196
220	0.205
221	0.187
222	0.25
223	0.235
224	0.223
225	0.223
226	0.223
227	0.235
228	0.231
229	0.205
230	0.235
231	0.235
232	0.221
233	0.205
234	0.238
235	0.227
236	0.218
237	0.223
238	0.218
239	0.205
240	0.203
241	0.192
242	0.218
243	0.182
244	0.21
245	0.218
246	0.231
247	0.231
248	0.212
249	0.208
250	0.212
251	0.212
252	0.248
253	0.218
254	0.244
255	0.214
256	0.223
257	0.224
258	0.235
259	0.204
260	0.204
261	0.187
262	0.39
263	0.335
264	0.3
265	0.256
266	0.275
267	0.242
268	0.23
269	0.242
270	0.613
271	0.256
272	0.256
273	0.299
274	0.257
275	0.221
276	0.213
277	0.206
278	0.2
279	0.382
280	0.286
281	0.309
282	0.309
283	0.34
284	0.366
285	0.366
286	0.351
287	0.23
288	0.39
289	0.256
290	0.275
291	0.256
292	0.256
293	0.23
294	0.425
295	0.373
296	0.242
297	0.23
298	0.23
299	0.358
300	0.299
301	0.261
302	0.309
303	0.407
304	0.324
305	0.358
306	0.222
307	0.458
308	0.386
309	0.332
310	0.332
311	0.297
312	0.297
313	0.272
314	0.272
315	0.272
316	0.254
317	0.254
318	0.254
319	0.254
320	0.24
321	0.272
322	0.272
323	0.24
324	0.24
325	0.24
326	0.228
327	0.228
328	0.219
329	0.219
330	0.211
331	0.204
332	0.211
333	0.198
334	0.193
335	0.189
336	0.185
337	0.181
338	0.177
339	0.256
340	0.231
341	0.231
342	0.198
343	0.326
344	0.39
345	0.271
346	0.291
347	0.291
348	0.291
349	0.291
350	0.291
351	0.355
352	0.318
353	0.318
354	0.318
355	0.291
356	0.291
357	0.208
358	0.279
359	0.361
360	0.293
361	0.407
362	0.261
363	0.325
364	0.325
365	0.325
366	0.371
367	0.338
368	0.249
369	0.278
370	0.325
371	0.362
372	0.362
373	0.325
374	0.298
375	0.278
376	0.381
377	0.381
378	0.321
379	0.293
380	0.39
381	0.327
382	0.5
383	0.415
384	0.362
385	0.326
386	0.326
387	0.326
388	0.3
389	0.28
390	0.318
391	0.346
392	0.222
393	0.216
394	0.209
395	0.199
396	0.407
397	0.407
398	0.251
399	0.191
400	0.483
401	0.366
402	0.334
403	0.334
404	0.376
405	0.344
406	0.367
407	0.367
408	0.483
409	0.337
410	0.293
411	0.402
412	0.359
413	0.5
414	0.415
415	0.362
416	0.483
417	0.415
418	0.3
419	0.358
420	0.407
421	0.362
422	0.326
423	0.358
424	0.358
425	0.324
426	0.299
427	0.216
428	0.251
429	0.28
430	0.358
431	0.324
432	0.204
433	0.264
434	0.24
435	0.197
436	0.267
437	0.191
438	0.185
439	0.204
440	0.213
441	0.279
442	0.339
443	0.344
444	0.321
445	0.195
446	0.197
447	0.228
448	0.272
449	0.297
450	0.24
451	0.297
452	0.198
453	0.272
454	0.267
455	0.211
456	0.254
457	0.361
458	0.278
459	0.24
460	0.254
461	0.309
462	0.254
463	0.275
464	0.254
465	0.273
466	0.258
467	0.263
468	0.226
469	0.271
470	0.318
471	0.291
472	0.243
473	0.267
474	0.255
475	0.279
476	0.24
477	0.439
478	0.273
479	0.249
480	0.25
481	0.3
482	0.25
483	0.214
484	0.298
485	0.228
486	0.59
487	0.433
488	0.362
489	0.326
490	0.655
491	0.5
492	0.415
493	0.5
494	0.445
495	0.362
496	0.362
497	0.329
498	0.37
499	0.407
500	0.407
501	0.407
502	0.385
503	0.329
504	0.329
505	0.366
506	0.41
507	0.315
508	0.315
509	0.285
510	0.296
511	0.613
512	0.418
513	0.407
514	1
515	0.426
516	0.407
517	0.407
518	0.59
519	0.433
520	0.52
521	0.613
522	0.5
523	0.359
524	0.407
525	0.433
526	0.359
527	0.409
528	0.348
529	0.348
530	0.245
531	0.28
532	0.28
533	0.359
534	0.222
535	0.186
536	0.331
537	0.36
538	0.321
539	0.28
540	0.307
541	0.3
542	0.307
543	0.307
544	0.307
545	0.268
546	0.349
547	0.285
548	0.307
549	0.386
550	0.283
551	0.318
552	0.249
553	0.263
554	0.351
555	0.286
556	0.656
557	0.53
558	0.451
559	0.315
560	0.398
561	0.564
562	0.426
563	0.516
564	0.41
565	0.458
566	0.406
567	0.406
568	0.395
569	0.357
570	0.315
571	0.554
572	0.286
573	0.357
574	0.35
575	0.39
576	0.307
577	0.282
578	0.386
579	0.332
580	0.254
581	0.219
582	0.228
583	0.332
584	0.297
585	0.254
586	0.297
587	0.211
588	0.439
589	0.204
590	0.211
591	0.272
592	0.181
593	0.198
594	0.24
595	0.299
596	0.297
597	0.447
598	0.418
599	0.37
600	0.451
601	0.482
602	0.482
603	0.288
604	0.53
605	0.322
606	0.433
607	0.425
608	0.507
609	0.336
610	0.507
611	0.454
612	0.362
613	0.302
614	0.314
615	0.273
616	0.482
617	0.344
618	0.242
619	0.23
620	0.23
621	0.206
622	0.179
623	0.179
624	0.179
625	0.179
626	0.179
627	0.291
628	0.291
629	0.219
630	0.271
631	0.271
632	0.271
633	0.271
634	0.291
635	0.291
636	0.291
637	0.172
638	0.298
639	0.22
640	0.229
641	0.2
642	0.204
643	0.195
644	0.187
645	0.324
646	0.372
647	0.339
648	0.248
649	0.213
650	0.326
651	0.239
652	0.299
653	0.32
654	0.191
655	0.324
656	0.302
657	0.213
658	0.311
659	0.367
660	0.272
661	0.228
662	0.278
663	0.382
664	0.205
665	0.415
666	0.415
667	0.163
668	0.161
669	0.158
670	0.156
671	0.418
672	0.5
673	0.385
674	0.315
675	0.264
676	0.315
677	0.564
678	0.635
679	0.564
680	0.264
681	0.237
682	0.249
683	0.296
684	0.3
685	0.332
686	0.282
687	0.351
688	0.359
689	0.351
690	0.21
691	0.248
692	0.381
693	0.381
694	0.381
695	0.476
696	0.476
697	0.44
698	0.44
699	0.44
700	0.44
701	0.44
702	0.351
703	0.414
704	0.325
705	0.458
706	0.458
707	0.434
708	0.39
709	0.453
710	0.453
711	0.453
712	0.28
713	0.318
714	0.307
715	0.263
716	0.363
717	0.271
718	0.407
719	0.249
720	0.282
721	0.307
722	0.34
723	0.272
724	0.39
725	0.37
726	0.37
727	0.523
728	0.523
729	0.377
730	0.343
731	0.361
732	0.325
733	0.278
734	0.36
735	0.286
736	0.498
737	0.363
738	0.373
739	0.264
740	0.386
741	0.334
742	0.334
743	0.309
744	0.327
745	0.415
746	0.436
747	0.436
748	0.436
749	0.278
750	0.523
751	0.213
752	0.189
753	0.219
754	0.255
755	0.255
756	0.187
757	0.187
758	0.187
759	0.178
760	0.178
761	0.407
762	0.455
763	0.346
764	0.324
765	0.372
766	0.202
767	0.222
768	0.579
769	0.425
770	0.41
771	0.319
772	0.275
773	0.31
774	0.203
775	0.197
776	0.259
777	0.263
778	0.318
779	0.405
780	0.282
781	0.249
782	0.272
783	0.297
784	0.312
785	0.326
786	0.318
787	0.228
788	0.211
789	0.289
790	0.294
791	0.325
792	0.277
793	0.262
794	0.251
795	0.277
796	0.418
797	0.251
798	0.249
799	0.242
800	0.252
801	0.278
802	0.262
803	0.362
804	0.656
805	0.318
806	0.3
807	0.263
808	0.243
809	0.298
810	0.242
811	0.279
812	0.248
813	0.229
814	0.278
815	0.315
816	0.32
817	0.322
818	0.346
819	0.369
820	0.343
821	0.418
822	0.552
823	0.505
824	0.656
825	0.328
826	0.406
827	0.336
828	0.392
829	0.473
830	0.579
831	0.403
832	0.376
833	0.376
834	0.517
835	0.358
836	0.507
837	0.314
838	0.359
839	0.418
840	0.314
841	0.339
842	0.314
843	0.425
844	0.433
845	0.473
846	0.376
847	0.337
848	0.308
849	0.319
850	0.278
851	0.322
852	0.369
853	0.294
854	0.337
855	0.395
856	0.482
857	0.358
858	0.262
859	0.433
860	0.362
861	0.367
862	0.252
863	0.337
864	0.242
865	0.309
