Compound Id	AutocorrelationCharge [ATSc2]
26325084	-0.939
26325083	-0.831
18019	-0.647
8521	-0.383
26325082	-0.722
10449	-0.651
61149	-0.147
2056044	-0.222
26325081	-0.613
26824	-0.358
8520	-0.274
10451	-0.543
2041618	-0.459
6191	-0.238
26325080	-0.505
76894	-0.351
16425	-0.187
6153	-0.314
10784857	-0.913
38403	-0.495
14021447	-0.396
9256	-0.194
23101	-0.166
10675065	-0.173
10652594	-0.753
10696	-0.434
62827	-0.116
11434292	-0.192
21106179	-0.238
122090	-0.183
11557190	-0.288
9095782	-0.101
12577	-0.155
9286	-0.147
61346	-0.221
6190	-0.213
6270	-0.699
9484	-0.158
6105	-0.147
16841	-0.175
4927801	-0.550
109705	-0.483
9088156	-0.176
56144	-0.147
23150	-0.053
108106	-0.440
78828	-0.179
6128	-0.101
10452	-0.326
10606755	-0.183
3631	-0.476
69569	-0.255
15413	-0.403
66656	-0.062
9411	-0.298
454209	-0.071
10733068	-0.622
17619	-0.071
13837650	-0.025
13853215	-0.187
9392	-0.193
66567	-0.221
18971812	-0.088
66655	-0.060
68328	-0.068
13299573	-0.213
56117	-0.2
12161	-0.752
107412	-0.111
67414	-0.330
13803	-0.446
14441700	-0.129
10756390	-0.498
68224	-0.495
61213	-0.068
9254	-0.148
9016	-0.160
73583	-0.155
14998	-0.072
2018165	-0.096
6148	-0.127
69914	-0.371
11671339	-0.373
29040	-0.169
67991	-0.146
454215	-0.158
62826	-0.111
7626	-0.068
59573	-0.230
6156	0.0
10106	-0.579
10801109	-0.566
512621	-0.047
12933	-0.414
11996	-0.071
13835836	-0.225
9633	-0.038
15789876	-0.093
18688	-0.170
12586	-0.013
71433	0.0
68503	-0.474
937	0.0
692	-0.078
23208	0.0
291	0.0
274	-0.217
6084	0.0
6132	-0.187
7956	-0.121
6094	0.0
11749	-0.107
7555	0.0
6120	0.0
7712	0.0
6308	0.0
9646	0.0
10781	0.0
15802	0.0
17976	0.0
7767	0.0
7604	0.0
7010	0.0
6163	0.0
6340	0.0
7671	-0.155
9377	-0.038
8560	0.0
11094	0.0
11023	0.0
11055	0.0
10786	0.0
7619	0.0
10755	0.0
11551	0.0
349	0.0
11035	0.0
11104	0.0
10795	0.0
10445	0.0
8569	-0.091
11841	-0.092
7073	-0.169
123860	-0.183
7849	0.0
17558	0.0
13439	0.0
13402	0.0
6287	-0.578
10227261	-0.075
14840	0.0
13448	0.0
12220	-0.091
13619	0.0
7890	0.0
11882	0.0
11883	0.0
10540	0.0
7929	0.0
11897	0.0
11899	0.0
12017	0.0
12072	0.0
11900	0.0
11901	0.0
11146	0.0
11902	0.0
10542	0.0
11906	0.0
7823	-0.091
13835376	-0.182
55130	-0.157
6188	-0.167
127750	-0.198
14299946	-0.562
30713	-0.105
14694	-0.119
99596	-0.119
11849	-0.091
7757	-0.167
21106169	-0.153
20545	-0.093
10441	-0.106
14672	-0.087
7511	-0.167
10446	-0.148
7657	-0.167
22453	-0.168
6151	-0.213
7509	-0.167
7872	-0.165
10433	-0.167
55084	-0.167
7875	-0.165
2062437	-0.149
7065	-0.168
11992	-0.157
7913	-0.165
10325078	-0.186
92731	-0.116
14256731	-0.059
3168	-0.091
11153	-0.105
29005	-0.167
7472	-0.155
11207996	-0.136
7694	-0.167
11833	-0.106
16388	-0.631
455420	-0.106
62249	-0.184
10420	-0.167
9243	-0.037
55188	-0.087
7482	-0.167
