Compound Id	AutocorrelationMass [ATSm4]
26325084	145.360
26325083	129.777
18019	65.439
8521	60.780
26325082	114.194
10449	93.499
61149	43.679
2056044	31.169
26325081	98.611
26824	46.750
8520	45.197
10451	77.916
2041618	39.735
6191	22.518
26325080	83.027
76894	35.843
16425	0.0
6153	0.0
10784857	65.439
38403	19.573
14021447	67.444
9256	15.012
23101	29.613
10675065	13.913
10652594	54.533
10696	62.333
62827	19.758
11434292	23.166
21106179	0.0
122090	33.278
11557190	51.861
9095782	17.335
12577	7.506
9286	10.008
61346	10.861
6190	29.019
6270	25.339
9484	0.0
6105	0.0
16841	21.513
4927801	114.558
109705	37.472
9088156	36.782
56144	44.337
23150	14.030
108106	91.646
78828	36.278
6128	0.0
10452	37.405
10606755	30.955
3631	27.444
69569	38.741
15413	18.008
66656	11.692
9411	15.975
454209	4.164
10733068	96.237
17619	9.353
13837650	8.713
13853215	37.397
9392	35.520
66567	31.624
18971812	23.039
66655	17.362
68328	20.694
13299573	14.562
56117	11.341
12161	15.985
107412	25.462
67414	59.390
13803	10.993
14441700	6.115
10756390	76.990
68224	76.990
61213	12.290
9254	27.724
9016	28.014
73583	32.759
14998	5.338
2018165	9.338
6148	0.0
69914	48.398
11671339	48.398
29040	39.075
67991	23.158
454215	31.054
62826	40.871
7626	4.0
59573	6.664
6156	0.0
10106	23.722
10801109	33.507
512621	16.692
12933	25.508
11996	4.0
13835836	6.664
9633	6.582
15789876	22.657
18688	11.325
12586	20.733
71433	3.0
68503	14.989
937	0.0
692	0.0
23208	0.0
291	0.0
274	0.0
6084	0.0
6132	0.0
7956	0.0
6094	0.0
11749	3.664
7555	1.0
6120	0.0
7712	2.0
6308	2.0
9646	0.0
10781	8.0
15802	7.0
17976	6.0
7767	3.0
7604	3.0
7010	4.0
6163	3.0
6340	4.0
7671	8.664
9377	4.582
8560	4.0
11094	4.0
11023	5.0
11055	4.0
10786	6.0
7619	4.0
10755	6.0
11551	6.0
349	5.0
11035	6.0
11104	5.0
10795	8.0
10445	5.0
8569	6.664
11841	7.328
7073	11.325
123860	8.439
7849	6.0
17558	6.0
13439	6.0
13402	12.0
6287	19.725
10227261	16.993
14840	7.0
13448	7.0
12220	8.664
13619	8.0
7890	9.0
11882	10.0
11883	11.0
10540	13.0
7929	17.0
11897	18.0
11899	19.0
12017	20.0
12072	21.0
11900	22.0
11901	23.0
11146	24.0
11902	25.0
10542	29.0
11906	33.0
7823	4.664
13835376	5.774
55130	7.996
6188	45.775
127750	6.107
14299946	63.886
30713	20.553
14694	18.051
99596	24.166
11849	4.332
7757	12.996
21106169	6.321
20545	17.664
10441	1.0
14672	3.0
7511	10.996
10446	5.332
7657	7.996
22453	10.660
6151	0.0
7509	9.996
7872	9.664
10433	8.660
55084	10.328
7875	11.664
2062437	36.315
7065	8.660
11992	6.996
7913	13.664
10325078	53.082
92731	53.160
14256731	15.993
3168	2.0
11153	0.0
29005	8.996
7472	6.664
11207996	6.664
7694	9.328
11833	3.332
16388	27.320
455420	6.332
62249	10.325
10420	7.996
9243	0.0
55188	6.332
7482	8.328
11716	9.328
29016	6.664
7670	8.664
7340	12.499
7747	5.996
7624	4.0
7627	4.332
8568	7.664
14846	10.996
11045	8.328
11228	2.0
10709	2.332
109838	4.774
7478	7.328
10765	2.0
13849665	28.202
7800	9.996
11148	0.0
11843	6.664
923	0.0
7475	6.996
12201	3.0
7515	7.328
29012	5.664
10797	9.328
11109	3.0
7538	8.996
7536	7.996
12972	10.664
61266	71.979
24142	12.0
14829	0.0
23055	7.485
13622	11.0
7463	5.996
10571	7.660
16180	10.0
13836549	36.994
7891	9.0
12446	3.0
55123	6.664
10614293	5.0
29025	6.0
11755	3.332
12635	8.0
7706	4.664
7761	5.664
11121	4.0
7713	2.0
12809	7.0
11230	2.0
7833	5.0
10492	4.996
13837190	2.664
13839109	7.107
7556	1.0
12012	5.664
8158	6.0
66675	9.0
7871	9.332
3441	45.576
7954	0.0
9976	8.664
21153	10.332
14688	13.498
9391	11.067
8525	3.332
7514	6.664
11680	5.996
6176	6.996
6085	0.0
63631	4.0
13865630	12.993
7856	6.332
11706	6.996
7802	6.332
12218	8.332
56232	9.498
3973	30.704
6130	0.0
7534	8.664
10788	6.664
7621	4.332
10101	11.989
28986	6.664
13839575	7.549
12632	7.332
13836589	3.774
83734	33.935
9253	36.102
215929	7.664
10791	6.996
555074	4.0
7957	0.0
11125	4.664
7760	5.332
4516601	5.0
8562	4.332
2863	9.664
56442	1.0
4483639	2.0
11919	12.0
10653	4.996
8329688	27.699
7782	3.664
4516599	5.0
16387	23.766
10777	4.664
4512361	5.0
11095	4.332
11025	5.664
26325086	9.996
21106173	9.996
13835706	17.209
441	6.332
2282428	50.356
9251	44.502
13850879	30.866
217	0.0
1114	0.0
7838	5.332
15486	9.664
56559	16.332
11898	18.332
4483638	2.0
6335	2.332
4449912	1.0
11526	5.328
6311	2.332
10054	0.0
7081	6.664
7607	3.332
7074	11.325
12456	7.0
72522	17.332
6313	2.664
7817	4.332
4512642	5.0
7928	16.332
7734	2.332
5949	4.332
62632	14.166
14348	15.332
7803	6.664
7076	10.993
78998	13.166
17880	6.0
370	7.664
29029	7.332
11884	11.166
2581	14.332
16177	10.166
7730	2.0
13866746	28.826
7016	4.664
15853	9.166
11864	5.0
9053802	12.332
21106586	13.325
67360	8.166
63863	15.583
11891	13.332
7732	2.0
18920	6.332
10113	2.0
11866	5.166
15846	7.166
11845	4.0
15954	7.664
11819	5.332
7566	1.166
29026	6.166
7772	3.332
11739	5.332
7917	12.332
6321	2.332
12209	3.0
11846	4.166
7622	4.332
11861	7.332
15016	16.166
11056	4.332
7915	11.332
23255	2.166
10787	6.664
123993	10.996
55090	4.952
11806	2.0
7630	4.664
8552	5.664
68179	6.498
7901	10.332
6121	0.0
7770	3.166
7558	1.0
11036	6.664
10001	4.664
7064	8.328
175	0.0
6146	0.0
6649	9.328
11029	6.664
6123	0.0
7892	9.332
8576	8.166
6095	0.0
9461	8.321
14692	7.0
11099	2.0
11193	10.993
256	2.332
11794	4.332
7851	6.166
15387	7.166
8012	7.328
7717	2.166
11732	4.332
10511	5.332
654	0.0
6315	3.952
6086	0.0
99440	5.332
11194	9.996
455353	7.107
11110	3.0
13848341	10.993
10265264	7.0
7850	7.952
7882	8.332
7577	1.332
29000	3.332
8574	7.332
11239	4.664
6165	3.332
11865	6.952
21011	3.332
4366810	10.329
512	1.332
11793	4.332
7811	4.166
7835	5.166
11216	7.664
13862665	4.664
932	6.332
22814	0.0
6341	5.328
11678	5.664
11543	7.996
62230	10.996
7533	8.664
13836399	6.107
10526	5.952
10422	9.495
12069	6.830
59483	36.241
13255	4.0
10179173	7.0
7701	4.664
6149	0.0
10790	6.996
71430	9.993
120464	9.903
172	0.0
11180	6.664
13865426	8.328
7434	8.664
259	3.664
7714	3.952
10512	4.952
7812	4.332
7769	3.166
7459	5.664
11024	5.332
7837	5.332
3644	0.0
16778	5.107
7705	4.774
191367	5.830
748	0.0
5091	17.664
10437	2.952
387	5.328
6312	2.664
6320	2.332
10947	4.664
6040	3.332
8398	4.664
960	15.664
6164	3.996
18410	7.0
7546	2.332
11756	3.830
7616	3.332
258	2.332
7716	2.166
7564	1.166
7024	2.0
7090	14.491
15438	5.0
11699	8.329
16791	5.0
6097	0.0
11799	4.830
6187	56.029
21800	8.0
18717	9.328
13837797	4.664
16641	0.0
10205670	4.214
12442	10.523
6186	54.152
60329	3.553
7790	3.996
1005	2.664
11210	9.996
6101	0.0
1004	1.332
2340753	40.683
10325184	28.975
24590970	46.798
11695	7.162
6102	0.0
13836591	3.774
7028	2.0
7615	3.830
13884973	5.664
7674	5.0
6406	7.660
682	0.0
13874867	7.328
10710415	9.660
6089	0.0
6087	0.0
6098	0.0
7733	2.0
9990	1.0
11727	1.332
7600	10.664
8896	0.0
7466	6.162
14751	7.0
1609	3.498
171	0.0
7727	2.553
71628	8.332
22408	0.0
7728	2.774
6338	2.664
13811	17.993
13871489	24.529
864	0.0
220998	13.329
221117	8.0
15765	8.0
11647	9.996
7506	9.332
7737	0.0
5439	3.498
7003	9.993
6322	2.332
13867413	6.162
553171	10.993
11525	4.664
8554	3.332
13571291	1.166
12066	0.0
7703	4.332
11265	11.329
12954	11.329
13229	11.661
59577	11.162
10053	0.0
10018	3.664
7787	3.0
26765	5.830
192642	7.329
11788	5.166
63156	4.332
122446	9.827
21181	6.830
26325090	7.831
13836520	6.439
6135	0.0
6309	2.0
12626	3.332
11632	9.329
9994	0.0
7636	4.996
13854944	3.553
7557	1.0
6125	0.0
120621	4.332
4449	9.025
55205	5.498
12445	5.332
14169248	8.997
7964	41.550
6193	47.890
62597	2.332
7559	1.332
7677	5.332
12197	1.0
13836674	2.952
11761	4.0
29015	3.774
9642	0.0
156255	6.025
20119	4.498
6118	0.0
363458	5.720
7684	5.553
71390	0.0
8544	0.0
12219	12.653
6307	13.305
7848	11.653
13816	4.830
15077490	58.734
19956441	5.886
12637	9.997
13872989	1.332
11752	3.332
8577	9.670
278	0.0
61487	8.653
11863	10.653
5708	6.997
10536	9.340
14349	8.670
7810	9.653
391	0.0
13835977	1.166
6334	2.332
592	6.213
13871721	2.332
374462	3.692
