Compound Id	WeightedPath [WTPT-1]
26325084	80.660
26325083	73.080
18019	38.862
8521	38.786
26325082	65.499
10449	45.483
61149	21.683
2056044	21.693
26325081	57.918
26824	31.230
8520	31.206
10451	37.902
2041618	29.483
6191	14.063
26325080	50.338
76894	27.682
16425	11.949
6153	8.5
10784857	34.738
38403	18.098
14021447	42.757
9256	12.293
23101	23.626
10675065	16.328
10652594	28.975
10696	30.315
62827	14.272
11434292	21.863
21106179	6.732
122090	25.626
11557190	35.177
9095782	14.063
12577	10.466
9286	10.524
61346	16.049
6190	14.063
6270	24.441
9484	8.5
6105	4.914
16841	12.293
4927801	58.039
109705	34.265
9088156	29.626
56144	17.871
23150	16.049
108106	46.424
78828	27.596
6128	6.732
10452	22.699
10606755	17.871
3631	18.098
69569	23.626
15413	20.419
66656	14.279
9411	16.266
454209	10.466
10733068	47.958
17619	12.509
13837650	6.871
13853215	14.063
9392	14.063
66567	19.641
18971812	14.063
66655	18.032
68328	20.017
13299573	16.049
56117	16.422
12161	16.428
107412	14.272
67414	34.774
13803	14.430
14441700	10.466
10756390	38.362
68224	38.342
61213	10.466
9254	12.293
9016	12.293
73583	14.063
14998	12.449
2018165	8.697
6148	8.5
69914	28.716
11671339	28.725
29040	12.293
67991	16.049
454215	12.293
62826	14.272
7626	12.509
59573	12.443
6156	8.5
10106	26.420
10801109	28.280
512621	16.105
12933	26.444
11996	12.449
13835836	14.658
9633	16.830
15789876	37.958
18688	16.266
12586	26.420
71433	10.466
68503	16.428
937	1.0
692	3.0
23208	4.914
291	1.0
274	4.914
6084	3.0
6132	6.732
7956	4.914
6094	4.914
11749	10.679
7555	6.871
6120	6.732
7712	8.850
6308	8.697
9646	8.5
10781	14.275
15802	16.655
17976	16.272
7767	10.839
7604	10.679
7010	10.676
6163	10.466
6340	10.524
7671	18.322
9377	12.834
8560	12.834
11094	12.670
11023	12.665
11055	12.449
10786	12.505
7619	12.509
10755	12.443
11551	12.669
349	14.831
11035	14.660
11104	14.502
10795	14.335
10445	14.279
8569	16.830
11841	16.498
7073	18.324
123860	18.829
7849	16.830
17558	16.664
13439	16.049
13402	16.428
6287	20.419
10227261	30.138
14840	18.829
13448	18.042
12220	20.829
13619	20.829
7890	22.829
11882	24.829
11883	26.828
10540	30.828
7929	38.828
11897	40.828
11899	42.828
12017	44.828
12072	46.828
11900	48.828
11901	50.828
11146	52.828
11902	54.828
10542	62.828
11906	70.828
7823	12.834
13835376	14.831
55130	16.490
6188	14.063
127750	14.831
14299946	30.315
30713	10.524
14694	10.466
99596	12.293
11849	12.834
7757	26.652
21106169	10.466
20545	38.495
10441	6.871
14672	10.466
7511	22.652
10446	14.279
7657	16.490
22453	16.485
6151	8.5
7509	20.652
7872	22.662
10433	16.492
55084	20.651
7875	26.662
2062437	12.293
7065	14.496
11992	14.497
7913	30.662
10325078	14.063
92731	16.101
14256731	26.303
3168	8.850
11153	4.914
29005	18.653
7472	14.497
11207996	14.497
7694	18.653
11833	10.839
16388	30.085
455420	16.830
62249	14.275
10420	16.655
9243	4.914
55188	12.443
7482	16.655
11716	18.656
29016	16.498
7670	18.322
7340	24.678
7747	14.502
7624	12.509
7627	12.509
8568	18.663
14846	22.655
11045	16.658
11228	8.697
10709	8.850
109838	12.834
7478	14.658
10765	8.697
13849665	40.155
7800	20.656
11148	3.0
11843	16.664
923	4.914
7475	14.658
12201	10.679
7515	14.660
29012	14.666
10797	14.335
11109	10.839
7538	18.656
7536	16.658
12972	22.650
61266	43.030
24142	28.828
14829	8.5
23055	10.466
13622	26.828
7463	12.665
10571	12.505
16180	24.829
13836549	22.897
7891	22.829
12446	10.679
55123	16.830
10614293	14.279
29025	16.830
11755	10.679
12635	20.829
7706	12.670
7761	14.666
11121	12.834
7713	8.850
12809	18.829
11230	8.697
7833	14.831
10492	12.670
13837190	8.850
13839109	16.664
