Compound Id	XLogP
26325084	13.088
26325083	11.948
18019	6.672
8521	6.672
26325082	10.808
10449	6.840
61149	3.790
2056044	4.064
26325081	9.668
26824	5.532
8520	5.532
10451	5.7
2041618	5.004
6191	3.06
26325080	8.528
76894	4.476
16425	2.25
6153	2.316
10784857	3.672
38403	2.466
14021447	7.388
9256	2.544
23101	4.392
10675065	2.888
10652594	3.06
10696	4.560
62827	2.628
11434292	3.131
21106179	1.663
122090	4.75
11557190	6.248
9095782	2.818
12577	2.263
9286	2.028
61346	3.555
6190	3.197
6270	1.9
9484	2.058
6105	1.245
16841	2.681
4927801	9.280
109705	6.138
9088156	3.909
56144	3.699
23150	3.252
108106	7.424
78828	5.108
6128	1.542
10452	3.42
10606755	2.136
3631	2.603
69569	4.36
15413	1.953
66656	2.724
9411	1.363
454209	2.295
10733068	7.490
17619	2.196
13837650	1.74
13853215	3.334
9392	3.334
66567	2.805
18971812	2.955
66655	3.61
68328	3.968
13299573	3.893
56117	2.006
12161	0.208
107412	2.765
67414	5.568
13803	0.684
14441700	2.553
10756390	5.992
68224	5.992
61213	2.279
9254	2.818
9016	2.818
73583	3.213
14998	2.059
2018165	1.884
6148	2.195
69914	4.494
11671339	4.494
29040	3.019
67991	3.22
454215	3.019
62826	3.103
7626	1.786
59573	1.160
6156	2.112
10106	1.653
10801109	2.006
512621	2.767
12933	1.470
11996	1.743
13835836	1.273
9633	4.464
15789876	-1.275
18688	1.411
12586	4.593
71433	2.47
68503	1.042
937	-0.467
692	0.021
23208	-0.816
291	0.739
274	2.435
6084	1.478
6132	1.8
7956	0.020
6094	2.047
11749	1.098
7555	2.616
6120	2.555
7712	3.185
6308	3.124
9646	3.161
10781	4.807
15802	5.4
17976	5.376
7767	3.754
7604	3.693
7010	3.693
6163	3.73
6340	3.632
7671	2.559
9377	3.326
8560	4.323
11094	4.262
11023	4.262
11055	4.299
10786	4.201
7619	4.201
10755	4.299
11551	4.262
349	4.892
11035	4.831
11104	4.77
10795	4.709
10445	4.807
8569	2.72
11841	2.176
7073	1.865
123860	1.392
7849	5.461
17558	5.4
13439	5.413
13402	5.437
6287	0.579
10227261	-0.91
14840	6.030
13448	5.982
12220	3.858
13619	6.599
7890	7.168
11882	7.737
11883	8.306
10540	9.444
7929	11.720
11897	12.289
11899	12.858
12017	13.427
12072	13.996
11900	14.565
11901	15.134
11146	15.703
11902	16.272
10542	18.548
11906	20.824
7823	1.582
13835376	0.676
55130	1.946
6188	3.471
127750	0.611
14299946	3.565
30713	2.302
14694	2.537
99596	2.834
11849	1.793
7757	4.9
21106169	0.926
20545	8.647
10441	0.443
14672	1.32
7511	3.762
10446	1.541
7657	1.994
22453	1.779
6151	2.59
7509	3.193
7872	3.867
10433	1.572
55084	2.982
7875	5.005
2062437	3.035
7065	1.21
11992	1.377
7913	6.143
10325078	3.672
92731	3.521
14256731	-0.039
3168	0.866
11153	1.382
29005	2.624
7472	1.482
11207996	1.338
7694	2.413
11833	1.37
16388	1.481
455420	3.077
62249	0.988
10420	2.055
9243	1.261
55188	1.678
7482	1.844
11716	2.413
29016	2.099
7670	2.845
7340	4.113
7747	1.319
7624	1.590
7627	1.124
8568	2.729
14846	3.908
11045	1.844
11228	0.903
10709	0.801
109838	0.253
7478	1.258
10765	2.754
13849665	2.806
7800	3.339
11148	0.903
11843	2.16
923	-0.095
7475	1.486
12201	3.327
7515	1.275
29012	1.591
10797	1.277
11109	3.388
7538	2.770
7536	2.201
12972	4.105
61266	4.35
24142	8.509
14829	2.332
23055	2.69
13622	7.940
7463	0.917
10571	0.787
16180	7.371
13836549	2.55
7891	6.802
12446	2.881
55123	2.493
10614293	4.807
29025	5.095
11755	0.888
12635	6.233
7706	1.022
7761	1.863
11121	3.957
7713	2.819
12809	5.664
11230	0.486
7833	4.526
10492	1.083
13837190	-0.033
13839109	0.474
7556	2.25
12012	1.924
8158	1.332
66675	3.168
7871	4.421
3441	3.156
7954	1.786
9976	2.967
21153	4.99
14688	5.284
9391	1.386
8525	0.664
7514	1.829
11680	1.063
6176	0.932
6085	1.262
63631	0.946
13865630	0.778
7856	2.524
11706	1.632
7802	2.714
12218	3.852
56232	3.008
3973	1.911
6130	1.937
7534	2.337
10788	1.3
7621	1.515
10101	-0.690
28986	1.829
13839575	-0.36
12632	3.283
13836589	-0.17
83734	2.955
9253	2.955
215929	2.398
10791	0.984
555074	3.912
7957	1.848
11125	1.355
7760	2.145
4516601	4.481
8562	1.386
2863	4.156
56442	2.31
4483639	2.774
11919	3.544
10653	0.494
8329688	2.617
7782	0.786
4516599	4.376
16387	0.424
10777	0.731
4512361	4.481
11095	1.576
11025	1.26
26325086	1.178
21106173	1.221
13835706	0.340
441	3.432
2282428	3.156
9251	3.156
13850879	-0.015
217	0.0
1114	0.063
7838	2.863
15486	3.945
56559	8.756
11898	9.955
4483638	2.774
6335	0.241
4449912	2.31
11526	0.412
6311	0.577
10054	2.09
7081	2.018
7607	1.007
7074	1.792
12456	4.895
72522	9.386
6313	0.880
7817	2.174
4512642	4.376
7928	8.817
7734	0.428
5949	2.294
62632	7.681
14348	8.248
7803	2.449
7076	2.064
78998	7.112
17880	4.326
370	3.018
29029	4.001
11884	5.974
2581	7.679
16177	5.405
7730	0.67
13866746	2.591
7016	0.691
15853	4.836
11864	3.757
9053802	6.48
21106586	0.924
67360	4.267
63863	1.262
11891	7.110
7732	1.247
18920	3.018
10113	2.372
11866	2.56
15846	3.698
11845	3.188
15954	2.177
11819	2.388
7566	0.284
29026	3.129
7772	1.725
11739	2.297
7917	6.541
6321	0.438
12209	2.619
11846	1.991
7622	1.819
11861	3.587
15016	8.75
11056	1.728
7915	5.972
23255	0.675
10787	1.608
123993	2.535
55090	2.448
11806	2.050
7630	0.691
8552	1.880
68179	4.042
7901	5.403
6121	1.695
7770	1.422
7558	1.481
11036	2.238
10001	1.250
7064	1.604
175	0.185
6146	0.801
6649	1.604
11029	2.238
6123	0.317
7892	4.834
8576	4.198
6095	1.017
9461	2.249
14692	5.298
11099	2.642
11193	1.236
256	1.156
11794	1.880
7851	3.060
15387	3.629
8012	1.035
7717	0.853
11732	1.965
10511	2.449
654	-0.176
6315	2.053
6086	0.418
99440	2.425
11194	1.814
455353	1.230
11110	3.022
13848341	-0.068
10265264	4.43
7850	4.601
7882	4.265
7577	0.005
29000	1.359
8574	3.696
