Compound Id	HybridizationRatio
26325084	0.833
26325083	0.818
18019	1.0
8521	1.0
26325082	0.8
10449	1.0
61149	1.0
2056044	1.0
26325081	0.778
26824	1.0
8520	1.0
10451	1.0
2041618	1.0
6191	1.0
26325080	0.75
76894	1.0
16425	N/A
6153	1.0
10784857	1.0
38403	1.0
14021447	0.714
9256	1.0
23101	1.0
10675065	1.0
10652594	1.0
10696	1.0
62827	1.0
11434292	1.0
21106179	1.0
122090	0.778
11557190	0.667
9095782	1.0
12577	1.0
9286	1.0
61346	1.0
6190	1.0
6270	1.0
9484	1.0
6105	1.0
16841	1.0
4927801	1.0
109705	0.333
9088156	1.0
56144	1.0
23150	1.0
108106	1.0
78828	0.6
6128	1.0
10452	1.0
10606755	1.0
3631	1.0
69569	1.0
15413	1.0
66656	1.0
9411	0.75
454209	1.0
10733068	0.333
17619	1.0
13837650	1.0
13853215	1.0
9392	1.0
66567	1.0
18971812	1.0
66655	0.714
68328	0.5
13299573	1.0
56117	1.0
12161	1.0
107412	1.0
67414	1.0
13803	1.0
14441700	1.0
10756390	0.333
68224	0.333
61213	1.0
9254	1.0
9016	1.0
73583	1.0
14998	1.0
2018165	1.0
6148	1.0
69914	0.333
11671339	0.333
29040	1.0
67991	1.0
454215	1.0
62826	1.0
7626	1.0
59573	1.0
6156	1.0
10106	1.0
10801109	1.0
512621	1.0
12933	1.0
11996	1.0
13835836	1.0
9633	1.0
15789876	0.667
18688	0.857
12586	1.0
71433	0.6
68503	0.6
937	N/A
692	0.0
23208	N/A
291	1.0
274	N/A
6084	1.0
6132	1.0
7956	1.0
6094	1.0
11749	1.0
7555	1.0
6120	1.0
7712	1.0
6308	1.0
9646	1.0
10781	1.0
15802	1.0
17976	1.0
7767	1.0
7604	1.0
7010	1.0
6163	1.0
6340	1.0
7671	0.875
9377	1.0
8560	1.0
11094	1.0
11023	1.0
11055	1.0
10786	1.0
7619	1.0
10755	1.0
11551	1.0
349	1.0
11035	1.0
11104	1.0
10795	1.0
10445	1.0
8569	1.0
11841	1.0
7073	0.875
123860	1.0
7849	1.0
17558	1.0
13439	1.0
13402	1.0
6287	1.0
10227261	0.667
14840	1.0
13448	1.0
12220	1.0
13619	1.0
7890	1.0
11882	1.0
11883	1.0
10540	1.0
7929	1.0
11897	1.0
11899	1.0
12017	1.0
12072	1.0
11900	1.0
11901	1.0
11146	1.0
11902	1.0
10542	1.0
11906	1.0
7823	1.0
13835376	1.0
55130	0.857
6188	1.0
127750	1.0
14299946	1.0
30713	1.0
14694	1.0
99596	1.0
11849	1.0
7757	0.917
21106169	1.0
20545	0.944
10441	1.0
14672	1.0
7511	0.9
10446	0.833
7657	0.857
22453	0.857
6151	1.0
7509	0.889
7872	0.9
10433	0.857
55084	0.889
7875	0.917
2062437	1.0
7065	0.833
11992	0.833
7913	0.929
10325078	1.0
92731	1.0
14256731	0.727
3168	1.0
11153	1.0
29005	0.875
7472	0.833
11207996	0.833
7694	0.875
11833	1.0
16388	0.7
455420	1.0
62249	0.833
10420	0.857
9243	1.0
55188	1.0
7482	0.857
11716	0.875
29016	0.857
7670	0.889
7340	1.0
7747	0.833
7624	1.0
7627	0.8
8568	0.875
14846	0.9
11045	0.857
11228	1.0
10709	1.0
109838	1.0
7478	0.8
10765	0.6
13849665	0.8
7800	0.889
11148	1.0
11843	0.857
923	N/A
7475	0.833
12201	0.667
7515	0.833
29012	0.833
10797	0.857
11109	0.667
7538	0.875
7536	0.857
12972	0.909
61266	0.0
24142	0.867
14829	1.0
23055	1.0
13622	0.857
7463	0.8
10571	0.8
16180	0.846
13836549	0.0
7891	0.833
12446	0.667
55123	0.857
10614293	1.0
29025	0.778
11755	0.75
12635	0.818
7706	0.8
7761	0.833
11121	0.714
7713	0.6
12809	0.8
11230	1.0
7833	0.75
10492	0.8
13837190	1.0
13839109	0.833
7556	0.5
12012	0.833
8158	1.0
66675	1.0
7871	0.909
3441	1.0
7954	0.333
9976	0.889
21153	0.917
14688	1.0
9391	1.0
8525	0.75
7514	0.857
11680	0.8
6176	0.833
6085	0.0
63631	1.0
13865630	0.75
7856	1.0
11706	0.833
7802	0.875
12218	0.9
56232	1.0
3973	1.0
6130	1.0
7534	0.875
10788	0.833
7621	0.833
10101	1.0
28986	0.857
13839575	1.0
12632	0.889
13836589	1.0
83734	1.0
9253	1.0
215929	0.875
10791	0.833
555074	0.714
7957	0.5
11125	0.8
7760	0.857
4516601	0.75
8562	1.0
2863	0.9
56442	0.5
4483639	0.6
11919	1.0
10653	0.75
8329688	1.0
7782	0.75
4516599	0.75
16387	1.0
10777	0.8
4512361	0.75
11095	0.833
11025	0.833
26325086	1.0
21106173	1.0
13835706	0.667
441	0.875
2282428	1.0
9251	1.0
13850879	0.75
217	N/A
1114	1.0
7838	0.857
15486	1.0
56559	1.0
11898	1.0
4483638	0.6
6335	0.667
4449912	0.5
11526	0.667
6311	1.0
10054	1.0
7081	0.833
7607	0.8
7074	0.625
12456	1.0
72522	1.0
6313	0.75
7817	0.667
4512642	0.75
7928	1.0
7734	0.667
5949	0.833
62632	1.0
14348	1.0
7803	0.857
7076	0.625
78998	1.0
17880	1.0
370	0.875
29029	0.889
11884	1.0
2581	1.0
16177	1.0
7730	1.0
13866746	0.0
7016	0.8
15853	1.0
11864	1.0
9053802	1.0
21106586	0.714
67360	1.0
63863	1.0
11891	1.0
7732	0.5
18920	1.0
10113	0.6
11866	1.0
15846	1.0
11845	1.0
15954	1.0
11819	1.0
7566	1.0
29026	1.0
7772	0.8
11739	1.0
7917	1.0
6321	0.75
12209	1.0
11846	1.0
7622	1.0
11861	1.0
15016	1.0
11056	1.0
7915	1.0
23255	1.0
10787	1.0
123993	1.0
55090	1.0
11806	1.0
7630	0.5
8552	0.833
68179	1.0
7901	1.0
6121	1.0
7770	1.0
7558	1.0
11036	1.0
10001	0.8
7064	0.833
175	0.667
6146	1.0
6649	0.833
11029	1.0
6123	1.0
7892	1.0
8576	1.0
6095	1.0
9461	0.5
14692	0.6
11099	0.2
11193	0.833
256	0.75
11794	1.0
7851	1.0
15387	1.0
8012	0.8
7717	1.0
11732	1.0
10511	1.0
654	1.0
6315	1.0
6086	N/A
99440	1.0
11194	1.0
455353	1.0
11110	0.333
13848341	0.667
10265264	1.0
7850	1.0
7882	1.0
7577	0.5
29000	1.0
8574	1.0
11239	1.0
6165	1.0
11865	1.0
21011	1.0
4366810	0.875
512	0.667
11793	1.0
7811	1.0
7835	1.0
11216	1.0
13862665	0.4
932	1.0
22814	N/A
6341	0.75
11678	1.0
11543	1.0
62230	1.0
7533	1.0
13836399	1.0
10526	1.0
10422	0.857
12069	1.0
59483	1.0
13255	1.0
10179173	1.0
7701	0.8
6149	1.0
10790	1.0
71430	1.0
120464	1.0
172	0.5
11180	1.0
13865426	0.667
7434	1.0
259	0.75
7714	1.0
10512	1.0
7812	1.0
7769	1.0
7459	1.0
11024	1.0
7837	1.0
3644	1.0
16778	1.0
7705	1.0
191367	1.0
748	N/A
5091	0.944
10437	1.0
387	1.0
6312	1.0
6320	1.0
10947	1.0
6040	1.0
8398	1.0
960	0.938
6164	1.0
18410	1.0
7546	1.0
11756	1.0
7616	0.25
258	1.0
7716	1.0
7564	1.0
7024	1.0
7090	0.143
15438	1.0
11699	0.833
16791	1.0
6097	1.0
11799	1.0
6187	1.0
21800	1.0
18717	1.0
13837797	0.333
16641	N/A
10205670	0.5
12442	1.0
6186	1.0
60329	1.0
7790	1.0
1005	0.667
11210	1.0
6101	1.0
1004	1.0
2340753	1.0
10325184	1.0
24590970	1.0
11695	0.8
6102	1.0
13836591	1.0
7028	1.0
7615	1.0
13884973	1.0
7674	1.0
6406	0.4
682	1.0
13874867	0.6
10710415	0.5
6089	1.0
6087	1.0
6098	0.0
7733	0.0
9990	1.0
11727	1.0
7600	0.9
8896	1.0
7466	0.75
14751	1.0
1609	1.0
171	0.5
7727	1.0
71628	1.0
22408	N/A
7728	1.0
6338	1.0
13811	0.889
13871489	0.75
864	1.0
220998	1.0
221117	1.0
15765	1.0
11647	0.875
7506	0.7
7737	1.0
5439	0.667
7003	0.286
6322	0.25
13867413	0.667
553171	0.333
11525	0.6
8554	1.0
13571291	0.0
12066	1.0
7703	1.0
11265	1.0
12954	1.0
13229	1.0
59577	0.857
10053	1.0
10018	1.0
7787	1.0
26765	0.8
192642	0.8
11788	1.0
63156	0.667
122446	0.833
21181	0.833
26325090	1.0
13836520	0.667
6135	1.0
6309	0.2
12626	0.6
11632	1.0
9994	1.0
7636	0.75
13854944	1.0
7557	0.0
6125	1.0
120621	0.8
4449	1.0
55205	0.833
12445	0.833
14169248	1.0
7964	1.0
6193	1.0
62597	0.5
7559	0.0
7677	1.0
12197	0.0
13836674	0.333
11761	1.0
29015	1.0
9642	0.0
156255	1.0
20119	0.8
6118	1.0
363458	1.0
7684	1.0
71390	1.0
8544	0.6
12219	1.0
6307	1.0
7848	1.0
13816	0.75
15077490	1.0
19956441	1.0
12637	1.0
13872989	0.333
11752	0.75
8577	1.0
278	0.0
61487	1.0
11863	1.0
5708	1.0
10536	1.0
14349	1.0
7810	1.0
391	N/A
13835977	0.333
6334	0.667
592	0.667
13871721	0.5
374462	1.0
558883	0.2
56020	0.2
8908	1.0
376	0.714
10025	0.75
5004	0.8
2275	0.667
4446445	0.625
10124	0.333
7852	1.0
3951	0.25
7530	1.0
7766	1.0
6333	0.0
14680	1.0
7827	1.0
4514529	N/A
13835316	0.0
7711	1.0
12499	0.0
19953955	1.0
21109330	1.0
13638	1.0
72056	1.0
10948	1.0
7815	1.0
71312	1.0
2293678	1.0
2018460	1.0
29107	0.75
21169510	0.75
7552	1.0
5993	0.667
13835293	1.0
62589	1.0
7738	0.0
7686	1.0
7480	0.833
7776	1.0
127983	N/A
1087	N/A
6092	1.0
6042	1.0
6316	1.0
8878	1.0
34095	1.0
7568	1.0
10340	0.2
4444608	0.5
10939	0.857
11107	0.8
13835224	1.0
8141	0.8
9233	1.0
23621376	1.0
21111806	0.0
69371	1.0
66565	0.0
18685	1.0
15443	0.857
844	0.333
18607	1.0
11930	0.8
62628	1.0
67653	1.0
7030	0.667
11875	1.0
7721	1.0
2656	1.0
21108550	0.0
7560	1.0
13839416	1.0
13836021	1.0
13835861	1.0
7029	0.75
394562	0.25
10498	1.0
13839441	1.0
21112738	1.0
6104	1.0
4481813	0.5
60524	0.667
11729	1.0
9325	0.0
11694	0.8
11086	0.714
13849981	0.6
6103	1.0
5894	1.0
13835209	1.0
7788	0.667
13839553	1.0
6083	1.0
6314	0.25
61707	0.75
63054	0.0
4510484	0.625
15803	1.0
26563	1.0
70660	0.714
7679	0.833
13835235	1.0
1039	1.0
10772140	0.5
28994	0.5
4937830	1.0
29008	1.0
11809	1.0
8543	1.0
6111	1.0
68832	0.667
13842001	1.0
22191	0.714
75951	0.75
72793	0.75
72551	0.778
24641	0.778
11632871	1.0
33416	1.0
29001	0.6
21106032	1.0
8909	1.0
11857	0.714
7330	0.2
69982	1.0
21106015	1.0
552744	0.25
10464	0.75
61191	0.143
61001	0.222
8912	1.0
7791	1.0
13866593	1.0
7098	0.143
7026	1.0
553742	0.0
5977	1.0
13837702	1.0
13837537	1.0
9724	1.0
18801	1.0
59674	1.0
558928	0.0
6330	0.667
11244	0.667
7021	0.667
11795	0.8
10488	0.8
13647	1.0
6402	0.8
68156	1.0
71876	0.727
415	1.0
10487	1.0
763	N/A
13835336	1.0
24099	1.0
173	0.5
5730	1.0
7678	1.0
553642	0.75
13861343	1.0
13835550	1.0
8733	1.0
48024	1.0
10265270	1.0
693	0.0
124968	0.0
62808	0.0
8910	1.0
9614	0.0
60886	0.0
28993	0.4
17131	0.333
13875283	0.143
9363	0.0
13849989	0.6
11351244	0.429
558020	0.0
7553	0.333
20939	0.6
518	N/A
6326	1.0
20198	0.8
1143	0.0
61111	0.0
4444456	0.333
2441	0.9
6296	0.667
391428	0.8
733	1.0
9970	1.0
8960	N/A
11117	0.333
191	0.667
13837280	0.0
659	1.0
1078	0.5
13835604	1.0
10772050	0.5
14198	0.8
71787	0.5
7528	1.0
6827	1.0
499714	0.833
7018	1.0
11911	1.0
6093	1.0
13836713	0.333
21106535	1.0
7013	1.0
59447	1.0
10179239	1.0
86007	0.667
390927	0.8
10756	0.8
7961	1.0
12643	0.667
19231	0.8
13835630	1.0
13835459	1.0
9581	0.143
13875196	0.143
73412	1.0
13492	0.538
15747	0.571
7236	0.833
10410	0.4
1348	0.25
558878	0.5
5978	1.0
13487	0.5
6119	1.0
10404	0.455
13839199	0.167
9228	0.0
71089	0.2
6342	1.0
9574	0.0
83866	1.0
83850	1.0
9454	0.125
7419	0.4
1108	0.143
7128	0.333
8356	0.4
62530	0.375
7385	0.333
7170	0.5
8903	0.0
13842613	0.286
16159	0.5
7183	0.4
236	0.0
553578	0.5
7736	0.0
7242	0.286
7219	0.25
7521	0.25
7672	1.0
12010	1.0
24533	0.333
789	0.2
7088	0.4
1019	0.0
13835932	1.0
65750	0.5
15461	0.455
11830	1.0
6122	1.0
1095	1.0
7641	0.25
63903	0.375
10497	1.0
8904	0.0
7688	0.2
13874733	0.167
10437135	0.333
11660	0.333
1020	0.0
21106520	0.167
18724	0.444
11042	0.286
31029	1.0
21106560	0.286
21132380	0.286
8531	0.4
15855	0.5
6100	1.0
13837281	0.0
21105905	0.286
66809	0.167
7448	0.4
6179	1.0
7659	0.333
24535	0.556
15702	0.3
25552	0.5
11871	1.0
15409	0.364
20843	0.333
10940	0.286
10251740	0.0
11077	0.286
24972	0.429
9326	0.0
13885245	0.3
6524	0.5
28969	0.125
6967	0.25
8900	0.0
12229	0.0
9360	0.0
10253	0.4
8902	0.0
9350	0.0
7786	1.0
6999	0.4
15965	0.3
6088	1.0
10937	0.286
21106036	0.0
6977	0.333
10364	0.0
62489	0.167
10384035	0.333
11409	0.333
8243	0.556
7391	0.25
21108577	0.222
13257	0.167
70682	1.0
4228778	0.625
13658	0.5
28992	0.333
6528	0.6
7739	0.0
21168808	0.2
8335	0.4
8374	0.364
21111820	0.2
6897	0.222
13863629	0.0
12228	0.0
21112023	0.125
6665	0.143
247721	0.364
10437215	0.429
11731	1.0
13865438	0.25
120489	0.2
2039535	0.333
13837319	0.5
7278	0.222
13875160	0.143
8899	0.0
7238	0.143
21106135	0.25
773	0.0
2916	1.0
12225	0.25
10197150	0.0
55091	0.5
26325085	1.0
26325087	1.0
26325088	1.0
11862	1.0
8241	0.429
3210	0.6
8950	0.111
7676	0.0
66996	0.0
10437074	0.0
66896	0.611
30595	0.222
7710	1.0
7809	1.0
63908	0.167
221226	0.286
21105959	0.25
66021	0.0
17443	0.2
84971	1.0
388391	1.0
10236	0.333
13837303	0.333
13648	0.143
2849146	0.167
222538	0.167
73390	0.286
10437335	0.286
11576	0.222
11589	0.222
7175	0.222
79969	0.364
11784	0.0
7765	1.0
6883	0.125
7241	0.0
13875230	0.143
7689	0.0
2038738	0.0
11785	0.0
9218	0.125
7224	0.0
11600	0.167
7551	1.0
558875	0.0
21106366	0.222
78	0.0
7225	0.0
10181339	0.222
13839308	0.143
65523	0.167
7157	0.222
2937774	0.25
502855	0.2
14556	0.25
30572	0.6
58234	1.0
67460	0.333
9349	0.0
8883	1.0
65936	0.0
13875281	0.143
4445317	0.615
10534	0.143
6898	0.2
13644	0.143
12061	0.25
29036	1.0
199342	0.5
66895	0.5
62534	0.143
62408	0.143
13837329	0.2
4489	0.0
15495	0.364
66887	0.462
7389	0.0
9893	0.3
63518	0.417
12060	0.333
62310	0.3
7420	0.333
13856009	0.143
59482	0.364
12816	0.0
14678	0.4
21171407	0.333
7984	1.0
28982	0.25
206561	0.143
19709	0.333
21168831	0.25
21105897	0.222
13860335	0.143
6881	0.222
55443	0.455
453675	0.5
971	0.0
9579	0.0
21105878	0.25
21168813	0.222
60121	0.25
15427	0.333
1141	0.0
63310	0.333
11021	0.25
305	0.5
13846663	0.4
79280	0.4
21106091	0.455
13876539	0.125
5830	0.25
69340	0.4
63889	0.0
2606	1.0
10992	0.25
8674	0.25
9943	0.0
7132	0.125
235	0.0
13839082	0.143
13839110	0.25
13840690	0.143
13871718	0.333
21105871	0.143
21105998	0.4
7131	0.25
13856352	0.25
13866817	0.0
24722	0.4
7221	0.0
7223	0.143
9903	0.333
13839105	0.25
10246	0.333
18336	0.222
14866	0.333
466305	0.364
13865680	0.25
11604	0.25
13634	0.0
76394	0.0
440	1.0
28682	0.167
447	0.143
11667	0.143
13835772	0.143
6774	0.25
21168826	0.125
8071	0.0
13839128	0.25
194092	0.222
27296	0.333
28973	0.4
8186	0.222
13839123	0.25
11154	1.0
5979	1.0
7240	0.0
13857694	0.0
7220	0.0
7745	0.5
13839151	0.25
64699	0.667
12259	0.455
62517	0.25
13848467	0.25
13848808	0.125
9911	0.333
72556	0.333
15753	0.3
67465	0.3
7129	0.111
13837686	0.0
13839174	0.25
61538	0.333
12244	0.333
10248	0.333
61411	0.4
69177	0.4
13865424	0.125
917	0.5
7248	0.111
21106144	0.143
21106524	0.125
13863774	0.143
11651	0.25
16119	0.333
11610	0.222
11332993	0.222
10243171	0.222
10801842	0.857
11661	0.111
7138	0.0
12674	0.5
13837988	0.0
6775	0.0
11672	0.0
21106146	0.143
6108	N/A
21106008	0.222
8657	0.143
13875258	0.143
70715	0.0
70714	0.0
