Compound Id	ChiPathCluster [VPC-4]
26325084	32.880
26325083	29.543
18019	12.860
8521	15.523
26325082	26.206
10449	20.023
61149	0.717
2056044	0.490
26325081	22.869
26824	10.976
8520	12.186
10451	16.686
2041618	N/A
6191	0.243
26325080	19.532
76894	N/A
16425	0.0
6153	0.0
10784857	N/A
38403	0.193
14021447	16.195
9256	0.140
23101	8.848
10675065	0.204
10652594	N/A
10696	13.348
62827	0.286
11434292	N/A
21106179	0.0
122090	8.357
11557190	12.857
9095782	0.789
12577	0.057
9286	0.072
61346	0.253
6190	0.486
6270	0.866
9484	0.0
6105	0.0
16841	0.327
4927801	17.788
109705	0.905
9088156	8.828
56144	0.990
23150	5.511
108106	14.230
78828	9.520
6128	0.0
10452	10.011
10606755	0.515
3631	0.439
69569	9.340
15413	1.277
66656	N/A
9411	0.164
454209	0.318
10733068	14.040
17619	N/A
13837650	0.0
13853215	0.945
9392	0.891
66567	1.081
18971812	1.416
66655	5.847
68328	6.183
13299573	0.363
56117	1.573
12161	1.225
107412	0.440
67414	10.673
13803	1.806
14441700	0.354
10756390	11.194
68224	11.383
61213	0.360
9254	0.670
9016	0.701
73583	1.357
14998	1.299
2018165	0.066
6148	0.0
69914	8.537
11671339	8.443
29040	0.533
67991	6.003
454215	0.467
62826	0.610
7626	0.272
59573	2.225
6156	0.0
10106	0.291
10801109	2.405
512621	N/A
12933	1.342
11996	0.433
13835836	0.136
9633	0.0
15789876	0.637
18688	0.767
12586	1.085
71433	1.837
68503	1.478
937	0.0
692	0.0
23208	0.0
291	0.0
274	0.0
6084	0.0
6132	0.0
7956	0.0
6094	0.0
11749	0.167
7555	0.0
6120	0.0
7712	0.0
6308	0.408
9646	0.0
10781	2.295
15802	0.408
17976	1.039
7767	0.0
7604	0.289
7010	0.577
6163	1.061
6340	1.333
7671	0.463
9377	0.0
8560	0.0
11094	0.289
11023	0.493
11055	0.75
10786	1.276
7619	0.471
10755	1.707
11551	0.612
349	0.0
11035	0.493
11104	0.577
10795	1.821
10445	0.816
8569	0.0
11841	0.333
7073	0.533
123860	0.0
7849	0.0
17558	0.289
13439	1.061
13402	2.121
6287	0.291
10227261	0.493
14840	0.0
13448	1.5
12220	0.0
13619	0.0
7890	0.0
11882	0.0
11883	0.0
