Compound Id	EccentricConnectivityIndex
26325084	1386
26325083	1138
18019	196
8521	308
26325082	918
10449	336
61149	84
2056044	88
26325081	718
26824	154
8520	200
10451	220
2041618	147
6191	34
26325080	546
76894	178
16425	18
6153	12
10784857	228
38403	72
14021447	394
9256	29
23101	112
10675065	63
10652594	161
10696	160
62827	41
11434292	105
21106179	9
122090	121
11557190	270
9095782	34
12577	24
9286	24
61346	52
6190	34
6270	108
9484	12
6105	6
16841	29
4927801	410
109705	180
9088156	168
56144	55
23150	52
108106	312
78828	166
6128	9
10452	84
10606755	55
3631	72
69569	112
15413	88
66656	45
9411	63
454209	24
10733068	321
17619	38
13837650	14
13853215	34
9392	34
66567	62
18971812	34
66655	70
68328	90
13299573	52
56117	68
12161	48
107412	41
67414	174
13803	41
14441700	24
10756390	230
68224	252
61213	24
9254	29
9016	29
73583	34
14998	38
2018165	19
6148	12
69914	141
11671339	139
29040	29
67991	52
454215	29
62826	41
7626	38
59573	34
6156	12
10106	153
10801109	128
512621	50
12933	140
11996	38
13835836	61
9633	96
15789876	405
18688	63
12586	153
71433	24
68503	48
937	0
692	2
23208	6
291	0
274	6
6084	2
6132	9
7956	6
6094	6
11749	31
7555	14
6120	9
7712	24
6308	19
9646	12
10781	43
15802	83
17976	65
7767	38
7604	31
7010	29
6163	24
6340	24
7671	83
9377	54
8560	54
11094	47
11023	45
11055	38
10786	36
7619	38
10755	34
11551	36
349	74
11035	63
11104	56
10795	43
10445	45
8569	96
11841	76
7073	85
123860	122
7849	96
17558	87
13439	52
13402	48
6287	88
10227261	254
14840	122
13448	74
12220	150
13619	150
7890	182
11882	216
11883	254
10540	338
7929	542
11897	600
11899	662
12017	726
12072	794
11900	864
11901	938
11146	1014
11902	1094
10542	1442
11906	1838
7823	54
13835376	74
55130	72
6188	34
127750	74
14299946	160
30713	24
14694	24
99596	29
11849	54
7757	235
21106169	24
20545	500
10441	14
14672	24
7511	165
10446	45
7657	72
22453	70
6151	12
7509	135
7872	169
10433	74
55084	133
7875	239
2062437	29
7065	54
11992	54
7913	321
10325078	34
92731	48
14256731	195
3168	24
11153	6
29005	107
7472	54
11207996	54
7694	107
11833	38
16388	218
455420	96
62249	43
10420	83
9243	6
55188	34
7482	83
11716	109
29016	76
7670	83
7340	144
7747	56
7624	38
7627	38
8568	111
14846	167
11045	85
11228	19
10709	24
109838	54
7478	61
10765	19
13849665	356
7800	137
11148	2
11843	87
923	6
7475	61
12201	31
7515	63
29012	65
10797	43
11109	38
7538	109
7536	85
12972	161
61266	312
24142	294
14829	12
23055	24
13622	254
7463	45
10571	36
16180	216
13836549	102
7891	182
12446	31
55123	96
10614293	45
29025	96
11755	31
12635	150
7706	47
7761	65
11121	54
7713	24
12809	122
11230	19
7833	74
10492	47
13837190	24
13839109	87
7556	14
12012	74
8158	36
66675	34
7871	169
3441	29
7954	6
9976	105
21153	203
14688	304
9391	29
8525	31
7514	63
11680	45
6176	29
6085	2
63631	24
13865630	148
7856	96
11706	63
7802	87
12218	139
56232	156
3973	41
6130	9
7534	72
10788	36
7621	38
10101	41
28986	61
13839575	96
12632	111
13836589	38
83734	29
9253	29
215929	85
10791	36
555074	54
7957	9
11125	54
7760	65
4516601	74
8562	54
2863	169
56442	14
4483639	24
11919	48
10653	29
8329688	24
7782	38
4516599	74
16387	221
10777	24
4512361	74
11095	47
11025	45
26325086	61
21106173	63
13835706	172
441	96
2282428	29
9251	29
13850879	260
217	0
1114	9
7838	74
15486	135
56559	467
11898	600
4483638	24
6335	19
4449912	14
11526	29
6311	19
10054	12
7081	36
7607	31
7074	85
12456	122
72522	542
6313	19
7817	54
4512642	74
7928	486
7734	24
5949	54
62632	384
14348	434
7803	87
7076	98
78998	338
17880	96
370	111
29029	122
11884	254
2581	384
16177	216
7730	24
13866746	89
7016	29
15853	182
11864	74
9053802	279
21106586	81
67360	150
63863	52
11891	338
7732	24
18920	87
10113	19
11866	74
15846	122
11845	54
15954	54
11819	56
7566	14
29026	96
7772	38
11739	56
7917	294
6321	19
12209	38
11846	54
7622	38
11861	111
15016	486
11056	38
7915	254
23255	19
10787	36
123993	61
55090	24
11806	24
7630	38
8552	65
68179	96
7901	216
6121	9
7770	38
7558	14
11036	63
10001	38
7064	54
175	9
6146	12
6649	43
11029	61
6123	9
7892	182
8576	150
6095	6
9461	56
14692	122
11099	24
11193	41
256	24
11794	47
7851	96
15387	122
8012	36
7717	24
11732	38
10511	65
654	6
6315	19
6086	2
99440	45
11194	41
455353	96
11110	38
13848341	96
10265264	58
7850	96
7882	150
7577	14
29000	31
8574	122
11239	24
6165	24
11865	74
21011	31
4366810	122
512	14
11793	47
7811	54
7835	74
11216	52
13862665	47
932	96
22814	0
6341	24
11678	45
11543	54
62230	61
7533	63
13836399	74
10526	54
10422	96
12069	87
59483	84
13255	42
10179173	58
7701	47
6149	12
10790	36
71430	78
120464	34
172	6
11180	29
13865426	72
7434	74
259	31
7714	24
10512	38
7812	54
7769	38
7459	45
11024	45
7837	74
3644	9
16778	54
7705	47
191367	65
748	2
5091	521
10437	14
387	24
6312	19
6320	19
10947	29
6040	38
8398	29
960	415
6164	24
18410	112
7546	25
11756	31
7616	31
258	24
7716	24
7564	14
7024	29
7090	78
15438	64
11699	83
16791	74
6097	6
11799	47
6187	34
21800	54
18717	43
13837797	54
16641	6
10205670	19
12442	14
6186	34
60329	38
7790	36
1005	19
11210	41
6101	6
1004	14
2340753	24
10325184	24
24590970	29
11695	61
6102	6
13836591	38
7028	29
7615	31
13884973	45
7674	45
6406	36
682	6
13874867	54
10710415	72
6089	2
6087	2
6098	6
7733	24
9990	14
11727	14
7600	137
8896	20
7466	45
14751	60
1609	38
171	9
7727	24
71628	74
22408	0
7728	24
6338	19
13811	101
13871489	170
864	2
220998	174
221117	54
15765	54
11647	92
7506	122
7737	20
5439	31
7003	74
6322	19
13867413	45
553171	96
11525	29
8554	36
13571291	14
12066	20
7703	47
11265	50
12954	116
13229	92
59577	61
10053	12
10018	36
7787	36
26765	45
192642	36
11788	45
63156	54
122446	43
21181	63
26325090	122
13836520	77
6135	9
6309	19
12626	38
11632	70
9994	16
7636	42
13854944	31
7557	14
6125	9
120621	38
4449	54
55205	65
12445	45
14169248	70
7964	104
6193	113
62597	24
7559	14
7677	45
12197	14
13836674	14
11761	38
29015	36
9642	6
156255	36
20119	47
6118	9
363458	45
7684	45
71390	9
8544	20
12219	122
6307	19
7848	96
13816	29
15077490	29
19956441	74
12637	182
13872989	14
11752	31
8577	150
278	6
61487	24
11863	74
5708	36
10536	96
14349	122
7810	54
391	0
13835977	14
6334	19
592	24
13871721	24
374462	30
558883	24
56020	24
8908	42
376	126
10025	156
5004	224
2275	23
4446445	96
10124	24
7852	96
3951	24
7530	58
7766	38
6333	19
14680	74
7827	54
4514529	0
13835316	9
7711	24
12499	102
19953955	54
21109330	34
13638	64
72056	254
10948	29
7815	54
71312	29
2293678	29
2018460	43
29107	24
21169510	63
7552	14
5993	19
13835293	34
62589	45
7738	20
7686	45
7480	53
7776	38
127983	2
1087	6
6092	6
6042	12
6316	19
8878	40
34095	182
7568	14
10340	29
4444608	54
10939	54
11107	65
13835224	19
8141	29
9233	24
23621376	38
21111806	54
69371	52
66565	54
18685	150
15443	60
844	38
18607	24
11930	43
62628	122
67653	122
7030	29
11875	96
7721	24
2656	82
21108550	58
7560	14
13839416	74
13836021	24
13835861	24
7029	29
394562	24
10498	24
13839441	54
21112738	14
6104	6
4481813	14
60524	19
11729	14
9325	54
11694	61
11086	45
13849981	109
6103	6
5894	19
13835209	38
7788	36
13839553	24
6083	2
6314	19
61707	24
63054	89
4510484	74
15803	95
26563	324
70660	122
7679	45
13835235	14
1039	6
10772140	19
28994	14
4937830	14
29008	20
11809	24
8543	24
6111	6
68832	54
13842001	54
22191	72
75951	96
72793	94
72551	122
24641	118
11632871	256
33416	210
29001	38
21106032	38
8909	64
11857	42
7330	20
69982	84
21106015	14
552744	31
10464	31
61191	99
61001	123
8912	144
7791	36
13866593	54
7098	89
7026	29
553742	14
5977	9
13837702	38
13837537	36
9724	74
18801	74
59674	38
558928	14
6330	19
11244	24
7021	29
11795	47
10488	45
13647	69
6402	74
68156	54
71876	186
415	24
10487	45
763	2
13835336	14
24099	38
173	9
5730	12
7678	45
553642	64
13861343	29
13835550	14
8733	24
48024	45
10265270	90
693	6
124968	45
62808	45
8910	100
9614	45
60886	208
28993	98
17131	121
13875283	58
9363	45
13849989	122
11351244	40
558020	45
7553	14
20939	88
518	0
6326	19
20198	123
1143	9
61111	45
4444456	24
2441	73
6296	70
391428	84
733	29
9970	53
8960	2
11117	36
191	100
13837280	19
659	9
1078	56
13835604	54
10772050	29
14198	74
71787	54
7528	58
6827	140
499714	49
7018	29
11911	24
6093	6
13836713	14
21106535	29
7013	29
59447	45
10179239	90
86007	280
390927	99
10756	97
7961	24
12643	45
19231	60
13835630	81
13835459	36
9581	71
13875196	77
73412	38
13492	201
15747	239
7236	60
10410	92
1348	29
558878	122
5978	12
13487	167
6119	9
10404	135
13839199	45
9228	58
71089	45
6342	24
9574	80
83866	54
83850	54
9454	115
7419	107
1108	45
7128	69
8356	90
62530	81
7385	81
7170	112
8903	36
13842613	54
16159	36
7183	88
236	36
553578	122
7736	20
7242	60
7219	60
7521	58
7672	45
12010	54
24533	60
789	63
7088	78
1019	20
13835932	52
65750	135
15461	99
11830	38
6122	9
1095	20
7641	54
63903	81
10497	24
8904	36
7688	45
13874733	45
10437135	81
11660	77
1020	36
21106520	45
18724	78
11042	58
31029	14
21106560	60
21132380	54
8531	90
15855	99
6100	6
13837281	24
21105905	60
66809	60
7448	100
6179	29
7659	63
24535	101
15702	200
25552	80
11871	74
15409	180
20843	54
10940	54
10251740	51
11077	54
24972	67
9326	54
13885245	146
6524	326
28969	92
6967	54
8900	20
12229	45
9360	54
10253	76
8902	36
9350	58
7786	38
6999	80
15965	144
6088	2
10937	54
21106036	95
6977	67
10364	60
62489	60
10384035	81
11409	67
8243	468
7391	81
21108577	138
13257	58
70682	122
4228778	536
13658	80
28992	58
6528	578
7739	20
21168808	29
8335	80
8374	178
21111820	29
6897	116
13863629	44
12228	45
21112023	88
6665	126
247721	182
10437215	107
11731	14
13865438	77
