Compound Id	KappaShapeIndices [Kier3]
26325084	18.667
26325083	16.889
18019	11.25
8521	11.25
26325082	15.111
10449	7.843
61149	2.041
2056044	3.516
26325081	13.333
26824	9.679
8520	9.679
10451	6.12
2041618	11.324
6191	2.222
26325080	11.556
76894	10.286
16425	N/A
6153	N/A
10784857	6.667
38403	4.48
14021447	9.778
9256	2.667
23101	8.333
10675065	4.5
10652594	5.04
10696	4.424
62827	2.222
11434292	9.0
21106179	N/A
122090	7.04
11557190	8.0
9095782	2.222
12577	5.333
9286	3.0
61346	8.0
6190	2.222
6270	4.688
9484	N/A
6105	0.0
16841	2.667
4927801	5.88
109705	4.267
9088156	8.817
56144	1.991
23150	8.0
108106	4.411
78828	6.222
6128	N/A
10452	2.778
10606755	1.991
3631	4.48
69569	8.333
15413	4.444
66656	7.2
9411	3.556
454209	5.333
10733068	5.736
17619	6.0
13837650	4.0
13853215	2.222
9392	2.222
66567	1.975
18971812	2.222
66655	5.531
68328	4.444
13299573	8.0
56117	4.5
12161	2.0
107412	2.222
67414	2.963
13803	2.222
14441700	5.333
10756390	4.25
68224	4.25
61213	5.333
9254	2.667
9016	2.667
73583	2.222
14998	6.0
2018165	4.0
6148	N/A
69914	2.765
11671339	2.765
29040	2.667
67991	8.0
454215	2.667
62826	2.222
7626	6.0
59573	2.667
6156	N/A
10106	7.04
10801109	4.165
512621	2.88
12933	5.481
11996	6.0
13835836	5.0
9633	8.0
15789876	13.77
18688	3.556
12586	7.04
71433	5.333
68503	2.0
937	0.0
692	0.0
23208	0.0
291	0.0
274	0.0
6084	0.0
6132	N/A
7956	0.0
6094	0.0
11749	5.333
7555	4.0
6120	N/A
7712	4.0
6308	4.0
9646	N/A
10781	2.813
15802	5.878
17976	8.0
7767	5.333
7604	5.333
7010	3.0
6163	5.333
6340	3.0
7671	7.0
9377	6.0
8560	6.0
11094	6.0
11023	3.84
11055	6.0
10786	2.667
7619	6.0
10755	2.667
11551	2.667
349	7.2
11035	5.0
11104	7.2
10795	2.813
10445	7.2
8569	8.0
11841	8.0
7073	5.531
123860	9.143
7849	8.0
17558	8.0
13439	8.0
13402	2.0
6287	4.444
10227261	11.324
14840	9.143
13448	9.143
12220	10.0
13619	10.0
7890	11.111
11882	12.0
11883	13.091
10540	15.077
7929	19.059
11897	20.0
11899	21.053
12017	22.0
12072	23.048
11900	24.0
11901	25.043
11146	26.0
11902	27.04
10542	31.034
11906	35.030
7823	6.0
13835376	7.2
55130	5.878
6188	2.222
127750	7.2
14299946	4.424
30713	3.0
14694	5.333
99596	2.667
11849	6.0
7757	11.0
21106169	5.333
20545	19.059
