Compound Id	BPol
26325084	234.196
26325083	211.240
18019	119.419
8521	119.419
26325082	188.285
10449	137.731
61149	11.810
2056044	11.810
26325081	165.330
26824	96.464
8520	96.464
10451	114.776
2041618	94.278
6191	7.218
26325080	142.375
76894	92.091
16425	14.058
6153	4.812
10784857	124.613
38403	11.320
14021447	119.419
9256	7.108
23101	73.509
10675065	11.481
10652594	103.844
10696	91.821
62827	9.295
11434292	71.323
21106179	4.702
122090	73.509
11557190	96.464
9095782	11.371
12577	6.998
9286	6.998
61346	8.621
6190	6.435
6270	44.008
9484	6.889
6105	4.592
16841	6.325
4927801	136.640
109705	14.107
9088156	78.315
56144	7.948
23150	50.554
108106	109.312
78828	73.509
6128	6.779
10452	68.866
10606755	9.404
3631	10.537
69569	66.110
15413	39.906
66656	48.367
9411	11.949
454209	11.152
10733068	114.776
17619	46.181
13837650	5.213
13853215	5.652
9392	5.652
66567	11.591
18971812	10.588
66655	50.554
68328	50.554
13299573	9.491
56117	35.803
12161	35.262
107412	8.512
67414	81.984
13803	33.346
14441700	8.292
10756390	91.821
68224	91.821
61213	8.292
9254	5.542
9016	5.542
73583	7.729
14998	31.701
2018165	6.106
6148	6.106
69914	68.866
11671339	68.866
29040	7.195
67991	43.154
454215	7.195
62826	9.382
7626	17.221
59573	31.430
6156	27.598
10106	37.143
10801109	44.505
512621	51.711
12933	44.712
11996	17.221
13835836	19.137
9633	19.788
15789876	28.841
18688	18.179
12586	37.955
71433	27.598
68503	33.346
937	0.270
692	3.144
23208	0.0
291	4.373
274	1.916
6084	6.559
6132	3.919
7956	8.475
6094	8.746
11749	15.034
7555	10.932
6120	10.932
7712	13.118
6308	13.118
9646	13.118
10781	19.678
15802	21.864
17976	21.864
7767	15.305
7604	15.305
7010	15.305
6163	15.305
6340	15.305
7671	20.365
9377	15.415
8560	17.491
11094	17.491
11023	17.491
11055	17.491
10786	17.491
7619	17.491
10755	17.491
11551	17.491
349	19.678
11035	19.678
11104	19.678
10795	19.678
10445	19.678
8569	21.594
11841	21.594
7073	20.365
123860	23.510
7849	21.864
17558	21.864
13439	21.864
13402	21.864
6287	30.584
10227261	23.510
14840	24.051
13448	24.051
12220	25.967
13619	26.237
7890	28.423
11882	30.610
11883	32.796
10540	37.169
7929	45.915
11897	48.101
11899	50.288
12017	52.474
12072	54.660
11900	56.847
11901	59.033
11146	61.220
11902	63.406
10542	72.152
11906	80.897
7823	17.221
13835376	19.137
55130	18.179
6188	4.869
127750	19.137
14299946	89.635
30713	5.432
14694	5.432
99596	7.619
11849	17.221
7757	29.111
21106169	6.889
20545	40.313
10441	10.662
14672	15.034
7511	24.738
10446	15.992
7657	18.179
22453	18.179
6151	3.246
7509	22.552
7872	24.738
10433	18.179
55084	22.552
7875	29.111
2062437	9.272
7065	15.992
11992	15.992
7913	33.484
10325078	6.522
92731	8.708
14256731	22.552
3168	12.848
11153	3.809
29005	20.365
7472	15.992
11207996	13.941
7694	20.365
11833	15.034
16388	44.966
455420	21.594
62249	15.992
10420	18.179
9243	6.669
55188	17.221
7482	18.179
11716	20.365
29016	18.179
7670	20.636
7340	31.497
7747	15.992
7624	17.058
7627	13.806
8568	20.365
14846	24.738
11045	18.179
11228	12.848
10709	12.848
109838	16.950
7478	15.722
10765	10.932
13849665	37.045
7800	22.552
11148	4.483
11843	18.179
923	0.298
7475	15.992
12201	13.118
7515	15.992
29012	15.992
10797	16.263
11109	13.118
7538	20.365
7536	18.179
12972	25.009
61266	12.030
24142	32.796
14829	5.323
23055	7.509
13622	30.610
7463	13.806
10571	13.806
16180	28.423
13836549	7.218
7891	26.237
12446	13.118
55123	18.179
10614293	18.585
29025	19.678
11755	11.620
12635	24.051
7706	13.806
7761	15.992
11121	15.305
7713	10.932
12809	21.864
11230	14.005
7833	17.491
10492	13.806
13837190	12.578
13839109	17.908
7556	8.746
12012	15.992
8158	18.378
66675	41.398
7871	25.009
3441	6.412
7954	6.559
9976	20.636
21153	27.195
14688	36.167
9391	9.075
8525	11.620
7514	16.263
11680	13.806
6176	14.076
6085	4.373
63631	16.192
13865630	21.053
7856	21.431
11706	15.992
7802	18.449
12218	22.822
56232	27.422
3973	9.535
6130	3.136
7534	18.449
10788	14.076
7621	14.076
10101	24.025
28986	16.263
13839575	21.053
12632	20.636
13836589	14.764
83734	4.759
9253	4.759
215929	18.449
10791	14.076
555074	15.305
7957	8.746
11125	13.806
7760	16.263
4516601	17.491
8562	17.058
2863	22.822
56442	8.746
4483639	10.932
11919	36.344
10653	11.620
8329688	9.162
7782	11.620
4516599	17.491
16387	45.924
10777	11.890
4512361	17.491
11095	14.076
11025	14.076
26325086	18.866
21106173	18.866
13835706	23.927
441	18.449
2282428	6.412
9251	6.412
13850879	30.486
217	1.3
1114	11.819
7838	16.263
15486	24.051
56559	41.542
11898	45.915
4483638	10.932
6335	9.433
4449912	8.746
11526	11.349
6311	8.312
10054	10.259
7081	14.076
7607	11.890
7074	18.179
12456	19.678
72522	43.728
6313	9.704
7817	15.034
4512642	17.491
7928	41.542
7734	9.433
5949	14.076
62632	34.549
14348	39.355
7803	16.263
7076	18.179
78998	32.363
17880	17.491
370	18.449
29029	20.636
11884	27.990
2581	37.169
16177	25.804
7730	12.685
13866746	7.108
7016	11.890
15853	23.617
11864	15.305
9053802	32.796
21106586	16.950
67360	21.431
63863	46.181
11891	34.983
7732	10.662
18920	19.678
10113	10.932
11866	14.872
15846	19.245
11845	13.118
15954	17.491
11819	17.491
7566	6.126
29026	17.058
7772	11.890
11739	17.491
7917	32.796
6321	9.704
12209	10.932
11846	12.685
7622	15.305
11861	21.864
15016	41.975
11056	15.305
7915	30.610
23255	11.365
10787	15.305
123993	19.678
55090	12.445
11806	8.746
7630	10.391
8552	14.076
68179	16.490
7901	28.423
6121	8.072
7770	10.499
7558	6.559
11036	17.491
10001	11.890
7064	14.076
175	7.517
6146	10.932
6649	14.076
11029	17.491
6123	9.179
7892	26.237
8576	24.484
6095	4.373
9461	10.991
14692	19.678
11099	8.746
11193	14.076
256	9.704
11794	15.305
7851	20.111
15387	22.297
8012	11.890
7717	8.312
11732	15.305
10511	17.491
654	8.312
6315	10.259
6086	2.186
99440	17.491
11194	17.491
455353	19.407
11110	10.932
13848341	16.680
10265264	17.491
7850	19.005
7882	24.051
7577	7.247
29000	13.118
8574	21.864
11239	13.118
6165	13.118
11865	16.818
21011	13.118
4366810	22.119
512	7.517
11793	15.305
7811	15.738
7835	17.925
11216	17.491
13862665	11.620
932	19.678
22814	8.890
6341	9.704
11678	15.305
11543	17.491
62230	19.678
7533	19.678
13836399	17.221
10526	14.632
10422	19.932
12069	15.468
59483	68.377
13255	15.034
10179173	17.491
7701	11.890
6149	2.463
10790	15.305
71430	18.866
120464	14.632
172	5.331
11180	15.305
13865426	14.764
7434	19.678
259	9.704
7714	10.259
10512	12.445
7812	15.305
7769	13.552
7459	15.305
11024	15.305
7837	17.491
3644	8.746
16778	15.034
7705	15.034
191367	13.281
748	1.753
5091	40.313
10437	8.072
387	8.908
6312	10.932
6320	10.932
10947	13.118
6040	13.118
8398	13.118
960	35.941
6164	13.118
18410	21.864
7546	10.662
11756	7.318
7616	9.433
258	10.932
7716	11.365
7564	9.179
7024	13.118
7090	9.075
15438	17.491
11699	17.746
16791	15.305
6097	5.886
11799	11.095
6187	4.086
21800	17.491
18717	17.491
13837797	12.848
16641	1.378
10205670	5.441
12442	6.866
6186	4.086
60329	13.281
7790	12.307
1005	7.517
11210	17.491
6101	6.992
1004	8.746
2340753	6.302
10325184	6.302
24590970	8.489
11695	15.559
6102	3.940
13836591	12.848
7028	12.848
7615	8.908
13884973	15.305
7674	15.305
6406	11.620
682	6.559
13874867	12.578
10710415	15.722
6089	4.806
6087	3.7
6098	3.7
7733	8.475
9990	6.559
11727	5.558
7600	22.822
8896	10.932
7466	13.373
14751	17.491
1609	13.281
171	5.331
7727	11.095
71628	17.945
22408	10.930
7728	10.662
6338	6.722
13811	26.782
13871489	21.053
864	4.373
220998	25.669
221117	17.491
15765	17.491
11647	18.179
7506	20.636
7737	10.662
5439	9.866
7003	13.806
6322	7.517
13867413	9.0
553171	14.494
11525	10.932
8554	12.848
13571291	2.846
12066	10.391
7703	16.625
11265	16.923
12954	21.296
13229	21.296
59577	19.336
10053	11.129
10018	12.578
7787	13.118
26765	13.643
192642	13.643
11788	16.192
63156	13.118
122446	15.830
21181	15.830
26325090	19.109
13836520	14.764
6135	4.536
6309	8.746
12626	10.932
11632	16.923
9994	8.475
7636	11.349
13854944	14.005
7557	6.559
6125	5.213
120621	13.643
4449	13.985
55205	15.830
12445	15.830
14169248	15.603
7964	30.443
6193	32.630
62597	8.746
7559	5.331
7677	13.552
12197	4.373
13836674	5.886
11761	17.585
29015	12.578
9642	4.373
156255	11.798
20119	13.643
6118	8.942
363458	14.601
7684	15.921
71390	4.006
8544	8.746
12219	22.061
6307	11.129
7848	19.875
13816	11.457
15077490	5.629
19956441	14.736
12637	17.674
13872989	6.559
11752	11.457
8577	26.331
278	3.144
61487	13.315
11863	17.688
5708	12.550
10536	21.958
14349	24.144
7810	15.502
391	4.466
13835977	6.992
6334	9.270
592	7.517
13871721	8.746
374462	9.612
558883	8.746
56020	8.746
8908	15.305
376	15.034
10025	17.221
5004	21.594
2275	7.247
4446445	16.263
10124	10.932
7852	21.958
3951	7.517
7530	19.265
7766	13.315
6333	5.331
14680	19.771
7827	17.585
4514529	0.0
13835316	3.026
7711	11.129
12499	7.108
19953955	12.550
21109330	15.305
13638	17.058
72056	28.423
10948	10.932
7815	17.585
71312	7.282
2293678	7.282
2018460	9.469
29107	12.777
21169510	9.6
7552	8.942
5993	10.590
13835293	13.118
62589	14.872
7738	6.289
7686	14.872
7480	13.643
7776	15.398
127983	0.298
1087	4.196
6092	6.756
6042	4.540
6316	7.399
8878	13.118
34095	24.051
7568	3.266
10340	8.475
4444608	11.890
10939	14.076
11107	14.076
13835224	8.746
8141	9.704
9233	13.212
23621376	10.364
21111806	6.779
69371	46.358
66565	7.006
18685	21.864
15443	14.076
844	6.289
18607	13.212
11930	18.036
62628	19.678
67653	18.331
7030	9.163
11875	17.491
7721	13.212
2656	21.594
21108550	6.779
7560	11.026
13839416	15.305
13836021	10.499
13835861	11.365
7029	9.433
394562	7.517
10498	5.453
13839441	13.118
21112738	3.7
6104	3.026
4481813	5.466
60524	7.652
11729	11.026
9325	6.779
11694	15.396
11086	13.118
13849981	19.678
6103	8.839
5894	8.177
13835209	10.932
7788	10.932
13839553	8.746
6083	4.570
6314	7.517
61707	10.137
63054	6.998
4510484	16.263
15803	21.864
26563	37.733
70660	18.704
7679	11.890
13835235	6.559
1039	8.839
10772140	4.658
28994	7.084
4937830	4.373
29008	10.499
11809	8.072
8543	7.399
6111	6.559
68832	12.848
13842001	18.378
22191	15.034
75951	17.221
72793	17.221
72551	19.407
24641	19.407
11632871	33.631
33416	31.444
29001	10.662
21106032	9.586
8909	17.491
11857	13.118
7330	6.559
69982	15.630
21106015	5.886
552744	7.517
10464	10.137
61191	9.075
61001	12.219
8912	25.155
7791	12.685
13866593	13.985
7098	9.075
7026	10.932
553742	3.026
5977	2.353
13837702	11.798
13837537	12.415
9724	19.678
18801	15.738
59674	8.746
558928	3.026
6330	7.950
11244	11.024
7021	11.024
11795	12.323
10488	11.620
13647	13.281
6402	17.491
68156	13.552
71876	24.738
415	9.612
10487	12.445
763	0.270
13835336	6.992
24099	11.365
173	5.764
5730	1.680
7678	13.118
553642	15.305
13861343	2.516
13835550	7.426
8733	9.179
48024	15.758
10265270	19.678
693	3.578
124968	7.123
62808	7.123
8910	21.864
9614	6.669
60886	9.624
28993	17.491
17131	35.533
13875283	8.855
9363	6.896
13849989	19.678
11351244	8.746
558020	7.123
7553	6.756
20939	17.491
518	6.206
6326	4.540
20198	19.407
1143	4.011
61111	6.896
4444456	5.213
2441	18.449
6296	16.263
391428	17.491
733	8.746
9970	15.305
8960	1.733
11117	8.746
191	12.848
13837280	2.353
659	10.937
1078	8.475
13835604	12.685
10772050	3.311
14198	17.491
71787	10.662
7528	16.625
6827	24.051
499714	12.323
7018	8.072
11911	3.866
6093	3.896
13836713	8.839
21106535	7.399
7013	6.726
59447	14.438
10179239	19.678
86007	25.155
390927	19.678
10756	19.678
7961	4.540
12643	10.932
19231	14.693
13835630	18.378
13835459	12.252
9581	10.771
13875196	10.771
73412	10.456
13492	21.864
15747	24.051
7236	12.025
10410	15.305
1348	9.859
558878	18.449
5978	13.035
13487	19.678
6119	3.223
10404	17.491
13839199	8.972
9228	5.996
71089	9.199
6342	3.866
9574	7.627
83866	13.118
83850	13.118
9454	9.813
7419	15.305
1108	8.746
7128	13.118
8356	15.305
62530	13.345
7385	13.118
7170	19.678
8903	7.013
13842613	11.159
16159	6.726
7183	15.305
236	6.559
553578	18.449
7736	6.126
7242	11.159
7219	10.932
7521	10.932
7672	13.315
12010	17.802
24533	11.386
789	8.475
7088	15.305
1019	4.6
13835932	10.932
65750	17.718
15461	17.491
11830	15.615
6122	11.242
1095	11.026
7641	10.932
63903	13.345
10497	13.429
8904	7.013
7688	9.199
13874733	8.972
10437135	13.302
11660	13.118
1020	6.786
21106520	8.972
18724	15.532
11042	11.159
31029	11.242
21106560	11.159
21132380	11.159
8531	15.305
15855	16.263
6100	9.056
13837281	1.680
21105905	11.159
66809	10.888
7448	15.305
6179	3.193
7659	13.118
24535	17.945
15702	19.232
25552	15.758
11871	17.585
15409	18.179
20843	11.386
10940	11.159
10251740	7.247
11077	11.159
24972	13.572
9326	6.669
