Compound Id	WeightedPath [WTPT-3]
26325084	59.646
26325083	53.365
18019	28.353
8521	27.919
26325082	47.083
10449	37.689
61149	18.968
2056044	18.903
26325081	40.802
26824	21.776
8520	21.637
10451	31.406
2041618	21.727
6191	13.875
26325080	34.520
76894	21.309
16425	16.899
6153	9.0
10784857	36.799
38403	17.006
14021447	28.239
9256	11.588
23101	15.359
10675065	11.893
10652594	30.656
10696	25.117
62827	11.777
11434292	14.534
21106179	6.732
122090	15.561
11557190	21.958
9095782	9.25
12577	9.237
9286	9.301
61346	13.998
6190	13.875
6270	15.230
9484	6.75
6105	4.414
16841	11.588
4927801	33.574
109705	21.436
9088156	18.128
56144	16.427
23150	9.1
108106	26.851
78828	15.677
6128	4.488
10452	18.790
10606755	16.427
3631	17.006
69569	20.045
15413	12.008
66656	8.852
9411	12.234
454209	4.604
10733068	32.490
17619	8.603
13837650	4.621
13853215	13.875
9392	13.875
66567	16.344
18971812	9.25
66655	9.253
68328	9.406
13299573	13.998
56117	8.895
12161	14.218
107412	11.777
67414	20.087
13803	11.303
14441700	6.905
10756390	25.984
68224	25.984
61213	6.936
9254	11.588
9016	11.588
73583	11.563
14998	5.893
2018165	6.955
6148	6.75
69914	19.439
11671339	19.439
29040	11.588
67991	13.766
454215	11.588
62826	11.777
7626	2.759
59573	8.462
6156	3.0
10106	14.882
10801109	15.151
512621	9.101
12933	14.804
11996	2.737
13835836	5.613
9633	2.411
15789876	12.277
18688	5.223
12586	6.065
71433	3.104
68503	11.517
937	1.0
692	2.0
23208	6.828
291	0.0
274	4.414
6084	0.0
6132	6.732
7956	2.414
6094	0.0
11749	2.647
7555	0.0
6120	0.0
7712	0.0
6308	0.0
9646	0.0
10781	0.0
15802	0.0
17976	0.0
7767	0.0
7604	0.0
7010	0.0
6163	0.0
6340	0.0
7671	5.209
9377	2.401
8560	0.0
11094	0.0
11023	0.0
11055	0.0
10786	0.0
7619	0.0
10755	0.0
11551	0.0
349	0.0
11035	0.0
11104	0.0
10795	0.0
10445	0.0
8569	2.927
11841	2.880
7073	5.326
123860	5.835
7849	0.0
17558	0.0
13439	0.0
13402	0.0
6287	14.491
10227261	9.762
14840	0.0
13448	0.0
12220	2.963
13619	0.0
7890	0.0
11882	0.0
11883	0.0
10540	0.0
7929	0.0
11897	0.0
11899	0.0
12017	0.0
12072	0.0
11900	0.0
11901	0.0
11146	0.0
11902	0.0
10542	0.0
11906	0.0
7823	2.854
13835376	5.670
55130	5.290
6188	13.875
127750	5.588
14299946	27.556
30713	9.301
14694	9.237
99596	9.260
11849	2.817
7757	5.316
21106169	9.237
20545	4.764
10441	2.561
14672	2.591
7511	5.313
