Compound Id	ALOGP [ALogp2]
10765	1.639
13849665	0.821
7800	1.803
11148	0.339
11843	0.778
923	0.154
7475	0.004
12201	1.803
7515	0.053
29012	0.353
10797	1.452
11109	0.192
7538	1.112
7536	0.588
12972	3.311
61266	23.011
24142	4.638
14829	3.358
23055	1.575
13622	3.480
7463	0.121
10571	0.556
16180	2.489
13836549	8.284
7891	1.663
12446	0.960
55123	1.560
10614293	6.004
29025	0.181
11755	0.012
12635	1.003
7706	0.094
7761	0.019
11121	0.023
7713	0.528
12809	0.509
11230	0.325
7833	0.019
10492	0.180
13837190	0.010
13839109	0.020
7556	0.222
12012	0.924
8158	1.148
66675	18.562
7871	4.769
3441	6.296
7954	1.316
9976	1.547
21153	6.110
14688	9.026
9391	0.408
8525	0.074
7514	0.446
11680	0.036
6176	1.696
6085	0.897
63631	0.073
13865630	0.351
7856	2.093
11706	0.229
7802	1.742
12218	3.594
56232	3.431
3973	4.592
6130	2.018
7534	0.061
10788	0.038
7621	0.125
10101	0.043
28986	0.446
13839575	0.045
12632	2.585
13836589	0.006
83734	5.727
9253	6.222
215929	0.913
10791	0.310
555074	0.407
7957	3.225
11125	0.453
7760	1.065
4516601	0.123
8562	0.758
2863	4.708
56442	1.814
4483639	0.450
11919	8.757
10653	0.009
8329688	2.083
7782	0.148
4516599	0.256
16387	0.052
10777	0.231
4512361	0.123
11095	0.553
11025	0.144
26325086	0.019
21106173	0.917
13835706	0.073
441	2.391
2282428	5.798
9251	5.761
13850879	0.012
217	0.0
1114	0.102
7838	1.583
15486	5.876
56559	11.318
11898	31.152
4483638	0.450
6335	0.0
4449912	1.814
11526	0.441
6311	0.591
10054	3.161
7081	0.657
7607	0.208
7074	2.714
12456	0.721
72522	28.020
6313	0.294
7817	0.231
4512642	0.256
7928	25.054
7734	0.037
5949	0.941
62632	13.128
14348	22.254
7803	1.705
7076	0.302
78998	11.124
17880	0.315
370	2.540
29029	3.365
11884	7.613
2581	19.620
16177	6.107
7730	0.081
13866746	5.753
7016	0.008
15853	4.766
11864	0.075
9053802	4.894
21106586	0.092
67360	3.592
63863	1.581
11891	17.151
7732	0.148
18920	3.415
10113	3.983
11866	1.063
15846	2.583
11845	0.0
15954	0.094
11819	0.007
7566	0.015
29026	1.740
7772	0.466
11739	0.018
7917	14.849
6321	0.028
12209	0.092
11846	0.552
7622	0.136
11861	4.563
15016	28.037
11056	0.023
7915	12.712
23255	0.972
10787	0.317
123993	2.331
55090	1.214
11806	0.349
7630	0.038
8552	1.036
68179	3.795
7901	10.741
6121	0.634
7770	0.207
7558	1.149
11036	2.434
10001	0.135
7064	0.005
175	0.060
6146	0.329
6649	0.736
11029	2.434
6123	0.487
7892	8.937
8576	8.946
6095	1.979
9461	1.304
14692	0.599
11099	2.183
11193	0.963
256	0.155
11794	1.618
7851	5.832
15387	7.306
8012	0.033
7717	0.028
11732	1.858
10511	2.434
654	0.047
6315	0.259
6086	0.882
99440	1.344
11194	0.001
455353	1.938
11110	3.710
13848341	0.008
10265264	1.662
7850	0.848
7882	7.298
7577	0.003
29000	0.027
8574	5.824
11239	0.013
6165	0.011
11865	0.4
21011	0.968
4366810	0.319
512	0.011
11793	0.008
7811	3.382
7835	4.524
11216	0.274
13862665	0.407
932	4.517
22814	0.0
6341	0.245
11678	1.618
11543	0.214
62230	1.439
7533	0.127
13836399	1.219
10526	0.119
10422	0.728
12069	0.427
59483	5.003
13255	0.530
10179173	1.662
7701	0.532
6149	10.875
10790	0.030
71430	0.324
120464	0.181
172	0.033
11180	0.499
13865426	0.002
7434	1.589
259	0.195
7714	0.053
10512	0.003
7812	2.401
7769	2.406
7459	0.088
11024	0.706
7837	3.376
3644	0.167
16778	0.666
7705	0.291
191367	0.133
748	0.322
5091	20.014
10437	0.270
387	0.360
6312	0.015
6320	0.485
10947	0.968
6040	1.591
8398	0.305
960	15.192
6164	1.227
18410	0.861
7546	0.185
11756	1.092
7616	0.011
258	0.948
7716	1.595
7564	0.951
7024	0.005
7090	1.206
15438	0.124
11699	0.002
16791	0.232
6097	1.203
11799	0.006
6187	8.898
21800	0.041
18717	0.654
13837797	1.649
16641	0.780
10205670	0.001
12442	1.937
6186	8.898
60329	0.279
7790	0.199
1005	0.024
11210	2.118
6101	0.158
1004	0.470
2340753	4.819
10325184	5.083
24590970	4.772
11695	0.386
6102	0.002
13836591	0.057
7028	0.515
7615	0.044
13884973	0.005
7674	0.048
6406	1.357
682	0.012
13874867	0.043
10710415	0.867
6089	0.419
6087	0.717
6098	1.004
7733	0.048
9990	3.513
11727	0.755
7600	0.111
8896	2.074
7466	0.138
14751	0.802
1609	1.137
171	0.053
7727	0.606
71628	0.640
22408	0.0
7728	0.239
6338	0.622
13811	0.613
13871489	0.506
864	0.128
220998	2.945
221117	0.041
15765	0.041
11647	2.470
7506	4.175
7737	0.5
5439	0.072
7003	3.175
6322	0.120
13867413	0.007
553171	0.077
11525	0.002
8554	0.990
13571291	0.404
12066	0.078
7703	0.635
11265	0.0
12954	1.3
13229	1.113
59577	0.025
10053	3.696
10018	0.322
7787	2.986
26765	0.539
192642	0.041
11788	0.526
63156	0.004
122446	1.048
21181	1.045
26325090	2.090
13836520	0.147
6135	0.182
6309	3.465
12626	0.051
11632	0.318
9994	0.175
7636	0.223
13854944	0.048
7557	2.002
6125	2.374
120621	0.328
4449	7.577
55205	1.295
12445	0.167
14169248	0.857
7964	0.001
6193	0.096
62597	0.001
7559	0.167
7677	5.019
12197	2.168
13836674	2.142
11761	0.483
29015	0.069
9642	1.544
156255	6.074
20119	0.722
6118	0.885
363458	0.290
7684	0.0
71390	2.638
8544	0.477
12219	1.133
6307	2.171
7848	0.603
13816	0.199
15077490	7.322
19956441	4.250
12637	8.104
13872989	0.067
11752	0.074
8577	2.993
278	0.095
61487	1.553
11863	0.238
5708	0.350
10536	0.190
14349	2.080
7810	0.040
391	0.0
13835977	0.001
6334	0.273
592	0.649
13871721	0.210
374462	4.738
558883	2.608
56020	2.608
8908	4.064
376	1.623
10025	2.440
5004	4.571
2275	0.002
4446445	0.151
10124	5.326
7852	1.332
3951	0.836
7530	0.077
7766	0.008
6333	0.130
14680	0.750
7827	0.020
4514529	0.0
13835316	2.849
7711	0.141
12499	3.757
19953955	3.145
21109330	0.072
13638	3.375
72056	14.269
10948	1.431
7815	0.334
71312	6.821
2293678	7.402
2018460	8.048
29107	0.177
21169510	3.802
7552	0.440
5993	0.249
13835293	0.0
62589	0.705
7738	0.024
7686	1.618
7480	2.109
7776	0.084
127983	0.016
1087	0.002
6092	1.541
6042	4.118
6316	2.253
8878	0.223
34095	10.249
7568	0.333
10340	0.081
4444608	0.035
10939	0.065
11107	1.301
13835224	0.825
8141	0.593
9233	1.680
23621376	1.430
21111806	0.920
69371	24.0
66565	0.222
18685	8.488
15443	0.476
844	0.198
18607	0.219
11930	0.048
62628	6.893
67653	0.047
7030	0.233
11875	5.463
7721	0.0
2656	1.718
21108550	0.920
7560	0.082
13839416	4.2
13836021	0.570
13835861	0.365
7029	0.111
394562	0.370
10498	0.681
13839441	3.103
21112738	2.313
6104	1.151
4481813	0.020
60524	0.041
11729	1.093
9325	0.920
11694	0.006
11086	0.431
13849981	6.097
6103	0.746
5894	0.008
13835209	2.171
7788	0.162
13839553	1.405
6083	0.982
6314	0.924
61707	0.010
63054	2.127
4510484	0.165
15803	0.431
26563	0.617
70660	0.258
7679	1.120
13835235	0.805
1039	0.632
10772140	0.092
28994	0.362
4937830	0.227
29008	0.947
11809	0.0
8543	1.498
6111	0.746
68832	0.157
13842001	0.079
22191	0.469
75951	0.946
72793	0.370
72551	1.590
24641	0.804
11632871	0.888
33416	0.428
29001	0.224
21106032	0.876
8909	5.308
11857	0.013
7330	0.996
69982	6.292
21106015	0.094
552744	0.314
10464	0.7
61191	0.407
61001	0.713
8912	0.274
7791	1.591
13866593	5.478
7098	0.407
7026	2.765
553742	1.117
5977	2.615
13837702	4.213
13837537	0.279
9724	1.640
18801	5.471
59674	1.080
558928	1.117
6330	0.301
11244	0.179
7021	0.179
11795	1.265
10488	0.385
13647	0.888
6402	2.299
68156	4.207
71876	0.099
415	3.114
10487	0.557
763	0.848
13835336	1.409
24099	3.108
173	0.391
5730	12.849
7678	3.805
553642	0.030
13861343	14.131
13835550	2.180
8733	2.176
48024	0.067
10265270	0.550
693	0.495
124968	0.011
62808	0.230
8910	8.294
9614	0.230
60886	14.727
28993	9.570
17131	1.859
13875283	1.258
9363	0.056
13849989	5.474
11351244	1.267
558020	0.056
7553	2.585
20939	4.590
518	N/A
6326	3.824
20198	0.775
1143	0.394
61111	0.230
4444456	2.305
2441	0.940
6296	3.798
391428	4.594
733	1.983
9970	5.012
8960	1.418
11117	2.093
191	0.972
13837280	3.037
659	0.1
1078	0.168
13835604	1.676
10772050	2.098
14198	1.876
71787	0.442
7528	0.666
6827	1.737
499714	0.208
7018	0.041
11911	5.974
6093	1.650
13836713	1.513
21106535	1.002
7013	4.865
59447	0.648
10179239	0.550
86007	0.050
390927	1.260
10756	1.260
7961	1.536
12643	0.132
19231	0.658
13835630	1.685
13835459	0.631
9581	0.183
13875196	0.183
73412	1.167
13492	1.759
15747	2.606
7236	1.033
10410	0.799
1348	0.013
558878	6.197
5978	0.049
13487	1.078
6119	3.316
10404	0.563
13839199	0.193
9228	1.498
71089	0.003
6342	5.756
9574	0.058
83866	4.724
83850	4.724
9454	0.075
7419	0.214
1108	0.412
7128	0.328
8356	0.011
62530	0.0
7385	0.030
7170	1.313
8903	0.0
13842613	0.773
16159	6.381
7183	1.476
236	0.0
553578	6.197
7736	0.177
7242	0.056
7219	0.094
7521	1.649
7672	0.362
12010	0.110
24533	0.056
789	0.005
7088	2.422
1019	0.0
13835932	3.682
65750	0.563
15461	1.491
11830	0.383
6122	2.168
1095	0.001
7641	1.649
63903	0.030
10497	0.823
8904	0.0
7688	0.193
13874733	0.412
10437135	0.039
11660	0.9
1020	0.0
21106520	0.412
18724	2.422
11042	1.170
31029	1.428
21106560	0.094
21132380	1.170
8531	0.377
15855	2.545
6100	3.143
13837281	5.899
21105905	0.094
66809	0.003
7448	0.377
6179	8.339
7659	3.709
24535	1.155
15702	0.456
25552	0.224
11871	0.534
15409	0.129
20843	0.773
10940	1.170
10251740	0.155
11077	1.649
24972	1.738
9326	0.0
13885245	0.088
6524	0.974
28969	0.007
6967	1.649
8900	0.0
12229	0.154
9360	0.0
10253	1.476
8902	0.0
9350	0.0
7786	3.559
6999	6.595
15965	0.1
6088	2.318
10937	1.649
21106036	2.623
6977	3.709
10364	0.585
62489	0.003
10384035	0.039
11409	0.9
8243	3.184
7391	0.039
21108577	0.002
13257	0.063
70682	0.005
4228778	0.393
13658	3.091
28992	0.773
6528	5.571
7739	0.349
21168808	1.061
8335	0.377
8374	0.365
21111820	1.519
6897	0.068
13863629	0.120
12228	0.0
21112023	0.051
6665	1.685
247721	0.032
10437215	0.144
11731	1.920
13865438	0.348
120489	0.003
2039535	0.039
13837319	1.460
7278	0.002
13875160	1.922
8899	0.349
7238	0.003
21106135	0.348
773	0.177
2916	2.238
12225	0.003
10197150	0.051
55091	1.110
26325085	7.207
26325087	5.634
26325088	5.634
11862	0.421
8241	0.4
3210	12.758
8950	1.058
7676	0.554
66996	0.090
10437074	0.554
66896	7.671
30595	0.427
7710	2.289
7809	0.878
63908	0.197
221226	0.037
21105959	0.348
66021	0.285
17443	0.003
84971	5.902
388391	5.902
10236	3.709
13837303	0.274
13648	0.064
2849146	0.0
222538	0.0
73390	0.068
10437335	0.068
11576	1.090
11589	0.005
7175	0.427
79969	0.493
11784	0.554
7765	1.5
6883	0.0
7241	0.001
13875230	1.922
7689	0.285
2038738	0.001
11785	0.554
9218	0.021
7224	0.001
11600	0.009
7551	3.243
558875	1.5
21106366	0.048
78	0.001
7225	0.001
10181339	0.020
13839308	0.005
65523	0.0
7157	0.427
2937774	0.017
502855	0.005
14556	0.068
30572	2.689
58234	0.890
67460	0.024
9349	0.073
8883	0.723
65936	0.001
13875281	1.922
4445317	5.072
10534	2.149
6898	0.233
13644	0.064
12061	0.017
29036	4.1
199342	3.920
66895	2.617
62534	0.0
62408	0.0
13837329	0.001
4489	0.0
15495	1.133
66887	1.768
7389	0.403
9893	0.217
63518	1.085
12060	0.403
62310	0.603
7420	0.281
13856009	0.064
59482	0.568
12816	0.037
14678	0.851
21171407	4.576
7984	4.685
28982	0.024
206561	0.145
19709	0.316
21168831	1.023
21105897	0.039
13860335	0.201
6881	0.032
55443	1.563
453675	2.366
971	0.212
9579	0.058
21105878	0.011
21168813	0.151
60121	0.068
15427	0.929
1141	0.564
63310	0.499
11021	0.037
305	1.946
13846663	1.201
79280	1.271
21106091	0.579
13876539	0.025
5830	0.037
69340	0.926
63889	0.124
2606	0.810
10992	0.037
8674	0.011
9943	0.037
7132	0.064
235	0.037
13839082	0.033
13839110	0.678
13840690	0.571
13871718	0.455
21105871	0.033
21105998	0.569
7131	0.211
13856352	0.233
13866817	2.216
24722	0.692
7221	0.501
7223	0.545
9903	0.027
13839105	0.678
10246	2.148
18336	0.622
14866	5.124
466305	0.409
13865680	0.024
11604	0.024
13634	0.501
76394	0.128
440	8.645
28682	0.064
447	0.262
11667	0.480
13835772	0.033
6774	0.318
21168826	0.202
8071	0.255
13839128	0.678
194092	0.116
27296	0.705
28973	1.271
8186	0.151
13839123	0.678
11154	2.844
5979	11.4
7240	0.501
13857694	2.216
7220	0.501
7745	1.440
13839151	0.678
64699	0.431
12259	10.304
62517	0.068
13848467	0.350
13848808	0.202
9911	2.148
72556	0.773
15753	0.434
67465	0.434
7129	1.331
13837686	0.081
13839174	0.678
61538	2.148
12244	2.148
10248	2.148
61411	4.442
69177	4.442
13865424	0.202
917	0.249
7248	1.821
21106144	1.695
21106524	0.202
13863774	1.695
11651	0.068
16119	2.148
11610	0.301
11332993	0.0
10243171	0.0
10801842	1.768
11661	1.821
7138	0.436
12674	0.434
13837988	2.216
6775	0.005
11672	0.005
21106146	1.695
6108	2.727
21106008	0.088
8657	0.262
13875258	2.343
70715	0.253
70714	0.790
11596	0.002
10244	4.442
70988	0.0
86435	0.038
65785	0.823
70652	0.233
7673	0.790
6745	0.386
3544	0.901
8868	0.024
8097	0.204
11773	0.005
13875392	2.343
6916	1.133
21105859	0.251
13630	0.790
7443	0.234
8665	0.262
6633	1.057
16804	7.561
7406	0.066
6907	0.603
10892	0.085
10181338	0.085
299166	0.417
136966	1.663
120548	0.030
73479	0.025
11783	0.790
4611	0.185
13846749	0.039
13875432	0.081
12823	0.087
7176	0.202
221082	0.823
12231	0.050
21106519	1.469
13875219	0.081
8935	0.685
4514586	0.0
10181341	0.042
21106018	0.857
13835344	0.093
7685	0.555
238	0.058
21159695	0.854
13853758	0.031
13835151	0.012
13875320	2.343
14227	0.240
5709	0.058
12821	0.181
913	0.058
8070	0.162
7140	0.162
7190	0.162
7310	0.072
21106140	0.856
12478	0.181
1266393	0.981
455090	0.047
503239	0.047
10991	0.196
191058	0.244
10986	0.244
57726	1.662
21106525	0.196
13860692	0.012
13876103	0.267
7234	0.101
6621	0.006
9564	0.078
21111822	1.329
13869462	0.285
10254	0.0
11460	0.284
7397	0.360
6642	14.838
11465	0.080
11422	0.185
3918	0.293
6794	0.516
21106014	0.305
5889	0.562
13835126	0.240
21111781	0.060
924	0.047
10857	1.057
8140	1.057
65	1.057
13860491	0.285
13863618	0.426
13860641	0.196
13869434	0.285
13854136	0.012
6781	0.370
13838404	4.967
13837760	0.848
6630	0.285
7383	1.336
123207	0.247
10008	0.562
1664	0.562
4878	0.848
21106020	1.972
61765	0.857
13862559	4.986
7662	4.986
21106148	0.370
10411	0.014
20570	0.047
13860775	0.643
2157	0.103
21105795	0.426
2241	0.403
10616	0.177
62466	0.0
62485	0.0
62472	0.451
11586	0.451
7518	2.667
4962	0.826
7681	0.261
21106013	1.972
10972	0.421
10980	0.421
6674	0.421
6035	0.407
21106900	0.587
2005981	0.074
81815	0.436
11584	0.810
7189	0.510
11591	0.187
13840647	0.285
13029	3.142
21106172	3.142
21106145	0.165
64155	0.052
13851576	0.811
13837787	0.257
68676	2.249
6635	13.206
11582	0.483
13853953	1.972
6988	1.057
11083	1.057
13854242	0.238
13869480	0.643
11585	0.546
11488212	1.052
13864445	4.986
86394	0.087
9965	0.363
2206	0.398
42330	1.236
4575	0.617
2079	0.002
4590	0.182
21108548	3.609
13854248	0.0
6974	0.184
6646	5.902
11629	0.496
21106019	0.305
509179	0.654
89076	2.662
10664	0.040
13869414	0.643
7279	0.179
62964	10.971
18219	3.906
13869451	0.0
880	0.391
75956	0.459
6023	0.179
456015	0.480
13869339	0.0
13875441	0.184
206493	0.175
15093	0.291
4599	0.879
1577	0.562
7239	0.480
434	0.255
6079	0.255
7202	2.005
764	0.848
10400	0.001
13662	0.072
955	0.040
13030	3.142
7001	3.142
71437	0.004
4759	0.621
33617	0.244
13872122	0.455
13842573	0.184
17347	0.104
21106581	0.165
10586285	0.215
11595	0.0
62060	0.642
5976	0.705
63906	0.485
13835351	0.394
6773	0.394
30881	0.602
2923	2.320
21105870	0.0
6658	0.087
11422351	0.121
7208	0.230
71193	0.696
67270	0.087
6033	0.087
76154	0.536
3548	1.360
642951	2.004
13860	0.175
40130	0.606
13860434	0.496
21111817	0.485
5596	1.465
5915	0.394
13047	6.335
25472	0.928
62467	0.012
14620	0.238
6828	0.0
21105848	0.496
11080	1.465
7211	1.743
7092	0.877
28947	0.001
11366	3.142
18	1.347
1446	1.347
71	1.347
7146	1.347
13860817	0.546
11625	0.070
12133	0.035
205483	1.645
1253	0.735
4745	0.010
392	1.465
11778	0.546
7172	1.743
13868640	3.160
18707	1.375
123	0.426
502245	0.377
13860720	0.546
21106571	8.864
21106163	8.864
44152	0.008
10257	1.743
13875356	3.160
19766	6.335
124	0.443
204209	0.034
7142	0.490
13853943	0.008
58563	1.199
10864	2.399
21106540	8.864
132	0.490
331	0.490
6550	0.575
78467	1.124
7315	0.211
11087	2.017
6339	10.531
13875212	3.160
21108576	1.008
26516	2.847
4768	0.191
20848	0.714
4963	1.199
13859497	0.245
12640	0.193
6106	5.290
776	0.177
7145	0.008
6480	0.412
1448	0.739
38364	5.652
10343	2.256
559096	5.317
3534	3.505
8098	0.0
21361761	0.298
1361549	0.450
11961	2.199
7302	0.024
967	10.635
556589	0.014
13846959	0.634
10837	0.739
7299	0.208
2169	0.019
526	0.219
21106518	1.008
27488	5.652
10437210	1.522
11954	2.199
21111772	2.199
27749	0.073
7199	0.618
15517	0.634
589165	0.074
17868	0.0
5027	0.027
8183	0.177
5882	0.177
192748	1.773
9120	0.739
67594	0.559
13856959	0.006
15489	0.554
6780	0.0
4744	0.413
62484	2.049
768	2.177
10437836	0.941
2991	0.070
13848793	0.008
7150	1.876
361	2.627
8182	0.230
992	0.230
21106470	0.0
2121	0.027
392447	0.015
577	1.898
6788	0.412
10437239	1.053
953	0.980
13868660	4.685
6675	1.393
11588	1.393
4437893	0.079
1906	1.178
1015	0.177
10870	0.739
10975	0.739
906	0.0
105291	0.602
7042	0.002
21106570	13.850
12044	0.412
2185	0.0
13063	0.094
6736	0.412
8528	2.249
68568	1.917
8876	0.0
5775	2.417
10909	1.649
10918	1.649
8855	0.0
256210	0.154
49179	1.132
5557	1.264
24326358	8.945
21486195	0.702
10328	0.921
12047	0.412
10849	1.649
8470	0.103
10851	1.649
11769	0.921
13677	0.094
13846658	0.212
12045	0.412
65763	1.469
10432	0.921
5142	2.844
13867714	0.0
21105699	0.0
10850	1.649
1151	1.798
6852	0.003
4514549	0.0
48085	0.010
14627	0.154
87265	1.507
65701	1.360
18941	0.043
10831	1.649
10813	1.649
10908	1.649
551	0.024
16359	1.356
7044	1.356
28552	0.194
29282	0.606
10829	1.649
8060	0.291
15619	3.709
6737	0.554
96749	7.787
29117	0.181
6688	2.310
4760	0.002
12874	1.534
10841	1.649
26325182	1.807
18177	0.748
8262	0.234
8273	0.234
17339596	0.006
3277	0.286
15621	3.709
26260	3.709
5162	3.461
12682	3.709
5593	0.177
8329	0.278
6789	0.554
11776	7.110
15488	0.554
707	17.334
83191	0.410
5774	0.514
92494	0.184
92468	0.020
11489	0.003
6586	0.058
15620	3.709
15861	3.709
12705	0.066
12730	0.170
472932	0.184
6950	0.0
3350	1.347
218253	0.554
4333	0.192
63968	0.154
6706	0.036
68437	3.709
11038	5.331
2068	0.935
5236	0.285
6855	0.064
13090	0.272
13303	0.311
13302	0.0
133166	0.316
8067	19.943
6840	0.091
8030	0.148
3008	1.135
6739	0.212
2283071	6.595
8807	0.219
5791	0.068
11286	0.010
21106059	0.045
13839012	0.212
7151	3.910
10903	0.212
6835	0.562
5145918	0.051
15475	2.216
15755	2.216
14995	2.216
14994	2.216
67470	2.216
15476	2.216
15477	2.216
15478	2.216
15524	2.216
15756	2.216
8058	0.304
15473	2.216
17099	2.216
17098	2.216
33933	2.216
15474	2.216
11003	0.177
8093	0.777
36029	4.135
58496	5.520
6735	0.790
4932499	6.595
8341	0.212
6592	0.208
6371	0.0
2297441	4.587
7155	1.167
3693	0.044
89258	2.967
26010	2.216
30600	2.216
33455	2.216
33934	2.216
33932	2.216
10628694	0.2
11294	0.081
4268	0.003
6604	2.216
23886	2.216
33421	2.216
6838	0.024
6002	0.1
6753	0.175
1262	0.0
6807	0.081
4470736	4.009
20124	0.790
4911	0.106
62265	0.033
64016	0.039
8319	0.562
6790	0.562
6588	0.436
3652	0.0
185	1.370
75995	1.196
2271976	2.406
457140	4.986
84188	4.986
136000	4.986
135983	4.986
136001	4.986
136002	4.986
158870	4.986
157093	4.986
83374	4.986
457144	4.986
135925	4.986
457145	4.986
136003	4.986
84235	4.986
139025	3.990
8282	0.848
34667	4.986
34871	4.986
34873	4.986
56784	4.986
34872	4.986
4343	1.796
1710	1.074
6600	0.360
230	3.095
5660	0.010
5932	0.060
196288	2.020
9797	2.340
9824	0.070
4103087	0.012
34868	4.986
37905	4.986
34869	4.986
37918	4.986
37915	4.986
34867	4.986
25605	4.986
26011	4.986
34870	4.986
34666	4.986
21924	4.986
3216	3.751
6057	7.043
5807	5.261
6610	1.199
21587143	4.436
61739	0.848
34866	4.986
34665	4.986
34664	4.986
37904	4.986
34864	4.986
34188	4.986
34865	4.986
9786472	0.715
6478	0.016
65272	4.582
744	3.258
6492	0.848
11708	8.067
10438331	0.164
2927	7.515
5554	0.221
2928	9.875
27793	8.864
82754	8.864
457138	8.864
102897	8.864
457139	8.864
102947	8.864
97173	8.864
102720	8.864
102801	8.864
102833	8.864
102721	8.864
102856	8.864
102933	8.864
103066	8.864
106355	8.864
82755	8.864
82712	8.864
157094	8.864
103011	8.864
102798	8.864
82762	8.864
97172	8.864
2925	0.745
18547147	2.342
4380	0.072
2424	0.186
34863	4.986
2760	0.401
11974	12.639
32555	14.410
19232038	1.543
13835294	0.278
6514	0.049
33281	8.864
56786	8.864
56789	8.864
33456	8.864
46264	8.864
4777	1.020
10481872	0.122
5550	0.272
553649	0.219
8124942	2.944
56787	8.864
35583	8.864
82807	8.864
56794	8.864
33386	8.864
33457	8.864
47912	8.864
82817	8.864
46893	8.864
33280	8.864
35582	8.864
33304	8.864
46263	8.864
19232037	0.444
10169	0.004
5542	0.551
5376	1.438
8101973	1.299
21106365	0.029
8351654	0.760
2975965	1.916
13300034	9.017
197564	0.126
34874	8.864
36972	8.864
56788	8.864
533188	8.864
35579	8.864
16182	8.864
46262	8.864
35580	8.864
82818	8.864
56790	8.864
56795	8.864
33458	8.864
82777	8.864
35584	8.864
56785	8.864
56792	8.864
34189	8.864
5233	3.713
2075	0.115
3438	0.321
102834	13.850
102722	13.850
154865	13.850
96948	13.850
102743	13.850
102857	13.850
154866	13.850
106356	13.850
102787	13.850
102741	13.850
97240	13.850
97055	13.850
97198	13.850
102742	13.850
2915	0.349
4447447	0.095
193441	1.026
2654	0.246
1278	0.0
56793	8.864
454495	8.864
40191	8.864
56791	8.864
35581	8.864
56775	13.850
56770	13.850
5553	0.480
25677	8.864
2699	0.698
60858	1.199
91432	0.660
6453	0.047
8103122	2.347
33282	13.850
46285	13.850
46284	13.850
82806	13.850
56776	13.850
47913	13.850
32952	13.850
45446	13.850
43353	13.850
56773	13.850
12549	0.920
5633	1.837
14916	0.125
541032	3.048
5541	0.891
97257	19.943
97224	19.943
102923	19.943
96868	19.943
96864	19.943
97234	19.943
97233	19.943
154062	19.943
97142	19.943
12699	0.412
36975	13.850
56778	13.850
43354	13.850
37779	13.850
