Compound Id	ChiCluster [SC-4]
26325084	2.5
26325083	2.25
18019	1.539
8521	1.457
26325082	2.0
10449	1.5
61149	0.289
2056044	0.577
26325081	1.75
26824	1.237
8520	1.207
10451	1.25
2041618	N/A
6191	0.5
26325080	1.5
76894	N/A
16425	6.124
6153	0.5
10784857	N/A
38403	0.289
14021447	1.25
9256	0.289
23101	0.957
10675065	0.0
10652594	N/A
10696	1.0
62827	0.204
11434292	N/A
21106179	0.0
122090	0.884
11557190	1.0
9095782	0.5
12577	0.354
9286	0.0
61346	0.707
6190	0.5
6270	0.125
9484	0.5
6105	0.0
16841	0.289
4927801	0.625
109705	0.866
9088156	0.884
56144	0.394
23150	0.707
108106	0.5
78828	0.75
6128	0.0
10452	0.75
10606755	0.394
3631	0.289
69569	0.957
15413	0.177
66656	N/A
9411	0.289
454209	0.354
10733068	0.927
17619	N/A
13837650	0.0
13853215	0.5
9392	0.5
66567	0.625
18971812	0.5
66655	0.604
68328	0.5
13299573	0.707
56117	0.25
12161	0.125
107412	0.204
67414	0.375
13803	0.177
14441700	0.354
10756390	0.75
68224	0.707
61213	0.354
9254	0.289
9016	0.289
73583	0.5
14998	0.354
2018165	0.0
6148	0.5
69914	0.530
11671339	0.552
29040	0.289
67991	0.707
454215	0.289
62826	0.204
7626	0.0
59573	0.25
6156	0.5
10106	0.177
10801109	0.102
512621	N/A
12933	0.125
11996	0.354
13835836	0.0
9633	0.0
15789876	0.0
18688	0.289
12586	0.177
71433	0.354
68503	0.125
937	0.0
692	0.0
23208	0.0
291	0.0
274	0.0
6084	0.0
6132	0.0
7956	0.0
6094	0.0
11749	0.0
7555	0.0
6120	0.0
7712	0.0
6308	0.0
9646	0.5
10781	0.289
15802	0.0
17976	0.354
7767	0.0
7604	0.0
7010	0.0
6163	0.354
6340	0.0
7671	0.0
9377	0.0
8560	0.0
11094	0.0
11023	0.0
11055	0.354
10786	0.0
7619	0.0
10755	0.25
11551	0.0
349	0.0
11035	0.0
11104	0.0
10795	0.0
10445	0.354
8569	0.0
11841	0.0
7073	0.0
123860	0.0
7849	0.0
17558	0.0
13439	0.707
13402	0.125
6287	0.177
10227261	0.0
14840	0.0
13448	0.707
12220	0.0
13619	0.0
7890	0.0
11882	0.0
11883	0.0
10540	0.0
7929	0.0
11897	0.0
11899	0.0
12017	0.0
12072	0.0
11900	0.0
11901	0.0
11146	0.0
11902	0.0
10542	0.0
11906	0.0
7823	0.0
13835376	0.0
55130	0.0
6188	0.5
127750	0.0
14299946	1.0
30713	0.0
14694	0.354
99596	0.289
11849	0.0
7757	0.0
21106169	0.354
20545	0.0
10441	0.0
14672	0.354
7511	0.0
10446	0.354
7657	0.0
22453	0.0
6151	0.5
7509	0.0
7872	0.0
10433	0.0
55084	0.0
7875	0.0
2062437	0.289
7065	0.0
11992	0.0
7913	0.0
