Compound Id	ChiPathCluster [SPC-4]
26325084	9.389
26325083	8.536
18019	3.182
8521	3.621
26325082	7.682
10449	5.121
61149	6.529
2056044	4.232
26325081	6.828
26824	2.606
8520	2.768
10451	4.268
2041618	N/A
6191	4.5
26325080	5.975
76894	N/A
16425	0.0
6153	0.0
10784857	N/A
38403	2.444
14021447	5.121
9256	2.598
23101	1.914
10675065	1.412
10652594	N/A
10696	3.414
62827	2.937
11434292	N/A
21106179	0.0
122090	2.414
11557190	4.268
9095782	4.5
12577	1.061
9286	1.333
61346	1.061
6190	4.5
6270	1.5
9484	0.0
6105	0.0
16841	2.598
4927801	7.955
109705	5.473
9088156	2.216
56144	5.425
23150	1.061
108106	6.364
78828	3.414
6128	0.0
10452	2.561
10606755	5.425
3631	2.444
69569	1.914
15413	1.436
66656	N/A
9411	2.235
454209	1.061
10733068	6.243
17619	N/A
13837650	0.0
13853215	4.5
9392	4.5
66567	6.75
18971812	4.5
66655	1.811
68328	2.561
13299573	1.061
56117	1.207
12161	2.121
107412	2.937
67414	4.773
13803	2.030
14441700	1.061
10756390	4.889
68224	5.414
61213	1.061
9254	2.598
9016	2.598
73583	4.5
14998	0.75
2018165	0.408
6148	0.0
69914	4.061
11671339	3.798
29040	2.598
67991	1.061
454215	2.598
62826	2.937
7626	0.471
59573	1.707
6156	0.0
10106	1.436
10801109	2.195
512621	N/A
12933	1.5
11996	0.75
13835836	0.408
9633	0.0
15789876	1.802
18688	2.235
12586	1.436
71433	1.061
68503	2.121
937	0.0
692	0.0
23208	0.0
291	0.0
274	0.0
6084	0.0
6132	0.0
7956	0.0
6094	0.0
11749	0.289
7555	0.0
6120	0.0
7712	0.0
6308	0.408
9646	0.0
10781	2.295
15802	0.408
17976	1.039
7767	0.0
7604	0.289
7010	0.577
6163	1.061
6340	1.333
7671	0.805
9377	0.0
8560	0.0
11094	0.289
11023	0.493
11055	0.75
10786	1.276
7619	0.471
10755	1.707
11551	0.612
349	0.0
11035	0.493
