Compound Id	Weight
26325084	778.239950
26325083	704.221158
18019	384.145993
8521	384.145993
26325082	630.202367
10449	444.112748
61149	202.002876
2056044	202.002876
26325081	556.183575
26824	310.127201
8520	310.127201
10451	370.093957
2041618	296.111551
6191	137.990419
26325080	482.164784
76894	282.095901
16425	145.962490
6153	87.993613
10784857	360.018848
38403	168.000984
14021447	408.145993
9256	119.999841
23101	236.108410
10675065	148.031141
10652594	300.015707
10696	296.075166
62827	134.015491
11434292	222.092760
21106179	70.003035
122090	248.108410
11557190	334.127201
9095782	130.040563
12577	102.009263
9286	102.009263
61346	167.976519
6190	153.960869
6270	208.113086
9484	84.018685
6105	52.012457
16841	135.970291
4927801	510.250458
109705	282.009104
9088156	279.150609
56144	201.937547
23150	162.089618
108106	408.200366
78828	260.108410
6128	66.028107
10452	222.056374
10606755	168.000984
3631	183.971433
69569	275.999165
15413	178.102521
66656	148.073968
9411	142.024164
454209	94.059407
10733068	430.093957
17619	134.058318
13837650	97.969006
13853215	169.931318
9392	169.931318
66567	182.016634
18971812	146.011013
66655	174.089618
68328	186.089618
13299573	211.926003
56117	148.091956
12161	152.050485
107412	149.985941
67414	306.150275
13803	136.055571
14441700	114.004784
10756390	344.075166
68224	344.075166
61213	114.004784
9254	151.940740
9016	151.940740
73583	165.956390
14998	118.081392
2018165	99.989134
6148	99.989134
69914	258.056374
11671339	258.056374
29040	179.919775
67991	201.980374
454215	179.919775
62826	193.935425
7626	102.104465
59573	120.060656
6156	88.070827
10106	224.117746
10801109	231.129070
512621	161.105603
12933	221.144720
11996	102.104465
13835836	118.099380
9633	132.131429
15789876	282.146724
18688	130.099380
12586	218.179952
71433	100.070827
68503	148.055571
937	18.010565
692	30.010565
23208	47.984744
291	16.0313
274	43.989829
6084	30.046950
6132	85.973484
7956	46.041865
6094	44.0626
11749	88.088815
7555	58.078250
6120	58.078250
7712	72.0939
6308	72.0939
9646	72.0939
10781	114.140851
15802	128.156501
17976	128.156501
7767	86.109551
7604	86.109551
7010	86.109551
6163	86.109551
6340	86.109551
7671	144.115030
9377	104.100129
8560	100.125201
11094	100.125201
11023	100.125201
11055	100.125201
10786	100.125201
7619	100.125201
10755	100.125201
11551	100.125201
349	114.140851
11035	114.140851
11104	114.140851
10795	114.140851
10445	114.140851
8569	130.135765
11841	130.135765
7073	144.115030
123860	146.130680
7849	128.156501
17558	128.156501
13439	128.156501
13402	128.156501
6287	182.070796
10227261	226.120509
14840	142.172151
13448	142.172151
12220	158.167066
13619	156.187801
7890	170.203451
11882	184.219101
11883	198.234751
10540	226.266051
7929	282.328652
11897	296.344302
11899	310.359952
12017	324.375602
12072	338.391252
11900	352.406902
11901	366.422552
11146	380.438202
11902	394.453852
10542	450.516453
11906	506.579053
7823	102.104465
13835376	118.099380
55130	130.099380
6188	185.901768
127750	118.099380
14299946	298.054430
30713	133.950162
14694	133.950162
99596	147.965812
11849	102.104465
7757	200.177630
21106169	100.013599
20545	284.271531
10441	60.057515
14672	88.088815
7511	172.146330
10446	116.083730
7657	130.099380
22453	130.099380
6151	119.934512
7509	158.130680
7872	172.146330
10433	130.099380
55084	158.130680
7875	200.177630
2062437	175.944847
7065	116.083730
11992	116.083730
7913	228.208930
10325078	213.880803
92731	227.896453
14256731	198.125595
3168	74.073165
11153	67.982906
29005	144.115030
7472	116.083730
11207996	115.075905
7694	144.115030
11833	88.088815
16388	248.1080
455420	130.135765
62249	116.083730
10420	130.099380
9243	48.037528
55188	102.104465
7482	130.099380
11716	144.115030
29016	130.099380
7670	142.135765
7340	185.214350
7747	116.083730
7624	101.120450
7627	102.068080
8568	144.115030
14846	172.146330
11045	130.099380
11228	74.073165
10709	74.073165
