Compound Id	APol
26325084	147.266
26325083	133.564
18019	75.233
8521	75.233
26325082	119.861
10449	82.217
61149	12.830
2056044	12.830
26325081	106.158
26824	61.530
8520	61.530
10451	68.514
2041618	58.436
6191	6.862
26325080	92.455
76894	55.343
16425	6.242
6153	3.988
10784857	63.655
38403	10.758
14021447	78.753
9256	6.972
23101	47.827
10675065	13.159
10652594	53.046
10696	54.811
62827	10.065
11434292	44.733
21106179	4.098
122090	49.587
11557190	65.050
9095782	13.269
12577	7.082
9286	7.082
61346	11.579
6190	8.485
6270	36.004
9484	7.191
6105	4.208
16841	8.595
4927801	99.450
109705	22.853
9088156	55.781
56144	13.092
23150	34.124
108106	79.560
78828	51.347
6128	7.301
10452	41.108
10606755	10.758
3631	12.381
69569	44.666
15413	32.108
66656	31.031
9411	13.649
454209	13.488
10733068	77.314
17619	27.937
13837650	10.547
13853215	10.108
9392	10.108
66567	13.851
18971812	14.892
66655	35.884
68328	37.644
13299573	12.449
56117	28.213
12161	23.630
107412	11.688
67414	59.670
13803	22.828
14441700	11.908
10756390	61.851
68224	61.851
61213	11.908
9254	10.218
9016	10.218
73583	13.311
14998	24.317
2018165	8.814
6148	8.814
69914	46.388
11671339	46.388
29040	9.465
67991	30.964
454215	9.465
62826	12.558
7626	20.697
59573	22.026
6156	20.422
10106	36.681
10801109	40.489
512621	35.089
12933	40.062
11996	20.697
13835836	21.499
9633	25.972
15789876	45.079
18688	23.259
12586	43.555
71433	22.182
68503	24.588
937	2.136
692	3.896
23208	2.406
291	4.427
274	3.364
6084	7.521
6132	5.721
7956	8.323
6094	10.614
11749	17.604
7555	13.708
6120	13.708
7712	16.802
6308	16.802
9646	16.802
10781	26.082
15802	29.176
17976	29.176
7767	19.895
7604	19.895
7010	19.895
6163	19.895
6340	19.895
7671	26.353
9377	19.785
8560	22.989
11094	22.989
11023	22.989
11055	22.989
10786	22.989
7619	22.989
10755	22.989
11551	22.989
349	26.082
11035	26.082
11104	26.082
10795	26.082
10445	26.082
8569	26.884
11841	26.884
7073	26.353
123860	27.686
7849	29.176
17558	29.176
13439	29.176
13402	29.176
6287	27.4
10227261	36.330
14840	32.269
13448	32.269
12220	33.071
13619	35.363
7890	38.457
11882	41.550
11883	44.644
10540	50.831
7929	63.205
11897	66.299
11899	69.392
12017	72.486
12072	75.580
11900	78.673
11901	81.767
11146	84.860
11902	87.954
10542	100.328
11906	112.703
7823	20.697
13835376	21.499
55130	23.259
6188	11.731
127750	21.499
14299946	52.519
30713	10.328
14694	10.328
99596	13.421
11849	20.697
7757	38.727
21106169	7.993
20545	57.289
10441	11.416
14672	17.604
7511	32.540
10446	20.166
7657	23.259
22453	23.259
6151	7.234
7509	29.446
7872	32.540
10433	23.259
55084	29.446
7875	38.727
2062437	12.668
7065	20.166
11992	20.166
7913	44.914
10325078	10.978
92731	14.072
14256731	33.768
3168	14.510
11153	5.831
29005	26.353
7472	20.166
11207996	19.499
7694	26.353
11833	17.604
16388	40.326
455420	26.884
62249	20.166
10420	23.259
9243	7.411
55188	20.697
7482	23.259
11716	26.353
29016	23.259
7670	28.644
7340	40.223
7747	20.166
7624	21.662
7627	17.072
8568	26.353
14846	32.540
11045	23.259
11228	14.510
10709	14.510
109838	18.406
7478	17.874
10765	15.468
13849665	48.549
7800	29.446
11148	4.317
11843	23.259
923	3.002
7475	20.166
12201	18.562
7515	20.166
29012	20.166
10797	22.457
11109	18.562
7538	26.353
7536	23.259
12972	34.831
61266	26.69
24142	46.404
14829	10.437
23055	13.531
13622	43.310
7463	17.072
10571	17.072
16180	40.217
13836549	13.902
7891	37.123
12446	18.562
55123	23.259
10614293	25.415
29025	27.842
11755	13.978
12635	34.029
7706	17.072
7761	20.166
11121	21.655
7713	15.468
12809	30.936
11230	15.475
7833	24.749
10492	17.072
13837190	12.218
13839109	20.968
7556	12.374
12012	20.166
8158	21.662
66675	33.322
7871	34.831
3441	11.088
7954	9.281
9976	28.644
21153	37.925
14688	47.213
9391	11.087
8525	13.978
7514	22.457
11680	17.072
6176	19.364
6085	6.187
63631	18.568
13865630	26.623
7856	27.849
11706	20.166
7802	25.551
12218	31.738
56232	34.838
3973	14.223
6130	7.344
7534	25.551
10788	19.364
7621	19.364
10101	18.119
28986	22.457
13839575	22.301
12632	28.644
13836589	15.312
83734	11.841
9253	11.841
215929	25.551
10791	19.364
555074	21.655
7957	12.374
11125	17.072
7760	22.457
4516601	24.749
8562	21.662
2863	32.540
56442	12.374
4483639	15.468
11919	32.796
10653	13.978
8329688	12.778
7782	13.978
4516599	24.749
16387	38.566
10777	16.270
4512361	24.749
11095	19.364
11025	19.364
26325086	20.968
21106173	20.968
13835706	29.987
441	25.551
2282428	11.088
9251	11.088
13850879	40.070
217	3.1
1114	12.381
7838	22.457
15486	33.071
56559	57.820
11898	64.007
4483638	15.468
6335	10.885
4449912	12.374
11526	11.687
6311	12.808
10054	15.221
7081	19.364
7607	16.270
7074	25.019
12456	29.602
72522	60.914
6313	13.176
7817	19.364
4512642	24.749
7928	57.820
7734	10.885
5949	19.364
62632	49.931
14348	54.727
7803	23.259
7076	25.019
78998	46.837
17880	26.509
370	26.353
29029	28.644
11884	40.650
2581	51.633
16177	37.556
7730	15.475
13866746	14.012
7016	16.270
15853	34.463
11864	23.415
9053802	45.446
21106586	22.728
67360	31.369
63863	29.541
11891	48.539
7732	13.176
18920	26.884
10113	15.468
11866	22.088
15846	28.275
11845	20.322
15954	23.791
11819	23.791
7566	9.714
29026	25.182
7772	16.270
11739	23.791
7917	45.446
6321	13.176
12209	17.228
11846	18.995
7622	20.697
11861	29.978
15016	58.785
11056	20.697
7915	42.352
23255	15.475
10787	20.697
123993	26.884
55090	18.315
11806	14.134
7630	13.447
8552	20.166
68179	22.890
7901	39.259
6121	12.128
7770	15.901
