Compound Id	KappaShapeIndices [Kier2]
26325084	14.006
26325083	12.701
18019	6.246
8521	6.246
26325082	11.396
10449	6.311
61149	3.395
2056044	3.395
26325081	10.092
26824	4.938
8520	4.938
10451	5.025
2041618	5.104
6191	1.75
26325080	8.789
76894	5.365
16425	0.667
6153	1.0
10784857	5.970
38403	3.408
14021447	7.486
9256	1.852
23101	3.63
10675065	3.92
10652594	4.888
10696	3.75
62827	2.52
11434292	3.806
21106179	1.333
122090	4.245
11557190	6.185
9095782	1.75
12577	1.633
9286	2.222
61346	2.320
6190	1.75
6270	7.408
9484	1.0
6105	2.0
16841	1.852
4927801	11.228
109705	4.836
9088156	5.558
56144	2.56
23150	2.320
108106	8.590
78828	4.888
6128	1.333
10452	2.494
10606755	2.56
3631	3.408
69569	3.63
15413	5.625
66656	2.52
9411	3.240
454209	1.633
10733068	7.935
17619	3.061
13837650	3.0
13853215	1.75
9392	1.75
66567	2.5
18971812	1.75
66655	2.939
68328	3.6
13299573	2.320
56117	3.92
12161	3.92
107412	2.52
67414	5.970
13803	3.111
14441700	1.633
10756390	6.012
68224	6.012
61213	1.633
9254	1.852
9016	1.852
73583	1.75
14998	2.344
2018165	2.25
6148	1.0
69914	4.108
11671339	4.108
29040	1.852
67991	2.320
454215	1.852
62826	2.52
7626	3.061
59573	2.344
6156	1.0
10106	8.32
10801109	8.187
512621	2.722
12933	8.32
11996	2.344
13835836	5.143
9633	8.0
15789876	11.637
18688	3.240
12586	8.32
71433	1.633
68503	3.92
937	0.0
692	0.0
23208	2.0
291	0.0
274	2.0
6084	0.0
6132	1.333
7956	2.0
6094	2.0
11749	3.2
7555	3.0
6120	1.333
7712	4.0
6308	2.25
9646	1.0
10781	2.52
15802	6.125
17976	3.240
7767	5.0
7604	3.2
7010	3.2
6163	1.633
6340	2.222
7671	4.760
9377	6.0
8560	6.0
11094	4.167
11023	4.167
11055	2.344
10786	3.061
7619	3.061
10755	2.344
11551	4.167
349	7.0
11035	5.143
11104	3.938
10795	3.111
10445	2.52
8569	8.0
11841	4.840
7073	4.760
123860	9.0
7849	8.0
17558	6.125
13439	2.320
13402	3.92
6287	5.625
10227261	9.074
14840	9.0
13448	2.939
12220	10.0
13619	10.0
7890	11.0
11882	12.0
11883	13.0
10540	15.0
7929	19.0
11897	20.0
11899	21.0
12017	22.0
12072	23.0
11900	24.0
11901	25.0
11146	26.0
11902	27.0
10542	31.0
11906	35.0
7823	6.0
13835376	7.0
55130	4.840
6188	1.75
127750	7.0
14299946	3.75
30713	2.222
14694	1.633
99596	1.852
11849	6.0
