Compound Id	AutocorrelationPolarizability [ATSp2]
26325084	1700.802
26325083	1541.779
18019	763.189
8521	747.953
26325082	1382.756
10449	925.544
61149	200.248
2056044	191.220
26325081	1223.732
26824	593.732
8520	589.092
10451	749.274
2041618	N/A
6191	62.003
26325080	1064.707
76894	N/A
16425	126.470
6153	16.222
10784857	N/A
38403	123.247
14021447	905.671
9256	55.471
23101	430.679
10675065	154.911
10652594	N/A
10696	561.577
62827	105.805
11434292	N/A
21106179	12.978
122090	516.854
11557190	746.577
9095782	156.371
12577	48.2
9286	48.587
61346	182.865
6190	126.351
6270	389.382
9484	40.165
6105	9.210
16841	110.041
4927801	1662.337
109705	679.588
9088156	629.214
56144	293.111
23150	273.946
108106	1254.262
78828	587.203
6128	32.546
10452	371.945
10606755	147.326
3631	202.010
69569	497.447
15413	319.649
66656	N/A
9411	160.096
454209	123.543
10733068	1253.730
17619	N/A
13837650	115.755
13853215	210.602
9392	214.792
66567	225.868
18971812	251.485
66655	348.361
68328	426.496
13299573	234.604
56117	252.098
12161	180.584
107412	165.637
67414	848.101
13803	167.725
14441700	145.668
10756390	945.783
68224	926.456
61213	140.912
9254	188.181
9016	184.514
73583	291.387
14998	186.706
2018165	81.077
6148	91.906
69914	621.557
11671339	628.602
29040	149.689
67991	336.341
454215	160.098
62826	206.638
7626	235.709
59573	153.929
6156	123.449
10106	407.395
10801109	585.233
512621	N/A
12933	513.407
11996	254.068
13835836	234.921
9633	317.947
15789876	911.3
18688	361.856
12586	623.401
71433	186.296
68503	235.006
937	0.0
692	5.773
23208	4.128
291	0.0
274	9.539
6084	14.973
6132	42.292
7956	29.341
6094	46.125
11749	173.143
7555	88.529
6120	98.2
7712	137.844
6308	153.833
9646	175.942
10781	425.877
15802	404.118
17976	462.927
7767	191.183
7604	210.948
7010	217.167
6163	246.780
6340	234.342
7671	400.567
9377	205.221
8560	246.799
11094	268.731
11023	278.652
11055	312.585
10786	306.267
7619	292.742
10755	326.110
11551	288.5
349	303.682
11035	338.873
11104	351.142
10795	404.848
10445	403.958
8569	307.667
11841	349.231
7073	387.558
123860	315.344
7849	361.262
