Compound Id	LargestChain
26325084	43
26325083	39
18019	21
8521	21
26325082	35
10449	0
61149	12
2056044	12
26325081	31
26824	17
8520	17
10451	0
2041618	16
6191	8
26325080	27
76894	15
16425	7
6153	5
10784857	0
38403	10
14021447	23
9256	7
23101	13
10675065	9
10652594	0
10696	0
62827	8
11434292	12
21106179	4
122090	14
11557190	19
9095782	8
12577	6
9286	6
61346	9
6190	8
6270	13
9484	5
6105	3
16841	7
4927801	1
109705	4
9088156	16
56144	10
23150	9
108106	1
78828	15
6128	4
10452	0
10606755	10
3631	10
69569	13
15413	11
66656	8
9411	9
454209	6
10733068	2
17619	7
13837650	4
13853215	8
9392	8
66567	11
18971812	8
66655	10
68328	11
13299573	9
56117	9
12161	9
107412	8
67414	1
13803	8
14441700	6
10756390	1
68224	1
61213	6
9254	7
9016	7
73583	8
14998	7
2018165	5
6148	5
69914	1
11671339	1
29040	7
67991	9
454215	7
62826	8
7626	7
59573	7
6156	5
10106	14
10801109	15
512621	9
12933	14
11996	7
13835836	8
9633	9
15789876	20
18688	9
12586	14
71433	6
68503	9
937	0
692	1
23208	3
291	0
274	2
6084	1
6132	4
7956	3
6094	3
11749	6
7555	4
6120	4
7712	5
6308	5
9646	5
10781	8
15802	9
17976	9
7767	6
7604	6
7010	6
6163	6
6340	6
7671	10
9377	7
8560	7
11094	7
11023	7
11055	7
10786	7
7619	7
10755	7
11551	7
349	8
11035	8
11104	8
10795	8
10445	8
8569	9
11841	9
7073	10
123860	10
7849	9
17558	9
13439	9
13402	9
6287	11
10227261	16
14840	10
13448	10
12220	11
13619	11
7890	12
11882	13
11883	14
10540	16
7929	20
11897	21
11899	22
12017	23
12072	24
11900	25
11901	26
11146	27
11902	28
10542	32
11906	36
7823	7
13835376	8
55130	9
6188	8
127750	8
14299946	0
30713	6
14694	6
99596	7
11849	7
7757	14
21106169	6
20545	20
10441	4
14672	6
7511	12
10446	8
7657	9
22453	9
6151	5
7509	11
7872	12
10433	9
55084	11
7875	14
2062437	7
7065	8
11992	8
7913	16
10325078	8
92731	9
14256731	14
3168	5
11153	3
29005	10
7472	8
11207996	8
7694	10
11833	6
16388	16
455420	9
62249	8
10420	9
9243	3
55188	7
7482	9
11716	10
29016	9
7670	10
7340	13
7747	8
7624	7
7627	7
8568	10
14846	12
11045	9
11228	5
10709	5
109838	7
7478	8
10765	5
13849665	21
7800	11
11148	1
11843	9
923	3
7475	8
12201	6
7515	8
29012	8
10797	8
11109	6
7538	10
7536	9
12972	12
61266	0
24142	15
14829	5
23055	6
13622	14
7463	7
10571	7
16180	13
13836549	0
7891	12
12446	6
55123	9
10614293	8
29025	9
11755	6
12635	11
7706	7
7761	8
11121	7
7713	5
12809	10
11230	5
7833	8
10492	7
13837190	5
13839109	9
7556	4
12012	8
8158	7
66675	8
7871	12
3441	7
7954	3
9976	10
21153	13
14688	16
9391	7
8525	6
7514	8
11680	7
6176	7
6085	1
63631	6
13865630	12
7856	9
11706	8
7802	9
12218	11
56232	12
3973	8
6130	4
7534	9
10788	7
7621	7
10101	8
28986	8
