Compound Id	ChiPath [VP-2]
26325084	52.708
26325083	47.590
18019	30.523
8521	28.947
26325082	42.472
10449	30.708
61149	1.847
2056044	1.887
26325081	37.354
26824	24.354
8520	23.829
10451	25.590
2041618	N/A
6191	0.996
26325080	32.236
76894	N/A
16425	2.624
6153	0.429
10784857	N/A
38403	1.254
14021447	27.118
9256	0.842
23101	18.711
10675065	1.477
10652594	N/A
10696	20.472
62827	1.195
11434292	N/A
21106179	0.247
122090	18.172
11557190	22.0
9095782	1.777
12577	0.749
9286	0.669
61346	1.960
6190	1.470
6270	4.387
9484	0.781
6105	0.101
16841	1.225
4927801	28.860
109705	3.292
9088156	19.305
56144	2.279
23150	13.593
108106	23.088
78828	16.882
6128	0.519
10452	15.354
10606755	1.472
3631	1.651
69569	19.678
15413	4.752
66656	N/A
9411	1.218
454209	1.424
10733068	23.430
17619	N/A
13837650	1.134
13853215	1.945
9392	2.231
66567	2.068
18971812	2.487
66655	12.678
68328	11.764
13299573	2.567
56117	5.643
12161	3.949
107412	1.463
67414	17.316
13803	4.424
14441700	1.522
10756390	18.851
68224	18.315
61213	1.471
9254	1.729
9016	1.939
73583	3.091
14998	7.059
2018165	0.854
6148	1.445
69914	13.736
11671339	14.004
29040	1.646
67991	14.560
454215	1.9
62826	1.756
7626	2.234
59573	5.424
6156	9.0
10106	3.365
10801109	5.897
512621	N/A
12933	5.606
11996	2.545
13835836	1.478
9633	2.457
15789876	5.020
18688	2.970
12586	5.155
71433	7.710
68503	4.260
937	0.0
692	0.0
23208	0.0
291	0.0
274	0.083
6084	0.0
6132	0.577
7956	0.408
6094	0.707
11749	1.849
7555	1.0
6120	1.732
7712	1.354
6308	1.802
9646	3.0
10781	3.675
15802	3.036
17976	4.493
7767	1.707
7604	2.183
7010	1.922
6163	2.914
6340	2.488
7671	3.050
9377	1.750
8560	2.061
11094	2.536
11023	2.302
11055	3.311
10786	2.630
7619	3.023
10755	2.871
11551	2.091
349	2.414
11035	2.656
11104	3.365
10795	3.347
10445	4.159
8569	2.319
11841	3.325
7073	3.179
123860	2.225
7849	2.768
17558	3.243
13439	5.298
13402	2.914
6287	2.118
10227261	3.981
14840	3.121
13448	5.621
12220	3.027
13619	3.475
7890	3.828
11882	4.182
11883	4.536
10540	5.243
7929	6.657
11897	7.010
11899	7.364
12017	7.718
12072	8.071
11900	8.425
11901	8.778
11146	9.132
11902	9.485
10542	10.899
11906	12.314
7823	1.612
13835376	1.394
55130	2.289
6188	2.705
127750	1.605
14299946	18.966
30713	1.503
14694	1.569
99596	2.316
11849	1.550
7757	3.676
21106169	0.773
20545	6.569
10441	0.577
14672	2.316
7511	2.969
10446	2.706
7657	2.403
22453	2.061
6151	1.571
7509	2.616
7872	3.108
10433	2.430
55084	2.678
7875	3.815
2062437	2.531
7065	1.907
11992	1.892
7913	4.522
10325078	3.066
92731	3.155
14256731	3.323
3168	0.781
11153	0.303
29005	2.262
7472	1.828
11207996	1.862
7694	2.324
11833	1.346
16388	6.406
455420	2.407
62249	2.742
10420	1.909
9243	0.267
55188	2.317
7482	1.970
11716	2.281
29016	2.523
7670	3.735
7340	3.902
7747	2.196
7624	2.476
7627	1.658
8568	2.401
14846	3.094
11045	1.928
11228	1.284
10709	0.993
109838	1.190
7478	1.116
10765	1.480
13849665	4.728
7800	2.740
11148	0.0
11843	2.047
923	0.0
7475	1.555
12201	1.918
7515	1.574
29012	1.694
10797	2.712
11109	1.431
7538	2.387
7536	2.033
12972	3.453
61266	3.890
24142	4.613
14829	2.394
23055	2.360
13622	4.259
7463	1.159
10571	1.678
16180	3.906
13836549	1.884
7891	3.552
12446	1.707
55123	2.028
10614293	4.159
29025	2.492
11755	1.281
12635	3.199
7706	1.340
7761	2.150
11121	1.784
7713	1.077
12809	2.845
11230	1.396
7833	2.138
10492	1.823
13837190	0.695
13839109	1.537
7556	0.697
12012	1.674
8158	1.620
66675	22.5
7871	3.573
3441	2.722
7954	0.408
9976	2.746
21153	3.927
14688	5.743
9391	1.218
8525	0.925
7514	1.996
11680	1.326
6176	2.806
6085	0.0
63631	2.057
13865630	2.110
7856	2.457
11706	1.680
7802	2.513
12218	3.220
56232	4.328
3973	2.163
6130	1.237
7534	2.610
10788	1.920
7621	2.3
10101	1.493
28986	2.039
13839575	1.598
12632	2.866
13836589	0.986
83734	2.519
9253	2.443
215929	2.349
10791	1.975
555074	1.711
7957	1.207
