Compound Id	BCUT [BCUTw-1l]
7170	11.89
8903	11.850
13842613	11.989
16159	11.999
7183	11.89
236	11.850
553578	11.890
7736	11.850
7242	11.890
7219	11.85
7521	11.890
7672	11.9
12010	11.890
24533	11.89
789	11.996
7088	11.89
1019	11.999
13835932	11.996
65750	11.850
15461	11.89
11830	11.89
6122	11.890
1095	11.999
7641	11.890
63903	11.85
10497	11.890
8904	11.989
7688	11.890
13874733	11.850
10437135	11.850
11660	11.890
1020	11.85
21106520	11.850
18724	11.89
11042	11.890
31029	11.890
21106560	11.850
21132380	11.850
8531	11.890
15855	11.890
6100	11.890
13837281	11.999
21105905	11.850
66809	11.996
7448	11.890
6179	11.999
7659	11.890
24535	11.89
15702	11.993
25552	11.89
11871	11.89
15409	11.85
20843	11.890
10940	11.890
10251740	11.994
11077	11.890
24972	11.89
9326	11.996
13885245	11.89
6524	11.89
28969	11.850
6967	11.89
8900	11.995
12229	11.999
9360	11.850
10253	11.89
8902	11.850
9350	11.850
7786	11.890
6999	11.890
15965	11.850
6088	12.0
10937	11.89
21106036	11.998
6977	11.89
10364	11.85
62489	11.996
10384035	11.989
11409	11.890
8243	11.890
7391	11.890
21108577	11.850
13257	11.89
70682	11.999
4228778	11.996
13658	11.890
28992	11.890
6528	11.890
7739	11.850
21168808	11.998
8335	11.890
8374	11.85
21111820	11.850
6897	11.850
13863629	11.989
12228	N/A
21112023	11.850
6665	11.997
247721	11.85
10437215	11.989
11731	11.999
13865438	11.850
120489	11.996
2039535	11.890
13837319	11.890
7278	11.850
13875160	11.999
8899	11.989
7238	11.85
21106135	11.850
773	11.989
2916	12.0
12225	11.890
10197150	11.996
55091	11.994
26325085	11.999
26325087	11.999
26325088	11.999
11862	11.999
8241	11.890
3210	11.890
8950	11.850
7676	11.999
66996	11.999
10437074	11.850
66896	11.890
30595	11.89
7710	11.999
7809	11.999
63908	11.989
221226	11.989
21105959	11.996
66021	11.850
17443	11.996
84971	11.996
388391	11.996
10236	11.89
13837303	11.890
13648	11.890
2849146	11.989
222538	11.850
73390	11.850
10437335	11.989
11576	11.890
11589	11.89
7175	11.890
79969	11.890
11784	11.850
7765	11.999
6883	11.85
7241	11.850
13875230	11.850
7689	11.850
2038738	11.953
11785	11.850
9218	11.890
7224	11.953
11600	11.89
7551	11.999
558875	11.999
21106366	11.850
78	11.953
7225	11.85
10181339	11.850
13839308	11.953
65523	11.85
7157	11.89
2937774	11.988
502855	11.890
14556	11.850
30572	11.994
58234	11.89
67460	11.850
9349	11.85
8883	11.9
65936	11.850
13875281	11.999
4445317	11.890
10534	11.9
6898	11.890
13644	11.89
12061	11.85
29036	11.999
199342	11.890
66895	11.890
62534	11.890
62408	11.890
13837329	11.996
4489	11.989
15495	11.996
66887	11.89
7389	11.850
9893	11.850
63518	11.890
12060	11.890
62310	11.996
7420	11.850
13856009	11.850
59482	11.890
12816	11.85
14678	11.890
21171407	11.999
7984	11.996
28982	11.890
206561	11.989
19709	11.89
21168831	11.850
21105897	11.996
13860335	11.996
6881	11.850
55443	11.850
453675	11.850
971	11.996
9579	11.85
21105878	11.850
21168813	11.850
60121	11.890
15427	11.993
1141	11.989
63310	11.994
11021	11.89
305	11.996
13846663	11.996
79280	11.890
21106091	11.890
13876539	11.850
5830	11.996
69340	11.850
63889	11.989
2606	11.997
10992	11.890
8674	11.996
9943	11.850
7132	11.850
235	11.989
13839082	11.85
13839110	11.850
13840690	11.999
13871718	11.996
21105871	11.996
21105998	11.996
7131	11.996
13856352	11.993
13866817	11.850
24722	11.850
7221	11.850
7223	11.994
9903	11.9
13839105	11.890
10246	11.89
18336	11.998
14866	11.790
466305	11.850
13865680	11.996
11604	11.890
13634	11.850
76394	11.989
440	11.996
28682	11.890
447	11.996
11667	11.850
13835772	11.996
6774	11.996
21168826	11.850
8071	11.999
13839128	11.850
194092	11.89
27296	11.890
28973	11.89
8186	11.89
13839123	11.850
11154	12.0
5979	11.999
7240	11.790
13857694	11.850
7220	11.85
7745	11.994
13839151	11.890
64699	11.989
12259	11.890
62517	11.89
13848467	11.996
13848808	11.996
9911	11.89
72556	11.996
15753	11.890
67465	11.890
7129	11.850
13837686	11.999
13839174	11.996
61538	11.890
12244	11.89
10248	11.890
61411	11.890
69177	11.890
13865424	11.850
917	11.9
7248	11.890
21106144	11.999
21106524	11.890
13863774	11.850
11651	11.996
16119	11.89
11610	11.890
11332993	11.850
10243171	11.850
10801842	11.890
11661	11.890
7138	11.999
12674	11.9
13837988	11.999
6775	11.953
11672	11.953
21106146	11.850
6108	11.998
21106008	11.989
8657	11.850
13875258	11.850
70715	11.999
70714	11.999
11596	11.850
10244	11.890
70988	11.85
86435	11.996
65785	11.996
70652	11.850
7673	11.999
6745	11.89
3544	11.890
8868	11.994
8097	11.9
11773	11.850
13875392	11.850
6916	11.850
21105859	11.85
13630	11.850
7443	11.850
8665	11.996
6633	11.996
16804	11.890
7406	11.850
6907	11.85
10892	11.996
10181338	11.989
299166	11.989
136966	11.999
120548	11.989
73479	11.890
11783	11.850
4611	11.850
13846749	11.850
13875432	11.850
12823	11.996
7176	11.996
221082	11.89
12231	11.994
21106519	11.850
13875219	11.850
8935	11.89
4514586	78.918
10181341	11.85
21106018	11.850
13835344	11.989
7685	11.850
238	11.850
21159695	11.850
13853758	11.850
13835151	11.850
13875320	11.999
14227	11.890
5709	11.996
12821	11.850
913	11.850
8070	11.89
7140	11.890
7190	11.890
7310	11.850
21106140	11.790
12478	11.850
1266393	11.79
455090	11.994
503239	11.989
10991	11.890
191058	11.85
10986	11.850
57726	11.996
21106525	11.850
13860692	11.850
13876103	11.790
7234	11.850
6621	11.85
9564	11.890
21111822	11.850
13869462	11.850
10254	11.993
11460	11.850
7397	11.850
6642	11.890
11465	11.850
11422	11.850
3918	11.9
6794	11.890
21106014	11.999
5889	11.994
13835126	11.999
21111781	11.989
924	11.993
10857	11.999
8140	11.850
65	11.850
13860491	11.890
13863618	11.996
13860641	11.993
13869434	11.850
13854136	11.994
6781	11.996
13838404	12.0
13837760	11.996
6630	11.890
7383	11.850
123207	11.989
10008	11.994
1664	11.989
4878	11.996
21106020	11.850
61765	11.996
13862559	11.850
7662	11.850
21106148	11.999
10411	11.850
20570	11.994
13860775	11.996
2157	11.890
21105795	11.850
2241	11.994
10616	11.999
62466	11.993
62485	11.993
62472	11.850
11586	11.85
7518	11.850
4962	11.996
7681	11.998
21106013	11.85
10972	11.85
10980	11.85
6674	11.999
6035	11.89
21106900	11.989
2005981	11.994
81815	11.995
11584	11.999
7189	11.890
11591	11.850
13840647	11.890
13029	11.999
21106172	11.999
21106145	11.989
64155	11.850
13851576	11.999
13837787	11.996
68676	11.999
6635	11.999
11582	11.850
13853953	11.999
6988	11.999
11083	11.850
13854242	11.850
13869480	11.850
11585	11.85
11488212	11.890
13864445	11.999
86394	11.890
9965	11.850
2206	11.89
42330	11.890
4575	11.890
2079	11.890
4590	11.890
21108548	11.850
13854248	11.999
6974	11.999
6646	11.996
11629	11.850
21106019	11.850
509179	11.997
89076	11.850
10664	11.850
13869414	11.994
7279	11.993
62964	11.890
18219	11.999
13869451	11.850
880	11.890
75956	11.850
6023	11.999
456015	11.999
13869339	11.850
13875441	11.850
206493	11.989
15093	11.996
4599	11.890
1577	11.994
7239	11.998
434	11.85
6079	11.850
7202	11.850
764	11.850
10400	11.850
13662	11.999
955	11.996
13030	11.999
7001	11.999
71437	11.999
4759	11.996
33617	11.996
13872122	11.85
13842573	11.850
17347	11.998
21106581	11.999
10586285	11.988
11595	11.85
62060	11.89
5976	11.9
63906	11.850
13835351	11.989
6773	11.890
30881	11.996
2923	11.999
21105870	11.996
6658	11.999
11422351	11.999
7208	11.996
71193	11.850
67270	11.999
6033	11.999
76154	11.850
3548	11.89
642951	11.996
13860	11.998
40130	11.9
13860434	11.989
21111817	11.999
5596	11.996
5915	11.994
13047	11.999
25472	11.890
62467	11.994
14620	11.996
6828	11.850
21105848	11.989
11080	11.994
7211	11.85
7092	11.850
28947	11.890
11366	11.999
18	11.996
1446	11.996
71	11.850
7146	11.850
13860817	11.850
11625	11.85
12133	11.996
205483	11.993
1253	11.85
4745	11.85
392	11.996
11778	11.850
7172	11.999
13868640	11.850
18707	11.996
123	11.850
502245	11.890
13860720	11.85
21106571	11.850
21106163	11.999
44152	11.790
10257	11.999
13875356	11.850
19766	11.999
124	11.850
204209	11.85
7142	11.850
13853943	11.994
58563	11.994
10864	11.999
21106540	11.999
132	11.850
331	11.996
6550	11.994
78467	11.850
7315	11.850
11087	11.999
6339	11.999
13875212	11.999
21108576	11.890
26516	11.850
4768	11.89
20848	11.890
4963	11.994
13859497	11.850
12640	11.890
6106	12.0
776	11.988
7145	11.850
6480	11.89
1448	11.996
38364	11.999
10343	11.890
559096	11.994
3534	11.850
8098	11.850
21361761	11.85
1361549	11.890
11961	11.994
7302	11.850
967	11.999
556589	11.996
13846959	11.999
10837	11.996
7299	11.850
2169	11.890
526	11.999
21106518	11.850
27488	11.999
10437210	11.996
11954	11.999
21111772	11.999
27749	11.993
7199	11.993
15517	11.993
589165	11.994
17868	11.850
5027	11.890
8183	11.850
5882	11.850
192748	11.999
9120	11.999
67594	11.998
13856959	11.850
15489	11.850
6780	11.85
4744	11.890
62484	11.850
768	11.989
10437836	11.999
2991	11.85
13848793	11.997
7150	11.850
361	11.850
8182	11.850
992	11.996
21106470	11.850
2121	11.890
392447	11.850
577	11.994
6788	11.89
10437239	11.989
953	11.850
13868660	11.850
6675	11.999
11588	11.850
4437893	11.850
1906	11.890
1015	11.989
10870	11.999
10975	11.999
906	11.850
105291	11.994
7042	11.999
21106570	11.999
12044	11.850
2185	11.850
13063	11.850
6736	11.89
8528	11.994
68568	11.994
8876	11.850
5775	11.890
10909	11.89
10918	11.89
8855	11.988
256210	11.988
49179	11.890
5557	11.85
24326358	11.999
21486195	11.890
10328	11.996
12047	11.850
10849	11.890
8470	11.850
10851	11.890
11769	11.850
13677	11.850
13846658	11.996
12045	11.850
65763	11.999
10432	11.999
5142	11.999
13867714	11.988
21105699	11.850
10850	11.89
1151	11.996
6852	11.996
4514549	126.904
48085	11.890
14627	11.988
87265	11.850
65701	11.890
18941	11.890
10831	11.890
10813	11.890
10908	11.890
551	11.850
16359	11.999
7044	11.996
28552	11.890
29282	11.998
10829	11.890
8060	11.996
15619	11.89
6737	11.999
96749	11.996
29117	11.850
6688	11.999
4760	11.998
12874	11.998
10841	11.890
26325182	11.989
18177	11.890
8262	11.850
8273	11.996
17339596	11.996
3277	11.890
15621	11.89
26260	11.890
5162	11.9
12682	11.89
5593	11.989
8329	11.850
6789	11.850
11776	11.85
15488	11.850
707	11.999
83191	11.890
5774	11.9
92494	11.9
92468	11.9
11489	11.890
6586	11.996
15620	11.89
15861	11.89
12705	11.998
12730	11.998
472932	11.989
6950	11.999
3350	11.996
218253	11.850
4333	11.996
63968	11.988
6706	11.850
68437	11.89
11038	11.850
2068	11.989
5236	11.994
6855	11.89
13090	11.850
13303	11.998
13302	11.998
133166	11.9
8067	11.999
6840	11.85
8030	11.850
3008	11.999
6739	11.850
2283071	11.890
8807	11.9
5791	11.9
11286	11.989
21106059	11.890
13839012	11.850
7151	11.999
10903	11.850
6835	11.850
5145918	11.996
15475	11.850
15755	11.850
14995	11.850
14994	11.999
67470	11.850
15476	11.85
15477	11.850
15478	11.999
15524	11.850
15756	11.850
8058	11.996
15473	11.850
17099	11.999
17098	11.850
33933	11.850
15474	11.850
11003	11.850
8093	11.996
36029	11.850
58496	11.9
6735	11.850
4932499	11.890
8341	11.996
6592	11.850
6371	11.996
2297441	11.890
7155	11.996
3693	11.996
89258	11.999
26010	11.999
30600	11.850
33455	11.850
33934	11.850
33932	11.850
10628694	11.999
11294	11.850
4268	11.89
6604	11.850
23886	11.850
33421	11.850
6838	11.850
6002	11.9
6753	11.850
1262	11.890
6807	11.996
4470736	11.890
20124	11.850
4911	11.998
62265	11.996
64016	11.890
8319	11.850
6790	11.850
6588	11.850
3652	11.89
185	11.994
75995	11.850
2271976	11.996
457140	11.999
84188	11.850
136000	11.850
135983	11.850
136001	11.85
136002	11.850
158870	11.85
157093	11.850
83374	11.850
457144	11.850
135925	11.850
457145	11.850
136003	11.850
84235	11.850
139025	11.890
8282	11.850
34667	11.999
34871	11.850
34873	11.999
56784	11.999
34872	11.850
4343	11.890
1710	11.85
6600	11.85
230	11.996
5660	11.890
5932	11.9
196288	11.890
9797	11.9
9824	11.85
4103087	11.999
34868	11.999
37905	11.999
34869	11.999
37918	11.999
37915	11.850
34867	11.85
25605	11.999
26011	11.850
34870	11.999
34666	11.850
21924	11.85
3216	11.890
6057	11.999
5807	11.996
6610	11.850
21587143	11.890
61739	11.850
34866	11.999
34665	11.850
34664	11.850
37904	11.999
34864	11.850
34188	11.850
34865	11.850
9786472	11.89
6478	11.9
65272	11.996
744	11.994
6492	11.996
11708	11.850
10438331	11.999
2927	11.850
5554	11.996
2928	11.999
27793	11.999
82754	11.999
457138	11.999
102897	11.999
457139	11.999
102947	11.850
97173	11.850
102720	11.850
102801	11.85
102833	11.999
102721	11.850
102856	11.850
102933	11.850
103066	11.850
106355	11.999
82755	11.850
82712	11.85
157094	11.850
103011	11.850
102798	11.850
82762	11.850
97172	11.850
2925	11.999
18547147	11.890
4380	11.890
2424	11.993
34863	11.850
2760	11.890
11974	11.850
32555	11.996
19232038	11.890
13835294	11.988
6514	11.89
33281	11.999
56786	11.999
56789	11.999
33456	11.850
46264	11.999
4777	11.996
10481872	11.890
5550	11.9
553649	11.850
8124942	11.988
56787	11.999
35583	11.999
82807	11.999
56794	11.999
33386	11.999
33457	11.850
47912	11.999
82817	11.999
46893	11.850
33280	11.999
35582	11.850
33304	11.999
46263	11.999
19232037	11.890
10169	11.85
5542	11.890
5376	11.993
8101973	11.988
21106365	11.999
8351654	11.995
2975965	11.9
13300034	11.9
197564	11.9
34874	11.999
36972	11.999
56788	11.999
533188	11.999
35579	11.999
16182	11.850
46262	11.999
35580	11.850
82818	11.999
56790	11.85
56795	11.999
33458	11.999
82777	11.850
35584	11.999
56785	11.850
56792	11.85
34189	11.850
5233	11.989
2075	11.850
3438	11.997
102834	11.999
102722	11.999
154865	11.999
96948	11.999
102743	11.999
102857	11.999
154866	11.999
106356	11.999
102787	11.850
102741	11.850
97240	11.850
97055	11.850
97198	11.850
102742	11.850
2915	11.998
4447447	11.996
193441	11.890
2654	11.890
1278	11.850
56793	11.999
454495	11.999
40191	11.850
56791	11.850
35581	11.850
56775	11.999
56770	11.999
5553	11.890
25677	11.999
2699	11.993
60858	11.85
91432	11.988
6453	11.999
8103122	11.890
33282	11.999
46285	11.850
46284	11.999
82806	11.999
56776	11.999
47913	11.850
32952	11.999
45446	11.999
43353	11.999
56773	11.999
12549	11.850
5633	11.890
14916	11.85
541032	11.999
5541	11.890
97257	11.999
97224	11.999
102923	11.999
96868	11.999
96864	11.999
97234	11.999
97233	11.999
154062	11.999
97142	11.85
12699	11.850
36975	11.999
