Compound Id	ChiPathCluster [SPC-6]
26325084	25.149
26325083	22.464
18019	10.864
8521	10.764
26325082	19.778
10449	16.114
61149	6.598
2056044	6.0
26325081	17.093
26824	8.167
8520	8.078
10451	13.428
2041618	N/A
6191	0.0
26325080	14.407
76894	N/A
16425	0.0
6153	0.0
10784857	N/A
38403	2.357
14021447	11.721
9256	0.0
23101	5.393
10675065	1.361
10652594	N/A
10696	10.743
62827	0.408
11434292	N/A
21106179	0.0
122090	6.460
11557190	9.036
9095782	0.0
12577	0.0
9286	0.0
61346	2.652
6190	0.0
6270	2.475
9484	0.0
6105	0.0
16841	0.0
4927801	17.377
109705	7.969
9088156	6.505
56144	3.320
23150	2.652
108106	13.902
78828	6.350
6128	0.0
10452	8.057
10606755	3.320
3631	2.357
69569	5.393
15413	1.655
66656	N/A
9411	1.443
454209	0.0
10733068	16.115
17619	N/A
13837650	0.0
13853215	0.0
9392	0.0
66567	6.375
18971812	0.0
66655	3.259
68328	3.664
13299573	2.652
56117	0.854
12161	0.0
107412	0.408
67414	10.426
13803	0.0
14441700	0.0
10756390	12.930
68224	13.351
61213	0.0
9254	0.0
9016	0.0
73583	0.0
14998	0.25
2018165	0.0
6148	0.0
69914	10.014
11671339	9.954
29040	0.0
67991	2.652
454215	0.0
62826	0.408
7626	0.236
59573	0.0
6156	0.0
10106	2.186
10801109	4.445
512621	N/A
12933	2.559
11996	0.25
13835836	0.289
9633	0.0
15789876	2.345
18688	1.443
12586	2.186
71433	0.0
68503	0.0
937	0.0
692	0.0
23208	0.0
291	0.0
274	0.0
6084	0.0
6132	0.0
7956	0.0
6094	0.0
11749	0.0
7555	0.0
6120	0.0
7712	0.0
6308	0.0
9646	0.0
10781	0.816
15802	0.391
17976	1.443
7767	0.0
7604	0.0
7010	0.0
6163	0.0
6340	0.0
7671	0.911
9377	0.0
8560	0.0
11094	0.204
11023	0.204
11055	0.25
10786	0.236
7619	0.236
10755	0.0
11551	0.0
349	0.0
11035	0.289
11104	0.667
10795	0.962
10445	1.021
8569	0.0
11841	0.236
7073	0.911
123860	0.0
7849	0.0
17558	0.144
13439	2.652
13402	0.0
6287	1.655
10227261	1.776
14840	0.0
13448	2.5
12220	0.0
13619	0.0
7890	0.0
11882	0.0
11883	0.0
10540	0.0
7929	0.0
11897	0.0
11899	0.0
12017	0.0
12072	0.0
11900	0.0
11901	0.0
11146	0.0
11902	0.0
10542	0.0
11906	0.0
7823	0.0
13835376	0.0
55130	0.638
6188	0.0
127750	0.0
14299946	10.743
30713	0.0
14694	0.0
99596	0.0
11849	0.0
7757	0.348
21106169	0.0
20545	0.289
10441	0.0
14672	0.0
7511	0.348
10446	1.021
7657	0.638
22453	0.923
6151	0.0
7509	0.348
7872	0.144
10433	0.638
55084	0.451
7875	0.144
2062437	0.0
7065	0.667
11992	0.667
7913	0.144
10325078	0.0
92731	1.5
14256731	1.207
3168	0.0
11153	0.0
29005	0.348
7472	0.667
11207996	0.667
7694	0.348
11833	0.0
16388	1.384
455420	0.0
62249	0.816
10420	0.391
9243	0.0
55188	0.0
7482	0.391
11716	0.246
29016	0.236
7670	0.911
7340	0.739
7747	0.667
7624	0.236
7627	0.236
8568	0.144
14846	0.246
11045	0.246
11228	0.0
10709	0.0
109838	0.0
7478	0.289
10765	0.0
13849665	2.165
7800	0.246
11148	0.0
11843	0.144
923	0.0
7475	0.289
12201	0.0
7515	0.289
29012	0.144
10797	0.962
11109	0.0
7538	0.246
7536	0.246
12972	0.408
61266	16.382
24142	0.0
14829	0.0
23055	0.0
13622	0.0
7463	0.204
10571	0.236
16180	0.0
13836549	7.020
7891	0.0
12446	0.0
55123	0.0
10614293	1.021
29025	0.0
11755	0.0
12635	0.0
7706	0.204
7761	0.144
11121	0.0
7713	0.0
12809	0.0
11230	0.0
7833	0.0
10492	0.204
13837190	0.0
13839109	0.144
7556	0.0
12012	0.0
8158	0.0
66675	0.0
7871	0.144
3441	0.0
7954	0.0
9976	0.493
21153	0.144
14688	0.552
9391	0.0
8525	0.0
7514	0.289
11680	0.204
6176	0.0
6085	0.0
63631	0.0
13865630	0.858
7856	0.0
11706	0.289
7802	0.144
12218	0.144
56232	0.552
3973	0.408
6130	0.0
7534	0.923
10788	0.236
7621	0.236
10101	0.0
28986	0.289
13839575	0.0
12632	0.144
13836589	0.0
83734	0.0
9253	0.0
215929	0.246
10791	0.236
555074	0.0
7957	0.0
11125	0.0
7760	0.144
4516601	0.0
8562	0.0
2863	0.144
56442	0.0
4483639	0.0
11919	0.0
10653	0.0
8329688	0.0
7782	0.0
4516599	0.0
16387	0.852
10777	0.0
4512361	0.0
11095	0.204
11025	0.204
26325086	2.198
21106173	1.747
13835706	1.706
441	0.0
2282428	0.0
9251	0.0
13850879	5.674
217	0.0
1114	0.0
7838	0.0
15486	0.348
56559	0.144
11898	0.0
4483638	0.0
6335	0.0
4449912	0.0
11526	0.0
6311	0.0
10054	0.0
7081	0.0
7607	0.0
7074	0.911
12456	0.0
72522	0.0
6313	0.0
7817	0.0
4512642	0.0
7928	0.0
7734	0.0
5949	0.0
62632	0.0
14348	0.0
7803	0.144
7076	0.604
78998	0.0
17880	0.0
370	0.144
29029	0.0
11884	0.0
2581	0.0
16177	0.0
7730	0.0
13866746	5.039
7016	0.0
15853	0.0
11864	0.0
9053802	0.144
21106586	1.673
67360	0.0
63863	2.652
11891	0.0
7732	0.0
18920	0.144
10113	0.0
11866	0.0
15846	0.0
11845	0.0
15954	0.667
11819	0.667
7566	0.0
29026	0.0
7772	0.0
11739	0.707
7917	0.0
6321	0.0
12209	0.0
11846	0.0
7622	0.236
11861	0.144
15016	0.0
11056	0.25
7915	0.0
23255	0.0
10787	0.236
123993	0.923
55090	0.0
11806	0.0
7630	0.236
8552	0.144
68179	0.0
7901	0.0
6121	0.0
7770	0.0
7558	0.0
11036	0.289
10001	0.236
7064	0.667
175	0.0
6146	0.0
6649	0.333
11029	0.289
6123	0.0
7892	0.0
8576	0.0
6095	0.0
9461	0.707
14692	0.0
11099	0.0
11193	0.408
256	0.0
11794	0.204
7851	0.0
15387	0.0
8012	0.236
7717	0.0
11732	0.25
10511	0.144
654	0.0
6315	0.0
6086	0.0
99440	1.021
11194	0.408
455353	0.0
11110	0.0
13848341	0.638
10265264	1.138
7850	0.0
7882	0.0
7577	0.0
29000	0.0
8574	0.0
11239	0.0
6165	0.0
11865	0.0
21011	0.0
4366810	0.448
512	0.0
11793	0.204
7811	0.0
7835	0.0
11216	0.530
13862665	0.204
932	0.0
22814	0.0
6341	0.0
11678	0.204
11543	0.667
62230	0.729
7533	0.923
13836399	0.0
10526	0.0
10422	0.748
12069	0.144
59483	8.057
13255	0.589
10179173	1.138
7701	0.204
6149	0.0
10790	0.236
71430	0.961
120464	0.0
172	0.0
11180	0.0
13865426	0.638
7434	0.306
259	0.0
7714	0.0
10512	0.0
7812	0.0
7769	0.0
7459	0.204
11024	0.204
7837	0.0
3644	0.0
16778	0.0
7705	0.204
191367	0.144
748	0.0
5091	0.144
10437	0.0
387	0.0
6312	0.0
6320	0.0
10947	0.0
6040	0.0
8398	0.0
960	0.144
6164	0.0
18410	0.361
7546	0.0
11756	0.0
7616	0.0
258	0.0
7716	0.0
7564	0.0
7024	0.0
7090	2.151
15438	0.348
11699	0.391
16791	0.0
6097	0.0
11799	0.204
6187	0.0
21800	1.138
18717	0.816
13837797	0.0
16641	0.0
10205670	0.0
12442	0.0
6186	0.0
60329	0.0
7790	0.0
1005	0.0
11210	0.0
6101	0.0
1004	0.0
2340753	0.0
10325184	0.0
24590970	0.0
11695	0.289
6102	0.0
13836591	0.0
7028	0.0
7615	0.0
13884973	1.021
7674	0.408
6406	0.236
682	0.0
13874867	0.667
10710415	0.923
6089	0.0
6087	0.0
6098	0.0
7733	0.0
9990	0.0
11727	0.0
7600	0.802
8896	0.0
7466	0.204
14751	0.493
1609	0.0
171	0.0
7727	0.0
71628	0.306
22408	0.0
7728	0.0
6338	0.0
13811	2.291
13871489	3.511
864	0.0
220998	0.493
221117	1.138
15765	1.138
11647	1.093
7506	0.448
7737	0.0
5439	0.0
7003	0.638
6322	0.0
13867413	0.204
553171	0.638
11525	0.0
8554	0.0
13571291	0.0
12066	0.0
7703	0.204
11265	1.009
12954	0.553
13229	1.505
59577	0.923
10053	0.0
10018	0.0
7787	0.0
26765	0.204
192642	0.236
11788	0.408
63156	0.0
122446	0.816
21181	0.289
26325090	0.0
13836520	0.072
6135	0.0
6309	0.0
12626	0.0
11632	0.493
9994	0.0
7636	0.589
13854944	0.0
7557	0.0
6125	0.0
120621	0.236
4449	1.138
55205	0.144
12445	1.021
14169248	0.493
7964	8.407
6193	9.831
62597	0.0
7559	0.0
7677	0.408
12197	0.0
