Compound Id	VAdjMa
26325084	6.426
26325083	6.285
18019	5.392
8521	5.392
26325082	6.129
10449	5.585
61149	4.585
2056044	4.585
26325081	5.954
26824	5.087
8520	5.087
10451	5.322
2041618	5.0
6191	4.0
26325080	5.755
76894	4.907
16425	3.807
6153	3.322
10784857	5.170
38403	4.322
14021447	5.524
9256	3.807
23101	4.7
10675065	4.170
10652594	4.907
10696	5.0
62827	4.0
11434292	4.585
21106179	3.0
122090	4.807
11557190	5.248
9095782	4.0
12577	3.585
9286	3.585
61346	4.170
6190	4.0
6270	4.7
9484	3.322
6105	2.585
16841	3.807
4927801	5.907
109705	5.170
9088156	5.0
56144	4.322
23150	4.170
108106	5.585
78828	4.907
6128	3.0
10452	4.585
10606755	4.322
3631	4.322
69569	4.7
15413	4.459
66656	4.0
9411	4.170
454209	3.585
10733068	5.644
17619	3.807
13837650	3.0
13853215	4.0
9392	4.0
66567	4.459
18971812	4.0
66655	4.322
68328	4.459
13299573	4.170
56117	4.170
12161	4.170
107412	4.0
67414	5.170
13803	4.0
14441700	3.585
10756390	5.322
68224	5.322
61213	3.585
9254	3.807
9016	3.807
73583	4.0
14998	3.807
2018165	3.322
6148	3.322
69914	4.907
11671339	4.907
29040	3.807
67991	4.170
454215	3.807
62826	4.0
7626	3.807
59573	3.807
6156	3.322
10106	4.807
10801109	4.907
512621	4.170
12933	4.807
11996	3.807
13835836	4.0
9633	4.170
15789876	5.322
18688	4.170
12586	4.807
71433	3.585
68503	4.170
937	1.0
692	2.0
23208	2.585
291	1.0
274	2.585
6084	2.0
6132	3.0
7956	2.585
6094	2.585
11749	3.585
7555	3.0
6120	3.0
7712	3.322
6308	3.322
9646	3.322
10781	4.0
15802	4.170
17976	4.170
7767	3.585
7604	3.585
7010	3.585
6163	3.585
6340	3.585
7671	4.322
9377	3.807
8560	3.807
11094	3.807
11023	3.807
11055	3.807
10786	3.807
7619	3.807
10755	3.807
11551	3.807
349	4.0
11035	4.0
11104	4.0
10795	4.0
10445	4.0
8569	4.170
11841	4.170
7073	4.322
123860	4.322
7849	4.170
17558	4.170
13439	4.170
13402	4.170
6287	4.459
10227261	5.0
14840	4.322
13448	4.322
12220	4.459
13619	4.459
7890	4.585
11882	4.7
11883	4.807
10540	5.0
7929	5.322
11897	5.392
11899	5.459
12017	5.524
12072	5.585
11900	5.644
11901	5.7
11146	5.755
11902	5.807
10542	6.0
11906	6.170
7823	3.807
13835376	4.0
55130	4.170
6188	4.0
127750	4.0
14299946	5.0
30713	3.585
14694	3.585
99596	3.807
11849	3.807
7757	4.807
21106169	3.585
20545	5.322
10441	3.0
14672	3.585
7511	4.585
10446	4.0
7657	4.170
22453	4.170
6151	3.322
7509	4.459
7872	4.585
10433	4.170
55084	4.459
7875	4.807
2062437	3.807
7065	4.0
11992	4.0
7913	5.0
10325078	4.0
92731	4.170
14256731	4.807
3168	3.322
11153	2.585
29005	4.322
7472	4.0
11207996	4.0
7694	4.322
11833	3.585
16388	5.0
455420	4.170
62249	4.0
10420	4.170
9243	2.585
55188	3.807
7482	4.170
11716	4.322
29016	4.170
7670	4.322
7340	4.7
7747	4.0
7624	3.807
7627	3.807
8568	4.322
14846	4.585
11045	4.170
11228	3.322
10709	3.322
109838	3.807
7478	4.0
10765	3.322
13849665	5.392
7800	4.459
11148	2.0
11843	4.170
923	2.585
7475	4.0
12201	3.585
7515	4.0
29012	4.0
10797	4.0
11109	3.585
7538	4.322
7536	4.170
12972	4.585
61266	5.459
24142	4.907
14829	3.322
23055	3.585
13622	4.807
7463	3.807
10571	3.807
16180	4.7
13836549	4.585
7891	4.585
12446	3.585
55123	4.170
10614293	4.0
29025	4.170
11755	3.585
12635	4.459
7706	3.807
7761	4.0
11121	3.807
7713	3.322
12809	4.322
11230	3.322
7833	4.0
10492	3.807
13837190	3.322
13839109	4.170
7556	3.0
12012	4.0
8158	3.807
66675	4.0
7871	4.585
3441	3.807
7954	2.585
9976	4.322
21153	4.7
14688	5.0
9391	3.807
8525	3.585
7514	4.0
11680	3.807
6176	3.807
6085	2.0
63631	3.585
13865630	4.585
7856	4.170
11706	4.0
7802	4.170
12218	4.459
56232	4.585
3973	4.0
6130	3.0
7534	4.170
10788	3.807
7621	3.807
10101	4.0
28986	4.0
13839575	4.170
12632	4.322
13836589	3.585
83734	3.807
9253	3.807
215929	4.170
10791	3.807
555074	3.807
7957	3.0
11125	3.807
7760	4.0
4516601	4.0
8562	3.807
2863	4.585
56442	3.0
4483639	3.322
11919	4.170
10653	3.585
8329688	3.585
7782	3.585
4516599	4.0
16387	4.907
10777	3.585
4512361	4.0
11095	3.807
11025	3.807
26325086	4.170
21106173	4.170
13835706	4.907
441	4.170
2282428	3.807
9251	3.807
13850879	5.248
217	1.0
1114	3.0
7838	4.0
15486	4.459
56559	5.248
11898	5.392
4483638	3.322
6335	3.322
4449912	3.0
11526	3.585
6311	3.322
10054	3.322
7081	3.807
7607	3.585
7074	4.322
12456	4.322
72522	5.322
6313	3.322
7817	3.807
4512642	4.0
7928	5.248
7734	3.322
5949	3.807
62632	5.087
14348	5.170
7803	4.170
7076	4.322
78998	5.0
17880	4.170
370	4.322
29029	4.322
11884	4.807
2581	5.087
16177	4.7
7730	3.322
13866746	4.459
7016	3.585
15853	4.585
11864	4.0
9053802	4.907
21106586	4.322
67360	4.459
63863	4.170
11891	5.0
7732	3.322
18920	4.170
10113	3.322
11866	4.0
15846	4.322
11845	3.807
15954	4.0
11819	4.0
7566	3.0
29026	4.170
7772	3.585
11739	4.0
7917	4.907
6321	3.322
12209	3.585
11846	3.807
7622	3.807
11861	4.322
15016	5.248
11056	3.807
7915	4.807
23255	3.322
10787	3.807
123993	4.170
55090	3.585
11806	3.322
7630	3.807
8552	4.0
68179	4.170
7901	4.7
6121	3.0
7770	3.585
7558	3.0
11036	4.0
10001	3.807
7064	4.0
175	3.0
6146	3.322
6649	4.0
11029	4.0
6123	3.0
7892	4.585
8576	4.459
6095	2.585
9461	4.0
14692	4.322
11099	3.322
11193	4.0
256	3.322
11794	3.807
7851	4.170
15387	4.322
8012	3.807
7717	3.322
11732	3.807
10511	4.0
654	2.585
6315	3.322
6086	2.0
99440	4.0
11194	4.0
455353	4.170
11110	3.585
13848341	4.322
10265264	4.0
7850	4.170
7882	4.459
7577	3.0
29000	3.585
8574	4.322
11239	3.585
6165	3.585
11865	4.0
21011	3.585
4366810	4.459
512	3.0
11793	3.807
7811	3.807
7835	4.0
11216	4.0
13862665	3.807
932	4.170
22814	1.0
6341	3.585
11678	3.807
11543	4.0
62230	4.170
7533	4.170
13836399	4.0
10526	3.807
10422	4.322
12069	4.170
59483	4.585
13255	3.807
10179173	4.0
7701	3.807
6149	3.322
10790	3.807
71430	4.170
120464	3.807
172	2.585
11180	3.807
13865426	4.170
7434	4.170
259	3.585
7714	3.322
10512	3.585
7812	3.807
7769	3.585
7459	3.807
11024	3.807
7837	4.0
3644	3.0
16778	3.807
7705	3.807
191367	4.0
748	2.0
5091	5.322
10437	3.0
387	3.585
6312	3.322
6320	3.322
10947	3.585
6040	3.585
8398	3.585
960	5.170
6164	3.585
18410	4.322
7546	3.322
11756	3.585
7616	3.585
258	3.322
7716	3.322
7564	3.0
7024	3.585
7090	4.322
15438	4.0
11699	4.170
16791	4.0
6097	2.585
11799	3.807
6187	4.0
21800	4.0
18717	4.0
13837797	3.807
16641	2.585
10205670	3.322
12442	3.0
6186	4.0
60329	3.585
7790	3.585
1005	3.322
11210	4.0
6101	2.585
1004	3.0
2340753	3.585
10325184	3.585
24590970	3.807
11695	4.0
6102	2.585
13836591	3.585
7028	3.585
7615	3.585
13884973	4.0
7674	3.807
6406	3.807
682	2.585
13874867	4.0
10710415	4.170
6089	2.0
6087	2.0
6098	2.585
7733	3.322
