Compound Id	AutocorrelationCharge [ATSc1]
26325084	1.418
26325083	1.261
18019	0.641
8521	0.633
26325082	1.105
10449	0.939
61149	0.885
2056044	0.814
26325081	0.948
26824	0.479
8520	0.476
10451	0.783
2041618	0.517
6191	0.635
26325080	0.792
76894	0.504
16425	0.218
6153	0.393
10784857	1.055
38403	0.798
14021447	0.635
9256	0.534
23101	0.320
10675065	0.504
10652594	0.874
10696	0.626
62827	0.546
11434292	0.317
21106179	0.318
122090	0.322
11557190	0.478
9095782	0.374
12577	0.407
9286	0.442
61346	0.496
6190	0.570
6270	0.655
9484	0.258
6105	0.221
16841	0.470
4927801	0.776
109705	0.762
9088156	0.349
56144	0.635
23150	0.164
108106	0.621
78828	0.322
6128	0.187
10452	0.470
10606755	0.742
3631	0.733
69569	0.401
15413	0.488
66656	0.167
9411	0.620
454209	0.163
10733068	0.797
17619	0.169
13837650	0.1
13853215	0.508
9392	0.513
66567	0.673
18971812	0.323
66655	0.165
68328	0.166
13299573	0.479
56117	0.324
12161	0.686
107412	0.481
67414	0.466
13803	0.510
14441700	0.210
10756390	0.638
68224	0.637
61213	0.233
9254	0.414
9016	0.406
73583	0.382
14998	0.166
2018165	0.260
6148	0.211
69914	0.478
11671339	0.478
29040	0.449
67991	0.244
454215	0.456
62826	0.461
7626	0.160
59573	0.338
6156	0.0
10106	0.550
10801109	0.831
512621	0.092
12933	0.517
11996	0.162
13835836	0.323
9633	0.094
15789876	0.611
18688	0.265
12586	0.121
71433	0.001
68503	0.514
937	0.0
692	0.157
23208	0.0
291	0.0
274	0.326
6084	0.0
6132	0.254
7956	0.182
6094	0.0
11749	0.175
7555	0.0
6120	0.0
7712	0.0
6308	0.0
9646	0.0
10781	0.0
15802	0.0
17976	0.0
7767	0.0
7604	0.0
7010	0.0
6163	0.0
6340	0.0
7671	0.266
9377	0.094
8560	0.0
11094	0.0
11023	0.0
11055	0.0
10786	0.0
7619	0.0
10755	0.0
11551	0.0
349	0.0
11035	0.0
11104	0.0
10795	0.0
10445	0.0
8569	0.168
11841	0.167
7073	0.266
123860	0.350
7849	0.0
17558	0.0
13439	0.0
13402	0.0
6287	0.551
10227261	0.489
14840	0.0
13448	0.0
12220	0.168
13619	0.0
7890	0.0
11882	0.0
11883	0.0
10540	0.0
7929	0.0
11897	0.0
11899	0.0
12017	0.0
12072	0.0
11900	0.0
11901	0.0
11146	0.0
11902	0.0
10542	0.0
11906	0.0
7823	0.168
13835376	0.350
55130	0.263
6188	0.453
127750	0.357
14299946	0.716
30713	0.323
14694	0.288
99596	0.276
11849	0.168
7757	0.268
21106169	0.393
20545	0.192
10441	0.175
14672	0.168
7511	0.268
10446	0.263
7657	0.268
22453	0.267
6151	0.274
7509	0.268
7872	0.271
10433	0.268
55084	0.268
7875	0.271
2062437	0.306
7065	0.267
11992	0.263
7913	0.271
10325078	0.494
92731	0.525
14256731	0.364
3168	0.168
11153	0.162
29005	0.268
7472	0.266
11207996	0.267
7694	0.268
11833	0.175
16388	0.778
455420	0.175
62249	0.273
10420	0.268
9243	0.094
55188	0.168
7482	0.268
11716	0.268
29016	0.271
7670	0.120
7340	0.091
7747	0.271
7624	0.061
7627	0.266
8568	0.271
14846	0.277
11045	0.268
11228	0.171
10709	0.175
109838	0.357
7478	0.424
10765	0.001
13849665	0.830
7800	0.277
11148	0.107
11843	0.271
923	0.0
7475	0.268
12201	0.001
7515	0.268
29012	0.271
10797	0.118
11109	0.001
7538	0.277
7536	0.277
12972	0.120
61266	1.031
24142	0.001
14829	0.166
23055	0.165
13622	0.001
7463	0.268
10571	0.275
16180	0.001
13836549	0.644
7891	0.001
12446	0.003
55123	0.304
10614293	0.0
29025	0.001
11755	0.299
12635	0.001
7706	0.271
7761	0.304
11121	0.001
7713	0.001
12809	0.001
11230	0.095
7833	0.001
10492	0.304
13837190	0.359
13839109	0.454
7556	0.001
12012	0.304
8158	0.091
66675	0.0
7871	0.121
3441	0.385
7954	0.002
9976	0.120
21153	0.121
14688	0.107
9391	0.373
8525	0.271
7514	0.120
11680	0.277
6176	0.119
6085	0.0
63631	0.094
13865630	0.542
7856	0.064
11706	0.277
7802	0.121
12218	0.121
56232	0.107
3973	0.474
6130	0.2
7534	0.120
10788	0.120
7621	0.121
10101	0.577
28986	0.120
13839575	0.545
12632	0.121
13836589	0.363
83734	0.362
9253	0.352
215929	0.120
10791	0.119
555074	0.003
7957	0.003
11125	0.304
7760	0.121
4516601	0.003
8562	0.064
2863	0.192
56442	0.004
4483639	0.003
11919	0.0
10653	0.277
8329688	0.213
7782	0.304
4516599	0.003
16387	0.867
10777	0.120
4512361	0.003
11095	0.121
11025	0.120
26325086	0.475
21106173	0.464
13835706	0.838
441	0.132
2282428	0.394
9251	0.395
13850879	0.929
217	0.0
1114	0.097
7838	0.132
15486	0.075
56559	0.083
11898	0.083
4483638	0.003
6335	0.279
4449912	0.004
11526	0.441
6311	0.095
10054	0.037
7081	0.131
7607	0.121
7074	0.269
12456	0.012
72522	0.083
6313	0.131
7817	0.145
4512642	0.003
7928	0.083
7734	0.305
5949	0.132
62632	0.098
14348	0.083
7803	0.192
7076	0.269
78998	0.098
17880	0.012
370	0.192
29029	0.132
11884	0.098
2581	0.083
16177	0.098
7730	0.064
13866746	0.515
7016	0.120
15853	0.098
11864	0.012
9053802	0.083
21106586	0.403
67360	0.098
63863	0.319
11891	0.083
7732	0.146
18920	0.076
10113	0.006
11866	0.098
15846	0.098
11845	0.012
15954	0.075
11819	0.076
7566	0.099
29026	0.098
7772	0.132
11739	0.071
7917	0.083
6321	0.121
12209	0.012
11846	0.098
7622	0.076
11861	0.076
15016	0.030
11056	0.071
7915	0.083
23255	0.027
10787	0.075
123993	0.075
55090	0.037
11806	0.012
7630	0.378
8552	0.192
68179	0.249
7901	0.083
6121	0.040
7770	0.098
7558	0.012
11036	0.075
10001	0.192
7064	0.190
175	0.122
6146	0.071
6649	0.190
11029	0.075
6123	0.027
7892	0.083
8576	0.030
6095	0.014
9461	0.445
14692	0.003
11099	0.004
11193	0.188
256	0.132
11794	0.076
7851	0.030
15387	0.030
8012	0.190
7717	0.098
11732	0.083
10511	0.076
654	0.069
6315	0.040
6086	0.0
99440	0.076
11194	0.070
455353	0.270
11110	0.003
13848341	0.558
10265264	0.0
7850	0.044
7882	0.083
7577	0.313
29000	0.083
8574	0.083
11239	0.075
6165	0.071
11865	0.044
21011	0.076
4366810	0.322
512	0.132
11793	0.083
7811	0.030
7835	0.030
11216	0.070
13862665	0.276
932	0.083
22814	0.0
6341	0.190
11678	0.075
11543	0.075
62230	0.070
7533	0.083
13836399	0.270
10526	0.044
10422	0.322
12069	0.075
59483	0.173
13255	0.160
10179173	0.0
7701	0.192
6149	0.223
10790	0.075
71430	0.492
120464	0.037
172	0.133
11180	0.070
13865426	0.409
7434	0.083
259	0.192
7714	0.044
10512	0.044
7812	0.083
7769	0.030
7459	0.083
11024	0.083
7837	0.083
3644	0.076
16778	0.270
7705	0.266
191367	0.075
748	0.119
5091	0.192
10437	0.044
387	0.066
6312	0.083
6320	0.076
10947	0.075
6040	0.083
8398	0.083
960	0.192
6164	0.083
18410	0.0
7546	0.175
11756	0.121
7616	0.250
258	0.083
7716	0.030
7564	0.030
7024	0.0
7090	0.254
15438	0.0
11699	0.322
16791	0.030
6097	0.044
11799	0.075
6187	0.401
21800	0.0
18717	0.075
13837797	0.176
16641	0.024
10205670	0.337
12442	0.138
6186	0.398
60329	0.208
7790	0.533
1005	0.192
11210	0.070
6101	0.030
1004	0.083
2340753	0.267
10325184	0.272
24590970	0.258
11695	0.322
6102	0.103
13836591	0.270
7028	0.164
7615	0.075
13884973	0.150
7674	0.0
6406	0.277
682	0.084
13874867	0.417
10710415	0.437
6089	0.034
6087	0.050
6098	0.028
7733	0.123
9990	0.032
11727	0.255
7600	0.203
8896	0.0
7466	0.326
14751	0.0
1609	0.207
171	0.195
7727	0.215
71628	0.196
22408	0.0
7728	0.277
6338	0.075
13811	0.262
13871489	0.794
864	0.095
220998	0.058
221117	0.0
15765	0.0
11647	0.266
7506	0.138
7737	0.168
5439	0.306
7003	0.274
6322	0.123
13867413	0.408
553171	0.564
11525	0.080
8554	0.168
13571291	0.098
12066	0.359
7703	0.126
11265	0.054
12954	0.058
13229	0.058
59577	0.193
10053	0.025
10018	0.348
7787	0.0
26765	0.174
192642	0.173
11788	0.093
63156	0.085
122446	0.172
21181	0.174
26325090	0.122
13836520	0.361
6135	0.088
6309	0.001
12626	0.085
11632	0.058
9994	0.171
7636	0.432
13854944	0.188
7557	0.0
6125	0.089
120621	0.171
4449	0.059
55205	0.173
12445	0.169
14169248	0.034
7964	0.339
6193	0.339
62597	0.088
7559	0.138
7677	0.027
12197	0.005
13836674	0.049
11761	0.025
29015	0.363
9642	0.0
156255	0.059
20119	0.173
6118	0.027
363458	0.243
7684	0.275
71390	0.183
8544	0.003
12219	0.029
6307	0.029
7848	0.029
13816	0.174
15077490	0.333
19956441	0.137
12637	0.498
13872989	0.090
11752	0.173
8577	0.012
278	0.234
61487	0.025
11863	0.029
5708	0.059
10536	0.027
14349	0.012
7810	0.029
391	0.0
13835977	0.034
6334	0.176
592	0.304
13871721	0.092
374462	0.059
558883	0.002
56020	0.002
8908	0.0
376	0.384
10025	0.384
5004	0.384
2275	0.279
4446445	0.138
10124	0.003
7852	0.012
3951	0.193
7530	0.194
7766	0.029
6333	0.197
14680	0.012
7827	0.027
4514529	0.0
13835316	0.057
7711	0.029
12499	0.632
19953955	0.137
21109330	0.152
13638	0.064
72056	0.167
10948	0.178
7815	0.012
71312	0.376
2293678	0.365
2018460	0.349
29107	0.199
21169510	0.450
7552	0.029
5993	0.219
13835293	0.170
62589	0.064
7738	0.168
7686	0.062
7480	0.171
7776	0.012
127983	0.028
1087	0.224
6092	0.029
6042	0.121
6316	0.094
8878	0.0
34095	0.167
7568	0.172
10340	0.164
4444608	0.138
10939	0.119
11107	0.203
13835224	0.179
8141	0.120
9233	0.027
23621376	0.137
21111806	0.175
69371	0.025
66565	0.238
18685	0.167
15443	0.131
844	0.415
18607	0.028
11930	0.271
62628	0.167
67653	0.088
7030	0.441
11875	0.167
7721	0.012
2656	0.154
21108550	0.171
7560	0.012
13839416	0.167
13836021	0.161
13835861	0.118
7029	0.270
394562	0.139
10498	0.153
13839441	0.167
21112738	0.067
6104	0.105
4481813	0.028
60524	0.024
11729	0.028
9325	0.188
11694	0.223
11086	0.005
13849981	0.079
6103	0.012
5894	0.065
13835209	0.167
7788	0.003
13839553	0.171
6083	0.033
6314	0.135
61707	0.145
63054	0.503
4510484	0.136
15803	0.075
26563	1.090
70660	0.532
7679	0.120
13835235	0.190
1039	0.029
10772140	0.271
28994	0.199
4937830	0.037
29008	0.064
11809	0.131
8543	0.090
6111	0.0
68832	0.253
13842001	0.184
22191	0.253
75951	0.253
72793	0.252
72551	0.253
24641	0.252
11632871	0.9
33416	0.909
29001	0.255
21106032	0.088
8909	0.0
11857	0.003
7330	0.004
69982	0.131
