Compound Id	ChiPath [SP-3]
26325084	10.528
26325083	9.571
18019	3.621
8521	3.932
26325082	8.614
10449	5.743
61149	4.547
2056044	3.482
26325081	7.657
26824	2.871
8520	2.975
10451	4.786
2041618	N/A
6191	2.25
26325080	6.7
76894	N/A
16425	0.0
6153	0.0
10784857	N/A
38403	2.303
14021447	5.743
9256	1.732
23101	2.018
10675065	1.981
10652594	N/A
10696	3.828
62827	2.474
11434292	N/A
21106179	0.0
122090	2.768
11557190	4.786
9095782	2.25
12577	1.061
9286	1.333
61346	1.061
6190	2.25
6270	3.121
9484	0.0
6105	0.0
16841	1.732
4927801	11.25
109705	5.381
9088156	3.048
56144	3.376
23150	1.061
108106	9.0
78828	3.828
6128	0.0
10452	2.871
10606755	3.376
3631	2.303
69569	2.018
15413	2.561
66656	N/A
9411	2.2
454209	1.061
10733068	8.121
17619	N/A
13837650	0.5
13853215	2.25
9392	2.25
66567	3.75
18971812	2.25
66655	1.966
68328	2.871
13299573	1.061
56117	1.854
12161	3.0
107412	2.474
67414	6.75
13803	2.561
14441700	1.061
10756390	6.414
68224	6.828
61213	1.061
9254	1.732
9016	1.732
73583	2.25
14998	1.0
2018165	0.816
6148	0.0
69914	5.121
11671339	4.914
29040	1.732
67991	1.061
454215	1.732
62826	2.474
7626	0.943
59573	1.914
6156	0.0
10106	3.402
10801109	4.095
512621	N/A
12933	3.402
11996	1.0
13835836	1.563
9633	1.707
15789876	4.778
18688	2.2
12586	3.402
71433	1.061
68503	3.0
937	0.0
692	0.0
23208	0.0
291	0.0
274	0.0
6084	0.0
6132	0.0
7956	0.0
6094	0.0
11749	0.866
7555	0.5
6120	0.0
7712	0.707
6308	0.816
9646	0.0
10781	2.091
15802	1.832
17976	1.472
7767	0.957
7604	0.866
7010	1.394
6163	1.061
6340	1.333
7671	1.748
9377	1.207
8560	1.207
11094	1.135
11023	1.478
11055	1.0
10786	1.782
7619	0.943
10755	1.914
11551	1.732
349	1.457
11035	1.747
11104	1.321
10795	2.103
10445	1.021
8569	1.707
11841	1.563
7073	2.337
123860	1.957
7849	1.707
17558	1.635
13439	1.061
13402	3.0
6287	2.561
10227261	3.626
14840	1.957
13448	1.625
12220	2.207
13619	2.207
7890	2.457
11882	2.707
11883	2.957
10540	3.457
7929	4.457
11897	4.707
11899	4.957
12017	5.207
12072	5.457
11900	5.707
11901	5.957
11146	6.207
11902	6.457
10542	7.457
11906	8.457
7823	1.207
13835376	1.457
55130	1.655
6188	2.25
127750	1.457
14299946	3.828
30713	1.333
14694	1.061
99596	1.732
11849	1.207
7757	3.082
21106169	1.061
20545	4.313
10441	0.5
14672	1.061
7511	2.582
10446	1.021
7657	1.655
22453	2.359
6151	0.0
7509	2.332
7872	2.385
10433	1.934
55084	2.351
7875	2.885
2062437	1.732
7065	1.882
11992	1.571
7913	3.385
10325078	2.25
92731	2.976
14256731	3.698
3168	0.707
11153	0.0
29005	2.082
7472	1.571
11207996	1.571
7694	2.082
11833	0.957
16388	5.005
455420	1.707
62249	2.091
10420	1.832
9243	0.0
55188	1.914
7482	1.832
11716	2.247
29016	1.563
7670	1.748
7340	2.898
7747	1.321
7624	0.943
7627	0.943
8568	1.885
14846	2.747
11045	1.997
11228	0.816
10709	0.707
109838	1.207
7478	1.563
10765	0.816
13849665	5.216
7800	2.497
11148	0.0
11843	1.635
923	0.0
7475	1.563
12201	0.866
7515	1.747
29012	1.385
10797	2.103
11109	0.957
7538	2.247
7536	1.997
12972	2.601
61266	9.508
24142	3.207
14829	0.0
23055	1.061
13622	2.957
7463	1.478
10571	1.782
16180	2.707
13836549	4.976
7891	2.457
12446	0.866
55123	1.707
10614293	1.021
29025	1.707
11755	0.866
12635	2.207
7706	1.135
7761	1.385
11121	1.207
7713	0.707
12809	1.957
11230	0.816
7833	1.457
10492	1.135
13837190	0.707
13839109	1.635
7556	0.5
12012	1.457
8158	1.732
66675	2.25
7871	2.385
3441	1.732
7954	0.0
9976	2.101
21153	2.635
14688	3.280
9391	1.732
8525	0.866
7514	1.747
11680	1.478
6176	1.732
6085	0.0
63631	1.333
13865630	2.715
7856	1.707
11706	1.747
7802	1.635
12218	2.135
56232	2.280
3973	2.474
6130	0.0
7534	2.199
10788	1.782
7621	0.943
10101	2.561
28986	1.563
13839575	1.707
12632	1.885
13836589	0.957
83734	1.732
9253	1.732
215929	1.997
10791	1.782
555074	1.207
7957	0.0
11125	1.207
7760	1.385
4516601	1.457
8562	1.207
2863	2.385
56442	0.5
4483639	0.707
11919	3.0
10653	1.394
8329688	1.061
7782	0.957
4516599	1.457
16387	4.478
10777	1.333
4512361	1.457
11095	1.135
11025	1.478
26325086	2.452
21106173	2.414
13835706	3.109
441	1.707
2282428	1.732
9251	1.732
13850879	5.104
217	0.0
1114	0.0
7838	1.457
15486	2.332
56559	4.135
11898	4.707
4483638	0.707
6335	0.816
4449912	0.5
11526	1.394
6311	0.816
10054	0.0
7081	1.732
7607	0.866
7074	2.337
12456	1.957
72522	4.457
6313	0.816
7817	1.207
4512642	1.457
7928	4.207
7734	0.707
5949	1.207
62632	3.707
14348	3.957
7803	1.635
7076	2.401
78998	3.457
17880	1.707
370	1.885
29029	1.957
11884	2.957
2581	3.707
16177	2.707
7730	0.707
13866746	4.197
7016	1.394
15853	2.457
11864	1.457
9053802	3.135
21106586	2.693
67360	2.207
63863	1.061
11891	3.457
7732	0.707
18920	1.635
10113	0.816
11866	1.457
15846	1.957
11845	1.207
15954	1.882
11819	1.321
7566	0.5
29026	1.707
7772	0.957
11739	1.280
7917	3.207
6321	0.816
12209	0.957
11846	1.207
7622	0.943
11861	1.885
15016	4.207
11056	1.0
7915	2.957
23255	0.816
10787	1.782
123993	2.497
55090	1.061
11806	0.707
7630	0.943
8552	1.385
68179	1.707
7901	2.707
6121	0.0
7770	0.957
7558	0.5
11036	1.747
10001	0.943
7064	1.882
175	0.0
6146	0.0
6649	1.992
11029	1.563
6123	0.0
7892	2.457
8576	2.207
6095	0.0
9461	1.280
14692	1.957
11099	0.707
11193	2.474
256	0.707
11794	1.135
7851	1.707
15387	1.957
8012	1.782
7717	0.707
11732	1.0
10511	1.385
654	0.0
6315	0.816
6086	0.0
99440	1.021
11194	2.474
455353	1.707
11110	0.957
13848341	2.546
10265264	2.305
7850	1.707
7882	2.207
7577	0.5
29000	0.866
8574	1.957
11239	1.333
6165	1.061
11865	1.457
21011	0.866
4366810	2.260
512	0.5
11793	1.135
7811	1.207
7835	1.457
11216	1.884
13862665	1.135
932	1.707
22814	0.0
6341	1.333
11678	1.478
11543	1.882
62230	2.561
7533	1.959
13836399	1.457
10526	1.207
10422	2.018
12069	1.635
59483	2.871
13255	1.957
10179173	2.305
7701	1.135
6149	0.0
10790	1.782
71430	2.805
120464	1.914
172	0.0
11180	1.732
13865426	1.655
7434	2.121
259	0.866
7714	0.707
10512	0.957
7812	1.207
7769	0.957
7459	1.478
11024	1.478
7837	1.457
3644	0.0
16778	1.207
7705	1.135
191367	1.385
748	0.0
5091	4.385
10437	0.5
387	1.333
6312	0.816
6320	0.816
10947	1.394
6040	0.957
8398	1.394
960	3.885
6164	1.061
18410	2.691
7546	0.986
11756	0.866
7616	0.866
258	0.707
7716	0.707
7564	0.5
7024	1.644
7090	2.830
15438	2.172
11699	1.832
16791	1.457
6097	0.0
11799	1.135
6187	2.25
21800	2.540
18717	2.091
13837797	1.207
16641	0.0
10205670	0.816
12442	0.5
6186	2.25
60329	0.957
7790	1.5
1005	0.816
11210	2.561
6101	0.0
1004	0.5
2340753	1.061
10325184	1.061
24590970	1.732
11695	1.563
6102	0.0
13836591	0.957
7028	1.644
7615	0.866
13884973	1.021
7674	1.894
6406	1.782
682	0.0
13874867	1.571
10710415	2.199
6089	0.0
6087	0.0
6098	0.0
7733	0.707
9990	0.5
11727	0.5
7600	2.405
8896	1.25
7466	1.478
14751	2.302
1609	0.957
171	0.0
7727	0.707
71628	2.121
22408	0.0
7728	0.707
6338	0.816
13811	3.585
13871489	4.113
864	0.0
220998	3.009
221117	2.540
15765	2.540
11647	2.529
7506	2.260
7737	1.25
5439	0.866
7003	2.151
6322	0.816
13867413	1.478
553171	2.546
11525	1.394
8554	1.5
13571291	0.5
12066	1.25
7703	1.135
11265	2.184
12954	2.509
13229	2.187
59577	2.497
10053	0.0
10018	1.5
7787	1.5
26765	1.478
192642	1.782
11788	1.894
63156	1.207
122446	2.091
21181	1.747
26325090	1.957
13836520	1.624
6135	0.0
6309	0.816
12626	0.957
11632	1.971
9994	1.0
7636	1.957
13854944	0.866
7557	0.5
6125	0.0
120621	0.943
4449	2.540
55205	1.385
12445	1.021
14169248	1.971
7964	5.152
6193	5.462
62597	0.707
7559	0.5
7677	1.894
12197	0.5
13836674	0.5
11761	0.943
29015	1.5
9642	0.0
156255	2.290
20119	1.135
6118	0.0
363458	1.894
7684	1.894
71390	0.0
8544	1.25
12219	1.957
6307	0.816
7848	1.707
13816	1.394
15077490	1.732
19956441	1.457
12637	2.457
13872989	0.5
11752	0.866
8577	2.207
278	0.0
61487	1.061
11863	1.457
5708	1.732
10536	1.707
14349	1.957
7810	1.207
391	0.0
13835977	0.5
6334	0.816
592	1.333
13871721	0.707
374462	2.049
558883	0.707
56020	0.707
8908	1.75
376	2.063
10025	2.313
5004	2.813
2275	1.394
4446445	1.707
10124	1.333
7852	1.707
3951	1.333
7530	2.305
7766	0.957
6333	0.816
14680	1.457
7827	1.207
4514529	0.0
13835316	0.0
7711	0.707
12499	4.976
19953955	1.207
21109330	2.25
13638	2.0
72056	2.957
10948	1.394
7815	1.207
71312	1.732
2293678	1.732
2018460	2.091
29107	1.333
21169510	2.2
7552	0.5
5993	0.816
13835293	1.914
62589	1.894
7738	1.25
7686	1.894
7480	2.144
7776	0.957
127983	0.0
1087	0.0
6092	0.0
6042	0.0
6316	0.816
8878	2.633
34095	2.457
7568	0.5
10340	1.644
4444608	1.207
10939	2.540
11107	1.385
13835224	0.816
8141	1.644
9233	0.707
23621376	0.957
21111806	2.199
69371	1.061
66565	2.199
18685	2.207
15443	2.302
844	0.943
18607	0.707
11930	2.103
62628	1.957
67653	1.957
7030	1.644
11875	1.707
7721	0.707
2656	4.180
21108550	2.305
7560	0.5
13839416	1.457
13836021	0.707
13835861	1.061
7029	1.644
394562	0.707
10498	0.707
13839441	1.207
21112738	0.5
6104	0.0
4481813	0.5
60524	0.816
11729	0.5
9325	2.540
11694	1.563
11086	1.894
13849981	2.592
6103	0.0
5894	0.816
13835209	0.957
7788	1.5
13839553	0.707
6083	0.0
6314	0.816
61707	1.333
63054	4.197
4510484	2.121
15803	3.354
26563	4.5
70660	2.198
7679	1.894
13835235	0.5
1039	0.0
10772140	0.816
28994	0.5
4937830	0.5
29008	1.25
11809	0.707
8543	0.707
6111	0.0
68832	1.571
13842001	1.852
22191	1.655
75951	1.924
72793	2.283
72551	2.174
24641	2.368
11632871	4.0
33416	3.75
29001	0.943
21106032	0.957
8909	2.0
11857	1.75
7330	1.25
69982	4.547
21106015	0.5
552744	0.866
10464	0.866
61191	3.241
61001	3.882
8912	3.0
7791	1.5
13866593	1.207
7098	3.161
7026	1.644
553742	0.5
5977	0.0
13837702	0.957
13837537	1.5
9724	4.204
18801	1.457
59674	0.957
558928	0.5
6330	0.816
