Compound Id	ChiCluster [VC-3]
26325084	18.169
26325083	16.444
18019	13.757
8521	11.848
26325082	14.719
10449	10.348
61149	0.455
2056044	0.427
26325081	12.995
26824	10.863
8520	10.124
10451	8.624
2041618	N/A
6191	0.268
26325080	11.270
76894	N/A
16425	1.323
6153	0.108
10784857	N/A
38403	0.229
14021447	9.545
9256	0.192
23101	8.399
10675065	0.195
10652594	N/A
10696	6.899
62827	0.287
11434292	N/A
21106179	0.031
122090	7.776
11557190	7.820
9095782	0.592
12577	0.179
9286	0.095
61346	0.613
6190	0.465
6270	0.408
9484	0.241
6105	0.0
16841	0.274
4927801	4.830
109705	0.652
9088156	7.967
56144	0.641
23150	6.674
108106	3.864
78828	6.096
6128	0.082
10452	5.174
10606755	0.386
3631	0.318
69569	9.129
15413	0.852
66656	N/A
9411	0.176
454209	0.389
10733068	5.945
17619	N/A
13837650	0.0
13853215	0.662
9392	0.913
66567	0.673
18971812	0.996
66655	5.523
68328	4.371
13299573	0.894
56117	1.725
12161	0.408
107412	0.287
67414	2.898
13803	0.852
14441700	0.435
10756390	4.843
68224	4.406
61213	0.389
9254	0.493
9016	0.522
73583	1.665
14998	3.337
2018165	0.058
6148	0.581
69914	3.304
11671339	3.523
29040	0.365
67991	7.404
454215	0.651
62826	0.287
7626	0.471
59573	1.725
6156	6.0
10106	0.183
10801109	0.968
512621	N/A
12933	0.632
11996	1.112
13835836	0.096
9633	0.0
15789876	0.595
18688	1.292
12586	0.648
71433	4.098
68503	0.535
937	0.0
692	0.0
23208	0.0
291	0.0
274	0.0
6084	0.0
6132	0.094
7956	0.0
6094	0.0
11749	0.408
7555	0.0
6120	0.577
7712	0.0
6308	0.408
9646	2.0
10781	1.570
15802	0.289
17976	1.969
7767	0.0
7604	0.408
7010	0.289
6163	1.561
6340	0.667
7671	0.658
9377	0.0
8560	0.0
11094	0.408
11023	0.289
11055	1.561
10786	0.569
7619	0.816
10755	1.207
11551	0.204
349	0.0
11035	0.289
11104	0.816
10795	0.859
10445	1.969
8569	0.0
11841	0.816
7073	0.745
123860	0.0
7849	0.0
17558	0.408
13439	3.121
13402	0.707
6287	0.183
10227261	0.493
14840	0.0
13448	3.121
12220	0.0
13619	0.0
7890	0.0
11882	0.0
11883	0.0
10540	0.0
7929	0.0
11897	0.0
11899	0.0
12017	0.0
12072	0.0
11900	0.0
11901	0.0
11146	0.0
11902	0.0
10542	0.0
11906	0.0
7823	0.0
13835376	0.0
55130	0.295
6188	1.110
127750	0.0
14299946	6.084
30713	0.286
14694	0.435
99596	0.697
11849	0.0
7757	0.059
21106169	0.179
20545	0.473
10441	0.0
14672	1.112
7511	0.059
10446	1.196
7657	0.467
22453	0.252
6151	0.648
7509	0.059
7872	0.083
10433	0.467
55084	0.059
7875	0.083
2062437	0.718
7065	0.337
11992	0.295
7913	0.083
10325078	1.404
92731	0.893
14256731	0.306
3168	0.0
11153	0.0
29005	0.059
7472	0.25
11207996	0.289
7694	0.059
11833	0.0
16388	0.851
455420	0.0
62249	1.292
10420	0.059
9243	0.0
55188	0.846
7482	0.059
11716	0.059
29016	0.492
7670	0.919
7340	0.158
7747	0.492
7624	0.577
7627	0.319
8568	0.083
14846	0.059
11045	0.059
11228	0.236
10709	0.0
109838	0.0
7478	0.034
10765	0.333
13849665	0.295
7800	0.059
11148	0.0
11843	0.083
923	0.0
7475	0.059
12201	0.408
7515	0.059
29012	0.083
10797	0.645
11109	0.0
7538	0.059
7536	0.059
12972	0.102
61266	0.597
24142	0.0
14829	1.314
23055	1.001
13622	0.0
7463	0.059
10571	0.337
16180	0.0
13836549	0.283
7891	0.0
12446	0.25
55123	0.0
10614293	1.969
29025	0.0
11755	0.236
12635	0.0
7706	0.083
7761	0.408
11121	0.0
7713	0.0
12809	0.0
11230	0.316
7833	0.0
10492	0.408
13837190	0.0
13839109	0.083
7556	0.0
12012	0.0
8158	0.158
66675	16.5
7871	0.144
3441	0.794
7954	0.0
9976	0.102
21153	0.144
14688	0.5
9391	0.280
8525	0.083
7514	0.102
11680	0.059
6176	1.352
6085	0.0
63631	0.516
13865630	0.118
7856	0.0
11706	0.059
7802	0.144
12218	0.144
56232	0.5
3973	0.531
6130	0.281
7534	0.391
10788	0.322
7621	0.553
10101	0.183
28986	0.102
13839575	0.0
12632	0.144
13836589	0.0
83734	0.985
9253	0.741
215929	0.102
10791	0.372
555074	0.0
7957	0.354
11125	0.0
7760	0.144
4516601	0.0
8562	0.0
2863	0.065
56442	0.0
4483639	0.0
11919	2.121
10653	0.059
8329688	0.389
7782	0.0
4516599	0.0
16387	0.750
10777	0.407
4512361	0.0
11095	0.144
11025	0.102
26325086	0.671
21106173	0.289
13835706	0.368
441	0.0
2282428	0.584
9251	0.734
13850879	0.554
217	0.0
1114	0.447
7838	0.0
15486	0.129
56559	0.408
11898	0.0
4483638	0.0
6335	0.083
4449912	0.0
11526	0.034
6311	0.289
10054	2.201
7081	0.167
7607	0.144
7074	0.627
12456	0.0
72522	0.0
6313	0.333
7817	0.0
4512642	0.0
7928	0.0
7734	0.0
5949	0.0
62632	0.0
14348	0.0
7803	0.065
7076	0.218
78998	0.0
17880	0.0
370	0.065
29029	0.0
11884	0.0
2581	0.0
16177	0.0
7730	0.0
13866746	0.251
7016	0.102
15853	0.0
11864	0.0
9053802	0.408
21106586	0.310
67360	0.0
63863	3.662
11891	0.0
7732	0.0
18920	0.183
10113	0.289
11866	0.0
15846	0.0
11845	0.0
15954	0.385
11819	0.591
7566	0.0
29026	0.0
7772	0.0
11739	0.893
7917	0.0
6321	0.144
12209	0.0
11846	0.0
7622	0.591
11861	0.183
15016	0.0
11056	0.893
7915	0.0
23255	0.236
10787	0.385
123993	0.272
55090	1.722
11806	0.0
7630	0.167
8552	0.065
68179	0.0
7901	0.0
6121	0.655
7770	0.0
7558	0.0
11036	0.129
10001	0.473
7064	0.257
175	0.204
6146	1.171
6649	0.197
11029	0.129
6123	0.333
7892	0.0
8576	0.0
6095	0.0
9461	0.179
14692	0.0
11099	0.0
11193	1.003
256	0.0
11794	0.183
7851	0.0
15387	0.0
8012	0.257
7717	0.0
11732	1.561
10511	0.183
654	0.0
6315	0.463
6086	0.0
99440	1.743
11194	0.871
455353	0.0
11110	0.0
13848341	0.118
10265264	0.577
7850	0.0
7882	0.0
7577	0.0
29000	0.408
8574	0.0
11239	0.482
6165	0.893
11865	0.0
21011	0.183
4366810	0.450
512	0.0
11793	0.408
7811	0.0
7835	0.0
11216	0.678
13862665	0.083
932	0.0
22814	0.0
6341	0.341
11678	0.129
11543	0.439
62230	0.512
7533	0.612
13836399	0.0
10526	0.0
10422	0.450
12069	0.0
59483	6.75
13255	0.333
10179173	0.577
7701	0.065
6149	1.458
10790	0.439
71430	0.136
120464	1.335
172	0.0
11180	1.059
13865426	0.203
7434	0.204
259	0.065
7714	0.0
10512	0.0
7812	0.0
7769	0.0
7459	0.289
11024	0.289
7837	0.0
3644	0.258
16778	0.0
7705	0.236
191367	0.0
748	0.0
5091	0.065
10437	0.0
387	0.408
6312	0.408
6320	0.183
10947	0.129
6040	0.0
8398	0.289
960	0.065
6164	1.561
18410	0.204
7546	0.118
11756	0.0
7616	0.083
258	0.0
7716	0.0
7564	0.0
7024	0.289
7090	0.217
15438	0.204
11699	0.042
16791	0.0
6097	0.0
11799	0.0
6187	1.557
21800	0.471
18717	1.457
13837797	0.0
16641	0.0
10205670	0.065
12442	0.0
6186	2.024
60329	0.0
7790	0.0
1005	0.065
11210	0.512
6101	0.0
1004	0.0
2340753	0.435
10325184	0.716
24590970	0.937
11695	0.042
6102	0.0
13836591	0.0
7028	0.167
7615	0.0
13884973	1.076
7674	0.289
6406	0.218
682	0.0
13874867	0.203
10710415	0.144
6089	0.0
6087	0.0
6098	0.0
7733	0.0
9990	0.0
11727	0.0
7600	1.182
8896	0.0
7466	0.042
14751	0.204
1609	0.0
171	0.091
7727	0.0
71628	0.158
22408	0.0
7728	0.0
6338	0.0
13811	0.264
13871489	0.245
864	0.0
220998	0.1
221117	0.471
15765	0.471
11647	0.201
7506	0.577
7737	0.0
5439	0.048
7003	0.218
6322	0.118
13867413	0.059
553171	0.096
11525	0.105
8554	0.0
13571291	0.0
12066	0.0
7703	0.316
11265	0.583
12954	0.1
13229	0.916
59577	0.176
10053	3.446
10018	0.0
7787	0.0
26765	0.072
192642	0.348
11788	0.224
63156	0.0
122446	1.301
21181	0.072
26325090	0.0
13836520	0.118
6135	0.0
6309	0.204
12626	0.0
11632	0.1
9994	0.0
7636	0.201
13854944	0.316
7557	0.0
6125	0.742
120621	0.391
4449	0.272
55205	0.102
12445	1.352
14169248	0.144
7964	2.469
6193	2.104
62597	0.0
7559	0.0
7677	0.167
12197	0.0
13836674	0.0
11761	1.414
29015	0.0
9642	0.0
156255	0.272
20119	0.102
6118	1.134
363458	0.167
7684	0.224
71390	0.486
8544	0.0
12219	0.0
6307	0.408
7848	0.0
13816	0.072
15077490	1.013
19956441	0.0
12637	0.0
13872989	0.0
11752	0.102
8577	0.0
278	0.0
61487	2.724
11863	0.0
5708	0.1
10536	0.0
14349	0.0
7810	0.0
391	0.0
13835977	0.0
6334	0.102
592	0.182
13871721	0.0
374462	0.272
558883	0.0
56020	0.0
8908	0.0
376	0.129
10025	0.129
5004	0.129
2275	0.059
4446445	0.0
10124	0.354
7852	0.0
3951	0.222
7530	0.447
7766	0.0
6333	0.053
14680	0.0
7827	0.0
4514529	0.0
13835316	0.455
7711	0.0
12499	0.292
19953955	0.0
21109330	1.394
13638	0.0
72056	0.0
10948	0.129
7815	0.0
71312	0.824
2293678	1.264
2018460	0.552
29107	0.315
21169510	1.735
7552	0.0
5993	0.258
13835293	1.207
62589	0.289
7738	0.0
7686	0.204
7480	0.072
7776	0.0
127983	0.0
1087	0.0
6092	0.0
6042	2.658
6316	0.463
8878	0.408
34095	0.0
7568	0.0
10340	0.118
4444608	0.0
10939	0.287
11107	0.059
13835224	0.183
8141	0.102
9233	0.0
23621376	0.0
21111806	0.126
69371	14.023
66565	0.098
18685	0.0
15443	0.167
844	0.129
18607	0.0
11930	0.488
62628	0.0
67653	0.0
7030	0.034
11875	0.0
7721	0.0
2656	1.514
21108550	0.126
7560	0.0
13839416	0.0
13836021	0.0
13835861	1.050
7029	0.059
394562	0.0
10498	0.0
13839441	0.0
21112738	0.0
6104	0.0
4481813	0.0
60524	0.224
11729	0.0
9325	0.109
11694	0.051
11086	0.204
13849981	0.871
6103	0.0
5894	0.2
13835209	0.0
7788	0.0
13839553	0.0
6083	0.0
6314	0.204
61707	0.357
63054	0.260
4510484	0.118
15803	0.864
26563	0.0
70660	1.219
7679	0.102
13835235	0.0
1039	0.0
10772140	0.065
28994	0.0
4937830	0.0
29008	0.0
11809	0.0
8543	0.0
6111	0.0
68832	0.246
13842001	0.158
22191	0.246
75951	0.246
72793	0.204
72551	0.246
24641	0.204
11632871	0.0
33416	0.0
29001	0.289
21106032	0.0
8909	0.0
11857	0.0
7330	0.0
69982	1.914
21106015	0.0
552744	0.053
10464	0.083
61191	0.292
61001	0.403
8912	0.0
7791	0.0
13866593	0.0
7098	0.292
7026	0.129
553742	0.0
5977	0.842
13837702	0.0
13837537	0.0
9724	1.409
18801	0.0
59674	0.0
558928	0.0
6330	0.083
11244	0.276
7021	0.051
11795	0.083
10488	0.059
13647	0.204
6402	1.324
68156	0.0
71876	0.218
415	0.0
10487	0.327
763	0.0
13835336	0.0
24099	0.0
173	0.118
5730	2.916
7678	0.129
