Compound Id	X2
1	0
2	0
3	0
4	0
5	1
6	1
7	1
8	1
9	2
10	2
11	2
12	2
13	2
14	2
15	3
16	3
17	3
18	3
19	3
20	2
21	3
22	3
23	2
24	3
25	0
26	2
27	2
28	4
29	4
30	4
31	4
32	4
33	2
34	2
35	2
36	3
37	3
38	3
39	3
40	3
41	3
42	2
43	3
44	3
45	3
46	3
47	2
48	1
49	2
50	1
51	1
52	1
53	0
54	2
55	1
56	2
57	2
58	2
59	1
60	2
61	2
62	2
63	1
64	2
65	2
66	2
67	0
68	1
69	1
70	2
71	2
72	2
73	1
74	2
75	2
76	2
77	1
78	2
79	2
80	2
81	1
82	2
83	2
84	0
85	0
86	2
87	1
88	1
89	2
90	2
91	2
92	1
93	2
94	2
95	2
96	1
97	1
98	2
99	2
100	2
101	1
102	2
103	2
104	2
105	1
106	2
107	2
108	2
109	1
110	2
111	2
112	1
113	1
114	1
115	1
116	0
117	2
118	0
119	1
120	2
121	1
122	1
123	0
124	0
125	1
126	2
127	2
128	2
129	1
130	2
131	2
132	2
133	1
134	2
135	2
136	2
137	2
138	1
139	1
140	2
141	3
142	2
143	2
144	4
145	4
146	4
147	4
148	1
149	3
150	2
151	3
152	3
153	2
154	2
155	2
156	1
157	1
158	1
159	1
160	3
161	1
162	2
163	3
164	1
165	2
166	2
167	1
168	1
169	1
170	2
171	3
172	2
173	0
174	0
175	3
176	4
177	4
178	3
179	4
180	3
181	4
182	4
183	3
184	2
185	0
186	2
187	3
188	6
189	3
190	2
191	4
192	2
193	2
194	0
195	3
196	3
197	3
198	3
199	3
200	5
201	2
202	1
203	3
204	1
205	1
206	3
207	2
208	2
209	2
210	2
211	2
212	2
213	2
214	2
215	3
216	3
217	3
218	3
219	2
220	2
221	3
222	1
223	3
224	1
225	2
226	2
227	2
228	1
229	0
230	0
231	1
232	0
233	0
234	1
235	0
236	1
237	1
238	1
239	0
240	2
241	2
242	2
243	1
244	1
245	1
246	1
247	1
248	1
249	1
250	1
251	1
252	1
253	1
254	1
255	3
256	1
257	5
258	1
259	1
260	2
261	2
262	2
263	2
264	2
265	3
266	3
267	1
268	0
269	1
270	1
271	1
272	1
273	1
274	0
275	0
276	1
277	1
278	1
279	0
