Compound Id	X2
280	1
281	0
282	1
283	2
284	7
285	1
286	1
287	0
288	3
289	2
290	1
291	1
292	3
293	3
294	0
295	0
296	0
297	0
298	1
299	0
300	1
301	2
302	2
303	2
304	2
305	2
306	4
307	4
308	2
309	2
310	4
311	1
312	1
313	1
314	1
315	0
316	0
317	2
318	2
319	3
320	1
321	0
322	0
323	3
324	1
325	1
326	1
327	1
328	1
329	0
330	1
331	0
332	2
333	0
334	0
335	0
336	1
337	1
338	1
339	1
340	1
341	3
342	2
343	4
344	3
345	3
346	3
347	3
348	2
349	3
350	4
351	3
352	3
353	3
354	3
355	3
356	3
357	3
358	3
359	1
360	1
361	2
362	2
363	2
364	2
365	2
366	2
367	2
368	2
369	2
370	2
371	2
372	2
373	1
374	2
375	2
376	1
377	2
378	2
379	2
380	2
381	1
382	2
383	2
384	2
385	2
386	1
387	2
388	2
389	4
390	0
391	2
392	2
393	2
394	2
395	2
396	2
397	2
398	2
399	2
400	2
401	2
402	2
403	2
404	2
405	2
406	2
407	2
408	2
409	2
410	3
411	1
412	0
413	1
414	2
415	2
416	2
417	2
418	2
419	2
420	2
421	2
422	2
423	2
424	2
425	2
426	2
427	2
428	1
429	2
430	2
431	2
432	2
433	2
434	1
435	2
436	2
437	2
438	2
439	3
440	3
441	1
442	2
443	2
444	2
445	2
446	1
447	2
448	2
449	2
450	1
451	2
452	2
453	0
454	3
455	2
456	2
457	2
458	2
459	2
460	2
461	2
462	2
463	2
464	1
465	2
466	3
467	4
468	3
469	3
470	3
471	3
472	3
473	3
474	2
475	3
476	2
477	3
478	3
479	3
480	3
481	3
482	3
483	3
484	4
485	2
486	3
487	3
488	3
489	3
490	3
491	3
492	3
493	2
494	2
495	2
496	2
497	2
498	2
499	2
500	1
501	1
502	2
503	2
504	2
505	2
506	2
507	2
508	2
509	2
510	2
511	2
512	2
513	2
514	2
515	2
516	2
517	2
518	2
519	2
520	1
521	2
522	3
523	1
524	2
525	2
526	2
527	2
528	2
529	2
530	2
531	2
532	1
533	2
534	2
535	1
536	2
537	2
538	2
539	2
540	1
541	2
542	1
543	2
544	2
545	2
546	2
547	2
548	2
549	1
550	2
551	4
552	2
553	1
554	1
555	2
556	2
557	2
558	2
559	2
560	2
561	1
562	2
563	2
564	2
565	2
566	2
567	2
568	2
569	2
570	2
571	2
572	2
573	2
574	1
575	2
576	2
577	2
578	2
579	2
580	2
581	2
582	2
583	2
584	2
585	2
586	2
587	2
588	2
589	2
590	2
591	2
592	1
593	2
594	2
595	2
596	3
597	3
598	3
599	2
600	3
601	4
602	4
603	4
604	3
605	2
606	1
607	2
608	2
609	2
610	1
611	2
612	2
613	2
614	2
615	2
616	2
617	2
618	2
619	3
620	3
621	3
622	2
623	2
624	2
625	4
626	4
627	4
628	2
629	3
630	0
631	0
632	1
633	2
634	1
635	3
636	3
637	3
638	3
639	3
640	1
641	0
642	2
643	2
644	2
645	2
646	2
647	2
648	3
649	2
650	3
651	3
652	3
653	1
654	2
655	2
656	2
657	0
658	1
659	1
660	1
661	2
662	2
663	2
664	2
665	0
666	0
667	0
668	0
669	0
670	0
671	0
672	0
673	0
674	0
675	0
676	0
677	0
678	1
679	0
680	1
681	1
682	0
683	1
684	1
685	1
686	1
687	1
688	1
689	2
690	2
691	1
692	1
693	1
694	0
695	1
696	1
697	1
698	1
699	1
700	1
701	1
702	0
703	0
704	1
705	1
706	1
707	2
708	2
709	3
710	3
711	3
712	1
713	2
714	2
715	2
716	0
717	1
718	1
719	4
720	4
721	4
722	4
723	4
724	4
725	2
726	2
727	2
728	2
729	3
730	3
731	2
732	2
733	2
734	3
735	3
736	2
737	2
738	2
739	2
740	2
741	1
742	2
743	2
744	2
745	2
746	2
747	3
748	1
749	2
750	3
751	3
752	1
753	2
754	3
755	5
756	5
757	4
758	4
759	4
760	3
761	4
762	4
763	4
764	3
765	3
766	3
767	1
768	1
769	2
770	2
771	2
772	2
773	3
774	2
775	3
776	2
777	2
778	3
779	2
780	8
781	3
782	4
783	2
784	3
785	3
786	4
787	5
788	4
789	5
790	2
791	4
792	3
793	2
794	2
795	3
796	2
797	2
798	1
799	2
800	2
801	2
802	4
803	3
804	0
805	1
806	2
807	2
808	2
809	2
810	3
811	2
812	3
813	2
814	2
815	2
816	1
817	0
818	0
819	0
820	0
821	0
822	1
823	0
824	1
825	0
826	1
827	1
828	0
829	1
830	1
831	0
832	1
833	1
834	1
835	0
836	1
837	0
838	1
839	1
840	1
841	1
842	1
843	1
844	1
845	4
846	4
847	4
848	4
849	4
850	4
851	4
852	5
853	5
854	5
855	5
856	4
857	5
858	5
859	5
860	5
861	5
862	4
863	4
864	4
865	4
866	4
867	4
868	4
869	4
870	4
871	4
872	4
873	4
874	4
875	5
876	5
877	5
878	4
879	5
880	5
881	5
882	4
883	4
884	4
885	4
886	4
887	4
888	4
889	4
890	4
891	4
892	4
893	4
894	4
895	4
896	4
897	4
898	4
899	4
900	4
901	4
902	4
903	4
904	4
905	4
906	4
907	4
908	4
909	4
910	4
911	4
912	4
913	4
914	3
915	3
916	3
917	3
918	3
919	3
920	3
921	3
922	3
923	3
924	3
925	3
926	3
927	3
928	3
929	4
930	4
931	4
932	4
933	4
934	4
935	4
936	5
937	5
938	5
939	6
940	6
941	6
942	6
943	6
944	5
945	5
946	6
947	6
948	9
949	9
950	9
951	7
952	5
953	6
954	4
955	4
956	4
957	4
958	4
959	4
960	5
961	5
962	6
963	6
964	5
965	5
966	6
967	6
968	5
969	5
970	4
971	7
972	7
973	4
974	7
975	4
976	4
977	4
978	4
979	5
980	5
981	5
982	4
983	4
984	4
985	4
986	4
987	4
988	4
989	4
990	8
991	6
992	6
993	6
994	4
995	4
996	4
997	8
998	4
999	4
1000	5
1001	5
1002	5
1003	6
1004	5
1005	4
1006	4
1007	4
1008	4
1009	3
1010	3
1011	3
1012	3
1013	3
1014	3
1015	3
1016	3
1017	3
1018	3
1019	3
1020	3
1021	3
1022	3
1023	3
1024	3
1025	4
1026	4
1027	3
1028	3
1029	3
1030	3
1031	3
1032	3
1033	3
1034	3
1035	3
1036	3
1037	4
1038	4
1039	4
1040	4
1041	5
1042	6
1043	5
1044	4
1045	4
1046	5
1047	4
1048	4
1049	4
1050	3
1051	3
1052	3
1053	3
1054	3
1055	3
1056	4
1057	3
1058	3
1059	3
1060	3
1061	3
1062	3
1063	4
1064	3
1065	3
1066	3
1067	3
1068	4
1069	4
1070	3
1071	3
1072	3
1073	3
1074	3
1075	3
1076	3
1077	3
1078	3
1079	3
1080	3
1081	3
1082	3
1083	3
1084	3
1085	3
1086	3
1087	3
1088	3
1089	4
1090	3
1091	3
1092	3
1093	3
1094	3
1095	3
1096	3
1097	3
1098	3
1099	3
1100	3
1101	3
1102	3
1103	4
1104	3
1105	3
1106	3
1107	3
1108	3
1109	3
1110	3
1111	3
1112	3
1113	3
1114	3
1115	3
1116	3
1117	3
1118	3
1119	3
1120	3
1121	3
1122	3
1123	3
1124	3
1125	3
1126	3
1127	3
1128	3
1129	3
1130	3
1131	3
1132	3
1133	3
1134	3
1135	3
1136	3
1137	2
1138	3
1139	3
1140	3
1141	0
1142	2
1143	2
1144	2
1145	2
1146	2
1147	2
1148	2
1149	2
1150	2
1151	2
1152	2
1153	2
1154	2
1155	2
1156	2
1157	2
1158	2
1159	2
