Compound Id	X3
1	2
2	2
3	3
4	2
5	11
6	13
7	13
8	15
9	6
10	9
11	3
12	5
13	4
14	2
15	1
16	4
17	3
18	6
19	5
20	3
21	2
22	1
23	1
24	0
25	4
26	4
27	2
28	2
29	1
30	0
31	1
32	2
33	5
34	5
35	2
36	0
37	7
38	4
39	3
40	6
41	5
42	3
43	2
44	2
45	1
46	3
47	7
48	3
49	1
50	2
51	2
52	2
53	4
54	0
55	9
56	7
57	7
58	7
59	11
60	9
61	9
62	9
63	19
64	17
65	17
66	17
67	2
68	1
69	16
70	14
71	14
72	14
73	6
74	4
75	4
76	4
77	15
78	13
79	13
80	13
81	5
82	3
83	3
84	5
85	6
86	2
87	0
88	18
89	16
90	16
91	16
92	8
93	6
94	6
95	6
96	4
97	17
98	15
99	15
100	15
101	7
102	5
103	5
104	5
105	14
106	12
107	12
108	12
109	4
110	2
111	2
112	3
113	3
114	3
115	3
116	5
117	1
118	1
119	2
120	0
121	1
122	1
123	2
124	3
125	13
126	11
127	11
128	11
129	12
130	10
131	10
132	10
133	10
134	8
135	8
136	8
137	5
138	0
139	0
140	2
141	1
142	7
143	7
144	3
145	3
146	3
147	3
148	3
149	0
150	1
151	1
152	1
153	1
154	1
155	1
156	2
157	1
158	4
159	0
160	0
161	0
162	2
163	4
164	0
165	6
166	4
167	0
168	3
169	0
170	2
171	2
172	0
173	0
174	2
175	0
176	0
177	0
178	3
179	15
180	0
181	0
182	0
183	5
184	2
185	0
186	0
187	3
188	0
189	0
190	2
191	0
192	0
193	16
194	0
195	1
196	7
197	3
198	14
199	12
200	8
201	2
202	7
203	1
204	4
205	2
206	0
207	0
208	0
209	5
210	11
211	8
212	5
213	11
214	8
215	7
216	1
217	0
218	4
219	9
220	9
221	14
222	5
223	6
224	4
225	17
226	17
227	10
228	0
229	0
230	0
231	6
232	5
233	1
234	19
235	0
236	1
237	16
238	15
239	3
240	1
241	2
242	0
243	3
244	9
245	11
246	6
247	5
248	2
249	10
250	18
251	8
252	17
253	7
254	10
255	7
256	14
257	0
258	4
259	5
260	1
261	4
262	1
263	4
264	1
265	0
266	3
267	13
