Compound Id	D66
1	0.957107
2	3.912383
3	1.478398
4	0.957107
5	4.207107
6	4.207107
7	3.707107
8	4.207107
9	3.31066
10	3.009202
11	1.732051
12	2.120626
13	2.597509
14	1.393847
15	1.06066
16	1.53033
17	1.28033
18	2.03033
19	1.78033
20	1.478398
21	1
22	1.020621
23	0.816497
24	0
25	3
26	3
27	1.914214
28	1.917941
29	3.143889
30	2.25
31	2.593086
32	1.657758
33	2.120626
34	2.120626
35	0.866025
36	1.333333
37	2.914213
38	2.164213
39	1.883883
40	2.664213
41	2.414213
42	1.478398
43	1.914214
44	1
45	0.942809
46	2.198585
47	2.135028
48	0.707107
49	0.816497
50	0.866025
51	1.393847
52	0.866025
53	0.957107
54	1.333333
55	2.207107
56	2.135028
57	2.4974
58	2.331951
59	2.707107
60	2.635028
61	2.9974
62	2.831951
63	4.707107
64	4.635027
65	4.9974
66	4.831951
67	0.5
68	0
69	3.957107
70	3.885028
71	4.2474
72	4.081951
73	1.457107
74	1.385028
75	1.7474
76	1.562949
77	3.707107
78	3.635028
79	3.9974
80	3.831951
81	1.207107
82	1.135028
83	1.478398
84	1.9974
85	1.457107
86	1.321367
87	0
88	4.457107
89	4.385027
90	4.7474
91	4.581951
92	1.957107
93	1.885028
94	2.2474
95	2.081951
96	1.9974
97	4.207107
98	4.135028
99	4.4974
100	4.331951
101	1.707107
102	1.635028
103	1.9974
104	1.831951
105	3.457107
106	3.385028
107	3.7474
108	3.581951
109	0.957107
110	0.866025
111	1.393847
112	1.135028
113	1.478398
114	1.478398
115	1.135028
116	1.207107
117	0.942809
118	0.5
119	0.5
120	0
121	0.816497
122	0.816497
123	1.393847
124	0.707107
125	3.207107
126	3.135028
127	3.4974
128	3.331951
129	2.957107
130	2.885028
131	3.2474
132	3.081951
133	2.457107
134	2.385028
135	2.7474
136	2.581951
137	3.967587
138	2.421669
139	2.421669
140	3.157371
141	2.625793
142	4.717587
143	4.717587
144	6.844658
145	6.844658
146	6.844658
147	6.844658
148	4.651669
149	3.03413
150	2.813496
151	3.399897
152	3.133526
153	2.622349
154	4.507985
155	2.712779
156	5.817691
157	4.247578
158	4.247578
159	2.813496
160	2.919766
161	2.622349
162	2.741922
163	4.180026
164	2.712779
165	3.851355
166	3.351355
167	3.933154
168	3.933155
169	4.7868
170	3.115251
171	3.534986
172	2.540336
173	6.385515
174	4.432654
175	3.114069
176	3.701832
177	3.343445
178	3.87456
179	7.122715
180	2.860366
181	3.429949
182	3.640947
183	4.120626
184	3.046112
185	6.38832
186	2.198585
187	3.732051
188	4.644923
189	2.414214
190	3.121027
191	3.702115
192	2.30453
193	7.851039
194	6.449489
195	3.149041
196	6.819523
197	5.819523
198	6.635011
199	6.135011
200	5.878969
201	4.680754
202	5.614211
203	3.621574
204	4.035586
205	4.345209
206	4.764428
207	5.314741
208	4.137417
209	3.967587
210	5.467587
211	4.717587
212	3.967587
213	5.467587
214	4.717587
215	7.342179
216	3.28413
217	3.003323
218	6.167511
219	4.904431
220	4.904431
221	6.805861
222	4.247578
223	6.728172
224	3.933154
225	6.923434
226	6.923434
227	5.173433
228	2.592639
229	1.5
230	3.966327
231	4.651669
232	3.966327
233	4.116157
234	6.690671
235	2.302095
236	2.302095
237	5.940671
238	5.690671
239	3.216327
240	2.529483
241	2.87701
242	2.592639
243	2.690671
244	4.190671
245	4.690671
246	3.440671
247	3.190671
248	2.421669
249	4.440671
250	6.440671
251	3.940671
252	6.190671
253	3.690671
254	5.651669
255	4.803988
256	5.440671
257	4.197396
258	2.940671
259	4.382667
260	3.098518
261	5.005039
262	3.098518
263	5.005039
264	3.098518
265	2.829917
266	4.687113
267	5.190671
268	3.466327
269	1.893847
270	4.940671
271	2.592639
272	2.813496
273	2.622349
274	3.121027
275	8.935974
276	3.098518
277	2.529483
278	2.813496
279	2.052095
280	2.540336
281	2.421669
282	3.098518
283	2.829917
284	4.806704
285	2.622349
286	2.198585
287	2.690671
288	4.032259
289	6.136108
290	2.712779
291	2.30453
292	3.822923
293	3.240601
294	2.540336
295	2.198585
296	2.30453
297	5.209569
298	2.87701
299	2.690671
300	3.717587
301	5.8627
302	8.8627
303	6.8627
304	8.3627
