Compound Id	D62
1	0
2	4
3	1
4	0
5	0
6	0
7	0
8	0
9	4
10	1
11	1
12	1
13	2
14	1
15	4
16	4
17	4
18	4
19	4
20	1
21	4
22	5
23	1
24	4
25	4
26	4
27	4
28	5
29	6
30	8
31	3
32	5
33	1
34	1
35	1
36	2
37	4
38	4
39	4
40	4
41	4
42	1
43	4
44	4
45	2
46	2
47	1
48	0
49	1
50	1
51	1
52	1
53	0
54	2
55	0
56	1
57	1
58	1
59	0
60	1
61	1
62	1
63	0
64	1
65	1
66	1
67	0
68	0
69	0
70	1
71	1
72	1
73	0
74	1
75	1
76	1
77	0
78	1
79	1
80	1
81	0
82	1
83	1
84	1
85	0
86	2
87	0
88	0
89	1
90	1
91	1
92	0
93	1
94	1
95	1
96	1
97	0
98	1
99	1
100	1
101	0
102	1
103	1
104	1
105	0
106	1
107	1
108	1
109	0
110	1
111	1
112	1
113	1
114	1
115	1
116	0
117	2
118	0
119	0
120	1
121	1
122	1
123	1
124	0
125	0
126	1
127	1
128	1
129	0
130	1
131	1
132	1
133	0
134	1
135	1
136	1
137	2
138	1
139	1
140	2
141	5
142	2
143	2
144	8
145	8
146	8
147	8
148	3
149	3
150	2
151	3
152	3
153	2
154	4
155	2
156	5
157	3
158	3
159	2
160	3
161	2
162	2
163	3
164	2
165	2
166	2
167	3
168	3
169	3
170	2
171	3
172	2
173	4
174	2
175	3
176	4
177	4
178	3
179	4
180	3
181	4
182	4
183	3
184	2
185	4
186	2
187	3
188	6
189	3
190	2
191	4
192	2
193	4
194	4
195	3
196	7
197	7
198	5
199	5
200	7
201	4
202	3
203	5
204	3
205	3
206	7
207	6
208	4
209	2
210	2
211	2
212	2
213	2
214	2
215	7
216	3
217	3
218	7
219	2
220	2
221	5
222	3
223	7
224	3
225	2
226	2
227	2
228	2
229	0
230	2
231	3
232	2
233	2
234	1
235	1
236	1
237	1
238	1
239	2
240	2
241	2
242	2
243	1
244	1
245	1
246	1
247	1
248	1
249	1
250	1
251	1
252	1
253	1
254	3
255	3
256	1
257	5
258	1
259	3
260	2
261	4
262	2
263	4
264	2
265	5
266	7
267	1
268	2
269	1
270	1
271	2
272	2
273	2
274	2
275	6
276	2
277	2
278	2
279	1
280	2
281	1
282	2
283	5
284	12
285	2
286	2
287	1
288	6
289	8
290	2
291	2
292	7
293	6
294	2
295	2
296	2
297	3
298	2
299	1
300	2
301	4
302	4
303	4
304	4
305	4
306	6
307	6
308	4
309	4
310	6
311	2
312	2
313	2
314	2
315	1
316	1
317	3
318	3
319	4
320	4
321	1
