Compound Id	AutocorrelationPolarizability [ATSp5]
13837650	0.0
29015	0.0
258	18.491
7714	25.730
7882	308.383
7837	142.963
7812	93.698
932	196.145
6040	50.943
1004	0.0
10445	226.507
6320	0.0
6312	0.0
6146	0.0
21011	48.424
3644	0.0
29000	43.484
175	0.0
6102	0.0
236	0.0
7224	87.663
7673	46.714
6321	0.0
29012	118.582
5730	0.0
7676	38.189
5977	0.0
7787	0.0
7679	27.694
14840	272.238
8569	184.787
121365	328.746
6104	0.0
3168	20.943
12181	135.736
7890	387.288
682	0.0
8525	38.326
7219	118.681
9614	23.926
8560	109.528
7767	62.876
864	0.0
6335	0.0
14672	0.0
7674	39.194
7641	118.413
11752	43.987
11815	15.428
13014	69.125
6334	0.0
28994	0.0
12814	0.0
7849	215.908
349	161.247
6967	81.688
7712	24.699
7636	17.313
7521	89.550
29080	0.0
7737	0.0
1108	36.920
13619	329.505
