Compound Id	KappaShapeIndices [Kier3]
13837650	4.0
29015	1.333
258	4.0
7714	4.0
7882	10.0
7837	7.2
7812	6.0
932	8.0
6040	5.333
1004	4.0
10445	7.2
6320	4.0
6312	4.0
6146	N/A
21011	5.333
3644	N/A
29000	5.333
175	N/A
6102	0.0
236	1.333
7224	1.8
7673	1.5
6321	4.0
29012	7.2
5730	N/A
7676	1.5
5977	N/A
7787	1.333
7679	1.5
14840	9.143
8569	8.0
121365	7.901
6104	0.0
3168	4.0
12181	2.813
7890	11.111
682	0.0
8525	5.333
7219	1.8
9614	1.5
8560	6.0
7767	5.333
864	0.0
6335	4.0
14672	5.333
7674	1.5
7641	1.8
11752	5.333
11815	4.0
13014	1.488
6334	4.0
28994	4.0
12814	0.96
7849	8.0
349	7.2
6967	1.488
7712	4.0
7636	1.185
7521	1.8
29080	1.185
7737	0.64
1108	1.5
13619	10.0
