Compound Id	VABC
13837650	73.57056349339999
29015	82.964391904589
258	86.5306239048279
7714	92.9514649747001
7882	190.30653166002816
7837	138.418577782428
7812	121.1225931565613
932	155.71456240829477
6040	103.8266085306946
1004	69.2346392789612
10445	146.92433570773358
6320	86.5306239048279
6312	86.5306239048279
6146	86.5306239048279
21011	103.8266085306946
3644	69.2346392789612
29000	103.8266085306946
175	66.5981805781612
6102	48.87227075910011
236	81.16653165280017
7224	104.18635908523356
7673	100.45015063036688
6321	83.8941652040279
29012	127.27636115632238
5730	86.69671440839991
7676	96.37759942323349
5977	71.4856466379666
7787	99.9759077552002
7679	106.12967575496131
14840	181.51630495946708
8569	155.71456240829465
121365	181.37084854152812
6104	56.2745788675333
3168	86.5306239048279
12181	129.48289466392796
7890	216.1082742112005
682	51.9386546530945
8525	92.68439190458899
7219	115.75850090453353
9614	87.23409050310657
8560	129.62835108186687
7767	112.3323664560002
864	34.6426700272278
6335	75.38840727872228
14672	103.8266085306946
7674	117.27189238106693
7641	115.75850090453356
11752	94.89092541219458
11815	77.5949407863279
13014	117.12643596312802
6334	77.5949407863279
28994	60.2989561604612
12814	99.83045133726132
7849	164.22032033360028
349	146.92433570773358
6967	115.75850090453356
7712	95.03638183013351
7636	89.11815990435011
7521	115.75850090453356
29080	101.473415962189
7737	74.1741652040279
1108	98.46251627866687
13619	198.8122895853338
